setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A0038,EURUSD,2024-07-12T10:00:00+00:00,2024-07-12T10:00:00+00:00,2024-07-12T14:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.0888,1.08984,1.09004,1.08671,1.08634,2.01,2.37,sl,1.0888,0.0,-1.0,-1.0,0.0,True,,1.234,-0.387,4,-1,-1,589,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-06-07T10:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,7.05,9.18,6.12,strong,1.184,,1.382,0.000709,False,,,,,False,10,bullish,against_trend,2024-07-12T09:00:00+00:00,1,2024-06-07T13:00:00+00:00,SHORT,aligned,87.8,False,0,fresh,London,London,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0039,EURUSD,2024-07-16T06:00:00+00:00,2024-07-17T03:00:00+00:00,2024-07-17T09:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.09067,1.09185,1.09205,1.08884,,1.55,,sl,1.09205,-1.0,-1.0,-1.0,-250.0,True,,0.848,-0.486,6,-1,-1,16,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-07-15T14:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.02,1.63,1.09,marginal,1.393,0.526,0.966,0.000704,False,,,,,False,6,bullish,against_trend,2024-07-16T05:00:00+00:00,1,2024-07-15T18:00:00+00:00,SHORT,aligned,54.1,False,0,fresh,NY,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0040,EURUSD,2024-07-16T14:00:00+00:00,2024-07-16T19:00:00+00:00,2024-07-17T08:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08944,1.09058,1.09078,1.08671,1.08634,2.39,2.72,sl,1.09078,-1.0,-1.0,-1.0,-250.0,True,,0.299,-0.933,13,-1,-1,2,discount,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-07-16T12:00:00+00:00,CHoCH,CHoCH,holding,False,none,True,0,2.57,2.6,1.73,solid,1.14,,0.825,0.000824,False,,,,,False,14,bullish,against_trend,2024-07-16T13:00:00+00:00,1,2024-07-16T13:00:00+00:00,SHORT,counter,40.2,False,0,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0041,EURUSD,2024-07-17T13:00:00+00:00,2024-07-18T15:00:00+00:00,2024-07-18T19:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09055,1.08954,1.08934,1.09222,,1.65,,sl,1.09055,0.0,-1.0,-1.0,0.0,True,,1.05,-0.05,4,-1,-1,6,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-07-17T07:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,3.83,1.34,1.34,marginal,0.844,0.219,0.521,0.00096,False,,,,,False,13,bullish,with_trend,2024-07-17T12:00:00+00:00,1,2024-07-17T10:00:00+00:00,LONG,aligned,46.4,False,1,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0042,EURUSD,2024-07-18T15:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.09286,1.09381,1.09401,1.09019,1.08884,2.81,4.23,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-07-18T11:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.89,2.18,1.46,marginal,0.958,,1.137,0.000783,False,,,,,False,15,bullish,against_trend,2024-07-18T14:00:00+00:00,1,2024-07-18T14:00:00+00:00,SHORT,aligned,74.6,False,0,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0043,EURUSD,2024-07-24T09:00:00+00:00,2024-07-24T12:00:00+00:00,2024-07-24T13:00:00+00:00,London,bearish,BOS BOS,proximal,1.08465,1.08552,1.08572,1.08321,,1.66,,sl,1.08572,-1.0,-1.0,-1.0,-250.0,True,,0.738,-0.224,1,-1,-1,3,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-07-24T06:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.87,2.11,2.11,solid,1.003,,7.487,0.000668,False,,,,,False,9,bearish,with_trend,2024-07-24T08:00:00+00:00,1,2024-07-24T08:00:00+00:00,SHORT,counter,29.3,False,2,no_fvg,Asia,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0044,EURUSD,2024-07-26T05:00:00+00:00,2024-07-26T07:00:00+00:00,2024-07-26T16:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.08538,1.08418,1.08398,1.08744,,1.72,,sl,1.08538,0.0,-1.0,-1.0,0.0,True,,1.029,-0.836,9,-1,-1,17,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2024-07-25T12:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.43,1.01,1.01,marginal,1.311,,3.146,0.000763,False,,,,,False,5,bullish,with_trend,2024-07-26T04:00:00+00:00,1,2024-07-25T17:00:00+00:00,LONG,counter,61.4,False,1,fresh,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0045,EURUSD,2024-07-29T05:00:00+00:00,2024-07-29T07:00:00+00:00,2024-07-29T09:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.08554,1.08429,1.08409,1.08744,,1.52,,sl,1.08409,-1.0,-1.0,-1.0,-250.0,True,,0.469,-0.848,2,-1,-1,21,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2024-07-26T08:00:00+00:00,BOS,BOS,holding,False,none,False,1,0.57,1.01,1.01,marginal,1.429,,2.367,0.000735,False,,,,,False,5,bullish,with_trend,2024-07-29T04:00:00+00:00,1,2024-07-26T14:00:00+00:00,LONG,aligned,47.8,False,2,no_fvg,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0046,EURUSD,2024-07-29T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.08608,1.087,1.0872,1.08441,,1.82,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,7,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-07-29T02:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.91,1.94,1.94,solid,1.057,,1.438,0.000681,False,,,,,False,9,bearish,with_trend,2024-07-29T08:00:00+00:00,1,2024-07-29T08:00:00+00:00,SHORT,aligned,67.5,False,2,no_fvg,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0047,EURUSD,2024-07-29T13:00:00+00:00,2024-07-30T08:00:00+00:00,2024-07-30T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08265,1.0843,1.0845,1.08005,,1.58,,tp1,1.08005,1.405,1.58,0.0,351.25,True,,1.519,-0.492,7,7,-1,3,discount,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-07-29T10:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,1,1.6,1.91,1.27,marginal,1.539,,1.645,0.000942,False,,,,,False,13,bullish,against_trend,2024-07-29T12:00:00+00:00,1,2024-07-29T11:00:00+00:00,SHORT,counter,18.5,False,0,no_fvg,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0048,EURUSD,2024-07-30T14:00:00+00:00,2024-07-31T11:00:00+00:00,2024-07-31T12:00:00+00:00,NY,bearish,BOS BOS,proximal,1.08317,1.08376,1.08396,1.0822,1.08191,1.64,2.14,sl,1.08396,-1.0,-1.0,-1.0,-250.0,True,,0.848,-0.456,1,-1,-1,3,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-07-30T11:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.73,2.74,2.74,strong,0.481,0.704,1.235,0.00081,False,,,,,False,14,bearish,with_trend,2024-07-30T13:00:00+00:00,1,2024-07-30T13:00:00+00:00,SHORT,aligned,88.5,False,2,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0049,EURUSD,2024-07-31T14:00:00+00:00,2024-07-31T14:00:00+00:00,2024-07-31T15:00:00+00:00,NY,bullish,BOS BOS,proximal,1.08402,1.08248,1.0822800000000001,1.08665,,1.71,,sl,1.0822800000000001,-1.0,-1.0,-1.0,-250.0,True,,0.523,-0.092,1,-1,-1,2,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-07-31T12:00:00+00:00,BOS,BOS,holding,False,none,True,0,1.06,1.27,1.27,marginal,1.311,,2.123,0.001022,False,,,,,False,14,bullish,with_trend,2024-07-31T13:00:00+00:00,1,2024-07-31T13:00:00+00:00,LONG,counter,82.6,False,1,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0050,EURUSD,2024-08-01T10:00:00+00:00,2024-08-02T12:00:00+00:00,2024-08-02T13:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.08257,1.08365,1.08385,1.08088,,1.56,,sl,1.08385,-1.0,-1.0,-1.0,-250.0,True,,0.219,-0.906,1,-1,-1,6,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-01T04:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.4,1.66,1.11,marginal,0.875,0.527,0.656,0.001006,False,,,,,False,10,bullish,against_trend,2024-08-01T09:00:00+00:00,1,2024-08-01T09:00:00+00:00,SHORT,aligned,82.4,False,0,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0051,EURUSD,2024-08-05T13:00:00+00:00,2024-08-06T10:00:00+00:00,2024-08-08T11:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09178,1.08905,1.08885,1.09749,,2.09,,timeout,1.09253,0.256,0.256,0.256,64.0,False,unresolved:timeout,0.928,-0.485,49,-1,-1,6,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-05T07:00:00+00:00,BOS,BOS,holding,True,partial,False,0,1.27,2.15,2.15,solid,1.253,1.427,6.792,0.002019,False,,,,,False,13,bullish,with_trend,2024-08-05T12:00:00+00:00,1,2024-08-05T08:00:00+00:00,LONG,counter,71.1,False,5,fresh,London,London,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0052,EURUSD,2024-08-08T08:00:00+00:00,2024-08-08T08:00:00+00:00,2024-08-08T10:00:00+00:00,London,bullish,BOS BOS,proximal,1.09377,1.09289,1.09269,1.09749,,4.23,,sl,1.09269,-1.0,-1.0,-1.0,-250.0,True,,0.676,-0.352,2,-1,-1,3,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-08-08T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.88,1.01,1.01,marginal,0.981,,3.146,0.000693,False,,,,,False,8,bullish,with_trend,2024-08-08T07:00:00+00:00,1,2024-08-08T07:00:00+00:00,LONG,aligned,31.4,False,1,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0053,EURUSD,2024-08-08T14:00:00+00:00,2024-08-09T03:00:00+00:00,2024-08-09T18:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.09231,1.09352,1.09372,1.09036,,1.61,,friday_flat,1.09185,0.326,-1.0,-1.0,81.5,True,,1.0,-0.574,15,-1,-1,2,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-08T12:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.61,3.05,2.03,solid,0.933,,0.803,0.001083,False,,,,,False,14,bullish,against_trend,2024-08-08T13:00:00+00:00,1,2024-08-08T13:00:00+00:00,SHORT,aligned,58.9,False,0,no_fvg,London,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0054,EURUSD,2024-08-09T08:00:00+00:00,2024-08-09T08:00:00+00:00,2024-08-09T09:00:00+00:00,London,bullish,BOS BOS,proximal,1.09215,1.0916,1.0914,1.09348,,2.42,,sl,1.0914,-1.0,-1.0,-1.0,-250.0,True,,1.013,-0.173,1,-1,-1,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-09T06:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.48,1.35,1.35,marginal,0.583,,2.464,0.000601,False,,,,,False,8,bullish,with_trend,2024-08-09T07:00:00+00:00,1,2024-08-09T07:00:00+00:00,LONG,counter,63.1,False,1,no_fvg,Asia,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0055,EURUSD,2024-08-13T06:00:00+00:00,2024-08-13T08:00:00+00:00,2024-08-13T10:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.09293,1.09195,1.09175,1.09448,,1.58,,sl,1.09175,-1.0,-1.0,-1.0,-250.0,True,,0.449,-0.746,2,-1,-1,13,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-12T17:00:00+00:00,BOS,BOS,holding,False,none,False,1,1.65,1.67,1.67,solid,1.276,,2.093,0.000611,False,,,,,False,6,bullish,with_trend,2024-08-13T05:00:00+00:00,1,2024-08-12T18:00:00+00:00,LONG,counter,82.8,False,2,no_fvg,NY,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0056,EURUSD,2024-08-13T07:00:00+00:00,2024-08-13T09:00:00+00:00,2024-08-13T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.09252,1.09139,1.09119,1.09448,,1.73,,tp1,1.09448,1.474,1.73,6.511,368.5,True,,1.602,-0.872,4,4,-1,22,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2024-08-12T09:00:00+00:00,BOS,BOS,holding,False,none,False,2,0.69,1.09,1.09,marginal,1.684,,2.318,0.000552,False,,,,,False,7,bullish,with_trend,2024-08-13T06:00:00+00:00,1,2024-08-12T10:00:00+00:00,LONG,counter,73.7,False,2,no_fvg,London,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0057,EURUSD,2024-08-13T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.09267,1.09116,1.09096,1.09749,,3.19,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-13T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.95,1.94,1.29,marginal,1.426,0.621,0.533,0.000919,False,,,,,False,15,bearish,against_trend,2024-08-13T14:00:00+00:00,1,2024-08-13T13:00:00+00:00,LONG,counter,56.0,False,0,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
