setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A2589,USDCHF,2024-12-02T10:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.88915,0.89053,0.89073,0.88675,,1.74,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,119,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-11-25T11:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,1.64,1.58,1.06,marginal,0.862,,0.781,0.001369,False,,,,,False,10,bullish,against_trend,2024-12-02T09:00:00+00:00,1,2024-11-25T13:00:00+00:00,SHORT,,aligned,183.5,False,0,stale,London,London,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2590,USDCHF,2024-12-03T05:00:00+00:00,2024-12-03T07:00:00+00:00,2024-12-03T09:00:00+00:00,Asia,bullish,BOS BOS,proximal,0.88622,0.88524,0.88504,0.88794,,1.76,,sl,0.88504,-1.0,-1.0,-1.0,-250.0,True,,0.754,-0.856,True,False,2,-1,-1,21.0,20.0,19,premium,0.0,,4.0,3.0,1.0,0.0,0.0,0.0,"structure,sweep",False,h1_only,2024-12-02T10:00:00+00:00,BOS,BOS,holding,False,full,True,2,2.32,1.04,1.04,marginal,0.683,,0.228,0.001142,False,,,,,False,5,bullish,with_trend,2024-12-03T04:00:00+00:00,1,2024-12-02T11:00:00+00:00,LONG,,counter,72.9,False,1,stale,London,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2591,USDCHF,2024-12-03T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,0.88068,0.87977,0.8795700000000001,0.88272,,2.24,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,43,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-11-29T19:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,1.95,1.0,1.0,marginal,0.648,0.575,0.237,0.001096,False,,,,,False,14,bullish,with_trend,2024-12-03T13:00:00+00:00,1,2024-12-02T05:00:00+00:00,LONG,,aligned,20.6,False,1,fresh,NY,NY,False,False,never_filled,A First Pullback,premium,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2592,USDCHF,2024-12-04T16:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,0.88581,0.88725,0.88745,0.88358,0.88293,1.55,2.0,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,premium,0.0,,10.0,4.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2024-12-04T12:00:00+00:00,BOS,Confirm,holding,True,pristine,True,0,1.39,1.08,1.08,marginal,1.074,0.243,1.23,0.001154,False,,,,,False,16,bearish,with_trend,2024-12-04T15:00:00+00:00,1,2024-12-04T15:00:00+00:00,SHORT,,aligned,57.9,False,1,fresh,London,NY,True,False,never_filled,A First Pullback,premium,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2593,USDCHF,2024-12-05T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.88428,0.88546,0.88566,0.88246,,1.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,premium,0.0,False,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-12-05T09:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.7,1.5,1.0,marginal,0.989,0.212,1.04,0.000991,False,,,,,False,14,bullish,against_trend,2024-12-05T13:00:00+00:00,1,2024-12-05T13:00:00+00:00,SHORT,,aligned,77.2,False,0,fresh,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2594,USDCHF,2024-12-06T11:00:00+00:00,2024-12-06T15:00:00+00:00,2024-12-06T18:00:00+00:00,London,bearish,Confirmation BOS,proximal,0.87795,0.87916,0.87936,0.87514,0.8747,2.32,2.69,friday_flat,0.87869,-0.525,-1.0,-1.0,-131.25,True,,0.844,-0.681,,,3,-1,-1,7.0,5.0,3,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-12-06T08:00:00+00:00,BOS,Confirm,holding,False,none,False,0,0.65,1.28,1.28,marginal,1.132,,6.77,0.000892,False,,,,,False,11,bearish,with_trend,2024-12-06T10:00:00+00:00,1,2024-12-06T10:00:00+00:00,SHORT,,counter,11.5,False,1,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2595,USDCHF,2024-12-06T14:00:00+00:00,2024-12-08T22:00:00+00:00,2024-12-09T19:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,0.87896,0.88034,0.88054,0.87514,0.8747,2.77,3.09,sl,0.87896,0.0,-1.0,-1.0,0.0,True,,1.981,-0.867,True,False,21,-1,-1,77.0,28.0,21,discount,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-12-05T17:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,3.5,1.64,1.09,marginal,1.172,,1.023,0.001006,False,,,,,False,14,bearish,with_trend,2024-12-06T13:00:00+00:00,1,2024-12-05T18:00:00+00:00,SHORT,False,counter,46.1,False,0,stale,NY,Other,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2596,USDCHF,2024-12-06T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,0.87442,0.87319,0.87299,0.87686,,1.98,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,480,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2024-11-08T15:00:00+00:00,BOS,BOS,holding,False,full,False,1,1.52,1.74,1.74,solid,0.917,,1.237,0.001124,False,,,,,False,15,bearish,against_trend,2024-12-06T14:00:00+00:00,1,2024-11-08T16:00:00+00:00,LONG,,aligned,7.3,False,1,fresh,NY,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2597,USDCHF,2024-12-09T16:00:00+00:00,2024-12-09T19:00:00+00:00,2024-12-10T07:00:00+00:00,NY,bearish,BOS BOS,proximal,0.87877,0.8799,0.8801,0.87514,0.8747,3.21,3.6,sl,0.87877,0.0,-1.0,-1.0,0.0,True,,1.301,-0.353,False,False,12,-1,-1,7.0,4.0,4,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-12-09T12:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.93,2.05,2.05,solid,0.9,,2.343,0.001033,False,,,,,False,16,bearish,with_trend,2024-12-09T15:00:00+00:00,1,2024-12-09T15:00:00+00:00,SHORT,False,aligned,76.9,False,4,no_fvg,London,NY,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2598,USDCHF,2024-12-11T08:00:00+00:00,2024-12-11T12:00:00+00:00,2024-12-11T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,0.88307,0.88242,0.88222,0.88408,,1.55,,sl,0.88222,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,1,-1,-1,10.0,5.0,6,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-11T02:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,2.11,1.81,1.81,solid,0.557,0.124,5.763,0.000809,False,,,,,False,8,bullish,with_trend,2024-12-11T07:00:00+00:00,1,2024-12-11T07:00:00+00:00,LONG,,counter,76.0,False,1,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
