setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_raw,sl_initial,tp1,tp1_raw,tp2,tp2_raw,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B4873,NZDUSD,2024-02-15T11:00:00+00:00,2024-02-16T01:00:00+00:00,2024-02-16T02:00:00+00:00,London,bullish,Confirmation BOS,proximal,0.60912,0.60892,0.60797,0.60777,0.6092,0.6094,0.61333,0.61353,0.51,4.85,0.6092,0.51,wick,,zone,0.6092,0.51,0.61333,4.85,zone,True,triple,tp1,0.6092,0.059,0.51,0.0,14.75,True,,0.059,-0.0,1.0,,,,,,,1.539,1.311,0.319,1,1,-1,22.0,15.0,8,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-02-15T03:00:00+00:00,BOS,Confirm,0,holding,False,none,True,0,0.05,0.73,0.73,marginal,,0.855,,2.178,0.000877,0.001237,0.627,2,61.702,False,,,,,False,11,bullish,with_trend,False,False,False,,0.60932,False,False,False,INSIDE,intact,intact,intact,intact,4.093,2.428,PD,PD,False,,,,,6.065,2.0,False,4.526,False,2.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.228,False,sweep,asia,high,True,2024-02-15T10:00:00+00:00,1,2024-02-15T10:00:00+00:00,LONG,,counter,93.7,False,1,no_fvg,Asia,Asia,True,True,Both,0.787,,,0.4419,0.61584,0.6038,discount,mixed,1.208,0.441,0.509,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4874,NZDUSD,2024-02-15T14:00:00+00:00,2024-02-18T23:00:00+00:00,2024-02-19T00:00:00+00:00,NY,bearish,Confirmation BOS,proximal,0.61259,0.61279,0.61339,0.61359,0.61239,0.61219,,,1.0,,0.61239,1.0,wick,,,,,,,,False,triple,sl,0.61359,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.685,,,,1.123,0.885,0.443,1,-1,-1,147.0,93.0,66,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-12T20:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,2.2,2.82,2.82,strong,,0.449,,2.111,0.000891,0.001063,0.925,2,39.816,False,,,,,False,14,bullish,counter_trend,False,False,False,,0.60953,False,False,True,INSIDE,intact,intact,intact,intact,1.067,4.491,PD,PD,False,,,,,9.868,2.0,True,,,1.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,pw,eq,sw",True,0.404,bare,False,,False,break,asia,low,True,2024-02-15T13:00:00+00:00,2,2024-02-13T02:00:00+00:00,SHORT,,counter,43.7,False,1,stale,NY,Other,False,False,Neither,0.898,,,0.7301,0.61584,0.6038,premium,mixed,-0.808,0.502,0.172,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4875,NZDUSD,2024-02-20T09:00:00+00:00,,,London,bullish,Range BOS,proximal,0.6142,0.614,0.6133,0.6131,0.61437,0.61457,,,0.81,,0.61515,1.93,zone,,,0.61494,1.63,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.535,1.256,0.516,0,-1,-1,,,4,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-20T05:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.09,1.67,1.67,solid,,0.698,,3.141,0.000716,,0.34,1,53.126,False,,,,,False,9,bullish,with_trend,False,False,False,,0.61533,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.321,bare,False,,False,sweep,asia,high,True,2024-02-20T08:00:00+00:00,1,2024-02-20T08:00:00+00:00,LONG,,counter,54.1,False,1,no_fvg,Asia,London,False,False,never_filled,0.924,,,0.907,0.61515,0.60494,premium,both_premium,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4876,NZDUSD,2024-02-22T07:00:00+00:00,2024-02-22T13:00:00+00:00,2024-02-22T14:00:00+00:00,London,bullish,BOS BOS,proximal,0.61924,0.61904,0.61818,0.61798,0.6197,0.6199,,,1.0,,0.6197,1.0,wick,,,,,,,,False,triple,sl,0.61798,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.184,1.801,4.0,True,1.289,1.085,0.675,1,-1,-1,10.0,7.0,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-02-22T03:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.51,1.06,1.06,marginal,,0.675,0.164,2.221,0.000977,0.001094,0.409,0,46.781,False,,,,,False,7,bullish,with_trend,False,False,False,,0.6205,False,True,False,EXPANSION_UP,broken,intact,broken,intact,,4.124,,PD,False,7.0,PD,,,,,,,,7.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.358,bare,False,,False,break,asia,high,True,2024-02-22T06:00:00+00:00,1,2024-02-22T06:00:00+00:00,LONG,,counter,70.8,False,7,fresh,Asia,NY,True,True,Both,1.0,,,1.4006,0.61515,0.60494,premium,both_premium,0.819,0.556,0.147,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Unemployment Claims,USD,1.0,Unemployment Claims
B4877,NZDUSD,2024-02-23T10:00:00+00:00,2024-02-23T12:00:00+00:00,2024-02-23T12:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.61942,0.61962,0.62067,0.62087,0.618,0.6178,0.61749,0.61729,1.73,2.22,0.618,1.73,wick,,zone,0.618,1.73,0.61749,2.22,zone,True,triple,sl,0.62087,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.181,0.238,12.0,True,1.642,1.416,1.835,0,-1,-1,6.0,3.0,4,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-02-23T06:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.35,0.9,0.6,marginal,False,0.963,0.861,0.951,0.000883,0.000911,0.424,0,60.665,False,,,,,False,10,bullish,ambiguous,False,False,True,bearish,0.61803,False,False,False,INSIDE,intact,intact,broken,intact,2.662,2.515,PD,PD,True,99.0,PW,,,2.028,2.0,True,,,3.0,high,0.0,1.0,False,,,,,,0,,,,,,False,,,True,-0.227,False,break,asia,low,True,2024-02-23T09:00:00+00:00,1,2024-02-23T09:00:00+00:00,SHORT,,aligned,74.5,False,0,fresh,Asia,London,False,True,Fill only,1.0,,,1.4182,0.61515,0.60494,premium,both_premium,0.362,0.732,0.152,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4878,NZDUSD,2024-02-26T11:00:00+00:00,2024-02-26T14:00:00+00:00,2024-02-27T00:00:00+00:00,London,bullish,BOS BOS,proximal,0.61726,0.61706,0.61641,0.61621,0.61915,0.61935,,,3.52,,0.6196,4.22,zone,,,0.61935,3.83,,,,False,triple,sl,0.61621,-1.0,-1.0,-1.0,-250.0,True,,0.457,-0.876,-2.188,False,False,0.618,,,,1.273,1.03,2.533,10,-1,-1,9.0,4.0,6,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-26T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.12,0.46,0.46,marginal,,0.545,,1.261,0.000825,0.000759,0.778,1,44.292,False,,,,,False,11,bullish,with_trend,True,False,False,,0.61778,False,False,False,SWEPT_LOW,intact,swept,intact,intact,4.63,7.055,PD,PW,True,0.0,PD,,,1.261,2.0,False,-0.012,False,19.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,pw,eq,sw",True,-0.036,bare,False,,False,sweep,asia,high,True,2024-02-26T10:00:00+00:00,1,2024-02-26T10:00:00+00:00,LONG,,aligned,18.7,False,1,no_fvg,Asia,NY,False,True,Fill only,0.974,,,0.5634,0.62177,0.61144,premium,mixed,-0.982,0.359,0.973,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4879,NZDUSD,2024-02-27T09:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.61915,0.61935,0.61995,0.62015,0.61895,0.61875,,,1.0,,0.61895,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.164,1.081,0.541,0,-1,-1,,,36,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-23T21:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,0,0.09,2.02,1.35,marginal,True,0.466,,1.397,0.000859,,0.475,0,54.441,False,,,,,False,9,bullish,ambiguous,False,False,True,bearish,0.61626,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.407,EQ,False,,False,sweep,asia,high,True,2024-02-27T08:00:00+00:00,2,2024-02-25T23:00:00+00:00,SHORT,,counter,29.9,False,0,stale,Other,London,False,False,never_filled,0.865,,,0.7464,0.62177,0.61144,premium,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4880,NZDUSD,2024-02-27T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.61915,0.61935,0.61995,0.62015,0.61895,0.61875,,,1.0,,0.61895,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.164,1.015,0.508,0,-1,-1,,,40,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-02-23T21:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,0,0.09,2.02,1.35,marginal,True,0.466,,1.397,0.000859,,0.475,0,58.166,False,,,,,False,13,bullish,ambiguous,False,False,True,bearish,0.61626,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.407,EQ,False,,False,sweep,asia,high,True,2024-02-27T12:00:00+00:00,3,2024-02-25T23:00:00+00:00,SHORT,,counter,29.9,False,0,stale,Other,NY,False,False,never_filled,0.865,,,0.7464,0.62177,0.61144,premium,mixed,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4881,NZDUSD,2024-03-01T15:00:00+00:00,2024-03-01T15:00:00+00:00,2024-03-01T15:00:00+00:00,NY,bearish,BOS BOS,proximal,0.60885,0.60905,0.61002,0.61022,0.60828,0.60808,,,1.0,,0.60828,1.0,wick,,,,,,,,False,triple,sl,0.61022,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.203,,38.0,,1.699,1.451,0.955,0,-1,-1,5.0,1.0,5,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-03-01T10:00:00+00:00,BOS,BOS,0,holding,False,full,True,0,0.19,0.84,0.84,marginal,,0.955,,1.959,0.000806,0.000965,0.701,0,53.101,False,,,,,False,15,bearish,with_trend,True,False,False,,0.60784,False,False,False,SWEPT_LOW,intact,swept,intact,broken,2.877,,PD,,False,16.0,PD,11.049,2.0,,,False,9.35,False,16.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.372,bare,False,,False,break,asia,low,True,2024-03-01T14:00:00+00:00,1,2024-03-01T14:00:00+00:00,SHORT,,aligned,67.7,False,4,fresh,London,NY,False,True,Fill only,1.0,,,-0.2507,0.62177,0.61144,discount,mixed,-2.021,0.397,0.106,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ISM Manufacturing PMI,USD,1.0,ISM Manufacturing PMI
B4882,NZDUSD,2024-03-01T16:00:00+00:00,2024-03-03T22:00:00+00:00,2024-03-04T00:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.60971,0.60951,0.60764,0.60744,0.61097,0.61117,0.61691,0.61711,0.89,4.06,0.61097,0.89,wick,,zone,0.61097,0.89,0.61691,4.06,zone,True,triple,tp1,0.61097,0.555,0.89,0.0,138.75,True,,0.555,-0.0,1.0,,,,,,,2.352,2.145,1.513,2,2,-1,56.0,7.0,2,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-03-01T14:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.89,2.77,1.85,solid,True,1.731,,0.756,0.000965,0.001026,0.407,0,47.597,False,,,,,False,16,bearish,ambiguous,False,False,True,bullish,0.61119,False,False,False,INSIDE,intact,intact,intact,intact,1.534,3.212,PD,PW,True,,,8.342,2.0,,,True,,,23.0,low,1.0,0.0,False,,,,,,0,,,,,,False,,,True,0.207,True,sweep,asia,high,True,2024-03-01T15:00:00+00:00,1,2024-03-01T15:00:00+00:00,LONG,,counter,68.0,False,0,no_fvg,NY,Other,True,False,OB only,,,,-0.1675,0.62177,0.61144,discount,mixed,-0.187,0.211,0.19,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4883,NZDUSD,2024-03-04T06:00:00+00:00,2024-03-04T06:00:00+00:00,2024-03-05T05:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,0.6098,0.6096,0.60847,0.60827,0.61097,0.61117,0.61691,0.61711,1.39,6.65,0.61097,1.39,wick,,zone,0.61097,1.39,0.61691,6.65,zone,True,triple,sl,0.60827,-1.0,-1.0,-1.0,-250.0,True,,0.634,-0.987,-1.577,False,False,0.174,,10.0,,2.048,1.78,1.834,23,-1,-1,66.0,15.0,18,discount,0.0,False,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-03-01T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,2,1.23,3.82,2.55,strong,True,1.245,,0.977,0.000747,0.000725,0.946,2,64.085,False,,,,,False,6,bearish,ambiguous,False,True,True,bullish,0.61119,False,False,False,INSIDE,intact,intact,intact,intact,1.86,4.27,PD,PW,True,,,1.86,2.0,0.629,2.0,False,-1.419,False,31.0,low,2.0,1.0,False,,,,,,0,,,,,,False,,,True,0.174,False,break,asia,low,True,2024-03-04T05:00:00+00:00,1,2024-03-01T15:00:00+00:00,LONG,,aligned,25.3,False,0,fresh,London,Asia,True,False,OB only,0.351,,,0.2418,0.6198,0.60661,discount,both_discount,0.562,0.374,0.282,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4884,NZDUSD,2024-03-04T09:00:00+00:00,2024-03-04T09:00:00+00:00,2024-03-04T13:00:00+00:00,London,bearish,BOS BOS,proximal,0.60935,0.60955,0.61059,0.6107899999999999,0.60896,0.60876,,,0.76,,0.60681,2.83,zone,,,0.60705,2.6,,,,False,triple,tp1,0.60896,0.271,0.76,0.0,67.75,True,,0.271,-0.875,1.0,,,,,,,1.834,1.58,0.752,4,4,-1,2.0,1.0,2,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-03-04T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.22,1.52,1.52,solid,,1.07,,2.255,0.000785,0.000876,0.405,0,63.677,False,,,,,False,9,bearish,with_trend,True,False,False,,0.60903,False,False,False,INSIDE,intact,intact,intact,intact,2.344,3.49,PD,PW,False,,,2.344,2.0,0.025,2.0,True,0.51,True,34.0,low,2.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.395,PD,False,,False,sweep,asia,low,True,2024-03-04T08:00:00+00:00,1,2024-03-04T08:00:00+00:00,SHORT,,aligned,59.8,False,1,no_fvg,London,London,False,False,Neither,,,,0.2077,0.6198,0.60661,discount,mixed,-0.586,0.496,0.376,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4885,NZDUSD,2024-03-06T17:00:00+00:00,2024-03-07T13:00:00+00:00,2024-03-08T00:00:00+00:00,NY,bearish,Confirmation BOS,proximal,0.61632,0.61652,0.61794,0.61814,0.6153,0.6151,,,1.0,,0.6153,1.0,wick,,,,,,,,False,triple,sl,0.61814,-1.0,-1.0,-1.0,-250.0,True,,0.39,-0.819,-2.564,True,False,0.196,3.12,,True,1.618,1.735,1.307,11,-1,-1,205.0,156.0,137,premium,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-02-28T00:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,2.5,4.51,4.51,strong,,1.084,3.698,2.044,0.001125,0.000871,0.402,0,30.693,False,,,,,False,17,bearish,counter_trend,True,False,True,bullish,0.60815,False,False,True,EXPANSION_UP,broken,intact,intact,intact,3.093,8.418,PW,PD,False,7.0,PD,1.28,2.0,8.418,2.0,False,-0.338,False,2.0,low,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.32,bare,False,,False,break,asia,low,True,2024-03-06T16:00:00+00:00,2,2024-02-28T01:00:00+00:00,SHORT,,aligned,75.8,False,1,fresh,Asia,NY,False,True,Fill only,0.651,,,0.7362,0.6198,0.60661,premium,both_premium,0.533,0.564,0.635,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Unemployment Claims,USD,1.0,Unemployment Claims
B4886,NZDUSD,2024-03-07T05:00:00+00:00,,,Asia,bullish,Confirmation BOS,proximal,0.61364,0.61344,0.61246,0.61226,0.61691,0.61711,0.61742,0.61762,3.74,4.27,0.61754,4.39,zone,,zone,0.61725,4.09,0.61742,4.27,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.452,1.241,3.65,0,-1,-1,,,10,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-03-06T19:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.41,0.71,0.71,marginal,,0.82,0.316,6.395,0.000951,,0.679,2,33.11,False,,,,,False,5,bullish,with_trend,False,False,False,,0.61497,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,True,SW,0.60707,0.231,2.036,8.31,1,False,2.177,,27.0,"pd,eq,sw",False,,,False,,False,sweep,asia,low,True,2024-03-07T04:00:00+00:00,1,2024-03-07T04:00:00+00:00,LONG,,counter,83.6,False,1,fresh,NY,Asia,False,False,never_filled,0.701,,,0.533,0.6198,0.60661,premium,both_premium,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
