pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,alert_bar_ts,alert_seq,bos_timestamp,bias,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
EURUSD,2026-02-09T00:00:00+00:00,,,Asia,bullish,CHoCH CHoCH,proximal,1.17966,1.1785700000000001,1.18106,1.18217,1.56,2.8,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,12,premium,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-06T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,True,0,2026-02-06T22:00:00+00:00,1,2026-02-06T14:00:00+00:00,LONG,fresh,London,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T00:00:00+00:00,,,Asia,bullish,CHoCH CHoCH,50pct,1.17931,1.1785700000000001,1.18106,1.18217,3.241,5.296,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,12,premium,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-06T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,True,0,2026-02-06T22:00:00+00:00,1,2026-02-06T14:00:00+00:00,LONG,fresh,London,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T01:00:00+00:00,2026-02-09T02:00:00+00:00,2026-02-09T12:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.18273,1.1813500000000001,1.18708,1.18751,3.69,4.05,tp2,1.18751,3.464,3.69,4.05,866.0,4.28,-0.505,10,7,10,3,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-02-06T21:00:00+00:00,BOS,BOS,False,False,False,,,,,True,1,2026-02-09T00:00:00+00:00,1,2026-02-09T00:00:00+00:00,LONG,no_fvg,Other,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T01:00:00+00:00,2026-02-09T02:00:00+00:00,2026-02-09T12:00:00+00:00,Asia,bullish,BOS BOS,50pct,1.18224,1.1813500000000001,1.18708,1.18751,7.014,7.638,tp2,1.18751,5.921,7.014,7.638,1480.25,7.187,-0.233,10,7,10,3,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-02-06T21:00:00+00:00,BOS,BOS,False,False,False,,,,,True,1,2026-02-09T00:00:00+00:00,1,2026-02-09T00:00:00+00:00,LONG,no_fvg,Other,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T07:00:00+00:00,2026-02-09T08:00:00+00:00,2026-02-09T12:00:00+00:00,London,bearish,BOS BOS,proximal,1.18624,1.18763,1.18413,1.18399,1.78,1.9,sl,1.18763,-1.0,-1.0,-1.0,-250.0,0.506,-1.724,4,-1,-1,116,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-02T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,2026-02-09T06:00:00+00:00,1,2026-02-02T13:00:00+00:00,SHORT,fresh,London,London,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T07:00:00+00:00,2026-02-09T08:00:00+00:00,2026-02-09T12:00:00+00:00,London,bearish,BOS BOS,50pct,1.18673,1.18763,1.18413,1.18399,3.714,3.914,sl,1.18763,-1.0,-1.0,-1.0,-250.0,1.326,-2.119,4,-1,-1,116,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-02T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,2026-02-09T06:00:00+00:00,1,2026-02-02T13:00:00+00:00,SHORT,fresh,London,London,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T09:00:00+00:00,2026-02-09T10:00:00+00:00,2026-02-09T12:00:00+00:00,London,bearish,BOS BOS,proximal,1.18666,1.18791,1.18455,1.18413,2.02,2.42,sl,1.18791,-1.0,-1.0,-1.0,-250.0,0.561,-1.581,2,-1,-1,125,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-02-02T03:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,2026-02-09T08:00:00+00:00,1,2026-02-02T08:00:00+00:00,SHORT,stale,Asia,London,False,False,Neither,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T09:00:00+00:00,2026-02-09T10:00:00+00:00,2026-02-09T12:00:00+00:00,London,bearish,BOS BOS,50pct,1.18708,1.18791,1.18455,1.18413,4.016,4.683,sl,1.18791,-1.0,-1.0,-1.0,-250.0,1.351,-1.875,2,-1,-1,125,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-02-02T03:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,2026-02-09T08:00:00+00:00,1,2026-02-02T08:00:00+00:00,SHORT,stale,Asia,London,False,False,Neither,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T13:00:00+00:00,2026-02-09T14:00:00+00:00,2026-02-11T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.19104,1.19329,1.18737,1.1861,1.8,2.42,tp2,1.1861,2.196,1.8,2.42,549.0,3.07,-0.886,47,47,47,145,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-01-30T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,2026-02-09T12:00:00+00:00,1,2026-01-30T16:00:00+00:00,SHORT,fresh,London,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-09T13:00:00+00:00,2026-02-09T14:00:00+00:00,2026-02-11T13:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,1.19197,1.19329,1.18737,1.1861,4.107,5.241,tp2,1.1861,4.447,4.107,5.241,1111.75,5.937,-0.805,47,47,47,145,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-01-30T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,2026-02-09T12:00:00+00:00,1,2026-01-30T16:00:00+00:00,SHORT,fresh,London,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
