setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_raw,sl_initial,tp1,tp1_raw,tp2,tp2_raw,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_tp1,bars_to_tp2,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7137,EURUSD,2014-07-08T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.3603,1.3601,1.35912,1.35892,1.36521,1.36541,1.36771,1.36791,3.56,7.97,1.36619,4.27,zone,,zone,1.36596,6.18,1.36771,7.97,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.777,1.52,6.581,0,-1,-1,,,,,5,premium,0.0,False,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2014-07-08T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.39,1.85,1.24,marginal,True,1.005,,2.048,0.000776,,0.962,0,49.356,True,JOLTS Job Openings,USD,ff,2014-07-08T14:00:00+00:00,False,14,bearish,ambiguous,False,False,True,bullish,1.36169,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.142,bare,False,,False,sweep,asia,high,True,2014-07-08T13:00:00+00:00,1,2014-07-08T13:00:00+00:00,LONG,,counter,51.7,False,0,,,no_fvg,London,NY,False,False,never_filled,1.0,,,0.157,1.36991,1.35851,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7138,EURUSD,2014-07-09T15:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.36585,1.36605,1.36694,1.36714,1.36536,1.36516,,,1.0,,1.36536,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.524,1.253,0.793,0,-1,-1,,,,,123,discount,0.0,,7.0,4.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2014-07-02T11:00:00+00:00,BOS,Confirm,0,holding,False,full,True,1,0.84,2.15,2.15,solid,,0.815,,2.162,0.000846,,0.594,0,43.392,True,Crude Oil Inventories,USD,ff,2014-07-09T14:30:00+00:00,False,15,bullish,counter_trend,False,False,False,,1.36422,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,3,,"eq,sw",True,0.236,1.0,6.203,True,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2014-07-09T14:00:00+00:00,2,2014-07-02T12:00:00+00:00,SHORT,,counter,28.6,False,1,,,stale,London,NY,True,False,never_filled,0.171,,,0.6439,1.36991,1.35851,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7139,EURUSD,2014-07-09T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.36521,1.36541,1.36659,1.36679,1.3603,1.3601,1.35846,1.35826,3.11,6.06,1.35911,3.86,zone,,zone,1.35937,5.29,1.35846,6.06,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.453,1.586,5.874,0,-1,-1,,,,,103,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2014-07-03T07:00:00+00:00,BOS,BOS,1,holding,True,partial,False,0,3.54,4.03,4.03,strong,,0.901,2.815,5.326,0.001087,,0.561,0,43.392,True,Crude Oil Inventories,USD,ff,2014-07-09T14:30:00+00:00,False,15,bullish,counter_trend,False,False,False,,1.35962,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,0,,,False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.368,bare,False,,False,none,none,none,False,2014-07-09T14:00:00+00:00,1,2014-07-03T12:00:00+00:00,SHORT,,aligned,82.6,False,1,,,fresh,London,NY,True,False,never_filled,0.973,,,0.5877,1.36991,1.35851,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7140,EURUSD,2014-07-10T11:00:00+00:00,2014-07-10T14:00:00+00:00,2014-07-10T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.3603,1.3601,1.35912,1.35892,1.36422,1.36442,1.36521,1.36541,2.84,5.42,1.36486,3.3,zone,,zone,1.36466,4.86,1.36521,5.42,zone,False,triple,sl,1.35892,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.013,0.0,,True,1.777,1.774,6.195,0,-1,-1,,,53.0,49.0,50,premium,0.0,False,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-08T09:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.39,1.85,1.24,marginal,True,1.005,1.352,2.086,0.000776,0.000934,0.962,0,35.481,False,,,,,False,11,bullish,counter_trend,False,False,True,bearish,1.36172,False,True,False,BOTH_SIDES,swept,swept,intact,swept,12.377,,PW,,True,1.0,PD,10.175,2.0,1.919,2.0,False,0.142,True,0.0,high,1.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.013,bare,False,,False,sweep,asia,high,True,2014-07-10T10:00:00+00:00,2,2014-07-08T13:00:00+00:00,LONG,,counter,51.7,False,0,44.18,0.9115,fresh,London,NY,False,True,Fill only,1.0,,,0.157,1.36991,1.35851,discount,mixed,1.558,0.676,0.702,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7141,EURUSD,2014-07-11T09:00:00+00:00,2014-07-11T11:00:00+00:00,2014-07-11T18:00:00+00:00,London,bullish,BOS BOS,proximal,1.36025,1.36005,1.35931,1.35911,1.36422,1.36442,1.36521,1.36541,3.48,7.24,1.36486,4.04,zone,,zone,1.36465,6.49,1.36521,7.24,zone,False,triple,friday_flat,1.36048,0.202,-1.0,-1.0,50.5,True,,0.526,-0.956,0.384,,,,,,,1.664,1.372,6.088,7,-1,-1,3.0,2.0,6.0,3.0,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-11T05:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.23,1.13,1.13,marginal,,0.788,0.146,3.489,0.000685,0.000771,0.204,0,42.729,False,,,,,False,9,bullish,with_trend,True,False,False,,1.36244,False,False,False,INSIDE,intact,intact,intact,swept,7.022,1.956,PD,PD,False,99.0,PW,11.606,2.0,1.109,2.0,False,-0.555,False,0.0,high,1.0,2.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.292,bare,False,,False,sweep,asia,high,True,2014-07-11T08:00:00+00:00,1,2014-07-11T08:00:00+00:00,LONG,,aligned,21.8,False,1,28.24,0.7526,fresh,Asia,London,False,True,Fill only,1.0,A First Pullback,premium,0.1526,1.36991,1.35851,discount,both_discount,0.102,0.319,0.2,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7142,EURUSD,2014-07-14T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.36521,1.36541,1.36659,1.36679,1.36086,1.36066,,,2.75,,1.35936,3.7,zone,,,1.35957,5.12,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.453,1.967,6.487,0,-1,-1,,,,,167,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2014-07-03T07:00:00+00:00,BOS,BOS,1,holding,False,none,False,0,3.54,4.03,4.03,strong,,0.901,,,0.001087,,0.561,0,25.73,False,,,,,False,8,bullish,counter_trend,False,False,False,,,True,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,0,,,False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.368,bare,False,,,sweep,asia,high,True,2014-07-14T07:00:00+00:00,2,2014-07-03T12:00:00+00:00,SHORT,,aligned,82.6,False,1,,,no_fvg,London,London,True,False,never_filled,,,,1.0201,1.36506,1.35758,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7143,EURUSD,2014-07-14T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.36422,1.36442,1.36488,1.36508,1.36086,1.36066,,,3.91,,1.35936,5.65,zone,,,1.35957,10.98,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.128,0.941,5.075,0,-1,-1,,,,,51,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-10T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.74,1.53,1.02,marginal,False,0.341,0.682,7.23,0.000762,,0.731,0,25.73,False,,,,,False,8,bullish,counter_trend,False,False,False,,1.35891,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.026,bare,False,,False,sweep,asia,high,True,2014-07-14T07:00:00+00:00,2,2014-07-10T06:00:00+00:00,SHORT,,aligned,82.7,False,0,,,fresh,Asia,London,False,False,never_filled,0.774,,,0.8877,1.36506,1.35758,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7144,EURUSD,2014-07-15T09:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.36422,1.36442,1.36488,1.36508,1.36416,1.36396,,,1.0,,1.36416,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.128,0.871,0.343,0,-1,-1,,,,,76,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-10T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.74,1.53,1.02,marginal,False,0.341,0.682,7.23,0.000762,,0.731,0,53.975,True,German ZEW Economic Sentiment,EUR,ff,2014-07-15T09:00:00+00:00,False,9,bullish,ambiguous,False,False,True,bearish,1.35891,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.026,bare,False,,False,sweep,asia,low,True,2014-07-15T08:00:00+00:00,3,2014-07-10T06:00:00+00:00,SHORT,,aligned,82.7,False,0,,,fresh,Asia,London,False,False,never_filled,0.774,,,0.8877,1.36506,1.35758,premium,both_premium,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7145,EURUSD,2014-07-15T10:00:00+00:00,2014-07-15T14:00:00+00:00,2014-07-15T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.35846,1.35826,1.35738,1.35718,1.36211,1.36231,1.36422,1.36442,2.85,7.0,1.36292,3.48,zone,,zone,1.36266,5.23,1.36422,7.0,zone,False,triple,sl,1.35718,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,,1.02,,,,1.319,1.263,4.503,0,-1,-1,,,200.0,150.0,147,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2014-07-07T06:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.64,1.78,1.18,marginal,True,0.701,0.268,1.896,0.000971,0.001616,0.574,0,41.43,False,,,,,False,10,bullish,counter_trend,True,False,True,bearish,1.3601,False,False,False,SWEPT_LOW,intact,swept,intact,intact,5.717,0.907,PD,PW,False,3.0,PD,4.44,2.0,,,True,,,0.0,high,3.0,0.0,False,0,,,False,,,,,False,,,,,,False,,,,,False,,,,,True,0.412,bare,False,,False,break,asia,low,True,2014-07-15T09:00:00+00:00,1,2014-07-07T07:00:00+00:00,LONG,,aligned,-14.4,False,0,89.11,1.3484,fresh,London,NY,True,True,Both,1.0,,,0.1176,1.36506,1.35758,discount,both_discount,1.329,0.679,0.38,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7146,EURUSD,2014-07-15T10:00:00+00:00,2014-07-15T10:00:00+00:00,2014-07-15T14:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.3603,1.3605,1.36234,1.36254,1.35846,1.35826,,,0.82,,1.35778,1.13,zone,,,1.35804,1.45,,,,False,triple,tp1,1.35846,0.821,0.82,3.469,205.25,True,,0.821,-0.781,1.0,,,,,,,2.62,2.386,2.386,4,4,-1,4.0,1.0,3.0,2.0,3,discount,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2014-07-15T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.39,1.53,1.02,marginal,False,1.918,,2.094,0.000855,0.000951,0.573,0,41.43,False,,,,,False,10,bullish,ambiguous,False,False,True,bearish,1.35871,False,False,False,INSIDE,intact,intact,intact,intact,4.339,0.667,PD,PD,True,,,5.567,3.0,0.667,2.0,True,2.947,False,0.0,high,2.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,break,asia,low,True,2014-07-15T09:00:00+00:00,1,2014-07-15T08:00:00+00:00,SHORT,,counter,31.6,False,0,42.67,0.894,no_fvg,London,London,True,False,OB only,1.0,,,0.3636,1.36506,1.35758,discount,both_discount,-1.485,0.525,0.408,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German ZEW Economic Sentiment,EUR,1.0,Retail Sales m/m
B7147,EURUSD,2014-07-15T12:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.36422,1.36442,1.36488,1.36508,1.36416,1.36396,,,1.0,,1.36416,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.128,0.632,0.249,0,-1,-1,,,,,79,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-10T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.74,1.53,1.02,marginal,False,0.341,0.682,7.23,0.000762,,0.731,0,47.987,True,Core Retail Sales m/m,USD,ff,2014-07-15T12:30:00+00:00,False,12,bullish,ambiguous,False,False,True,bearish,1.35891,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.026,bare,False,,False,sweep,asia,low,True,2014-07-15T11:00:00+00:00,4,2014-07-10T06:00:00+00:00,SHORT,,aligned,82.7,False,0,,,fresh,Asia,NY,False,False,never_filled,0.774,,,0.8877,1.36506,1.35758,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7148,EURUSD,2014-07-15T15:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.36023,1.36043,1.36225,1.36245,1.35881,1.35861,,,1.0,,1.35881,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.373,1.25,1.002,0,-1,-1,,,,,4,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2014-07-15T11:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,1.09,1.42,1.42,marginal,,1.002,,2.623,0.001616,,0.809,0,44.451,False,,,,,False,15,bearish,with_trend,True,False,False,,1.35619,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.198,bare,False,,False,none,none,none,False,2014-07-15T14:00:00+00:00,1,2014-07-15T14:00:00+00:00,SHORT,,aligned,61.4,False,1,,,no_fvg,London,NY,True,False,never_filled,1.0,,,0.3543,1.36506,1.35758,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7149,EURUSD,2014-07-16T18:00:00+00:00,2014-07-16T23:00:00+00:00,2014-07-17T23:00:00+00:00,NY,bearish,BOS BOS,proximal,1.35255,1.35275,1.35418,1.35438,1.35152,1.35132,,,1.0,,1.35152,1.0,wick,,,,,,,,False,triple,tp1,1.35152,0.563,1.0,0.0,140.75,True,,0.563,-0.787,1.0,,,,,,,2.071,1.845,1.392,24,24,-1,24.0,10.0,9.0,6.0,4,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2014-07-16T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.38,0.71,0.71,marginal,,1.392,,0.724,0.000884,0.000634,0.504,0,37.444,True,Beige Book,USD,ff,2014-07-16T18:00:00+00:00,False,18,bearish,with_trend,False,False,False,,1.35211,False,False,True,INSIDE,intact,intact,intact,broken,5.217,0.555,PD,PD,True,,,11.567,2.0,,,False,9.496,False,32.0,high,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2014-07-16T17:00:00+00:00,1,2014-07-16T17:00:00+00:00,SHORT,,counter,4.1,False,3,23.13,0.7064,no_fvg,NY,Asia,True,False,OB only,1.0,,,-0.6725,1.36506,1.35758,discount,both_discount,0.181,0.255,0.278,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Building Permits
B7150,EURUSD,2014-07-18T08:00:00+00:00,2014-07-18T09:00:00+00:00,2014-07-18T13:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.35273,1.35253,1.35182,1.35162,1.35647,1.35667,1.3603,1.3605,3.37,11.23,1.35696,3.81,zone,,zone,1.35676,6.24,1.3603,11.23,zone,False,triple,sl,1.35162,-1.0,-1.0,-1.0,-250.0,True,,0.243,-0.946,-4.115,False,,3.903,,,,1.706,1.398,6.055,4,-1,-1,2.0,3.0,4.0,2.0,3,premium,0.0,False,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2014-07-18T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.32,1.35,0.9,marginal,False,0.784,,1.214,0.000651,0.000719,0.686,1,54.799,False,,,,,False,8,bearish,ambiguous,False,False,True,bullish,1.35332,False,False,False,SWEPT_LOW,intact,swept,intact,broken,1.936,,PD,,True,8.0,PD,,,,,,,,2.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2014-07-18T07:00:00+00:00,1,2014-07-18T07:00:00+00:00,LONG,,counter,54.2,False,0,21.48,0.6967,no_fvg,Asia,London,False,False,Neither,0.934,,,-0.6484,1.36506,1.35758,discount,mixed,-1.675,0.439,0.381,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Prelim UoM Consumer Sentiment
B7151,EURUSD,2014-07-18T14:00:00+00:00,2014-07-18T17:00:00+00:00,2014-07-18T18:00:00+00:00,NY,bearish,BOS BOS,proximal,1.35184,1.35204,1.3532,1.3534,1.35108,1.35088,,,1.0,,1.35108,1.0,wick,,,,,,,,False,triple,friday_flat,1.35278,-0.603,-1.0,-1.0,-150.75,True,,0.0,-0.0,,,,,,,,1.648,1.437,1.014,1,-1,-1,0.0,0.0,6.0,5.0,3,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2014-07-18T11:00:00+00:00,BOS,BOS,1,holding,False,none,False,0,0.21,1.1,1.1,marginal,,1.014,,3.128,0.000946,0.001052,0.542,0,43.125,True,Prelim UoM Consumer Sentiment,USD,ff,2014-07-18T13:55:00+00:00,False,14,bearish,with_trend,True,False,False,,1.34908,False,False,True,SWEPT_LOW,intact,swept,intact,broken,2.272,,PD,,False,0.0,PD,11.549,2.0,,,False,9.9,False,6.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.19,bare,False,,False,sweep,asia,high,True,2014-07-18T13:00:00+00:00,1,2014-07-18T12:00:00+00:00,SHORT,,aligned,61.3,False,1,60.04,1.0308,no_fvg,London,NY,True,False,OB only,1.0,,,-0.7674,1.36506,1.35758,discount,mixed,1.226,0.425,0.097,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7152,EURUSD,2014-07-23T08:00:00+00:00,2014-07-23T08:00:00+00:00,2014-07-23T08:00:00+00:00,London,bearish,BOS BOS,proximal,1.34613,1.34633,1.34689,1.34709,1.34597,1.34577,,,1.0,,1.34597,1.0,wick,,,,,,,,False,triple,sl,1.34709,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.462,2.88,,True,2.018,1.598,0.757,0,-1,-1,,,3.0,1.0,3,discount,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2014-07-23T05:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.34,1.68,1.68,solid,,0.757,,1.85,0.000476,0.000574,0.417,0,52.017,False,,,,,False,8,bearish,with_trend,False,False,False,,1.34545,False,False,True,SWEPT_LOW,intact,swept,intact,broken,14.231,,PD,,False,6.0,PD,,,,,,,,37.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,low,True,2014-07-23T07:00:00+00:00,1,2014-07-23T07:00:00+00:00,SHORT,,counter,9.1,False,3,3.6,0.5059,no_fvg,Asia,London,False,True,Fill only,1.0,Caution: Late-Trend Chase,caution,-0.1976,1.36401,1.34908,discount,both_discount,-1.619,0.451,0.489,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7153,EURUSD,2014-07-24T07:00:00+00:00,2014-07-24T07:00:00+00:00,2014-07-24T07:00:00+00:00,London,bearish,BOS BOS,proximal,1.34561,1.34581,1.34636,1.34656,1.34546,1.34526,,,1.0,,1.34546,1.0,wick,,,,,,,,False,triple,sl,1.34656,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,,1.589,,,,1.572,1.241,0.579,0,-1,-1,,,4.0,1.0,4,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2014-07-24T03:00:00+00:00,BOS,BOS,0,fading,True,pristine,False,0,0.71,0.96,0.96,marginal,,0.579,0.232,3.359,0.000604,0.000753,0.229,0,38.333,True,French Flash Manufacturing PMI,EUR,ff,2014-07-24T07:00:00+00:00,False,7,bearish,with_trend,True,False,False,,1.34378,False,False,True,INSIDE,intact,intact,intact,broken,2.913,0.265,PD,PD,True,,,,,0.265,4.0,True,,,60.0,low,0.0,1.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2014-07-24T06:00:00+00:00,1,2014-07-24T06:00:00+00:00,SHORT,,aligned,51.0,False,4,15.36,0.6457,fresh,Asia,London,False,True,Fill only,1.0,,,-0.2324,1.36401,1.34908,discount,mixed,-1.655,0.453,0.618,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German Flash Manufacturing PMI,EUR,1.0,French Flash Manufacturing PMI
