setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0011,EURUSD,2024-08-06T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.09553,1.09629,1.0929,,4.7,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-06T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2024-08-06T07:00:00+00:00,1,2024-08-06T06:00:00+00:00,SHORT,aligned,76.2,solid,0.76,1.89,0.88,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0012,EURUSD,2024-08-06T08:00:00+00:00,,,London,bearish,BOS BOS,50pct,1.09571,1.09629,1.0929,,7.395,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-06T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2024-08-06T07:00:00+00:00,1,2024-08-06T06:00:00+00:00,SHORT,aligned,77.0,solid,0.76,1.89,0.88,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0013,EURUSD,2024-08-12T10:00:00+00:00,2024-08-12T11:00:00+00:00,2024-08-13T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.0929,1.09154,1.09505,1.09769,1.87,4.16,sl,1.0929,0.0,1.87,4.16,0.0,True,,1.141,-0.792,21,26,29,2,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-12T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bullish,with_trend,2024-08-12T09:00:00+00:00,1,2024-08-12T09:00:00+00:00,LONG,counter,87.7,solid,0.63,1.57,1.05,no_fvg,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0014,EURUSD,2024-08-12T10:00:00+00:00,2024-08-12T11:00:00+00:00,2024-08-12T14:00:00+00:00,London,bullish,BOS BOS,50pct,1.09242,1.09154,1.09505,1.09769,3.868,7.75,sl,1.09242,0.0,3.868,7.75,0.0,True,,1.356,-0.679,3,26,29,2,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-12T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bullish,with_trend,2024-08-12T09:00:00+00:00,1,2024-08-12T09:00:00+00:00,LONG,counter,62.5,solid,0.63,1.57,1.05,no_fvg,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0015,EURUSD,2024-08-12T18:00:00+00:00,2024-08-12T20:00:00+00:00,2024-08-13T07:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.09325,1.09214,1.09505,1.09769,1.96,4.84,sl,1.09325,0.0,-1.0,-1.0,0.0,True,,1.082,-0.426,11,-1,-1,2,premium,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-08-12T16:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,18,bullish,with_trend,2024-08-12T17:00:00+00:00,1,2024-08-12T17:00:00+00:00,LONG,counter,67.8,marginal,1.02,1.02,1.15,no_fvg,NY,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0016,EURUSD,2024-08-12T18:00:00+00:00,2024-08-12T21:00:00+00:00,2024-08-13T08:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,1.0929,1.09214,1.09505,1.09769,3.839,8.554,sl,1.0929,0.0,-1.0,-1.0,0.0,True,,2.041,-0.633,11,-1,-1,2,premium,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-08-12T16:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,18,bullish,with_trend,2024-08-12T17:00:00+00:00,1,2024-08-12T17:00:00+00:00,LONG,counter,56.1,marginal,1.02,1.02,1.15,no_fvg,NY,Other,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0017,EURUSD,2024-08-15T13:00:00+00:00,2024-08-16T17:00:00+00:00,2024-08-16T18:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.10132,1.10209,1.09902,,4.08,,sl,1.10209,-1.0,-1.0,-1.0,-250.0,True,,0.785,-1.421,1,-1,-1,2,premium,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-15T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2024-08-15T12:00:00+00:00,1,2024-08-15T12:00:00+00:00,SHORT,aligned,61.3,strong,5.09,5.09,6.14,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0018,EURUSD,2024-08-15T13:00:00+00:00,2024-08-16T17:00:00+00:00,2024-08-16T18:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,1.1015,1.10209,1.09902,,6.359,,sl,1.10209,-1.0,-1.0,-1.0,-250.0,True,,1.33,-1.55,1,-1,-1,2,premium,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-15T11:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2024-08-15T12:00:00+00:00,1,2024-08-15T12:00:00+00:00,SHORT,aligned,63.2,strong,5.09,5.09,6.14,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0019,EURUSD,2024-08-22T07:00:00+00:00,2024-08-22T13:00:00+00:00,2024-08-22T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.11259,1.11096,1.1162,,2.51,,sl,1.11096,-1.0,-1.0,-1.0,-250.0,True,,1.144,-1.437,1,-1,-1,20,premium,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-21T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bullish,with_trend,2024-08-22T06:00:00+00:00,1,2024-08-21T15:00:00+00:00,LONG,counter,77.1,solid,2.02,2.02,2.19,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0020,EURUSD,2024-08-22T07:00:00+00:00,2024-08-22T13:00:00+00:00,2024-08-22T14:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.11198,1.11096,1.1162,,5.146,,sl,1.11096,-1.0,-1.0,-1.0,-250.0,True,,2.426,-1.698,1,-1,-1,20,premium,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-21T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bullish,with_trend,2024-08-22T06:00:00+00:00,1,2024-08-21T15:00:00+00:00,LONG,counter,74.4,solid,2.02,2.02,2.19,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0021,EURUSD,2024-08-22T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.10852,1.10739,1.11309,,4.87,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,54,premium,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-20T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2024-08-22T14:00:00+00:00,1,2024-08-20T12:00:00+00:00,LONG,counter,72.1,strong,1.71,4.28,2.78,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0022,EURUSD,2024-08-22T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.10816,1.10739,1.11309,,8.649,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,54,premium,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-20T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2024-08-22T14:00:00+00:00,1,2024-08-20T12:00:00+00:00,LONG,counter,70.1,strong,1.71,4.28,2.78,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0023,EURUSD,2024-08-23T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.11259,1.11121,1.1162,,3.03,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,discount,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-08-23T12:00:00+00:00,BOS,BOS,False,True,False,,,,,False,15,bullish,with_trend,2024-08-23T14:00:00+00:00,1,2024-08-23T14:00:00+00:00,LONG,aligned,27.7,strong,3.51,8.79,3.71,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0024,EURUSD,2024-08-23T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.1121,1.11121,1.1162,,5.942,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,discount,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-08-23T12:00:00+00:00,BOS,BOS,False,True,False,,,,,False,15,bullish,with_trend,2024-08-23T14:00:00+00:00,1,2024-08-23T14:00:00+00:00,LONG,aligned,21.9,strong,3.51,8.79,3.71,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0025,EURUSD,2024-09-02T07:00:00+00:00,2024-09-03T04:00:00+00:00,2024-09-03T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.10583,1.10482,1.10865,,3.48,,sl,1.10583,0.0,-1.0,-1.0,0.0,True,,1.21,-0.728,4,-1,-1,4,discount,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-09-02T03:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2024-09-02T06:00:00+00:00,1,2024-09-02T06:00:00+00:00,LONG,aligned,25.5,strong,1.21,3.02,1.36,fresh,Asia,Asia,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0026,EURUSD,2024-09-02T07:00:00+00:00,2024-09-03T06:00:00+00:00,2024-09-03T08:00:00+00:00,London,bullish,BOS BOS,50pct,1.10552,1.10482,1.10865,,6.26,,sl,1.10552,0.0,-1.0,-1.0,0.0,True,,2.189,-0.608,2,-1,-1,4,discount,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-09-02T03:00:00+00:00,BOS,BOS,True,True,False,,,,,False,7,bullish,with_trend,2024-09-02T06:00:00+00:00,1,2024-09-02T06:00:00+00:00,LONG,aligned,19.7,strong,1.21,3.02,1.36,fresh,Asia,Asia,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0027,EURUSD,2024-09-04T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.10571,1.10421,1.10803,,1.79,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2024-09-04T11:00:00+00:00,BOS,BOS,True,True,False,,,,,False,15,bullish,with_trend,2024-09-04T14:00:00+00:00,1,2024-09-04T14:00:00+00:00,LONG,aligned,39.9,strong,2.08,5.19,3.3,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0028,EURUSD,2024-09-04T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.10516,1.10421,1.10803,,3.827,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2024-09-04T11:00:00+00:00,BOS,BOS,True,True,False,,,,,False,15,bullish,with_trend,2024-09-04T14:00:00+00:00,1,2024-09-04T14:00:00+00:00,LONG,aligned,31.8,strong,2.08,5.19,3.3,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0029,EURUSD,2024-09-11T05:00:00+00:00,2024-09-11T06:00:00+00:00,2024-09-11T12:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.10473,1.10323,1.1073,,1.98,,sl,1.10323,-1.0,-1.0,-1.0,-250.0,True,,0.65,-2.596,6,-1,-1,3,discount,4.0,1.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2024-09-11T02:00:00+00:00,BOS,BOS,False,True,False,,,,,False,5,bullish,with_trend,2024-09-11T04:00:00+00:00,1,2024-09-11T04:00:00+00:00,LONG,aligned,21.4,marginal,0.47,1.17,0.94,no_fvg,Asia,Asia,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0030,EURUSD,2024-09-11T05:00:00+00:00,2024-09-11T08:00:00+00:00,2024-09-11T12:00:00+00:00,Asia,bullish,BOS BOS,50pct,1.10418,1.10323,1.1073,,4.16,,sl,1.10418,0.0,-1.0,-1.0,0.0,True,,1.606,-3.519,4,-1,-1,3,discount,4.0,1.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2024-09-11T02:00:00+00:00,BOS,BOS,False,True,False,,,,,False,5,bullish,with_trend,2024-09-11T04:00:00+00:00,1,2024-09-11T04:00:00+00:00,LONG,aligned,17.4,marginal,0.47,1.17,0.94,no_fvg,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0031,EURUSD,2024-09-11T13:00:00+00:00,2024-09-12T13:00:00+00:00,2024-09-12T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.10424,1.10562,1.10193,,1.97,,sl,1.10562,-1.0,-1.0,-1.0,-250.0,True,,0.971,-1.239,4,-1,-1,3,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-09-11T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2024-09-11T12:00:00+00:00,1,2024-09-11T12:00:00+00:00,SHORT,counter,17.8,solid,1.63,1.63,2.14,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0032,EURUSD,2024-09-11T13:00:00+00:00,2024-09-12T14:00:00+00:00,2024-09-12T16:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,1.10473,1.10562,1.10193,,4.058,,sl,1.10473,0.0,-1.0,-1.0,0.0,True,,1.509,-0.409,2,-1,-1,3,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-09-11T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2024-09-11T12:00:00+00:00,1,2024-09-11T12:00:00+00:00,SHORT,counter,21.4,solid,1.63,1.63,2.14,no_fvg,London,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0033,EURUSD,2024-09-12T08:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,1.09975,1.09886,1.10096,1.10302,1.77,4.79,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,449,discount,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-16T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bearish,against_trend,2024-09-12T07:00:00+00:00,1,2024-08-16T18:00:00+00:00,LONG,aligned,-5.7,marginal,1.02,1.02,1.42,fresh,London,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0034,EURUSD,2024-09-12T08:00:00+00:00,,,London,bullish,CHoCH CHoCH,50pct,1.09951,1.09886,1.10096,1.10302,3.222,7.8,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,449,discount,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-16T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bearish,against_trend,2024-09-12T07:00:00+00:00,1,2024-08-16T18:00:00+00:00,LONG,aligned,-7.3,marginal,1.02,1.02,1.42,fresh,London,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
