pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,alert_bar_ts,alert_seq,bos_timestamp,bias,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
USDJPY,2024-08-22T09:00:00+00:00,,,London,bullish,CHoCH CHoCH,50pct,145.278,145.04299999999998,146.226,146.296,4.409,4.735,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,2,discount,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-22T07:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,9,2024-08-22T08:00:00+00:00,1,2024-08-22T08:00:00+00:00,LONG,no_fvg,London,London,True,False,never_filled,False,"03:30-07:00 UTC, 07:00-10:00 UTC, 12:00-17:00 UTC"
NZDUSD,2024-08-19T01:00:00+00:00,2024-08-19T03:00:00+00:00,2024-08-19T14:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,0.60805,0.6093299999999999,0.60386,0.60154,4.75,7.39,sl,0.6093299999999999,-1.0,-1.0,-1.0,-250.0,0.865,-1.478,11,-1,-1,72,premium,7.0,4.0,1.0,1.0,1.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-08-14T00:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,True,1,2024-08-19T00:00:00+00:00,1,2024-08-14T02:00:00+00:00,SHORT,fresh,Asia,Asia,False,True,Fill only,True,"03:30-07:00 UTC, 07:00-10:00 UTC, 12:00-17:00 UTC"
NZDUSD,2024-08-19T01:00:00+00:00,2024-08-19T04:00:00+00:00,2024-08-19T14:00:00+00:00,Asia,bearish,CHoCH CHoCH,50pct,0.60829,0.6093299999999999,0.60386,0.60154,6.922,10.547,sl,0.6093299999999999,-1.0,-1.0,-1.0,-250.0,1.295,-1.588,10,-1,-1,72,premium,7.0,4.0,1.0,1.0,1.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-08-14T00:00:00+00:00,CHoCH,CHoCH,True,True,False,,,,,True,1,2024-08-19T00:00:00+00:00,1,2024-08-14T02:00:00+00:00,SHORT,fresh,Asia,Asia,False,True,Fill only,True,"03:30-07:00 UTC, 07:00-10:00 UTC, 12:00-17:00 UTC"
NZDUSD,2024-08-22T14:00:00+00:00,2024-08-22T23:00:00+00:00,2024-08-23T00:00:00+00:00,NY,bearish,BOS BOS,proximal,0.61467,0.61698,0.61136,0.60831,1.73,3.32,window_end,0.6146281361579895,0.018,0.018,0.018,4.5,0.149,-0.162,1,-1,-1,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-22T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,2024-08-22T13:00:00+00:00,1,2024-08-22T13:00:00+00:00,SHORT,no_fvg,London,Other,True,False,OB only,False,"03:30-07:00 UTC, 07:00-10:00 UTC, 12:00-17:00 UTC"
NZDUSD,2024-08-22T14:00:00+00:00,,,NY,bearish,BOS BOS,50pct,0.61542,0.61698,0.61136,0.60831,3.5,6.129,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-22T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,2024-08-22T13:00:00+00:00,1,2024-08-22T13:00:00+00:00,SHORT,no_fvg,London,NY,True,False,never_filled,False,"03:30-07:00 UTC, 07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-19T04:00:00+00:00,,,Asia,bearish,BOS BOS,proximal,0.86718,0.86805,0.8654,0.86479,2.66,3.57,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-18T23:00:00+00:00,BOS,BOS,False,False,False,,,,,False,4,2024-08-19T03:00:00+00:00,1,2024-08-19T03:00:00+00:00,SHORT,no_fvg,Other,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-19T04:00:00+00:00,,,Asia,bearish,BOS BOS,50pct,0.86741,0.86805,0.8654,0.86479,4.568,5.955,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-18T23:00:00+00:00,BOS,BOS,False,False,False,,,,,False,4,2024-08-19T03:00:00+00:00,1,2024-08-19T03:00:00+00:00,SHORT,no_fvg,Other,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T02:00:00+00:00,2024-08-20T14:00:00+00:00,2024-08-20T16:00:00+00:00,Asia,bullish,BOS BOS,proximal,0.85792,0.85604,0.86047,0.86097,1.52,1.82,sl,0.85604,-1.0,-1.0,-1.0,-250.0,0.755,-1.133,2,-1,-1,181,premium,3.0,1.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-08T11:00:00+00:00,BOS,BOS,True,False,False,,,,,True,2,2024-08-20T01:00:00+00:00,1,2024-08-08T12:00:00+00:00,LONG,fresh,London,NY,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T02:00:00+00:00,2024-08-20T14:00:00+00:00,2024-08-20T16:00:00+00:00,Asia,bullish,BOS BOS,50pct,0.85718,0.85604,0.86047,0.86097,3.5,4.032,sl,0.85604,-1.0,-1.0,-1.0,-250.0,1.895,-1.219,2,-1,-1,181,premium,3.0,1.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-08T11:00:00+00:00,BOS,BOS,True,False,False,,,,,True,2,2024-08-20T01:00:00+00:00,1,2024-08-08T12:00:00+00:00,LONG,fresh,London,NY,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,0.86162,0.8627199999999999,0.85881,0.85767,3.12,4.39,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-20T03:00:00+00:00,BOS,BOS,False,False,False,,,,,False,8,2024-08-20T07:00:00+00:00,1,2024-08-20T07:00:00+00:00,SHORT,no_fvg,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T08:00:00+00:00,,,London,bearish,BOS BOS,50pct,0.86197,0.8627199999999999,0.85881,0.85767,5.745,7.818,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,5,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-20T03:00:00+00:00,BOS,BOS,False,False,False,,,,,False,8,2024-08-20T07:00:00+00:00,1,2024-08-20T07:00:00+00:00,SHORT,no_fvg,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.85881,0.86057,0.85595,0.8546,1.83,2.7,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,6,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-20T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,2024-08-20T13:00:00+00:00,1,2024-08-20T13:00:00+00:00,SHORT,no_fvg,London,NY,True,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T14:00:00+00:00,,,NY,bearish,BOS BOS,50pct,0.85949,0.86057,0.85595,0.8546,4.023,5.557,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,6,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-20T08:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,2024-08-20T13:00:00+00:00,1,2024-08-20T13:00:00+00:00,SHORT,no_fvg,London,NY,True,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T21:00:00+00:00,2024-08-20T23:00:00+00:00,2024-08-21T07:00:00+00:00,Other,bullish,BOS BOS,proximal,0.85219,0.84988,0.85595,0.85614,1.78,1.87,tp2,0.85614,1.71,1.78,1.87,427.5,1.71,-0.056,8,8,8,238,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-06T21:00:00+00:00,BOS,BOS,True,False,False,,,,,True,21,2024-08-20T20:00:00+00:00,1,2024-08-07T01:00:00+00:00,LONG,fresh,Other,Other,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
USDCHF,2024-08-20T21:00:00+00:00,2024-08-21T15:00:00+00:00,2024-08-21T18:00:00+00:00,Other,bullish,BOS BOS,50pct,0.85124,0.84988,0.85595,0.85614,4.06,4.224,sl,0.84988,-1.0,-1.0,-1.0,-250.0,1.515,-1.301,3,-1,-1,238,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-06T21:00:00+00:00,BOS,BOS,True,False,False,,,,,True,21,2024-08-20T20:00:00+00:00,1,2024-08-07T01:00:00+00:00,LONG,fresh,Other,NY,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
NAS100,2024-08-19T18:00:00+00:00,,,NY,bullish,BOS BOS,proximal,19680.0,19616.23,19842.0,19855.5,2.54,2.75,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,discount,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-19T15:00:00+00:00,BOS,BOS,False,False,False,,,,,False,18,2024-08-19T17:00:00+00:00,1,2024-08-19T17:00:00+00:00,LONG,no_fvg,NY,NY,True,False,never_filled,False,13:00-21:00 UTC
NAS100,2024-08-19T18:00:00+00:00,,,NY,bullish,BOS BOS,50pct,19649.12,19616.23,19842.0,19855.5,5.868,6.279,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,discount,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-19T15:00:00+00:00,BOS,BOS,False,False,False,,,,,False,18,2024-08-19T17:00:00+00:00,1,2024-08-19T17:00:00+00:00,LONG,no_fvg,NY,NY,True,False,never_filled,False,13:00-21:00 UTC
NAS100,2024-08-20T15:00:00+00:00,2024-08-21T13:00:00+00:00,2024-08-21T14:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,19873.75,19904.02,19790.5,19785.5,2.75,2.92,sl,19904.02,-1.0,-1.0,-1.0,-250.0,2.304,-3.568,1,-1,-1,6,discount,6.8,4.0,1.83,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2024-08-20T09:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,15,2024-08-20T14:00:00+00:00,1,2024-08-20T14:00:00+00:00,SHORT,no_fvg,London,NY,False,True,Fill only,False,13:00-21:00 UTC
NAS100,2024-08-20T15:00:00+00:00,2024-08-21T14:00:00+00:00,2024-08-21T14:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,19887.88,19904.02,19790.5,19785.5,6.041,6.351,sl,19904.02,-1.0,-1.0,-1.0,-250.0,5.197,-5.816,0,-1,-1,6,discount,6.8,4.0,1.83,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2024-08-20T09:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,15,2024-08-20T14:00:00+00:00,1,2024-08-20T14:00:00+00:00,SHORT,no_fvg,London,NY,False,True,Fill only,False,13:00-21:00 UTC
