setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A3116,EURUSD,2011-01-04T09:00:00+00:00,2011-01-04T14:00:00+00:00,2011-01-04T14:00:00+00:00,London,bullish,BOS BOS,proximal,1.33575,1.33379,1.33359,1.33925,,1.79,,sl,1.33359,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,10.0,6.0,5,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2011-01-04T04:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.86,1.83,1.83,solid,0.672,,1.852,0.002619,False,,,,,False,9,bullish,with_trend,2011-01-04T08:00:00+00:00,1,2011-01-04T08:00:00+00:00,LONG,,counter,67.7,False,1,no_fvg,Asia,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3117,EURUSD,2011-01-04T15:00:00+00:00,2011-01-05T07:00:00+00:00,2011-01-05T09:00:00+00:00,NY,bullish,BOS BOS,proximal,1.32447,1.32217,1.32197,1.32817,,1.61,,sl,1.32447,0.0,-1.0,-1.0,0.0,True,,1.42,-0.0,False,False,2,-1,-1,145.0,89.0,80,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2010-12-30T06:00:00+00:00,BOS,BOS,holding,False,full,False,0,2.21,1.18,1.18,marginal,0.858,,1.433,0.002449,False,,,,,False,15,bullish,with_trend,2011-01-04T14:00:00+00:00,1,2010-12-30T13:00:00+00:00,LONG,False,aligned,-3.7,False,2,stale,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3118,EURUSD,2011-01-05T05:00:00+00:00,2011-01-05T09:00:00+00:00,2011-01-05T10:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.323,1.32142,1.32122,1.32541,,1.53,,sl,1.32122,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,1,-1,-1,156.0,104.0,103,discount,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2010-12-29T21:00:00+00:00,BOS,Confirm,holding,False,full,False,1,0.52,1.04,1.04,marginal,0.646,,5.342,0.002138,False,,,,,False,5,bullish,with_trend,2011-01-05T04:00:00+00:00,1,2010-12-30T00:00:00+00:00,LONG,,aligned,-19.6,False,1,stale,Other,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3119,EURUSD,2011-01-05T12:00:00+00:00,2011-01-05T13:00:00+00:00,2011-01-05T16:00:00+00:00,London,bullish,BOS BOS,proximal,1.31457,1.31249,1.31229,1.31806,,1.68,,tp1,1.31806,1.531,1.68,0.0,382.75,True,,1.531,-0.886,,,3,3,-1,168.0,117.0,118,discount,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2010-12-29T13:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.8,1.49,1.49,marginal,0.59,,1.506,0.003186,False,,,,,False,12,bullish,with_trend,2011-01-05T11:00:00+00:00,1,2010-12-29T15:00:00+00:00,LONG,True,aligned,18.4,False,1,fresh,NY,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3120,EURUSD,2011-01-06T15:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.30841,1.31256,1.31276,1.29707,,2.73,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,discount,0.0,False,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2011-01-06T12:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,3.07,2.58,1.72,solid,1.247,,1.032,0.003169,False,,,,,False,15,bullish,against_trend,2011-01-06T14:00:00+00:00,1,2011-01-06T14:00:00+00:00,SHORT,,counter,14.4,False,0,fresh,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3121,EURUSD,2011-01-07T18:00:00+00:00,2011-01-11T00:00:00+00:00,2011-01-11T11:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.29729,1.29961,1.29981,1.29062,,2.88,,sl,1.29729,0.0,2.88,0.0,0.0,True,,2.365,-0.0,True,True,11,14,-1,88.0,34.0,10,discount,0.0,,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2011-01-07T08:00:00+00:00,BOS,Confirm,holding,True,pristine,False,1,0.42,1.22,1.22,marginal,0.584,,4.669,0.003629,False,,,,,False,18,bearish,with_trend,2011-01-07T17:00:00+00:00,1,2011-01-07T14:00:00+00:00,SHORT,False,counter,12.7,False,1,fresh,London,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3122,EURUSD,2011-01-12T06:00:00+00:00,2011-01-12T09:00:00+00:00,2011-01-12T10:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.29812,1.29656,1.29636,1.3016,,2.23,,sl,1.29636,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,1,-1,-1,13.0,9.0,10,premium,0.0,,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2011-01-11T20:00:00+00:00,BOS,Confirm,holding,False,full,True,1,1.04,1.41,1.41,marginal,0.674,,3.858,0.002019,False,,,,,False,6,bullish,with_trend,2011-01-12T05:00:00+00:00,1,2011-01-12T00:00:00+00:00,LONG,,counter,75.6,False,1,fresh,NY,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3123,EURUSD,2011-01-13T07:00:00+00:00,2011-01-13T07:00:00+00:00,2011-01-13T08:00:00+00:00,London,bearish,BOS BOS,proximal,1.31424,1.31654,1.31674,1.31067,,1.55,,sl,1.31674,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,1,-1,-1,175.0,126.0,127,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2011-01-06T00:00:00+00:00,BOS,BOS,holding,False,none,False,2,0.02,1.0,1.0,marginal,1.02,,2.822,0.002059,False,,,,,False,7,bullish,against_trend,2011-01-13T06:00:00+00:00,1,2011-01-06T01:00:00+00:00,SHORT,,aligned,99.3,False,1,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3124,EURUSD,2011-01-13T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.31005,1.30868,1.30848,1.3122,,1.57,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,premium,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2011-01-13T05:00:00+00:00,BOS,BOS,fading,True,pristine,False,0,0.43,1.12,1.12,marginal,0.557,0.715,7.884,0.002099,False,,,,,False,10,bullish,with_trend,2011-01-13T09:00:00+00:00,1,2011-01-13T08:00:00+00:00,LONG,,counter,76.5,False,4,fresh,Asia,London,False,False,never_filled,Caution: Late-Trend Chase,caution,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3125,EURUSD,2011-01-13T12:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.31641,1.3124,1.3122,1.3228,,1.59,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2011-01-13T09:00:00+00:00,BOS,Confirm,holding,False,none,False,0,1.67,2.52,2.52,strong,1.489,1.473,8.139,0.002559,False,,,,,False,12,bullish,with_trend,2011-01-13T11:00:00+00:00,1,2011-01-13T11:00:00+00:00,LONG,,counter,88.9,False,1,no_fvg,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3126,EURUSD,2011-01-13T13:00:00+00:00,2011-01-13T13:00:00+00:00,2011-01-13T13:00:00+00:00,NY,bearish,BOS BOS,proximal,1.3306,1.33223,1.33243,1.32768,,1.79,,sl,1.33243,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,207.0,157.0,159,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2011-01-04T22:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.64,0.76,0.76,marginal,0.398,0.234,0.81,0.003594,False,,,,,False,13,bullish,against_trend,2011-01-13T12:00:00+00:00,1,2011-01-05T00:00:00+00:00,SHORT,,aligned,164.0,False,1,fresh,Other,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3127,EURUSD,2011-01-14T07:00:00+00:00,2011-01-14T11:00:00+00:00,2011-01-14T12:00:00+00:00,London,bullish,BOS BOS,proximal,1.33364,1.33198,1.33178,1.33766,,2.42,,tp1,1.33766,2.161,2.42,0.0,540.25,True,,2.161,-0.0,,,1,1,-1,10.0,5.0,6,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2011-01-14T01:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.38,1.39,1.39,marginal,0.695,,1.947,0.002101,False,,,,,False,7,bullish,with_trend,2011-01-14T06:00:00+00:00,1,2011-01-14T06:00:00+00:00,LONG,,counter,87.7,False,5,fresh,Asia,London,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
