setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A6891,EURUSD,2016-01-04T05:00:00+00:00,2016-01-04T08:00:00+00:00,2016-01-04T08:00:00+00:00,Asia,bearish,Confirmation BOS,proximal,1.09252,1.09337,1.09357,1.09055,,2.32,,sl,1.09357,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.64,0.0,2.0,True,0.64,0,-1,-1,98.0,18.0,20,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-12-31T06:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.45,1.11,1.11,marginal,0.396,0.232,4.622,0.00164,0.923,1,False,,,,,False,5,bearish,counter_trend,True,False,True,bullish,1.0827,66.5,False,False,True,2016-01-04T04:00:00+00:00,1,2015-12-31T11:00:00+00:00,SHORT,,aligned,80.0,False,1,fresh,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6892,EURUSD,2016-01-04T05:00:00+00:00,2016-01-04T13:00:00+00:00,2016-01-04T14:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.08575,1.08408,1.08388,1.08828,,1.51,,sl,1.08388,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.334,,,,1.096,1,-1,-1,13.0,9.0,5,discount,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-04T00:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.37,0.99,0.66,marginal,0.862,0.311,0.393,0.001706,0.429,1,False,,,,,False,5,bearish,ambiguous,False,False,True,bullish,1.08833,145.8,False,False,True,2016-01-04T04:00:00+00:00,1,2016-01-04T04:00:00+00:00,LONG,,aligned,26.2,False,0,fresh,Asia,NY,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6893,EURUSD,2016-01-04T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.09639,1.09755,1.09775,1.09462,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.694,0,-1,-1,,,65,premium,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2015-12-29T12:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,2.19,2.78,1.85,solid,0.49,1.603,0.648,0.001959,0.323,0,False,,,,,False,8,bearish,counter_trend,True,False,True,bullish,1.0827,92.8,False,False,True,2016-01-04T07:00:00+00:00,1,2015-12-29T13:00:00+00:00,SHORT,,aligned,117.6,False,0,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6894,EURUSD,2016-01-04T18:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.08973,1.09188,1.09208,1.08477,1.0827,2.31,3.27,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.807,0,-1,-1,,,7,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-04T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.85,1.14,1.14,marginal,0.669,1.154,1.555,0.002913,0.569,0,False,,,,,False,18,bearish,with_trend,True,False,False,,1.07808,127.3,False,False,True,2016-01-04T17:00:00+00:00,1,2016-01-04T15:00:00+00:00,SHORT,,aligned,70.4,False,1,fresh,London,NY,False,False,never_filled,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6895,EURUSD,2016-01-05T08:00:00+00:00,2016-01-07T03:00:00+00:00,2016-01-07T08:00:00+00:00,London,bearish,BOS BOS,proximal,1.08208,1.08362,1.08382,1.07808,,2.6,,tp1,1.07808,2.299,2.6,0.0,574.75,True,,2.299,-0.483,1.0,,,,,,,1.485,5,5,-1,46.0,44.0,3,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-05T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.48,1.45,1.45,marginal,1.144,,2.04,0.001171,0.642,0,False,,,,,False,8,bearish,with_trend,False,False,False,,1.08039,48.7,False,False,False,2016-01-05T07:00:00+00:00,1,2016-01-05T07:00:00+00:00,SHORT,True,counter,24.2,False,2,no_fvg,Asia,Asia,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6896,EURUSD,2016-01-07T10:00:00+00:00,2016-01-08T13:00:00+00:00,2016-01-08T18:00:00+00:00,London,bullish,BOS BOS,proximal,1.08215,1.07797,1.0777700000000001,1.09348,,2.71,,friday_flat,1.0888,1.518,2.71,0.61,379.5,True,,2.171,-0.0,0.699,,,,,,,2.077,5,9,-1,30.0,28.0,3,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-07T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.76,1.77,1.77,solid,1.888,,2.646,0.002109,0.839,0,False,,,,,False,10,bullish,with_trend,False,False,False,,1.08691,49.7,False,True,False,2016-01-07T09:00:00+00:00,1,2016-01-07T09:00:00+00:00,LONG,False,counter,68.4,False,2,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6897,EURUSD,2016-01-08T06:00:00+00:00,2016-01-08T06:00:00+00:00,2016-01-08T10:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.08642,1.08344,1.08324,1.09348,,2.37,,sl,1.08642,0.0,-1.0,-1.0,0.0,True,,1.107,-0.305,0.0,True,True,0.272,2.829,12.0,True,1.465,4,-1,-1,16.0,12.0,16,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2016-01-07T14:00:00+00:00,BOS,BOS,0,holding,False,full,True,0,1.27,1.85,1.85,solid,1.281,,4.65,0.00217,0.514,1,False,,,,,False,6,bullish,with_trend,False,False,False,,1.09399,45.5,False,False,False,2016-01-08T05:00:00+00:00,1,2016-01-07T18:00:00+00:00,LONG,False,counter,65.8,False,3,stale,NY,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6898,EURUSD,2016-01-08T07:00:00+00:00,2016-01-08T07:00:00+00:00,2016-01-08T08:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.0873,1.08867,1.08887,1.0827,,3.36,,sl,1.08887,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.509,3.855,5.0,True,0.747,1,-1,-1,2.0,1.0,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-08T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.49,0.8,0.53,marginal,0.557,,2.427,0.002101,0.342,0,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,1.08548,27.0,False,False,False,2016-01-08T06:00:00+00:00,1,2016-01-08T06:00:00+00:00,SHORT,,aligned,69.8,False,0,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6899,EURUSD,2016-01-08T10:00:00+00:00,2016-01-08T13:00:00+00:00,2016-01-08T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.08276,1.08094,1.08074,1.08723,,2.46,,sl,1.08074,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.239,0.0,1.0,True,1.048,0,-1,-1,31.0,28.0,28,discount,0.0,,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-07T06:00:00+00:00,BOS,BOS,0,holding,True,partial,False,1,0.84,1.97,1.97,solid,0.841,1.391,2.895,0.001927,0.642,1,False,,,,,False,10,bullish,with_trend,True,False,False,,1.09399,67.4,False,False,False,2016-01-08T09:00:00+00:00,1,2016-01-07T09:00:00+00:00,LONG,,aligned,-31.5,False,2,fresh,Asia,NY,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6900,EURUSD,2016-01-12T06:00:00+00:00,2016-01-12T06:00:00+00:00,2016-01-12T09:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.08845,1.09033,1.09053,1.08545,,1.6,,tp1,1.08545,1.442,1.6,0.0,360.5,True,,1.442,-0.74,1.0,,,,,,,1.08,3,3,-1,20.0,15.0,20,discount,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2016-01-11T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,2,1.2,2.72,1.81,solid,0.872,,1.475,0.001926,0.899,2,False,,,,,False,6,bullish,ambiguous,False,False,True,bearish,1.0841,73.4,False,False,False,2016-01-12T05:00:00+00:00,1,2016-01-11T15:00:00+00:00,SHORT,,counter,33.8,False,0,no_fvg,London,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6901,EURUSD,2016-01-13T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.08238,1.08026,1.08006,1.08723,,2.29,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.382,0,-1,-1,,,3,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-13T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.53,0.91,0.61,marginal,1.144,,0.554,0.001679,0.448,0,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,1.08556,116.9,False,False,False,2016-01-13T14:00:00+00:00,1,2016-01-13T14:00:00+00:00,LONG,,aligned,20.1,False,0,no_fvg,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6902,EURUSD,2016-01-14T12:00:00+00:00,2016-01-14T15:00:00+00:00,2016-01-14T15:00:00+00:00,London,bullish,BOS BOS,proximal,1.08719,1.08519,1.0849900000000001,1.09098,,1.89,,sl,1.0849900000000001,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.684,,18.0,,1.083,0,-1,-1,8.0,7.0,5,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-14T07:00:00+00:00,BOS,BOS,3,holding,True,pristine,False,0,0.69,2.29,2.29,solid,0.886,1.275,2.108,0.002031,0.439,0,False,,,,,False,12,bullish,with_trend,True,False,False,,1.09429,79.8,False,True,False,2016-01-14T11:00:00+00:00,1,2016-01-14T08:00:00+00:00,LONG,,aligned,48.7,False,2,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6903,EURUSD,2016-01-14T16:00:00+00:00,2016-01-15T02:00:00+00:00,2016-01-15T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.08798,1.09194,1.0921399999999999,1.08193,,1.53,,sl,1.0921399999999999,-1.0,-1.0,-1.0,-250.0,True,,0.462,-0.925,-2.165,False,False,2.065,,,,1.363,11,-1,-1,12.0,11.0,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-14T14:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.45,2.28,1.52,solid,1.232,,0.59,0.003051,0.452,0,False,,,,,False,16,bullish,ambiguous,False,False,True,bearish,1.0836,122.0,False,False,False,2016-01-14T15:00:00+00:00,1,2016-01-14T15:00:00+00:00,SHORT,,aligned,54.4,False,0,no_fvg,NY,Asia,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6904,EURUSD,2016-01-15T05:00:00+00:00,2016-01-15T05:00:00+00:00,2016-01-15T09:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.08821,1.09036,1.09056,1.08498,,1.5,,sl,1.09056,-1.0,-1.0,-1.0,-250.0,True,,0.915,-0.953,-1.093,True,False,0.648,4.325,,True,1.29,4,-1,-1,16.0,14.0,16,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2016-01-14T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,1,1.08,5.45,3.63,strong,1.07,,0.988,0.001822,0.456,1,False,,,,,False,5,bullish,ambiguous,False,False,True,bearish,1.08342,127.1,False,False,False,2016-01-15T04:00:00+00:00,1,2016-01-14T15:00:00+00:00,SHORT,,aligned,56.0,False,0,fresh,NY,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6905,EURUSD,2016-01-15T15:00:00+00:00,2016-01-17T22:00:00+00:00,2016-01-18T07:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09157,1.08877,1.08857,1.09697,,1.93,,sl,1.08857,-1.0,-1.0,-1.0,-250.0,True,,0.387,-0.967,-2.584,True,False,0.459,1.044,,True,1.178,9,-1,-1,59.0,9.0,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-15T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.53,1.85,1.85,solid,1.021,0.448,3.231,0.002547,0.435,0,False,,,,,False,15,bullish,with_trend,False,False,False,,1.09844,55.5,False,True,False,2016-01-15T14:00:00+00:00,1,2016-01-15T13:00:00+00:00,LONG,,counter,61.8,False,1,fresh,London,Other,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6906,EURUSD,2016-01-18T16:00:00+00:00,2016-01-18T17:00:00+00:00,2016-01-19T03:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.08912,1.09024,1.09044,1.0874,,1.54,,sl,1.09044,-1.0,-1.0,-1.0,-250.0,True,,0.795,-0.932,-1.258,True,True,0.02,4.682,3.0,True,0.867,10,-1,-1,3.0,2.0,2,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-18T14:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.09,1.62,1.62,solid,0.604,,3.001,0.001523,0.522,0,False,,,,,False,16,bearish,with_trend,False,False,False,,1.087,42.7,False,False,True,2016-01-18T15:00:00+00:00,1,2016-01-18T15:00:00+00:00,SHORT,,counter,18.5,False,1,no_fvg,NY,NY,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6907,EURUSD,2016-01-19T07:00:00+00:00,2016-01-19T08:00:00+00:00,2016-01-19T11:00:00+00:00,London,bearish,BOS BOS,proximal,1.08819,1.08952,1.08972,1.08606,,1.6,,tp1,1.08606,1.392,1.6,0.0,348.0,True,,1.392,-0.444,1.0,,,,,,,1.398,3,3,-1,7.0,2.0,6,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-19T01:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.66,0.88,0.88,marginal,1.033,,1.672,0.001094,0.319,1,False,,,,,False,7,bearish,with_trend,False,False,False,,1.08718,37.1,False,False,False,2016-01-19T06:00:00+00:00,1,2016-01-19T06:00:00+00:00,SHORT,True,counter,37.2,False,2,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6908,EURUSD,2016-01-19T08:00:00+00:00,2016-01-19T08:00:00+00:00,2016-01-19T14:00:00+00:00,London,bearish,BOS BOS,proximal,1.08812,1.09055,1.0907499999999999,1.0841,1.08342,1.65,1.93,sl,1.0907499999999999,-1.0,-1.0,-1.0,-250.0,True,,0.821,-0.285,-1.218,True,True,0.149,5.982,47.0,True,2.307,6,-1,-1,6.0,2.0,6,discount,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-01-19T02:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.62,0.82,0.82,marginal,1.956,0.237,1.605,0.00114,0.453,0,False,,,,,False,8,bearish,with_trend,False,False,False,,1.08591,55.4,False,False,True,2016-01-19T07:00:00+00:00,1,2016-01-19T06:00:00+00:00,SHORT,,counter,48.5,False,2,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6909,EURUSD,2016-01-19T17:00:00+00:00,2016-01-20T23:00:00+00:00,2016-01-21T06:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.08744,1.0858,1.0856000000000001,1.0899,,1.5,,tp1,1.0899,1.337,1.5,0.0,334.25,True,,1.337,-0.418,1.0,,,,,,,1.048,7,7,-1,34.0,31.0,4,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-01-19T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.27,1.25,0.83,marginal,0.821,0.906,0.41,0.001755,0.59,0,False,,,,,False,17,bearish,ambiguous,False,False,True,bullish,1.09092,200.0,False,False,False,2016-01-19T16:00:00+00:00,1,2016-01-19T16:00:00+00:00,LONG,False,aligned,33.6,False,0,fresh,NY,Other,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6910,EURUSD,2016-01-20T04:00:00+00:00,2016-01-20T11:00:00+00:00,2016-01-20T12:00:00+00:00,Asia,bullish,Confirmation BOS,proximal,1.09137,1.0903,1.0901,1.09336,,1.86,,sl,1.0901,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.207,6.938,5.0,True,0.711,1,-1,-1,12.0,8.0,5,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-19T23:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.48,0.95,0.95,marginal,0.487,0.235,2.635,0.001787,0.368,0,False,,,,,False,4,bullish,with_trend,False,False,False,,1.09519,63.6,False,True,False,2016-01-20T03:00:00+00:00,1,2016-01-20T03:00:00+00:00,LONG,,counter,58.8,False,1,fresh,Other,London,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6911,EURUSD,2016-01-22T18:00:00+00:00,2016-01-25T08:00:00+00:00,2016-01-25T12:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.0833,1.08472,1.0849199999999999,1.08109,1.08046,1.56,2.0,tp1,1.08109,1.364,1.56,0.0,341.0,True,,1.364,-0.0,1.0,,,,,,,0.832,4,4,-1,70.0,15.0,8,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-22T10:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,0.02,0.76,0.76,marginal,0.626,,4.851,0.001948,0.607,2,False,,,,,False,18,bearish,with_trend,False,False,False,,1.0794,34.4,False,False,False,2016-01-22T17:00:00+00:00,1,2016-01-22T17:00:00+00:00,SHORT,False,counter,21.5,False,1,fresh,London,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6912,EURUSD,2016-01-26T08:00:00+00:00,2016-01-26T08:00:00+00:00,2016-01-26T09:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.08534,1.08387,1.08367,1.08967,,2.95,,sl,1.08367,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.214,1.44,28.0,True,1.322,1,-1,-1,3.0,1.0,3,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-26T05:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.72,1.63,1.63,solid,1.005,,3.395,0.001264,0.409,0,False,,,,,False,8,bullish,with_trend,False,False,False,,1.0874,34.2,False,True,False,2016-01-26T07:00:00+00:00,1,2016-01-26T07:00:00+00:00,LONG,,counter,75.9,False,1,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6913,EURUSD,2016-01-26T10:00:00+00:00,2016-01-26T15:00:00+00:00,2016-01-27T07:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.08477,1.0876,1.0877999999999999,1.0794,1.07886,1.9,2.09,sl,1.0877999999999999,-1.0,-1.0,-1.0,-250.0,True,,0.366,-0.762,-2.732,True,False,0.299,6.36,,False,2.155,16,-1,-1,8.0,6.0,3,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-26T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.25,0.74,0.5,marginal,1.871,,0.903,0.001406,0.395,0,False,,,,,False,10,bullish,ambiguous,False,False,True,bearish,1.0834,70.6,False,False,False,2016-01-26T09:00:00+00:00,1,2016-01-26T09:00:00+00:00,SHORT,,aligned,69.2,False,0,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6914,EURUSD,2016-01-27T10:00:00+00:00,2016-01-27T17:00:00+00:00,2016-01-27T19:00:00+00:00,London,bullish,BOS BOS,proximal,1.08636,1.08524,1.08504,1.0899,,3.16,,sl,1.08636,0.0,3.16,0.0,0.0,True,,1.273,-0.0,0.0,True,True,0.319,4.31,1.0,True,1.054,2,2,-1,11.0,8.0,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",True,h1_only,2016-01-27T06:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.18,0.45,0.45,marginal,0.734,,1.572,0.001253,0.489,1,False,,,,,False,10,bullish,with_trend,False,False,False,,1.08822,58.3,False,False,False,2016-01-27T09:00:00+00:00,1,2016-01-27T09:00:00+00:00,LONG,False,counter,70.8,False,2,no_fvg,Asia,NY,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6915,EURUSD,2016-01-27T13:00:00+00:00,2016-01-27T14:00:00+00:00,2016-01-27T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.08788,1.0864,1.0862,1.0909,1.09208,2.04,2.84,sl,1.0862,-1.0,-1.0,-1.0,-250.0,True,,0.5,-0.893,-2.0,True,True,0.008,3.961,2.0,True,1.27,3,-1,-1,4.0,2.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-01-27T10:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.41,0.93,0.93,marginal,0.968,,2.411,0.001323,0.242,0,False,,,,,False,13,bullish,with_trend,False,False,False,,1.08928,32.9,False,True,False,2016-01-27T12:00:00+00:00,1,2016-01-27T12:00:00+00:00,LONG,,counter,81.2,False,3,no_fvg,London,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6916,EURUSD,2016-01-28T10:00:00+00:00,2016-01-29T03:00:00+00:00,2016-01-29T04:00:00+00:00,London,bullish,BOS BOS,proximal,1.08859,1.08708,1.08688,1.0909,,1.53,,tp1,1.0909,1.351,1.53,0.0,337.75,True,,1.351,-0.0,1.0,,,,,,,1.196,1,1,-1,21.0,18.0,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-01-28T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.08,0.42,0.42,marginal,0.916,1.552,3.315,0.00143,0.802,0,False,,,,,False,10,bullish,with_trend,False,False,False,,1.09263,60.6,False,False,False,2016-01-28T09:00:00+00:00,1,2016-01-28T09:00:00+00:00,LONG,,counter,68.9,False,4,fresh,Asia,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6917,EURUSD,2016-01-28T16:00:00+00:00,2016-01-29T03:00:00+00:00,2016-01-29T03:00:00+00:00,NY,bullish,BOS BOS,proximal,1.09201,1.08993,1.08973,1.09757,,2.67,,sl,1.08973,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.776,4.693,,True,1.22,0,-1,-1,15.0,12.0,4,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-01-28T12:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.68,0.9,0.9,marginal,1.006,,3.045,0.001869,0.612,0,False,,,,,False,16,bullish,with_trend,False,False,False,,1.09439,31.9,False,True,False,2016-01-28T15:00:00+00:00,1,2016-01-28T15:00:00+00:00,LONG,,counter,81.0,False,5,no_fvg,London,Asia,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
