pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,bias,killzone_blocked,killzone_windows
EURUSD,2026-04-10T07:00:00+00:00,2026-04-10T09:00:00+00:00,2026-04-10T09:00:00+00:00,London,bearish,Minor BOS,proximal,1.16932,1.1702,1.16768,1.16754,1.85,2.01,sl,1.1702,-1.0,-1.0,-1.0,-250.0,0.469,-2.331,0,-1,-1,4,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-10T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,7,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-10T07:00:00+00:00,2026-04-10T09:00:00+00:00,2026-04-10T09:00:00+00:00,London,bearish,Minor BOS,50pct,1.16966,1.1702,1.16768,1.16754,3.667,3.926,sl,1.1702,-1.0,-1.0,-1.0,-250.0,1.394,-3.17,0,-1,-1,4,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-10T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,7,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-12T23:00:00+00:00,2026-04-13T16:00:00+00:00,2026-04-13T17:00:00+00:00,Other,bearish,Minor BOS,proximal,1.17233,1.17405,1.16959,1.16891,1.6,2.0,sl,1.17405,-1.0,-1.0,-1.0,-250.0,0.717,-1.042,1,-1,-1,4,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-10T18:00:00+00:00,BOS,Minor,True,False,False,,,,,True,23,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-12T23:00:00+00:00,2026-04-13T16:00:00+00:00,2026-04-13T17:00:00+00:00,Other,bearish,Minor BOS,50pct,1.17309,1.17405,1.16959,1.16891,3.646,4.354,sl,1.17405,-1.0,-1.0,-1.0,-250.0,2.076,-1.075,1,-1,-1,4,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-10T18:00:00+00:00,BOS,Minor,True,False,False,,,,,True,23,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-13T01:00:00+00:00,2026-04-13T01:00:00+00:00,2026-04-13T01:00:00+00:00,Asia,bearish,Minor BOS,proximal,1.16741,1.16911,1.16239,1.16212,2.95,3.11,sl,1.16911,-1.0,-1.0,-1.0,-250.0,0.0,-1.041,0,-1,-1,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-13T00:00:00+00:00,BOS,Minor,False,False,False,,,,,True,1,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-13T01:00:00+00:00,2026-04-13T01:00:00+00:00,2026-04-13T01:00:00+00:00,Asia,bearish,Minor BOS,50pct,1.16816,1.16911,1.16239,1.16212,6.074,6.358,sl,1.16911,-1.0,-1.0,-1.0,-250.0,0.0,-1.074,0,-1,-1,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-13T00:00:00+00:00,BOS,Minor,False,False,False,,,,,True,1,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-14T06:00:00+00:00,2026-04-14T06:00:00+00:00,2026-04-16T06:00:00+00:00,Asia,bullish,Minor BOS,proximal,1.1773,1.17613,1.17911,,1.54,,window_end,1.1806375980377197,2.853,1.54,2.853,713.25,4.643,-0.945,48,1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T05:00:00+00:00,BOS,Minor,False,False,False,,,,,False,6,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-14T06:00:00+00:00,2026-04-14T06:00:00+00:00,2026-04-16T06:00:00+00:00,Asia,bullish,Minor BOS,50pct,1.17682,1.17613,1.17911,,3.319,,window_end,1.1806375980377197,5.533,3.319,5.533,1383.25,8.568,-0.907,48,1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T05:00:00+00:00,BOS,Minor,False,False,False,,,,,False,6,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-14T14:00:00+00:00,2026-04-14T14:00:00+00:00,2026-04-14T15:00:00+00:00,NY,bullish,Minor BOS,proximal,1.18106,1.1796,1.18329,1.18526,1.54,2.89,sl,1.1796,-1.0,-1.0,-1.0,-250.0,0.188,-1.338,1,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T13:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-14T14:00:00+00:00,2026-04-14T14:00:00+00:00,2026-04-14T15:00:00+00:00,NY,bullish,Minor BOS,50pct,1.18043,1.1796,1.18329,1.18526,3.446,5.819,sl,1.1796,-1.0,-1.0,-1.0,-250.0,1.09,-1.595,1,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T13:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-14T16:00:00+00:00,2026-04-14T16:00:00+00:00,2026-04-15T02:00:00+00:00,NY,bullish,Minor BOS,proximal,1.1812,1.17891,1.18526,,1.77,,sl,1.17891,-1.0,-1.0,-1.0,-250.0,0.0,-1.278,10,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T15:00:00+00:00,BOS,Minor,False,False,False,,,,,False,16,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-14T16:00:00+00:00,2026-04-14T16:00:00+00:00,2026-04-15T02:00:00+00:00,NY,bullish,Minor BOS,50pct,1.18015,1.17891,1.18526,,4.121,,sl,1.17891,-1.0,-1.0,-1.0,-250.0,0.168,-1.514,10,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-14T15:00:00+00:00,BOS,Minor,False,False,False,,,,,False,16,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-16T02:00:00+00:00,2026-04-16T02:00:00+00:00,2026-04-16T06:00:00+00:00,Asia,bullish,Major BOS,proximal,1.1812,1.17988,1.18329,1.18526,1.59,3.09,sl,1.17988,-1.0,-1.0,-1.0,-250.0,1.161,-1.165,4,-1,-1,1,premium,4.0,2.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-16T01:00:00+00:00,BOS,Major,False,False,False,,,,,True,2,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-16T02:00:00+00:00,2026-04-16T02:00:00+00:00,2026-04-16T06:00:00+00:00,Asia,bullish,Major BOS,50pct,1.18064,1.17988,1.18329,1.18526,3.487,6.079,sl,1.17988,-1.0,-1.0,-1.0,-250.0,2.753,-1.286,4,-1,-1,1,premium,4.0,2.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-16T01:00:00+00:00,BOS,Major,False,False,False,,,,,True,2,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-17T08:00:00+00:00,2026-04-17T08:00:00+00:00,2026-04-17T12:00:00+00:00,London,bullish,Major BOS,proximal,1.17855,1.17752,1.18022,1.18036,1.62,1.75,tp2,1.18036,1.757,1.62,1.75,439.25,5.148,-0.134,4,4,4,2,premium,4.5,2.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-17T06:00:00+00:00,BOS,Major,False,False,False,,,,,False,8,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-17T08:00:00+00:00,2026-04-17T18:00:00+00:00,2026-04-17T19:00:00+00:00,London,bullish,Major BOS,50pct,1.17813,1.17752,1.18022,1.18036,3.426,3.656,sl,1.17752,-1.0,-1.0,-1.0,-250.0,2.969,-1.585,1,-1,-1,2,premium,4.5,2.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-17T06:00:00+00:00,BOS,Major,False,False,False,,,,,False,8,LONG,False,07:00-16:30 UTC
EURUSD,2026-04-19T23:00:00+00:00,,,Other,bullish,Major CHoCH,proximal,1.17027,1.16843,1.17357,1.17495,1.79,2.54,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,107,premium,6.1,3.0,1.0,0.6,1.5,0.0,"structure,sweep,fvg,freshness",False,h1_only,2026-04-13T11:00:00+00:00,CHoCH,Major,True,True,False,,,,,True,23,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-19T23:00:00+00:00,,,Other,bullish,Major CHoCH,50pct,1.16945,1.16843,1.17357,1.17495,4.039,5.392,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,107,premium,6.1,3.0,1.0,0.6,1.5,0.0,"structure,sweep,fvg,freshness",False,h1_only,2026-04-13T11:00:00+00:00,CHoCH,Major,True,True,False,,,,,True,23,LONG,True,07:00-16:30 UTC
EURUSD,2026-04-22T11:00:00+00:00,2026-04-22T11:00:00+00:00,2026-04-22T15:00:00+00:00,London,bearish,Major BOS,proximal,1.17495,1.17584,1.17206,1.17165,3.25,3.71,tp2,1.17165,3.708,3.25,3.71,927.0,3.712,-0.466,4,4,4,1,premium,5.5,2.5,1.0,0.0,1.5,0.5,"structure,sweep,freshness,killzone",False,h1_only,2026-04-22T10:00:00+00:00,BOS,Major,False,True,False,,,,,False,11,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-22T11:00:00+00:00,2026-04-22T11:00:00+00:00,2026-04-22T15:00:00+00:00,London,bearish,Major BOS,50pct,1.1753,1.17584,1.17206,1.17165,6.0,6.759,tp2,1.17165,6.759,6.0,6.759,1689.75,6.766,-0.119,4,4,4,1,premium,5.5,2.5,1.0,0.0,1.5,0.5,"structure,sweep,freshness,killzone",False,h1_only,2026-04-22T10:00:00+00:00,BOS,Major,False,True,False,,,,,False,11,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-28T01:00:00+00:00,,,Asia,bearish,Minor BOS,proximal,1.17426,1.17529,1.17206,1.17165,2.14,2.54,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,15,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-27T10:00:00+00:00,BOS,Minor,True,False,False,,,,,True,1,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-28T01:00:00+00:00,,,Asia,bearish,Minor BOS,50pct,1.17467,1.17529,1.17206,1.17165,4.21,4.871,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,15,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-27T10:00:00+00:00,BOS,Minor,True,False,False,,,,,True,1,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-28T04:00:00+00:00,2026-04-28T04:00:00+00:00,2026-04-28T12:00:00+00:00,Asia,bearish,Minor BOS,proximal,1.1711,1.17226,1.16891,1.1685,1.89,2.24,tp2,1.1685,2.241,1.89,2.24,560.25,2.479,-0.708,8,7,8,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-28T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,4,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-28T04:00:00+00:00,2026-04-28T04:00:00+00:00,2026-04-28T12:00:00+00:00,Asia,bearish,Minor BOS,50pct,1.17158,1.17226,1.16891,1.1685,3.926,4.529,tp2,1.1685,4.529,3.926,4.529,1132.25,4.935,-0.501,8,7,8,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-28T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,4,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-28T09:00:00+00:00,2026-04-28T09:00:00+00:00,2026-04-28T15:00:00+00:00,London,bearish,Minor BOS,proximal,1.17,1.1713,1.16768,1.16754,1.79,1.9,sl,1.1713,-1.0,-1.0,-1.0,-250.0,1.366,-1.478,6,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-28T08:00:00+00:00,BOS,Minor,False,False,False,,,,,False,9,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-28T09:00:00+00:00,2026-04-28T13:00:00+00:00,2026-04-28T15:00:00+00:00,London,bearish,Minor BOS,50pct,1.17055,1.1713,1.16768,1.16754,3.827,4.013,sl,1.1713,-1.0,-1.0,-1.0,-250.0,1.826,-1.828,2,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-28T08:00:00+00:00,BOS,Minor,False,False,False,,,,,False,9,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-29T13:00:00+00:00,2026-04-29T13:00:00+00:00,2026-04-29T18:00:00+00:00,NY,bearish,Minor BOS,proximal,1.17,1.1713,1.16768,1.16754,1.79,1.9,tp2,1.16754,1.892,1.79,1.9,473.0,2.519,-0.633,5,5,5,3,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-29T13:00:00+00:00,2026-04-29T15:00:00+00:00,2026-04-29T18:00:00+00:00,NY,bearish,Minor BOS,50pct,1.17055,1.1713,1.16768,1.16754,3.827,4.013,tp2,1.16754,4.013,3.827,4.013,1003.25,5.1,-0.364,3,3,3,3,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-29T16:00:00+00:00,2026-04-29T16:00:00+00:00,2026-04-30T00:00:00+00:00,NY,bearish,Minor BOS,proximal,1.16877,1.17075,1.16577,1.16537,1.52,1.72,window_end,1.1682243347167969,0.276,0.276,0.276,69.0,1.033,-0.691,8,-1,-1,2,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T14:00:00+00:00,BOS,Minor,False,False,False,,,,,False,16,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-29T16:00:00+00:00,2026-04-29T16:00:00+00:00,2026-04-30T00:00:00+00:00,NY,bearish,Minor BOS,50pct,1.16966,1.17075,1.16577,1.16537,3.569,3.936,window_end,1.1682243347167969,1.317,1.317,1.317,329.25,2.693,-0.439,8,-1,-1,2,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T14:00:00+00:00,BOS,Minor,False,False,False,,,,,False,16,SHORT,False,07:00-16:30 UTC
EURUSD,2026-04-29T18:00:00+00:00,2026-04-29T18:00:00+00:00,2026-04-29T23:00:00+00:00,NY,bearish,Minor BOS,proximal,1.1685,1.16952,1.16673,,1.74,,sl,1.1685,0.0,1.74,0.0,0.0,1.74,-0.399,5,0,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T17:00:00+00:00,BOS,Minor,False,False,False,,,,,False,18,SHORT,True,07:00-16:30 UTC
EURUSD,2026-04-29T18:00:00+00:00,2026-04-30T00:00:00+00:00,2026-04-30T00:00:00+00:00,NY,bearish,Minor BOS,50pct,1.16891,1.16952,1.16673,,3.574,,window_end,1.1682243347167969,1.124,1.124,1.124,281.0,1.124,-0.667,0,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-29T17:00:00+00:00,BOS,Minor,False,False,False,,,,,False,18,SHORT,True,07:00-16:30 UTC
USDJPY,2026-04-01T19:00:00+00:00,2026-04-01T21:00:00+00:00,2026-04-02T01:00:00+00:00,NY,bullish,Minor BOS,proximal,158.728,158.518,159.064,159.107,1.6,1.8,tp2,159.107,1.805,1.6,1.8,451.25,2.657,-0.952,4,4,4,3,equilibrium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-01T16:00:00+00:00,BOS,Minor,True,False,False,,,,,True,19,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-01T19:00:00+00:00,2026-04-01T21:00:00+00:00,2026-04-02T01:00:00+00:00,NY,bullish,Minor BOS,50pct,158.633,158.518,159.064,159.107,3.748,4.122,tp2,159.107,4.122,3.748,4.122,1030.5,5.678,-0.913,4,4,4,3,discount,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-04-01T16:00:00+00:00,BOS,Minor,True,False,False,,,,,True,19,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T01:00:00+00:00,2026-04-02T01:00:00+00:00,2026-04-02T01:00:00+00:00,Asia,bullish,Minor BOS,proximal,158.732,158.55,159.009,159.013,1.52,1.54,tp2,159.013,1.544,1.52,1.54,386.0,3.044,-0.758,0,0,0,3,equilibrium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-01T22:00:00+00:00,BOS,Minor,False,False,False,,,,,True,1,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T01:00:00+00:00,2026-04-02T01:00:00+00:00,2026-04-02T01:00:00+00:00,Asia,bullish,Minor BOS,50pct,158.651,158.55,159.009,159.013,3.545,3.584,tp2,159.013,3.584,3.545,3.584,896.0,6.287,-0.564,0,0,0,3,discount,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-01T22:00:00+00:00,BOS,Minor,False,False,False,,,,,True,1,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T04:00:00+00:00,2026-04-02T04:00:00+00:00,2026-04-02T07:00:00+00:00,Asia,bullish,Minor BOS,proximal,159.445,159.283,159.695,159.709,1.54,1.63,tp2,159.709,1.63,1.54,1.63,407.5,1.654,-0.932,3,3,3,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-02T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,4,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T04:00:00+00:00,2026-04-02T04:00:00+00:00,2026-04-02T07:00:00+00:00,Asia,bullish,Minor BOS,50pct,159.374,159.283,159.695,159.709,3.527,3.681,tp2,159.709,3.681,3.527,3.681,920.25,3.725,-0.879,3,3,3,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-04-02T03:00:00+00:00,BOS,Minor,False,False,False,,,,,False,4,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T07:00:00+00:00,2026-04-02T07:00:00+00:00,2026-04-02T14:00:00+00:00,London,bullish,Minor BOS,proximal,159.465,159.274,159.77,159.779,1.6,1.64,sl,159.274,-1.0,-1.0,-1.0,-250.0,1.455,-1.215,7,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-02T06:00:00+00:00,BOS,Minor,False,False,False,,,,,False,7,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T07:00:00+00:00,2026-04-02T07:00:00+00:00,2026-04-02T14:00:00+00:00,London,bullish,Minor BOS,50pct,159.38,159.274,159.77,159.779,3.679,3.764,sl,159.274,-1.0,-1.0,-1.0,-250.0,3.424,-1.387,7,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-02T06:00:00+00:00,BOS,Minor,False,False,False,,,,,False,7,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-04-02T10:00:00+00:00,2026-04-02T10:00:00+00:00,2026-04-02T13:00:00+00:00,London,bullish,Minor BOS,proximal,159.727,159.536,160.029,160.414,1.58,3.6,sl,159.536,-1.0,-1.0,-1.0,-250.0,0.084,-1.466,3,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-04-02T09:00:00+00:00,BOS,Minor,False,False,False,,,,,False,10,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
