setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A3372,EURUSD,2021-05-03T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.20773,1.20897,1.20917,1.2057,,1.64,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,22,discount,0.0,False,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2021-04-30T13:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,2.56,2.47,1.64,solid,0.712,,0.808,0.00146,False,,,,,False,11,bearish,with_trend,2021-05-03T10:00:00+00:00,1,2021-04-30T14:00:00+00:00,SHORT,,counter,45.4,False,0,fresh,NY,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3373,EURUSD,2021-05-03T12:00:00+00:00,2021-05-03T13:00:00+00:00,2021-05-03T15:00:00+00:00,London,bullish,BOS BOS,proximal,1.20423,1.20302,1.20282,1.2069,1.20756,2.21,2.75,tp1,1.2069,1.894,2.21,2.75,473.5,True,,1.894,-0.0,,,2,2,2,5.0,4.0,4,discount,0.0,,5.0,3.0,1.0,0.0,0.0,1.0,"structure,sweep",False,h1_only,2021-05-03T08:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,1.13,1.13,1.13,marginal,0.999,,7.549,0.001011,False,,,,,False,12,bullish,with_trend,2021-05-03T11:00:00+00:00,1,2021-05-03T09:00:00+00:00,LONG,False,aligned,21.4,False,1,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3374,EURUSD,2021-05-04T16:00:00+00:00,2021-05-06T13:00:00+00:00,2021-05-06T14:00:00+00:00,NY,bearish,BOS BOS,proximal,1.20596,1.20693,1.20713,1.20263,,3.43,,sl,1.20713,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,1,-1,-1,66.0,52.0,21,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2021-05-03T19:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.81,1.05,1.05,marginal,0.706,,2.073,0.00109,False,,,,,False,16,bearish,with_trend,2021-05-04T15:00:00+00:00,1,2021-05-04T09:00:00+00:00,SHORT,,aligned,78.7,False,3,fresh,NY,NY,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3375,EURUSD,2021-05-05T12:00:00+00:00,2021-05-06T07:00:00+00:00,2021-05-06T09:00:00+00:00,London,bearish,BOS BOS,proximal,1.20203,1.20288,1.20308,1.19992,,2.48,,sl,1.20308,-1.0,-1.0,-1.0,-250.0,True,,0.762,-0.781,False,False,2,-1,-1,27.0,24.0,8,discount,0.0,,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2021-05-05T04:00:00+00:00,BOS,BOS,holding,True,partial,False,0,0.82,1.28,1.28,marginal,0.705,0.64,3.017,0.000921,False,,,,,False,12,bearish,with_trend,2021-05-05T11:00:00+00:00,1,2021-05-05T07:00:00+00:00,SHORT,,counter,38.2,False,1,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3376,EURUSD,2021-05-06T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.20011,1.19951,1.19931,1.20118,,1.78,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2021-05-06T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.39,1.49,1.49,marginal,0.473,0.402,2.398,0.000846,False,,,,,False,9,bullish,with_trend,2021-05-06T08:00:00+00:00,1,2021-05-06T08:00:00+00:00,LONG,,aligned,16.8,False,1,fresh,Asia,London,False,False,never_filled,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3377,EURUSD,2021-05-07T09:00:00+00:00,2021-05-07T13:00:00+00:00,2021-05-07T14:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.20642,1.2051,1.2049,1.20928,,2.17,,tp1,1.20928,1.882,2.17,7.066,470.5,True,,1.882,-0.0,,,1,1,-1,6.0,5.0,2,premium,0.0,,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2021-05-07T07:00:00+00:00,BOS,Confirm,holding,False,full,False,1,0.58,2.04,2.04,solid,1.294,,9.068,0.000866,False,,,,,False,9,bullish,with_trend,2021-05-07T08:00:00+00:00,1,2021-05-07T08:00:00+00:00,LONG,,counter,75.8,False,1,fresh,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3378,EURUSD,2021-05-11T06:00:00+00:00,2021-05-11T09:00:00+00:00,2021-05-11T14:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.21557,1.21749,1.21769,1.2126,,1.55,,sl,1.21769,-1.0,-1.0,-1.0,-250.0,True,,0.085,-0.736,True,True,5,-1,-1,17.0,12.0,14,premium,0.0,,4.0,3.0,1.0,0.0,0.0,0.0,"structure,sweep",False,h1_only,2021-05-10T16:00:00+00:00,BOS,BOS,holding,False,full,True,1,0.81,1.23,1.23,marginal,1.524,,5.928,0.001129,False,,,,,False,6,bearish,with_trend,2021-05-11T05:00:00+00:00,1,2021-05-10T21:00:00+00:00,SHORT,,aligned,58.3,False,1,fresh,NY,London,False,False,Neither,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3379,EURUSD,2021-05-11T10:00:00+00:00,2021-05-11T23:00:00+00:00,2021-05-12T03:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.21441,1.21276,1.21256,1.21769,,1.99,,sl,1.21256,-1.0,-1.0,-1.0,-250.0,True,,0.276,-0.568,False,False,4,-1,-1,16.0,14.0,3,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2021-05-11T07:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.1,1.78,1.19,marginal,1.231,,0.934,0.001178,False,,,,,False,10,bearish,against_trend,2021-05-11T09:00:00+00:00,1,2021-05-11T09:00:00+00:00,LONG,,aligned,39.1,False,0,no_fvg,London,Other,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3380,EURUSD,2021-05-12T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.21624,1.21763,1.21783,1.21367,1.2126,1.85,2.62,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,49,premium,1.0,True,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2021-05-10T13:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,0.85,1.29,0.86,marginal,1.424,,2.92,0.000836,False,,,,,False,14,bearish,with_trend,2021-05-12T13:00:00+00:00,1,2021-05-10T21:00:00+00:00,SHORT,,aligned,71.0,False,0,stale,NY,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3381,EURUSD,2021-05-13T04:00:00+00:00,2021-05-14T09:00:00+00:00,2021-05-14T14:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.21221,1.21392,1.21412,1.20888,1.20694,1.95,3.08,sl,1.21412,-1.0,-1.0,-1.0,-250.0,True,,0.995,-0.817,False,False,5,-1,-1,50.0,43.0,21,discount,0.0,False,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2021-05-12T07:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,0,3.03,2.47,1.65,solid,0.977,,1.579,0.001546,False,,,,,False,4,bullish,against_trend,2021-05-13T03:00:00+00:00,1,2021-05-12T14:00:00+00:00,SHORT,,counter,48.7,False,0,fresh,London,London,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
