setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A0594,EURUSD,2024-08-14T10:00:00+00:00,2024-08-15T13:00:00+00:00,2024-08-15T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.09948,1.09857,1.10084,,1.92,,sl,1.09857,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,4,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-14T06:00:00+00:00,BOS,Confirm,True,False,0.78,1.77,1.77,solid,0.664,0.169,10.63,0.000769,False,,,,,False,10,bullish,with_trend,2024-08-14T09:00:00+00:00,1,2024-08-14T08:00:00+00:00,LONG,counter,76.5,False,1,fresh,Asia,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0595,EURUSD,2024-08-15T14:00:00+00:00,2024-08-16T18:00:00+00:00,2024-08-16T19:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.10095,1.10176,1.09862,,3.82,,friday_flat,1.10126,-0.383,-1.0,-1.0,-95.75,True,,0.741,-0.383,1,-1,-1,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-15T12:00:00+00:00,CHoCH,CHoCH,False,False,5.25,5.71,3.81,strong,0.412,,0.513,0.000995,False,,,,,False,14,bullish,against_trend,2024-08-15T13:00:00+00:00,1,2024-08-15T13:00:00+00:00,SHORT,aligned,60.6,False,0,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0596,EURUSD,2024-08-19T16:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.10442,1.10304,1.10734,,2.47,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-19T13:00:00+00:00,BOS,BOS,False,False,1.45,2.05,2.05,solid,0.948,,8.151,0.001034,False,,,,,False,16,bullish,with_trend,2024-08-19T15:00:00+00:00,1,2024-08-19T15:00:00+00:00,LONG,counter,76.5,False,1,no_fvg,NY,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0597,EURUSD,2024-08-20T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.10816,1.1070900000000001,1.10983,,1.92,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-08-20T10:00:00+00:00,BOS,BOS,False,False,1.14,2.1,2.1,solid,0.799,,2.027,0.000839,False,,,,,False,14,bullish,with_trend,2024-08-20T13:00:00+00:00,1,2024-08-20T13:00:00+00:00,LONG,counter,88.8,False,3,no_fvg,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0598,EURUSD,2024-08-22T07:00:00+00:00,2024-08-22T14:00:00+00:00,2024-08-22T15:00:00+00:00,London,bullish,BOS BOS,proximal,1.11248,1.1106,1.11577,,1.96,,sl,1.1106,-1.0,-1.0,-1.0,-250.0,True,,0.878,-0.676,1,-1,-1,19,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-21T12:00:00+00:00,BOS,BOS,True,False,1.68,2.22,2.22,solid,1.847,1.46,7.1,0.000801,False,,,,,False,7,bullish,with_trend,2024-08-22T06:00:00+00:00,1,2024-08-21T16:00:00+00:00,LONG,aligned,34.0,False,4,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0599,EURUSD,2024-08-22T15:00:00+00:00,2024-08-23T15:00:00+00:00,2024-08-23T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.11324,1.11498,1.10995,,2.14,,sl,1.11498,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,4,discount,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2024-08-22T11:00:00+00:00,CHoCH,CHoCH,False,True,1.85,1.7,1.13,marginal,1.061,,0.911,0.001263,False,,,,,False,15,bullish,against_trend,2024-08-22T14:00:00+00:00,1,2024-08-22T14:00:00+00:00,SHORT,counter,32.8,False,0,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0600,EURUSD,2024-08-26T16:00:00+00:00,2024-08-27T18:00:00+00:00,2024-08-28T06:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.1179,1.11931,1.11423,1.11054,3.03,6.08,tp1,1.11423,2.603,3.03,6.08,650.75,True,,2.787,-0.809,12,12,19,9,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2024-08-26T07:00:00+00:00,CHoCH,CHoCH,False,False,2.3,1.63,1.09,marginal,0.977,,1.122,0.001034,False,,,,,False,16,bullish,against_trend,2024-08-26T15:00:00+00:00,1,2024-08-26T14:00:00+00:00,SHORT,aligned,76.7,False,0,no_fvg,London,NY,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0601,EURUSD,2024-08-28T07:00:00+00:00,2024-08-28T11:00:00+00:00,2024-08-28T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.11227,1.1107,1.11577,,2.55,,sl,1.1107,-1.0,-1.0,-1.0,-250.0,True,,0.936,-0.331,2,-1,-1,66,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-23T13:00:00+00:00,BOS,BOS,True,False,2.6,1.16,1.16,marginal,0.724,3.645,0.65,0.001616,False,,,,,False,7,bullish,with_trend,2024-08-28T06:00:00+00:00,1,2024-08-23T17:00:00+00:00,LONG,aligned,24.9,False,1,fresh,NY,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0602,EURUSD,2024-08-28T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.11745,1.11839,1.11612,,1.8,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-28T01:00:00+00:00,CHoCH,CHoCH,True,False,1.93,1.74,1.16,marginal,0.592,0.318,1.107,0.000912,False,,,,,False,7,bullish,against_trend,2024-08-28T06:00:00+00:00,1,2024-08-28T06:00:00+00:00,SHORT,aligned,68.6,False,0,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0603,EURUSD,2024-08-29T10:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.11299,1.11397,1.11054,,3.14,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2024-08-29T04:00:00+00:00,BOS,Confirm,False,False,1.92,4.2,4.2,strong,0.555,,6.369,0.001046,False,,,,,False,10,bearish,with_trend,2024-08-29T09:00:00+00:00,1,2024-08-29T09:00:00+00:00,SHORT,aligned,85.6,False,1,no_fvg,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0604,GOLD,2024-08-01T11:00:00+00:00,2024-08-05T11:00:00+00:00,2024-08-05T12:00:00+00:00,London,bullish,Confirmation BOS,proximal,2409.29,2403.435,2418.17,,1.52,,sl,2403.435,-1.0,-1.0,-1.0,-250.0,True,,2.774,-0.222,1,-1,-1,31,discount,0.0,,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-07-31T03:00:00+00:00,BOS,Confirm,True,False,0.45,1.11,1.11,marginal,0.662,0.622,4.262,8.080714,False,,,,,False,11,bullish,with_trend,2024-08-01T10:00:00+00:00,1,2024-07-31T04:00:00+00:00,LONG,aligned,48.9,False,1,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0605,GOLD,2024-08-02T17:00:00+00:00,2024-08-05T12:00:00+00:00,2024-08-05T13:00:00+00:00,NY,bullish,BOS BOS,proximal,2392.29,2382.825,2408.27,,1.69,,sl,2382.825,-1.0,-1.0,-1.0,-250.0,True,,1.706,-0.962,1,-1,-1,70,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-07-30T16:00:00+00:00,BOS,BOS,True,False,1.21,1.22,1.22,marginal,0.755,0.631,0.757,11.860714,False,,,,,False,17,bullish,with_trend,2024-08-02T16:00:00+00:00,1,2024-07-30T17:00:00+00:00,LONG,aligned,-99.0,False,1,fresh,NY,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0606,GOLD,2024-08-07T06:00:00+00:00,2024-08-08T12:00:00+00:00,2024-08-08T15:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,2410.2,2415.935,2401.32,,1.55,,sl,2410.2,0.0,-1.0,-1.0,0.0,True,,1.388,-0.903,3,-1,-1,19,premium,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-06T10:00:00+00:00,CHoCH,CHoCH,True,False,1.6,2.5,1.67,solid,0.728,1.483,0.78,7.18,False,,,,,False,6,bullish,against_trend,2024-08-07T05:00:00+00:00,1,2024-08-06T13:00:00+00:00,SHORT,aligned,78.1,False,0,fresh,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0607,GOLD,2024-08-08T12:00:00+00:00,,,London,bullish,BOS BOS,proximal,2398.04,2392.275,2406.9,,1.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-08-08T09:00:00+00:00,BOS,BOS,False,False,0.86,1.69,1.69,solid,0.978,,3.656,5.380714,False,,,,,False,12,bullish,with_trend,2024-08-08T11:00:00+00:00,1,2024-08-08T11:00:00+00:00,LONG,counter,65.9,False,1,no_fvg,London,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0608,GOLD,2024-08-12T15:00:00+00:00,2024-08-12T17:00:00+00:00,2024-08-12T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,2460.9,2464.625,2451.36,2440.23,2.56,5.56,sl,2464.625,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,0,-1,-1,143,premium,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-02T10:00:00+00:00,CHoCH,CHoCH,True,False,1.36,1.93,1.29,marginal,0.728,4.544,3.59,4.425714,False,,,,,False,15,bullish,against_trend,2024-08-12T14:00:00+00:00,1,2024-08-02T19:00:00+00:00,SHORT,aligned,195.5,False,0,fresh,London,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0609,GOLD,2024-08-12T15:00:00+00:00,2024-08-14T16:00:00+00:00,2024-08-14T17:00:00+00:00,NY,bullish,BOS BOS,proximal,2444.11,2439.065,2458.26,,2.81,,sl,2439.065,-1.0,-1.0,-1.0,-250.0,True,,1.578,-0.426,1,-1,-1,3,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2024-08-12T12:00:00+00:00,BOS,BOS,False,False,2.11,1.88,1.88,solid,0.871,,1.841,5.213571,False,,,,,False,15,bullish,with_trend,2024-08-12T14:00:00+00:00,1,2024-08-12T13:00:00+00:00,LONG,counter,60.5,False,2,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0610,GOLD,2024-08-15T08:00:00+00:00,2024-08-16T12:00:00+00:00,2024-08-16T13:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,2470.4,2476.5550000000003,2458.4,2455.29,1.95,2.46,sl,2476.5550000000003,-1.0,-1.0,-1.0,-250.0,True,,0.959,-0.297,1,-1,-1,20,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-14T11:00:00+00:00,CHoCH,CHoCH,True,False,1.04,2.46,1.64,solid,1.233,0.474,1.436,4.580714,False,,,,,False,8,bullish,against_trend,2024-08-15T07:00:00+00:00,1,2024-08-14T14:00:00+00:00,SHORT,aligned,77.7,False,0,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0611,GOLD,2024-08-15T14:00:00+00:00,2024-08-15T15:00:00+00:00,2024-08-15T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,2457.81,2464.565,2440.23,,2.6,,sl,2457.81,0.0,-1.0,-1.0,0.0,True,,1.988,-0.234,2,-1,-1,2,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2024-08-15T12:00:00+00:00,CHoCH,CHoCH,False,False,3.76,3.98,2.66,strong,1.108,,1.167,5.640714,False,,,,,False,14,bullish,against_trend,2024-08-15T13:00:00+00:00,1,2024-08-15T13:00:00+00:00,SHORT,counter,47.5,False,0,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0612,GOLD,2024-08-16T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,2457.71,2454.045,2466.05,,2.28,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2024-08-16T07:00:00+00:00,BOS,BOS,False,False,0.44,1.62,1.62,solid,0.734,,2.169,4.306429,False,,,,,False,9,bullish,with_trend,2024-08-16T08:00:00+00:00,1,2024-08-16T08:00:00+00:00,LONG,aligned,36.6,False,1,no_fvg,London,London,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0613,GOLD,2024-08-20T10:00:00+00:00,2024-08-20T17:00:00+00:00,2024-08-21T14:00:00+00:00,London,bullish,BOS BOS,proximal,2503.58,2498.915,2523.0,,4.17,,sl,2503.58,0.0,-1.0,-1.0,0.0,True,,3.486,-0.609,20,-1,-1,4,discount,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2024-08-20T06:00:00+00:00,BOS,BOS,True,False,2.41,1.01,1.01,marginal,0.86,1.783,1.967,4.835,False,,,,,False,10,bullish,with_trend,2024-08-20T09:00:00+00:00,1,2024-08-20T09:00:00+00:00,LONG,aligned,48.2,False,1,fresh,Asia,NY,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A0614,GOLD,2024-08-26T09:00:00+00:00,2024-08-26T15:00:00+00:00,2024-08-26T17:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,2512.86,2508.755,2519.04,,1.51,,tp1,2519.04,1.505,1.51,0.0,376.25,True,,1.827,-0.57,2,2,-1,5,premium,0.0,False,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-08-26T04:00:00+00:00,CHoCH,CHoCH,True,False,1.15,1.61,1.08,marginal,0.91,0.716,1.123,3.954286,False,,,,,False,9,bearish,against_trend,2024-08-26T08:00:00+00:00,1,2024-08-26T08:00:00+00:00,LONG,counter,82.7,False,0,fresh,Asia,NY,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
