setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B5055,EURUSD,2020-01-14T14:00:00+00:00,2020-01-14T16:00:00+00:00,2020-01-15T11:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.11283,1.11373,1.11393,1.10984,,3.32,,1.1085,4.81,zone,,,1.10872,4.57,,,,False,triple,sl,1.11393,-1.0,-1.0,-1.0,-250.0,True,,0.891,-0.991,-1.122,False,False,2.092,,,,1.475,19,-1,-1,6.0,3.0,4,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-14T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.3,1.4,0.93,marginal,False,0.939,0.738,0.898,0.000746,0.000871,0.371,0,39.162,False,,,,,False,14,bullish,ambiguous,False,False,True,bearish,1.1105,False,,,SWEPT_LOW,intact,swept,intact,intact,2.494,5.807,PD,PW,False,1.0,PD,,,,,,,,1.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,asia,high,True,2020-01-14T13:00:00+00:00,1,2020-01-14T13:00:00+00:00,SHORT,,aligned,52.1,False,0,fresh,London,NY,False,True,Fill only,1.0,,,0.3596,1.12054,1.1085,discount,mixed,0.188,0.546,0.245,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5056,EURUSD,2020-01-15T07:00:00+00:00,2020-01-15T07:00:00+00:00,2020-01-15T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.11287,1.1123,1.1121,1.11325,1.11524,0.67,4.16,1.11469,3.19,zone,,zone,1.11457,2.98,1.11524,4.16,zone,False,triple,sl,1.1121,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.649,0.0,1.0,True,2.0,1,-1,-1,9.0,1.0,9,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-14T22:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.17,1.68,1.68,solid,,0.961,0.182,2.597,0.000385,0.000416,0.541,1,48.326,False,,,,,False,7,bullish,with_trend,False,False,False,,1.11364,False,,,INSIDE,intact,intact,intact,intact,4.078,6.364,PD,PD,True,,,,,,,,,,16.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,high,True,2020-01-15T06:00:00+00:00,1,2020-01-15T06:00:00+00:00,LONG,,counter,62.6,False,1,fresh,Other,London,False,True,Fill only,0.882,,,0.363,1.12054,1.1085,discount,mixed,-1.351,0.424,0.831,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5057,EURUSD,2020-01-15T09:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,1.1111,1.11022,1.11002,1.11325,1.11524,2.44,4.7,1.11469,4.08,zone,,zone,1.11455,3.92,1.11524,4.7,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,2.593,0,-1,-1,,,74,discount,0.0,False,5.0,3.0,0.0,1.0,0.0,1.0,"structure,fvg",False,h1_only,2020-01-10T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,2,0.75,2.6,1.74,solid,True,1.633,1.849,0.768,0.000416,,0.309,4,46.294,False,,,,,False,9,bullish,with_trend,True,False,False,,1.11291,False,,,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,False,,,False,,False,sweep,london,low,True,2020-01-15T08:00:00+00:00,1,2020-01-10T15:00:00+00:00,LONG,,aligned,38.1,False,0,fresh,London,London,True,False,never_filled,0.323,,,0.2159,1.12054,1.1085,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5058,EURUSD,2020-01-16T08:00:00+00:00,2020-01-16T08:00:00+00:00,2020-01-16T08:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.11513,1.11569,1.11589,1.11367,,2.61,,1.11185,5.86,zone,,,1.11199,5.61,,,,False,triple,sl,1.11589,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.991,2.889,7.0,True,1.602,0,-1,-1,5.0,1.0,5,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-16T03:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.08,0.57,0.38,marginal,False,0.759,,1.033,0.000474,0.00053,0.278,1,52.333,False,,,,,False,8,bullish,ambiguous,False,False,True,bearish,1.11446,False,False,False,INSIDE,intact,intact,intact,intact,2.53,6.916,PD,PD,False,,,,,,,,,,41.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.19,bare,False,,False,break,asia,low,True,2020-01-16T07:00:00+00:00,1,2020-01-16T07:00:00+00:00,SHORT,,aligned,73.2,False,0,no_fvg,Asia,London,False,True,Fill only,0.785,,,0.5507,1.12054,1.1085,premium,both_premium,-0.696,0.389,0.634,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5059,EURUSD,2020-01-16T13:00:00+00:00,2020-01-16T13:00:00+00:00,2020-01-16T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.11593,1.11483,1.11463,1.11928,,3.05,,1.11989,3.6,zone,,,1.11969,3.42,,,,False,triple,sl,1.11463,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.762,,,,1.904,1,-1,-1,4.0,2.0,4,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-01-16T09:00:00+00:00,BOS,BOS,1,holding,False,none,False,1,0.1,0.74,0.74,marginal,,1.318,,1.962,0.000683,0.000802,0.333,0,47.775,False,,,,,False,13,bullish,with_trend,False,False,False,,1.11726,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,6.751,5.975,PW,PD,False,4.0,PD,,,,,,,,46.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.249,bare,False,,False,sweep,asia,low,True,2020-01-16T12:00:00+00:00,1,2020-01-16T11:00:00+00:00,LONG,,counter,52.5,False,1,no_fvg,London,NY,True,True,Both,1.0,,,0.6171,1.12054,1.1085,premium,both_premium,-1.669,0.35,0.558,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Core Retail Sales m/m,USD,1.0,Core Retail Sales m/m
B5060,EURUSD,2020-01-16T15:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.11566,1.11746,1.11766,1.11367,1.11207,1.11,1.99,1.11185,2.12,zone,,zone,1.11212,1.97,1.11207,1.99,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,2.231,0,-1,-1,,,3,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-01-16T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.32,1.01,0.67,marginal,False,1.785,,0.658,0.000896,,0.369,0,52.582,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,1.11411,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2020-01-16T14:00:00+00:00,1,2020-01-16T14:00:00+00:00,SHORT,,aligned,69.8,False,0,no_fvg,London,NY,True,False,never_filled,1.0,,,0.5947,1.12054,1.1085,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5061,EURUSD,2020-01-16T16:00:00+00:00,2020-01-17T11:00:00+00:00,2020-01-17T13:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.1111,1.11022,1.11002,1.11198,,1.0,,1.11198,1.0,wick,,,,,,,,False,triple,sl,1.11002,-1.0,-1.0,-1.0,-250.0,True,,0.333,-0.472,-3.003,True,False,0.576,5.667,,True,2.593,2,-1,-1,172.0,116.0,105,discount,0.0,False,5.0,3.0,0.0,1.0,0.0,1.0,"structure,fvg",False,h1_only,2020-01-10T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,2,0.75,2.6,1.74,solid,True,1.633,1.849,0.768,0.000416,0.000646,0.309,4,45.686,False,,,,,False,16,bullish,counter_trend,True,False,True,bearish,1.11291,False,,,EXPANSION_DOWN,intact,broken,intact,intact,14.792,6.244,PD,PW,False,,,,,,,,,,68.0,low,0.0,0.0,False,,,,,,0,,,,,,False,,,False,,False,sweep,london,low,True,2020-01-16T15:00:00+00:00,2,2020-01-10T15:00:00+00:00,LONG,,aligned,38.1,False,0,fresh,London,London,True,False,OB only,0.323,,,0.2159,1.12054,1.1085,discount,both_discount,4.899,0.55,0.513,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5062,EURUSD,2020-01-17T04:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,proximal,1.11557,1.11625,1.11645,1.11424,,1.96,,1.11278,4.1,zone,,,1.113,3.78,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.227,0,-1,-1,,,17,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-16T11:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.53,1.66,1.11,marginal,False,0.669,0.46,0.823,0.000717,,0.333,1,54.039,False,,,,,False,4,bullish,ambiguous,False,False,True,bearish,1.11278,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,False,,,False,,False,sweep,asia,high,True,2020-01-17T03:00:00+00:00,1,2020-01-16T14:00:00+00:00,SHORT,,aligned,62.3,False,0,fresh,London,Asia,False,False,never_filled,0.707,,,0.5872,1.12054,1.1085,premium,both_premium,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5063,EURUSD,2020-01-17T10:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.11347,1.11422,1.11442,1.11185,,2.16,,1.11185,2.16,wick,,,1.11185,2.16,,,,True,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.757,0,-1,-1,,,4,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-17T06:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.03,1.94,1.94,solid,,1.017,,4.198,0.000541,,0.564,0,54.591,False,,,,,False,10,bearish,with_trend,False,False,False,,1.11247,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.314,bare,True,0.0,False,sweep,asia,high,True,2020-01-17T09:00:00+00:00,1,2020-01-17T09:00:00+00:00,SHORT,,counter,20.9,False,1,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.4128,1.12054,1.1085,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5064,EURUSD,2020-01-17T12:00:00+00:00,2020-01-17T13:00:00+00:00,2020-01-17T18:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.10984,1.1088,1.1086,1.11347,1.11566,3.49,5.6,1.11411,4.11,zone,,zone,1.11392,3.92,1.11566,5.6,zone,False,triple,friday_flat,1.10911,-0.589,-1.0,-1.0,-147.25,True,,0.605,-0.984,-0.974,,,,,,,1.273,5,-1,-1,171.0,118.0,122,discount,1.0,True,8.0,4.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2020-01-10T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.35,1.21,0.81,marginal,False,0.862,0.79,0.328,0.000974,0.00076,0.429,1,35.253,False,,,,,False,12,bearish,counter_trend,False,False,False,,1.11291,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,7.616,1.375,PD,PW,False,,,4.526,2.0,,,True,,,2.0,high,1.0,0.0,True,PD,1.10923,0.236,0.75,2.617,2,True,-0.79,,121.0,"pd,eq,sw",True,-0.103,bare,False,,False,break,asia,high,True,2020-01-17T11:00:00+00:00,4,2020-01-10T15:00:00+00:00,LONG,,aligned,11.1,False,0,fresh,London,NY,False,True,Fill only,0.897,,,0.1113,1.12054,1.1085,discount,both_discount,1.837,0.557,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5065,EURUSD,2020-01-20T11:00:00+00:00,2020-01-20T20:00:00+00:00,2020-01-21T00:00:00+00:00,London,bearish,BOS BOS,proximal,1.10974,1.1103,1.1105,1.10918,,1.0,,1.10918,1.0,wick,,,,,,,,False,triple,tp1,1.10918,0.737,1.0,0.0,184.25,True,,0.737,-0.039,1.0,,,,,,,1.419,4,4,-1,14.0,10.0,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-20T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.91,1.04,1.04,marginal,,0.672,0.504,9.763,0.000536,0.000637,0.722,1,48.787,False,,,,,False,11,bearish,with_trend,True,False,False,,1.1082,False,False,True,SWEPT_LOW,intact,swept,intact,swept,8.419,,PD,,False,1.0,PD,,,,,,,,33.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.485,bare,False,,False,sweep,london,high,True,2020-01-20T10:00:00+00:00,1,2020-01-20T10:00:00+00:00,SHORT,,aligned,75.5,False,2,fresh,Asia,NY,False,False,Neither,0.954,,,0.1296,1.11726,1.10862,discount,mixed,1.493,0.433,0.664,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5066,EURUSD,2020-01-21T05:00:00+00:00,2020-01-21T07:00:00+00:00,2020-01-21T10:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.1093,1.10868,1.10848,1.10974,1.11347,0.71,6.73,1.11024,1.52,zone,,zone,1.11008,1.26,1.11347,6.73,zone,False,triple,tp1,1.10974,0.537,0.71,0.0,134.25,True,,0.537,-0.915,1.0,,,,,,,1.564,3,3,-1,6.0,3.0,4,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-21T01:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.3,0.81,0.54,marginal,False,0.801,0.21,0.935,0.000524,0.000496,0.452,0,60.701,False,,,,,False,5,bearish,ambiguous,False,False,True,bullish,1.10993,False,False,False,INSIDE,intact,intact,intact,swept,1.793,3.128,PD,PD,True,12.0,PW,,,,,,,,44.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,high,True,2020-01-21T04:00:00+00:00,1,2020-01-21T04:00:00+00:00,LONG,,counter,63.6,False,0,fresh,Asia,London,False,True,Fill only,1.0,,,0.0787,1.11726,1.10862,discount,mixed,0.591,0.506,0.114,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5067,EURUSD,2020-01-21T14:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.11347,1.11422,1.11442,1.11272,,1.0,,1.11272,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.757,0,-1,-1,,,56,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-17T06:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.03,1.94,1.94,solid,,1.017,1.036,4.198,0.000541,,0.564,0,44.878,False,,,,,False,14,bearish,counter_trend,False,False,True,bullish,1.10862,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.314,bare,False,,False,sweep,asia,high,True,2020-01-21T13:00:00+00:00,2,2020-01-17T09:00:00+00:00,SHORT,,counter,20.9,False,1,fresh,Asia,NY,False,False,never_filled,0.996,,,0.5613,1.11726,1.10862,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5068,EURUSD,2020-01-23T15:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.10821,1.10938,1.10958,1.10704,,1.0,,1.10704,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.421,0,-1,-1,,,5,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-23T10:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.85,2.0,2.0,solid,,1.006,,1.359,0.000964,,0.722,1,42.1,False,,,,,False,15,bearish,with_trend,True,False,False,,1.10593,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,london,low,True,2020-01-23T14:00:00+00:00,1,2020-01-23T14:00:00+00:00,SHORT,,aligned,56.9,False,4,no_fvg,London,NY,False,False,never_filled,0.846,,,-0.0475,1.11726,1.10862,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5069,EURUSD,2020-01-27T16:00:00+00:00,2020-01-28T01:00:00+00:00,2020-01-28T11:00:00+00:00,NY,bearish,BOS BOS,proximal,1.10222,1.10335,1.10355,1.10109,,1.0,,1.10109,1.0,wick,,,,,,,,False,triple,tp1,1.10109,0.85,1.0,0.0,212.5,True,,0.85,-0.09,1.0,,,,,,,1.589,10,10,-1,12.0,10.0,3,discount,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2020-01-27T13:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.29,0.74,0.74,marginal,,1.111,,2.688,0.000837,0.000665,0.452,0,59.749,False,,,,,False,16,bearish,with_trend,False,False,False,,1.10112,False,False,True,INSIDE,intact,intact,intact,broken,1.828,1.505,PD,PD,True,14.0,PW,14.37,2.0,,,False,12.782,False,59.0,high,1.0,0.0,True,SW,1.10356,0.215,0.443,2.915,1,False,-1.72,,7.0,"pd,pw,eq,sw",True,0.239,bare,False,,False,break,london,low,True,2020-01-27T15:00:00+00:00,1,2020-01-27T15:00:00+00:00,SHORT,,counter,41.8,False,2,no_fvg,NY,Asia,True,False,OB only,1.0,,,0.0264,1.1118,1.10196,discount,both_discount,0.084,0.318,0.785,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5070,EURUSD,2020-01-28T05:00:00+00:00,2020-01-29T00:00:00+00:00,2020-01-29T02:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.10275,1.10395,1.10415,1.10155,,1.0,,1.10155,1.0,wick,,,,,,,,False,triple,tp1,1.10155,0.857,1.0,0.0,214.25,True,,0.857,-0.0,1.0,,,,,,,2.764,2,2,-1,41.0,36.0,22,premium,0.0,,6.0,3.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2020-01-27T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,1,0.17,0.88,0.88,marginal,,1.975,,2.705,0.000506,0.000695,0.66,1,53.172,False,,,,,False,5,bearish,with_trend,True,False,False,,1.10096,False,False,False,INSIDE,intact,intact,intact,swept,17.87,0.474,PW,PD,True,1.0,PW,,,,,,,,,,0.0,0.0,True,SW,1.10356,0.375,0.485,4.068,1,False,-2.843,,21.0,"pd,eq,sw",False,,,False,,False,sweep,asia,high,True,2020-01-28T04:00:00+00:00,1,2020-01-27T12:00:00+00:00,SHORT,,aligned,64.2,False,1,no_fvg,London,Asia,True,False,OB only,0.304,,,0.0803,1.1118,1.10196,discount,mixed,0.099,0.312,0.971,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5071,EURUSD,2020-01-28T13:00:00+00:00,2020-01-28T19:00:00+00:00,2020-01-29T00:00:00+00:00,NY,bearish,BOS BOS,proximal,1.10148,1.10244,1.10264,1.10052,,1.0,,1.10052,1.0,wick,,,,,,,,False,triple,sl,1.10264,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.802,,True,True,0.229,2.269,7.0,True,2.04,5,-1,-1,9.0,7.0,3,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-28T10:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.51,0.66,0.66,marginal,,1.337,0.704,2.427,0.000569,0.000794,0.303,0,48.39,False,,,,,False,13,bearish,with_trend,False,False,False,,1.10022,False,False,True,SWEPT_LOW,intact,swept,intact,broken,3.992,,PD,,False,0.0,PD,,,,,,,,77.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.229,bare,False,,False,sweep,london,high,True,2020-01-28T12:00:00+00:00,1,2020-01-28T12:00:00+00:00,SHORT,,counter,35.7,False,3,fresh,London,NY,False,False,Neither,1.0,,,-0.0488,1.1118,1.10196,discount,both_discount,2.146,0.482,0.305,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5072,EURUSD,2020-01-29T13:00:00+00:00,2020-01-29T19:00:00+00:00,2020-01-29T19:00:00+00:00,NY,bearish,BOS BOS,proximal,1.10112,1.10175,1.10195,1.10074,,0.6,,1.09945,2.65,zone,,,1.09962,2.38,,,,False,triple,sl,1.10195,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.228,,1.0,,1.454,0,-1,-1,14.0,7.0,8,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2020-01-29T05:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.02,0.88,0.88,marginal,,0.753,1.191,5.257,0.000571,0.000914,0.419,1,35.24,False,,,,,False,13,bearish,with_trend,True,False,False,,1.09945,False,False,True,BOTH_SIDES,swept,swept,intact,broken,18.713,,PW,,False,2.0,PD,,,,,,,,101.0,high,0.0,0.0,True,PD,1.10251,0.456,10.2,5.362,3,False,-4.363,,12.0,"pd,eq,sw",False,,,False,,False,break,london,low,True,2020-01-29T12:00:00+00:00,1,2020-01-29T12:00:00+00:00,SHORT,,aligned,50.3,False,4,fresh,Asia,NY,False,False,Neither,0.989,,,-0.0854,1.1118,1.10196,discount,mixed,0.438,0.437,0.181,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,FOMC Press Conference,USD,1.0,Federal Funds Rate
