setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0011,EURUSD,2026-06-11T15:00:00+00:00,2026-06-11T17:00:00+00:00,2026-06-11T17:00:00+00:00,NY,bearish,BOS BOS,proximal,1.15354,1.15473,1.15035,,3.19,,sl,1.15473,-1.0,-1.0,-1.0,-250.0,True,,2.458,-2.575,0,-1,-1,4,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-06-11T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bearish,with_trend,2026-06-11T14:00:00+00:00,1,2026-06-11T14:00:00+00:00,SHORT,counter,28.6,marginal,0.84,1.19,1.19,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0012,EURUSD,2026-06-11T15:00:00+00:00,2026-06-11T17:00:00+00:00,2026-06-11T17:00:00+00:00,NY,bearish,BOS BOS,50pct,1.15394,1.15473,1.15035,,6.085,,sl,1.15473,-1.0,-1.0,-1.0,-250.0,True,,4.208,-3.372,0,-1,-1,4,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-06-11T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,15,bearish,with_trend,2026-06-11T14:00:00+00:00,1,2026-06-11T14:00:00+00:00,SHORT,counter,35.7,marginal,0.84,1.19,1.19,no_fvg,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0013,USDJPY,2026-06-03T08:00:00+00:00,2026-06-03T12:00:00+00:00,2026-06-03T16:00:00+00:00,London,bearish,BOS BOS,proximal,159.9,160.02700000000002,159.531,,3.45,,sl,160.02700000000002,-1.0,-1.0,-1.0,-250.0,True,,1.0,-1.173,4,-1,-1,2,premium,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-06-03T06:00:00+00:00,BOS,BOS,False,True,False,,,,,False,8,bearish,with_trend,2026-06-03T07:00:00+00:00,1,2026-06-03T07:00:00+00:00,SHORT,aligned,89.2,solid,0.97,2.47,2.47,no_fvg,Asia,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0014,USDJPY,2026-06-03T08:00:00+00:00,2026-06-03T13:00:00+00:00,2026-06-03T16:00:00+00:00,London,bearish,BOS BOS,50pct,159.943,160.02700000000002,159.531,,6.438,,sl,160.02700000000002,-1.0,-1.0,-1.0,-250.0,True,,0.667,-1.262,3,-1,-1,2,premium,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-06-03T06:00:00+00:00,BOS,BOS,False,True,False,,,,,False,8,bearish,with_trend,2026-06-03T07:00:00+00:00,1,2026-06-03T07:00:00+00:00,SHORT,aligned,93.9,solid,0.97,2.47,2.47,no_fvg,Asia,NY,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0015,USDJPY,2026-06-05T13:00:00+00:00,2026-06-05T16:00:00+00:00,2026-06-05T20:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,160.31,160.467,160.064,159.893,1.8,3.04,sl,160.31,0.0,1.8,3.04,0.0,True,,1.446,-0.21,4,14,14,620,premium,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-04-30T03:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,bullish,against_trend,2026-06-05T12:00:00+00:00,1,2026-04-30T08:00:00+00:00,SHORT,aligned,113.4,strong,5.7,4.3,6.46,fresh,Asia,NY,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0016,USDJPY,2026-06-05T13:00:00+00:00,2026-06-08T02:00:00+00:00,2026-06-08T08:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,160.368,160.467,160.064,159.893,3.848,6.013,tp1,160.064,3.071,3.848,6.013,767.75,True,,5.333,-0.263,6,6,6,620,premium,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2026-04-30T03:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,bullish,against_trend,2026-06-05T12:00:00+00:00,1,2026-04-30T08:00:00+00:00,SHORT,aligned,122.3,strong,5.7,4.3,6.46,fresh,Asia,Asia,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0017,USDJPY,2026-06-10T15:00:00+00:00,2026-06-10T16:00:00+00:00,2026-06-11T17:00:00+00:00,NY,bullish,BOS BOS,proximal,160.458,160.296,160.723,,1.87,,sl,160.296,-1.0,-1.0,-1.0,-250.0,True,,0.889,-2.698,25,-1,-1,2,premium,6.4,3.0,1.44,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2026-06-10T13:00:00+00:00,BOS,BOS,False,True,False,,,,,False,15,bullish,with_trend,2026-06-10T14:00:00+00:00,1,2026-06-10T14:00:00+00:00,LONG,counter,85.2,marginal,0.58,1.26,1.26,no_fvg,NY,NY,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0018,USDJPY,2026-06-10T15:00:00+00:00,2026-06-11T17:00:00+00:00,2026-06-11T17:00:00+00:00,NY,bullish,BOS BOS,50pct,160.397,160.296,160.723,,4.025,,sl,160.296,-1.0,-1.0,-1.0,-250.0,True,,1.495,-3.723,0,-1,-1,2,premium,6.4,3.0,1.44,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2026-06-10T13:00:00+00:00,BOS,BOS,False,True,False,,,,,False,15,bullish,with_trend,2026-06-10T14:00:00+00:00,1,2026-06-10T14:00:00+00:00,LONG,counter,72.6,marginal,0.58,1.26,1.26,no_fvg,NY,NY,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0019,USDJPY,2026-06-11T18:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,160.499,160.598,160.319,,2.28,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,premium,6.8,4.0,1.83,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-06-11T16:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,18,bearish,with_trend,2026-06-11T17:00:00+00:00,1,2026-06-11T17:00:00+00:00,SHORT,aligned,81.5,strong,2.02,2.74,4.11,no_fvg,NY,NY,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0020,USDJPY,2026-06-11T18:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,160.528,160.598,160.319,,4.18,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,premium,6.8,4.0,1.83,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2026-06-11T16:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,18,bearish,with_trend,2026-06-11T17:00:00+00:00,1,2026-06-11T17:00:00+00:00,SHORT,aligned,86.7,strong,2.02,2.74,4.11,no_fvg,NY,NY,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0021,NZDUSD,2026-06-01T14:00:00+00:00,2026-06-03T05:00:00+00:00,2026-06-03T08:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.59133,0.5895900000000001,0.59365,,1.73,,sl,0.5895900000000001,-1.0,-1.0,-1.0,-250.0,True,,0.182,-1.021,3,-1,-1,48,discount,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2026-05-28T13:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bullish,with_trend,2026-06-01T13:00:00+00:00,1,2026-05-28T14:00:00+00:00,LONG,aligned,49.4,marginal,1.76,1.23,1.84,fresh,NY,Asia,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0022,NZDUSD,2026-06-01T14:00:00+00:00,2026-06-03T06:00:00+00:00,2026-06-03T08:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,0.59086,0.5895900000000001,0.59365,,3.207,,sl,0.5895900000000001,-1.0,-1.0,-1.0,-250.0,True,,0.123,-1.029,2,-1,-1,48,discount,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2026-05-28T13:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bullish,with_trend,2026-06-01T13:00:00+00:00,1,2026-05-28T14:00:00+00:00,LONG,aligned,46.5,marginal,1.76,1.23,1.84,fresh,NY,Asia,True,False,OB only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0023,NZDUSD,2026-06-05T10:00:00+00:00,2026-06-05T12:00:00+00:00,2026-06-05T12:00:00+00:00,London,bullish,BOS BOS,proximal,0.58713,0.5857800000000001,0.58875,0.58896,1.71,1.93,sl,0.5857800000000001,-1.0,-1.0,-1.0,-250.0,True,,0.716,-1.704,0,-1,-1,5,discount,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-06-05T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bullish,with_trend,2026-06-05T09:00:00+00:00,1,2026-06-05T09:00:00+00:00,LONG,aligned,21.4,marginal,0.89,1.41,1.41,fresh,Asia,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0024,NZDUSD,2026-06-05T10:00:00+00:00,2026-06-05T12:00:00+00:00,2026-06-05T12:00:00+00:00,London,bullish,BOS BOS,50pct,0.58685,0.5857800000000001,0.58875,0.58896,2.836,3.149,sl,0.5857800000000001,-1.0,-1.0,-1.0,-250.0,True,,1.165,-1.888,0,-1,-1,5,discount,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-06-05T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,10,bullish,with_trend,2026-06-05T09:00:00+00:00,1,2026-06-05T09:00:00+00:00,LONG,aligned,18.1,marginal,0.89,1.41,1.41,fresh,Asia,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0025,NZDUSD,2026-06-05T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.58813,0.5893799999999999,0.58679,,1.58,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2026-06-05T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2026-06-05T12:00:00+00:00,1,2026-06-05T12:00:00+00:00,SHORT,counter,37.3,strong,1.56,2.54,3.82,no_fvg,London,NY,False,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0026,NZDUSD,2026-06-05T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,0.58836,0.5893799999999999,0.58679,,2.532,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,3,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2026-06-05T10:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,13,bearish,with_trend,2026-06-05T12:00:00+00:00,1,2026-06-05T12:00:00+00:00,SHORT,counter,39.9,strong,1.56,2.54,3.82,no_fvg,London,NY,False,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0027,NZDUSD,2026-06-09T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.58394,0.58522,0.58258,,1.55,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,premium,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2026-06-09T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2026-06-09T16:00:00+00:00,1,2026-06-09T16:00:00+00:00,SHORT,aligned,84.9,marginal,1.21,1.24,1.24,fresh,London,NY,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0028,NZDUSD,2026-06-09T17:00:00+00:00,,,NY,bearish,BOS BOS,50pct,0.58418,0.58522,0.58258,,2.5,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,premium,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2026-06-09T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2026-06-09T16:00:00+00:00,1,2026-06-09T16:00:00+00:00,SHORT,aligned,89.0,marginal,1.21,1.24,1.24,fresh,London,NY,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0029,USDCHF,2026-06-01T14:00:00+00:00,2026-06-03T06:00:00+00:00,2026-06-03T12:00:00+00:00,NY,bearish,BOS BOS,proximal,0.78915,0.79031,0.78731,,1.92,,sl,0.79031,-1.0,-1.0,-1.0,-250.0,True,,0.724,-1.147,6,-1,-1,50,premium,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-05-28T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bearish,with_trend,2026-06-01T13:00:00+00:00,1,2026-05-28T12:00:00+00:00,SHORT,aligned,92.6,solid,0.41,1.71,1.71,fresh,London,Asia,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0030,USDCHF,2026-06-01T14:00:00+00:00,2026-06-03T12:00:00+00:00,2026-06-03T12:00:00+00:00,NY,bearish,BOS BOS,50pct,0.78953,0.79031,0.78731,,3.828,,sl,0.79031,-1.0,-1.0,-1.0,-250.0,True,,1.192,-1.218,0,-1,-1,50,premium,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-05-28T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bearish,with_trend,2026-06-01T13:00:00+00:00,1,2026-05-28T12:00:00+00:00,SHORT,aligned,96.3,solid,0.41,1.71,1.71,fresh,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0031,USDCHF,2026-06-03T07:00:00+00:00,2026-06-03T14:00:00+00:00,2026-06-03T18:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.79129,0.79272,0.78899,,1.87,,sl,0.79272,-1.0,-1.0,-1.0,-250.0,True,,1.21,-1.007,4,-1,-1,565,premium,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-04-30T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,with_trend,2026-06-03T06:00:00+00:00,1,2026-04-30T09:00:00+00:00,SHORT,aligned,135.8,solid,1.95,1.73,2.59,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0032,USDCHF,2026-06-03T07:00:00+00:00,2026-06-03T16:00:00+00:00,2026-06-03T18:00:00+00:00,London,bearish,CHoCH CHoCH,50pct,0.7918,0.79272,0.78899,,3.903,,sl,0.79272,-1.0,-1.0,-1.0,-250.0,True,,1.141,-1.011,2,-1,-1,565,premium,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2026-04-30T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,with_trend,2026-06-03T06:00:00+00:00,1,2026-04-30T09:00:00+00:00,SHORT,aligned,145.9,solid,1.95,1.73,2.59,fresh,Asia,NY,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0033,USDCHF,2026-06-04T10:00:00+00:00,2026-06-05T12:00:00+00:00,2026-06-05T12:00:00+00:00,London,bearish,BOS BOS,proximal,0.79097,0.79265,0.78865,,1.57,,sl,0.79265,-1.0,-1.0,-1.0,-250.0,True,,1.845,-1.292,0,-1,-1,3,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-06-04T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bearish,with_trend,2026-06-04T09:00:00+00:00,1,2026-06-04T09:00:00+00:00,SHORT,aligned,78.9,marginal,0.54,1.07,1.07,no_fvg,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0034,USDCHF,2026-06-04T10:00:00+00:00,2026-06-05T12:00:00+00:00,2026-06-05T12:00:00+00:00,London,bearish,BOS BOS,50pct,0.79161,0.79265,0.78865,,3.524,,sl,0.79265,-1.0,-1.0,-1.0,-250.0,True,,3.596,-1.471,0,-1,-1,3,premium,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2026-06-04T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bearish,with_trend,2026-06-04T09:00:00+00:00,1,2026-06-04T09:00:00+00:00,SHORT,aligned,86.6,marginal,0.54,1.07,1.07,no_fvg,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
