setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0001,GBPUSD,2025-01-06T09:00:00+00:00,2025-01-08T09:00:00+00:00,2025-01-08T11:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.24407,1.24276,1.25317,,8.2,,sl,1.24276,-1.0,-1.0,-1.0,-250.0,True,,1.0,-8.878,2,-1,-1,6,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-06T03:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,9,bearish,against_trend,2025-01-06T08:00:00+00:00,1,2025-01-06T07:00:00+00:00,LONG,counter,68.0,False,0,marginal,4.89,1.33,1.99,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0002,GBPUSD,2025-01-06T09:00:00+00:00,2025-01-08T11:00:00+00:00,2025-01-08T11:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.24362,1.24276,1.25317,,14.47,,sl,1.24276,-1.0,-1.0,-1.0,-250.0,True,,1.244,-13.0,0,-1,-1,6,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-06T03:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,9,bearish,against_trend,2025-01-06T08:00:00+00:00,1,2025-01-06T07:00:00+00:00,LONG,counter,64.5,False,0,marginal,4.89,1.33,1.99,fresh,Asia,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0003,GBPUSD,2025-01-06T12:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.25887,1.2610999999999999,1.25524,1.25413,1.79,2.33,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,97,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-30T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,12,bearish,with_trend,2025-01-06T11:00:00+00:00,1,2024-12-30T15:00:00+00:00,SHORT,aligned,131.2,False,0,marginal,2.55,1.44,2.16,fresh,London,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0004,GBPUSD,2025-01-06T12:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,1.25978,1.2610999999999999,1.25524,1.25413,4.054,5.045,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,97,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2024-12-30T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,12,bearish,with_trend,2025-01-06T11:00:00+00:00,1,2024-12-30T15:00:00+00:00,SHORT,aligned,145.7,False,0,marginal,2.55,1.44,2.16,fresh,London,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0005,GBPUSD,2025-01-06T12:00:00+00:00,2025-01-06T14:00:00+00:00,2025-01-06T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.24912,1.24668,1.25317,,1.81,,sl,1.24668,-1.0,-1.0,-1.0,-250.0,True,,1.877,-1.057,0,-1,-1,3,premium,0.0,False,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-01-06T09:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,12,bearish,against_trend,2025-01-06T11:00:00+00:00,1,2025-01-06T10:00:00+00:00,LONG,counter,71.2,False,0,strong,3.88,2.67,4.0,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0006,GBPUSD,2025-01-06T12:00:00+00:00,2025-01-06T14:00:00+00:00,2025-01-06T14:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.2481,1.24668,1.25317,,4.156,,sl,1.24668,-1.0,-1.0,-1.0,-250.0,True,,3.944,-1.099,0,-1,-1,3,premium,0.0,False,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-01-06T09:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,12,bearish,against_trend,2025-01-06T11:00:00+00:00,1,2025-01-06T10:00:00+00:00,LONG,counter,65.9,False,0,strong,3.88,2.67,4.0,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0007,GBPUSD,2025-01-07T12:00:00+00:00,2025-01-07T15:00:00+00:00,2025-01-07T15:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.25188,1.2505,1.25387,,1.69,,sl,1.2505,-1.0,-1.0,-1.0,-250.0,True,,0.993,-2.797,0,-1,-1,11,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-06T23:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,12,bullish,with_trend,2025-01-07T11:00:00+00:00,1,2025-01-07T10:00:00+00:00,LONG,counter,83.8,False,1,marginal,0.51,1.27,1.27,fresh,Other,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0008,GBPUSD,2025-01-07T12:00:00+00:00,2025-01-07T15:00:00+00:00,2025-01-07T15:00:00+00:00,London,bullish,Confirmation BOS,50pct,1.25139,1.2505,1.25387,,3.594,,sl,1.2505,-1.0,-1.0,-1.0,-250.0,True,,2.09,-3.787,0,-1,-1,11,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-06T23:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,12,bullish,with_trend,2025-01-07T11:00:00+00:00,1,2025-01-07T10:00:00+00:00,LONG,counter,81.4,False,1,marginal,0.51,1.27,1.27,fresh,Other,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0009,GBPUSD,2025-01-08T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.24845,1.24977,1.24677,,1.5,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-08T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-01-08T07:00:00+00:00,1,2025-01-08T07:00:00+00:00,SHORT,counter,16.7,False,0,marginal,1.13,1.29,1.93,no_fvg,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0010,GBPUSD,2025-01-08T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,1.24891,1.24977,1.24677,,3.242,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-08T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-01-08T07:00:00+00:00,1,2025-01-08T07:00:00+00:00,SHORT,counter,21.2,False,0,marginal,1.13,1.29,1.93,no_fvg,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0011,GBPUSD,2025-01-08T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.24401,1.2457799999999999,1.24078,,2.06,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,8,discount,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-08T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2025-01-08T16:00:00+00:00,1,2025-01-08T10:00:00+00:00,SHORT,counter,48.1,False,1,strong,0.75,2.7,2.7,fresh,London,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0012,GBPUSD,2025-01-08T17:00:00+00:00,,,NY,bearish,BOS BOS,50pct,1.2447,1.2457799999999999,1.24078,,4.455,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,8,premium,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-08T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,17,bearish,with_trend,2025-01-08T16:00:00+00:00,1,2025-01-08T10:00:00+00:00,SHORT,aligned,50.9,False,1,strong,0.75,2.7,2.7,fresh,London,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0013,GBPUSD,2025-01-09T07:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.23549,1.23672,1.23208,,3.31,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-09T01:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,7,bearish,with_trend,2025-01-09T06:00:00+00:00,1,2025-01-09T06:00:00+00:00,SHORT,counter,22.6,False,1,solid,1.59,2.25,2.25,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0014,GBPUSD,2025-01-09T07:00:00+00:00,,,London,bearish,Confirmation BOS,50pct,1.23591,1.23672,1.23208,,6.279,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,6,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-09T01:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,7,bearish,with_trend,2025-01-09T06:00:00+00:00,1,2025-01-09T06:00:00+00:00,SHORT,counter,24.1,False,1,solid,1.59,2.25,2.25,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0015,GBPUSD,2025-01-10T06:00:00+00:00,2025-01-10T08:00:00+00:00,2025-01-10T10:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.23001,1.23115,1.22383,,6.57,,sl,1.23001,0.0,-1.0,-1.0,0.0,True,,1.465,-0.675,2,-1,-1,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-10T02:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,bearish,with_trend,2025-01-10T05:00:00+00:00,1,2025-01-10T05:00:00+00:00,SHORT,counter,18.7,False,2,solid,1.6,1.53,1.53,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0016,GBPUSD,2025-01-10T06:00:00+00:00,2025-01-10T08:00:00+00:00,2025-01-10T11:00:00+00:00,Asia,bearish,BOS BOS,50pct,1.23038,1.23115,1.22383,,11.491,,sl,1.23038,0.0,-1.0,-1.0,0.0,True,,2.649,-0.519,3,-1,-1,4,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-10T02:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,bearish,with_trend,2025-01-10T05:00:00+00:00,1,2025-01-10T05:00:00+00:00,SHORT,counter,19.8,False,2,solid,1.6,1.53,1.53,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0017,GBPUSD,2025-01-10T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.22994,1.23234,1.22661,,1.51,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-10T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-01-10T13:00:00+00:00,1,2025-01-10T13:00:00+00:00,SHORT,counter,28.6,False,3,strong,1.43,3.48,3.48,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0018,GBPUSD,2025-01-10T14:00:00+00:00,,,NY,bearish,BOS BOS,50pct,1.23094,1.23234,1.22661,,3.608,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-10T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-01-10T13:00:00+00:00,1,2025-01-10T13:00:00+00:00,SHORT,counter,31.2,False,3,strong,1.43,3.48,3.48,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0019,GBPUSD,2025-01-14T10:00:00+00:00,2025-01-14T15:00:00+00:00,2025-01-14T18:00:00+00:00,London,bearish,BOS BOS,proximal,1.22021,1.22172,1.20997,,7.82,,sl,1.22021,0.0,-1.0,-1.0,0.0,True,,3.046,-0.689,3,-1,-1,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-14T06:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bearish,with_trend,2025-01-14T09:00:00+00:00,1,2025-01-14T09:00:00+00:00,SHORT,aligned,68.1,False,1,marginal,0.58,1.44,1.44,no_fvg,Asia,NY,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0020,GBPUSD,2025-01-14T10:00:00+00:00,2025-01-14T16:00:00+00:00,2025-01-14T18:00:00+00:00,London,bearish,BOS BOS,50pct,1.22077,1.22172,1.20997,,14.4,,sl,1.22077,0.0,-1.0,-1.0,0.0,True,,4.221,-0.505,2,-1,-1,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-14T06:00:00+00:00,BOS,BOS,False,False,False,,,,,False,10,bearish,with_trend,2025-01-14T09:00:00+00:00,1,2025-01-14T09:00:00+00:00,SHORT,aligned,71.8,False,1,marginal,0.58,1.44,1.44,no_fvg,Asia,NY,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0021,GBPUSD,2025-01-15T08:00:00+00:00,2025-01-15T09:00:00+00:00,2025-01-15T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.22047,1.2189,1.22458,,3.0,,sl,1.22047,0.0,3.0,0.0,0.0,True,,1.643,-0.274,3,4,-1,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-15T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bearish,against_trend,2025-01-15T07:00:00+00:00,1,2025-01-15T07:00:00+00:00,LONG,counter,65.4,False,0,solid,1.28,1.52,2.28,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0022,GBPUSD,2025-01-15T08:00:00+00:00,2025-01-15T16:00:00+00:00,2025-01-15T16:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.21989,1.2189,1.22458,,5.937,,sl,1.2189,-1.0,-1.0,-1.0,-250.0,True,,6.061,-1.303,0,-1,-1,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-01-15T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bearish,against_trend,2025-01-15T07:00:00+00:00,1,2025-01-15T07:00:00+00:00,LONG,counter,59.9,False,0,solid,1.28,1.52,2.28,no_fvg,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0023,GBPUSD,2025-01-15T14:00:00+00:00,2025-01-15T16:00:00+00:00,2025-01-15T16:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.22246,1.21973,1.23151,,3.58,,sl,1.21973,-1.0,-1.0,-1.0,-250.0,True,,1.256,-1.414,0,-1,-1,2,premium,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2025-01-15T12:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,14,bearish,against_trend,2025-01-15T13:00:00+00:00,1,2025-01-15T13:00:00+00:00,LONG,counter,52.2,False,0,solid,3.4,2.24,3.37,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0024,GBPUSD,2025-01-15T14:00:00+00:00,2025-01-15T16:00:00+00:00,2025-01-15T16:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,1.2213,1.21973,1.23151,,7.453,,sl,1.21973,-1.0,-1.0,-1.0,-250.0,True,,2.924,-1.72,0,-1,-1,2,discount,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2025-01-15T12:00:00+00:00,CHoCH,CHoCH,False,True,False,,,,,False,14,bearish,against_trend,2025-01-15T13:00:00+00:00,1,2025-01-15T13:00:00+00:00,LONG,aligned,45.4,False,0,solid,3.4,2.24,3.37,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0025,GBPUSD,2025-01-20T14:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.22064,1.21839,1.22409,,1.68,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2025-01-20T12:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,14,bullish,with_trend,2025-01-20T13:00:00+00:00,1,2025-01-20T13:00:00+00:00,LONG,aligned,33.8,False,1,strong,2.31,4.32,4.32,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0026,GBPUSD,2025-01-20T14:00:00+00:00,,,NY,bullish,Confirmation BOS,50pct,1.21971,1.21839,1.22409,,3.911,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2025-01-20T12:00:00+00:00,BOS,Confirm,False,True,False,,,,,False,14,bullish,with_trend,2025-01-20T13:00:00+00:00,1,2025-01-20T13:00:00+00:00,LONG,aligned,27.1,False,1,strong,2.31,4.32,4.32,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0027,GBPUSD,2025-01-23T17:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.23305,1.2307000000000001,1.23649,1.23756,1.6,2.1,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-23T15:00:00+00:00,BOS,BOS,False,False,False,,,,,False,17,bullish,with_trend,2025-01-23T16:00:00+00:00,1,2025-01-23T16:00:00+00:00,LONG,aligned,45.4,False,3,marginal,0.82,1.24,1.24,no_fvg,NY,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0028,GBPUSD,2025-01-23T17:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.23208,1.2307000000000001,1.23649,1.23756,3.737,4.644,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-23T15:00:00+00:00,BOS,BOS,False,False,False,,,,,False,17,bullish,with_trend,2025-01-23T16:00:00+00:00,1,2025-01-23T16:00:00+00:00,LONG,aligned,33.7,False,3,marginal,0.82,1.24,1.24,no_fvg,NY,NY,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0029,GBPUSD,2025-01-24T16:00:00+00:00,2025-01-28T12:00:00+00:00,2025-01-29T09:00:00+00:00,NY,bullish,BOS BOS,proximal,1.24221,1.23966,1.24937,,3.05,,sl,1.24221,0.0,-1.0,-1.0,0.0,True,,1.604,-0.306,21,-1,-1,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-24T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-01-24T15:00:00+00:00,1,2025-01-24T15:00:00+00:00,LONG,counter,67.1,False,3,solid,1.34,1.69,1.69,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0030,GBPUSD,2025-01-24T16:00:00+00:00,,,NY,bullish,BOS BOS,50pct,1.24113,1.23966,1.24937,,6.488,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-01-24T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-01-24T15:00:00+00:00,1,2025-01-24T15:00:00+00:00,LONG,counter,61.5,False,3,solid,1.34,1.69,1.69,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0031,GBPUSD,2025-01-29T10:00:00+00:00,2025-01-29T17:00:00+00:00,2025-01-29T19:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.24476,1.24575,1.2426,,2.73,,sl,1.24476,0.0,2.73,-1.0,0.0,True,,3.586,-1.03,2,2,-1,6,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",True,h1_only,2025-01-29T04:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,10,bearish,with_trend,2025-01-29T09:00:00+00:00,1,2025-01-29T09:00:00+00:00,SHORT,aligned,68.4,False,1,solid,0.51,1.61,1.61,fresh,Asia,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0032,GBPUSD,2025-01-29T10:00:00+00:00,2025-01-29T19:00:00+00:00,2025-01-29T19:00:00+00:00,London,bearish,Confirmation BOS,50pct,1.24506,1.24575,1.2426,,5.02,,sl,1.24575,-1.0,-1.0,-1.0,-250.0,True,,5.58,-1.043,0,-1,-1,6,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-29T04:00:00+00:00,BOS,Confirm,True,False,False,,,,,False,10,bearish,with_trend,2025-01-29T09:00:00+00:00,1,2025-01-29T09:00:00+00:00,SHORT,aligned,74.5,False,1,solid,0.51,1.61,1.61,fresh,Asia,NY,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0033,GBPUSD,2025-01-29T14:00:00+00:00,2025-01-29T15:00:00+00:00,2025-01-29T15:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.2409,1.24304,1.23527,1.23449,2.9,3.3,sl,1.24304,-1.0,-1.0,-1.0,-250.0,True,,0.36,-1.715,0,-1,-1,2,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-29T12:00:00+00:00,BOS,Confirm,False,False,False,,,,,False,14,bearish,with_trend,2025-01-29T13:00:00+00:00,1,2025-01-29T13:00:00+00:00,SHORT,counter,22.9,False,1,solid,1.94,1.89,1.89,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0034,GBPUSD,2025-01-29T14:00:00+00:00,2025-01-29T15:00:00+00:00,2025-01-29T15:00:00+00:00,NY,bearish,Confirmation BOS,50pct,1.24177,1.24304,1.23527,1.23449,6.075,6.804,sl,1.24304,-1.0,-1.0,-1.0,-250.0,True,,1.291,-2.205,0,-1,-1,2,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-01-29T12:00:00+00:00,BOS,Confirm,False,False,False,,,,,False,14,bearish,with_trend,2025-01-29T13:00:00+00:00,1,2025-01-29T13:00:00+00:00,SHORT,counter,35.3,False,1,solid,1.94,1.89,1.89,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
