setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B2988,EURUSD,2016-04-07T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.13247,1.13104,1.13084,1.1339,,1.0,,1.1339,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.091,0,-1,-1,,,127,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-31T03:00:00+00:00,BOS,BOS,0,holding,False,full,False,0,0.17,1.42,1.42,marginal,0.823,,10.513,0.001494,0.659,0,40.718,False,,,,,False,10,bullish,with_trend,True,False,False,,1.14538,47.9,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-04-07T09:00:00+00:00,4,2016-03-31T08:00:00+00:00,LONG,,aligned,14.7,False,3,stale,Asia,London,False,False,never_filled,,,0.6035,1.14377,1.11527,premium,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2989,EURUSD,2016-04-07T13:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.12971,1.12895,1.12875,1.13047,,1.0,,1.13047,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.871,0,-1,-1,,,153,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-30T04:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,0.02,2.1,2.1,solid,0.508,,9.645,0.001102,0.482,0,49.48,False,,,,,False,13,bullish,with_trend,False,False,False,,1.14538,61.0,True,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-04-07T12:00:00+00:00,5,2016-03-30T07:00:00+00:00,LONG,,counter,90.1,False,1,stale,Asia,NY,False,False,never_filled,,,0.5067,1.14377,1.11527,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2990,EURUSD,2016-04-08T16:00:00+00:00,2016-04-11T08:00:00+00:00,2016-04-11T13:00:00+00:00,NY,bullish,BOS BOS,proximal,1.1379,1.13626,1.13606,1.14142,,2.15,,1.14538,4.56,zone,,,1.14486,4.24,,,,False,triple,tp1,1.14142,1.913,2.15,0.0,478.25,True,,1.913,-0.136,1.0,,,,,,,1.066,5,5,-1,69.0,17.0,5,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-04-08T11:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.7,1.28,1.28,marginal,0.834,0.637,2.589,0.001726,0.542,2,53.733,False,,,,,False,16,bullish,with_trend,True,False,False,,1.14097,50.4,False,False,False,SWEPT_HIGH,swept,intact,intact,intact,4.333,1.749,PW,PD,False,0.0,PD,,,1.749,2.0,False,0.683,True,1.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-04-08T15:00:00+00:00,1,2016-04-08T15:00:00+00:00,LONG,False,aligned,28.8,False,2,fresh,London,London,True,True,Both,,,0.794,1.14377,1.11527,premium,mixed,-0.185,0.249,0.632,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2991,EURUSD,2016-04-11T09:00:00+00:00,2016-04-11T12:00:00+00:00,2016-04-11T14:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.14039,1.14297,1.14317,1.13717,,1.25,,1.13515,2.03,zone,,,1.13557,1.87,,,,False,triple,sl,1.14317,-1.0,-1.0,-1.0,-250.0,True,,0.629,-0.64,-1.59,False,False,0.852,,24.0,,1.974,2,-1,-1,5.0,4.0,2,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-04-11T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,1.18,2.48,1.65,solid,1.69,,0.781,0.001409,0.303,0,46.189,False,,,,,False,9,bullish,ambiguous,False,False,True,bearish,1.13721,93.8,False,False,False,SWEPT_HIGH,swept,intact,intact,intact,3.543,3.912,PW,PD,False,4.0,PD,1.69,2.0,3.912,2.0,False,-0.284,False,3.0,high,1.0,1.0,True,PD,1.1419,0.618,1.847,3.33,1,False,1.349,,1.0,"pd,pw,eq",2016-04-11T08:00:00+00:00,1,2016-04-11T08:00:00+00:00,SHORT,,aligned,52.5,False,0,no_fvg,London,NY,True,True,Both,,,0.6089,1.14538,1.13262,premium,both_premium,0.916,0.75,0.238,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2992,EURUSD,2016-04-11T16:00:00+00:00,2016-04-12T13:00:00+00:00,2016-04-12T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.13924,1.13752,1.13732,1.14142,,1.27,,1.14538,3.57,zone,,,1.14474,3.2,,,,False,triple,sl,1.13732,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.495,,,,0.897,1,-1,-1,27.0,23.0,6,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-04-11T10:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.58,1.33,1.33,marginal,0.71,0.449,1.528,0.00214,0.743,0,52.247,False,,,,,False,16,bullish,with_trend,True,False,False,,1.1447,105.0,False,True,False,SWEPT_HIGH,swept,intact,swept,intact,,0.949,,PD,False,3.0,PD,,,2.037,2.0,False,1.14,False,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,pw,eq",2016-04-11T15:00:00+00:00,1,2016-04-11T14:00:00+00:00,LONG,,aligned,44.4,False,1,fresh,London,NY,False,True,Fill only,A First Pullback,premium,0.5188,1.14538,1.13262,premium,mixed,1.061,0.407,0.026,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2993,EURUSD,2016-04-12T12:00:00+00:00,2016-04-12T14:00:00+00:00,2016-04-12T15:00:00+00:00,NY,bullish,BOS BOS,proximal,1.1379,1.13626,1.13606,1.13954,,1.0,,1.13954,1.0,wick,,,,,,,,False,triple,sl,1.13606,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.857,7.362,1.0,True,1.066,1,-1,-1,99.0,47.0,49,discount,0.0,,6.0,3.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2016-04-08T11:00:00+00:00,BOS,BOS,0,holding,True,partial,False,1,0.7,1.28,1.28,marginal,0.834,0.637,2.589,0.001726,0.542,2,38.686,False,,,,,False,12,bullish,with_trend,True,False,False,,1.14645,73.9,False,False,False,SWEPT_HIGH,swept,intact,swept,intact,,0.4,,PD,False,4.0,PD,,,1.749,2.0,False,0.683,True,0.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-04-12T11:00:00+00:00,2,2016-04-08T15:00:00+00:00,LONG,,aligned,28.8,False,2,fresh,London,NY,True,True,Both,,,0.4138,1.14538,1.13262,discount,both_discount,2.23,0.596,0.564,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2994,EURUSD,2016-04-12T15:00:00+00:00,2016-04-13T10:00:00+00:00,2016-04-13T10:00:00+00:00,NY,bullish,BOS BOS,proximal,1.13247,1.13104,1.13084,1.1339,,1.0,,1.1339,1.0,wick,,,,,,,,False,triple,sl,1.13084,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.054,5.012,,True,1.091,0,-1,-1,319.0,218.0,204,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-31T03:00:00+00:00,BOS,BOS,0,holding,False,full,False,0,0.17,1.42,1.42,marginal,0.823,,10.513,0.001494,0.659,0,33.623,False,,,,,False,15,bullish,counter_trend,True,False,True,bearish,1.14645,49.8,True,False,False,SWEPT_LOW,intact,swept,swept,intact,0.1,,PW,,True,1.0,PD,,,,,,,,0.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-04-12T14:00:00+00:00,5,2016-03-31T08:00:00+00:00,LONG,,aligned,14.7,False,3,stale,Asia,London,False,False,Neither,,,-0.0118,1.14538,1.13262,discount,both_discount,1.519,0.424,0.844,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2995,EURUSD,2016-04-13T10:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.13656,1.13744,1.13764,1.13565,,1.03,,1.13262,4.48,zone,,,1.13299,4.06,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.879,0,-1,-1,,,6,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-04-13T04:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.62,1.73,1.73,solid,0.553,,5.323,0.001229,0.265,1,41.331,False,,,,,False,10,bearish,with_trend,False,False,False,,1.13361,39.3,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,PD,1.1447,1.424,11.25,9.027,1,True,-0.244,,24.0,"pd,eq",2016-04-13T09:00:00+00:00,1,2016-04-13T09:00:00+00:00,SHORT,,counter,23.0,False,1,no_fvg,Asia,London,False,False,never_filled,,,0.3088,1.14538,1.13262,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2996,EURUSD,2016-04-13T11:00:00+00:00,2016-04-13T12:00:00+00:00,2016-04-13T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.12971,1.12895,1.12875,1.13047,,1.0,,1.13047,1.0,wick,,,,,,,,False,triple,tp1,1.13047,0.792,1.0,0.0,198.0,True,,0.792,-0.0,1.0,,,,,,,0.871,1,1,-1,344.0,245.0,247,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-30T04:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,0.02,2.1,2.1,solid,0.508,,9.645,0.001102,0.482,0,31.386,False,,,,,False,11,bearish,counter_trend,False,False,False,,1.14645,62.6,True,True,False,EXPANSION_DOWN,intact,broken,swept,broken,15.189,,PD,,True,3.0,PD,,,,,,,,22.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-04-13T10:00:00+00:00,6,2016-03-30T07:00:00+00:00,LONG,,counter,90.1,False,1,stale,Asia,NY,False,True,Fill only,,,-0.2281,1.14538,1.13262,discount,mixed,4.537,0.533,0.97,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Retail Sales m/m,USD,1.0,Retail Sales m/m
B2997,EURUSD,2016-04-13T14:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.13656,1.13744,1.13764,1.13568,,1.0,,1.13568,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.879,0,-1,-1,,,10,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-04-13T04:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.62,1.73,1.73,solid,0.553,0.114,5.323,0.001229,0.265,1,34.027,False,,,,,False,14,bearish,with_trend,False,False,False,,1.12949,60.8,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,True,PD,1.1447,1.424,11.25,9.027,1,True,-0.244,,28.0,"pd,eq",2016-04-13T13:00:00+00:00,2,2016-04-13T09:00:00+00:00,SHORT,,counter,23.0,False,1,fresh,Asia,NY,False,False,never_filled,,,0.3088,1.14538,1.13262,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B2998,EURUSD,2016-04-18T16:00:00+00:00,2016-04-19T14:00:00+00:00,2016-04-19T14:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.13656,1.13744,1.13764,1.13568,,1.0,,1.13568,1.0,wick,,,,,,,,False,triple,sl,1.13764,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.334,,7.0,,0.879,0,-1,-1,154.0,101.0,84,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-04-13T04:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.62,1.73,1.73,solid,0.553,0.114,5.323,0.001229,0.265,1,51.014,False,,,,,False,16,bullish,counter_trend,False,False,False,,1.12335,74.3,False,False,True,EXPANSION_UP,broken,intact,intact,intact,8.05,7.505,PW,PD,True,3.0,PD,,,,,,,,123.0,high,0.0,0.0,True,PD,1.1447,1.424,11.25,9.027,1,True,-0.244,,102.0,"pd,eq",2016-04-18T15:00:00+00:00,3,2016-04-13T09:00:00+00:00,SHORT,,counter,23.0,False,1,fresh,Asia,NY,False,True,Fill only,,,0.5719,1.14645,1.12335,premium,mixed,1.807,0.314,0.357,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B2999,EURUSD,2016-04-18T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.12945,1.12739,1.12719,1.13151,,1.0,,1.13151,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.492,0,-1,-1,,,13,discount,0.0,,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2016-04-18T03:00:00+00:00,BOS,Confirm,0,holding,False,none,True,0,0.77,1.43,1.43,marginal,1.228,,3.96,0.001515,0.548,4,51.014,False,,,,,False,16,bullish,with_trend,True,False,False,,1.13317,49.6,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq",2016-04-18T15:00:00+00:00,1,2016-04-18T15:00:00+00:00,LONG,,aligned,36.2,False,1,no_fvg,Asia,NY,False,False,never_filled,,,0.2641,1.14645,1.12335,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B3000,EURUSD,2016-04-19T08:00:00+00:00,2016-04-19T14:00:00+00:00,2016-04-19T14:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.13656,1.13744,1.13764,1.13568,,1.0,,1.13568,1.0,wick,,,,,,,,False,triple,sl,1.13764,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.334,,7.0,,0.879,0,-1,-1,154.0,101.0,100,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-04-13T04:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,0.62,1.73,1.73,solid,0.553,,5.323,0.001229,0.265,1,33.638,False,,,,,False,8,bullish,counter_trend,False,False,False,,1.12335,74.3,False,False,True,EXPANSION_UP,broken,intact,intact,intact,8.05,7.505,PW,PD,True,3.0,PD,,,,,,,,123.0,high,0.0,0.0,True,PD,1.1447,1.424,11.25,9.027,1,True,-0.244,,118.0,"pd,eq",2016-04-19T07:00:00+00:00,4,2016-04-13T09:00:00+00:00,SHORT,,counter,23.0,False,1,fresh,Asia,NY,False,True,Fill only,,,0.5719,1.14645,1.12335,premium,mixed,1.807,0.314,0.357,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B3001,EURUSD,2016-04-19T10:00:00+00:00,2016-04-20T20:00:00+00:00,2016-04-21T08:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.12971,1.12864,1.12844,1.13078,,1.0,,1.13078,1.0,wick,,,,,,,,False,triple,tp1,1.13078,0.843,1.0,0.0,210.75,True,,0.843,-0.85,1.0,,,,,,,1.477,12,12,-1,66.0,53.0,32,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-04-18T02:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,1.32,2.45,2.45,solid,1.012,,6.977,0.00086,0.23,5,43.612,False,,,,,False,10,bullish,with_trend,True,False,False,,1.13442,53.8,False,False,False,BOTH_SIDES,swept,swept,intact,intact,19.465,7.395,PW,PW,False,1.0,PD,,,,,,,,,,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-04-19T09:00:00+00:00,1,2016-04-18T15:00:00+00:00,LONG,,aligned,40.7,False,1,no_fvg,Asia,Other,False,False,Neither,,,0.2753,1.14645,1.12335,discount,both_discount,3.081,0.378,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B3002,EURUSD,2016-04-20T13:00:00+00:00,2016-04-20T13:00:00+00:00,2016-04-20T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.13735,1.13598,1.13578,1.13842,,0.78,,1.13842,0.78,wick,,,1.13842,0.78,,,,True,triple,sl,1.13578,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,2.136,,23.0,,1.452,1,-1,-1,2.0,1.0,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-04-20T11:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.37,1.01,1.01,marginal,1.082,,2.303,0.001081,0.342,0,59.737,False,,,,,False,13,bullish,with_trend,False,False,False,,1.13801,20.8,False,False,False,INSIDE,intact,intact,intact,intact,0.989,6.519,PD,PD,True,,,,,,,,,,146.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-04-20T12:00:00+00:00,1,2016-04-20T12:00:00+00:00,LONG,,counter,70.1,False,4,no_fvg,London,NY,True,True,Both,,,0.6061,1.14645,1.12335,premium,both_premium,-1.147,0.378,0.718,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Crude Oil Inventories,USD,1.0,Crude Oil Inventories
B3003,EURUSD,2016-04-20T15:00:00+00:00,2016-04-21T13:00:00+00:00,2016-04-21T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.13637,1.13821,1.13841,1.134,,1.29,,1.13145,2.67,zone,,,1.13187,2.45,,,,False,triple,sl,1.13841,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,1.021,0.44,1.0,True,1.447,0,-1,-1,25.0,23.0,3,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-04-20T12:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.62,1.72,1.15,marginal,1.163,,1.184,0.00141,0.646,0,49.793,False,,,,,False,15,bullish,ambiguous,False,False,True,bearish,1.13347,95.4,False,False,True,SWEPT_LOW,intact,swept,intact,intact,1.695,9.234,PD,PW,False,2.0,PD,,,6.404,2.0,True,,,28.0,low,0.0,1.0,False,,,,,,0,,,,,,2016-04-20T14:00:00+00:00,1,2016-04-20T14:00:00+00:00,SHORT,,aligned,58.6,False,0,no_fvg,NY,NY,True,True,Both,,,0.5636,1.14645,1.12335,premium,both_premium,2.496,0.442,0.722,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ECB Press Conference,EUR,0.0,
B3004,EURUSD,2016-04-20T16:00:00+00:00,2016-04-20T20:00:00+00:00,2016-04-21T12:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.12945,1.12739,1.12719,1.13151,,1.0,,1.13151,1.0,wick,,,,,,,,False,triple,tp1,1.13151,0.912,1.0,0.0,228.0,True,,0.912,-0.518,1.0,,,,,,,1.492,16,16,-1,65.0,53.0,61,discount,0.0,,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2016-04-18T03:00:00+00:00,BOS,Confirm,0,holding,False,none,True,0,0.77,1.43,1.43,marginal,1.228,,3.96,0.001515,0.548,4,43.178,False,,,,,False,16,bullish,counter_trend,True,False,True,bearish,1.13876,71.1,False,True,False,BOTH_SIDES,swept,swept,intact,intact,11.221,4.026,PW,PW,False,1.0,PD,,,1.393,2.0,False,-0.099,False,11.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq",2016-04-20T15:00:00+00:00,2,2016-04-18T15:00:00+00:00,LONG,,aligned,36.2,False,1,no_fvg,Asia,Other,False,False,Neither,,,0.2641,1.14645,1.12335,discount,both_discount,1.749,0.378,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Main Refinancing Rate
B3005,EURUSD,2016-04-20T16:00:00+00:00,2016-04-20T20:00:00+00:00,2016-04-21T08:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.12971,1.12864,1.12844,1.13078,,1.0,,1.13078,1.0,wick,,,,,,,,False,triple,tp1,1.13078,0.843,1.0,0.0,210.75,True,,0.843,-0.85,1.0,,,,,,,1.477,12,12,-1,66.0,53.0,62,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-04-18T02:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,1.32,2.45,2.45,solid,1.012,,6.977,0.00086,0.23,5,43.178,False,,,,,False,16,bullish,counter_trend,True,False,True,bearish,1.13876,69.1,False,False,False,BOTH_SIDES,swept,swept,intact,intact,19.465,7.395,PW,PW,False,1.0,PD,,,,,,,,,,0.0,0.0,False,,,,,,0,,,,,"pd,eq",2016-04-20T15:00:00+00:00,2,2016-04-18T15:00:00+00:00,LONG,,aligned,40.7,False,1,no_fvg,Asia,Other,False,False,Neither,,,0.2753,1.14645,1.12335,discount,both_discount,3.081,0.378,1.0,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B3006,EURUSD,2016-04-21T13:00:00+00:00,2016-04-21T13:00:00+00:00,2016-04-21T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.13637,1.13821,1.13841,1.13103,,2.9,,1.12828,4.4,zone,,,1.12865,4.2,,,,False,triple,sl,1.13841,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,1.021,0.44,1.0,True,1.447,0,-1,-1,25.0,23.0,25,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2016-04-20T12:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.62,1.72,1.15,marginal,1.163,1.362,1.184,0.00141,0.646,0,47.06,False,,,,,False,13,bullish,counter_trend,False,False,False,,1.12828,98.3,False,False,True,SWEPT_LOW,intact,swept,intact,intact,1.695,9.234,PD,PW,False,2.0,PD,,,6.404,2.0,True,,,28.0,low,0.0,1.0,False,,,,,,0,,,,,,2016-04-21T12:00:00+00:00,2,2016-04-20T14:00:00+00:00,SHORT,,aligned,58.6,False,0,fresh,NY,NY,True,True,Both,,,0.5636,1.14645,1.12335,premium,both_premium,2.496,0.442,0.722,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ECB Press Conference,EUR,0.0,
