setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A6634,EURUSD,2013-07-22T11:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.31553,1.3142,1.314,1.31781,,1.71,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.18,0,-1,-1,,,5,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2013-07-22T06:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.93,1.69,1.69,solid,0.872,1.118,1.944,0.001296,0.23,0,False,,,,,False,11,bullish,with_trend,False,False,False,,1.31915,76.2,False,True,False,2013-07-22T10:00:00+00:00,1,2013-07-22T09:00:00+00:00,LONG,,counter,71.0,False,2,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6635,EURUSD,2013-07-23T10:00:00+00:00,2013-07-23T12:00:00+00:00,2013-07-23T14:00:00+00:00,London,bearish,BOS BOS,proximal,1.31917,1.32093,1.32113,1.3144,,2.71,,sl,1.32113,-1.0,-1.0,-1.0,-250.0,True,,0.592,-0.138,-1.689,False,False,1.666,,,,1.747,2,-1,-1,10.0,3.0,8,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2013-07-23T02:00:00+00:00,BOS,BOS,0,holding,False,full,False,0,0.93,1.11,1.11,marginal,1.39,,2.192,0.001122,0.417,1,False,,,,,False,10,bearish,with_trend,True,False,False,,1.31634,64.5,False,False,False,2013-07-23T09:00:00+00:00,1,2013-07-23T09:00:00+00:00,SHORT,,aligned,82.7,False,2,fresh,Asia,NY,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6636,EURUSD,2013-07-23T12:00:00+00:00,2013-07-23T12:00:00+00:00,2013-07-23T14:00:00+00:00,NY,bearish,BOS BOS,proximal,1.31832,1.3209,1.3211,1.3144,,1.52,,sl,1.3211,-1.0,-1.0,-1.0,-250.0,True,,0.112,-0.403,-8.929,False,False,1.545,,,,2.26,2,-1,-1,5.0,3.0,5,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2013-07-23T07:00:00+00:00,BOS,BOS,0,holding,False,full,False,1,0.8,0.96,0.96,marginal,1.935,,2.0,0.00123,0.378,0,False,,,,,False,12,bearish,with_trend,True,False,False,,1.31634,45.1,False,False,False,2013-07-23T11:00:00+00:00,1,2013-07-23T09:00:00+00:00,SHORT,,aligned,77.0,False,2,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6637,EURUSD,2013-07-23T15:00:00+00:00,2013-07-24T06:00:00+00:00,2013-07-24T07:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.31944,1.31781,1.31761,1.3207,,0.77,,tp1,1.3207,0.689,0.77,0.0,172.25,True,,0.689,-0.0,1.0,,,,,,,1.098,1,1,-1,17.0,16.0,2,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2013-07-23T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.6,2.11,1.41,marginal,0.858,,1.428,0.001667,0.441,0,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,1.323,76.1,False,False,False,2013-07-23T14:00:00+00:00,1,2013-07-23T14:00:00+00:00,LONG,,counter,56.9,False,0,no_fvg,NY,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6638,EURUSD,2013-07-24T08:00:00+00:00,2013-07-24T13:00:00+00:00,2013-07-24T14:00:00+00:00,London,bullish,BOS BOS,proximal,1.321,1.31996,1.31976,1.323,,1.92,,tp1,1.323,1.613,1.92,0.0,403.25,True,,1.613,-0.0,1.0,,,,,,,0.844,1,1,-1,8.0,6.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2013-07-24T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.31,1.92,1.92,solid,0.572,,2.709,0.001469,0.869,0,False,,,,,False,8,bullish,with_trend,False,False,False,,1.32544,79.9,False,True,False,2013-07-24T07:00:00+00:00,1,2013-07-24T07:00:00+00:00,LONG,,counter,51.2,False,3,no_fvg,Asia,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6639,EURUSD,2013-07-25T07:00:00+00:00,2013-07-25T08:00:00+00:00,2013-07-25T09:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.32332,1.32521,1.32541,1.31988,,1.82,,tp1,1.31988,1.646,1.82,0.0,411.5,True,,1.646,-0.0,1.0,,,,,,,1.854,1,1,-1,21.0,15.0,20,premium,1.0,True,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2013-07-24T11:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,1.45,2.1,1.4,marginal,1.499,1.366,2.058,0.001127,0.834,2,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,1.31772,125.0,False,False,False,2013-07-25T06:00:00+00:00,1,2013-07-24T17:00:00+00:00,SHORT,,aligned,71.1,False,0,fresh,London,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6640,EURUSD,2013-07-25T18:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.32351,1.32202,1.32182,1.3256,,1.4,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.72,0,-1,-1,,,2,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2013-07-25T16:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.33,0.69,0.46,marginal,0.549,,2.441,0.002348,0.395,0,False,,,,,False,18,bearish,ambiguous,False,False,True,bullish,1.32527,24.3,False,False,False,2013-07-25T17:00:00+00:00,1,2013-07-25T17:00:00+00:00,LONG,,counter,76.9,False,0,no_fvg,NY,NY,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6641,EURUSD,2013-07-26T11:00:00+00:00,2013-07-26T11:00:00+00:00,2013-07-26T13:00:00+00:00,London,bearish,BOS BOS,proximal,1.3275,1.32929,1.32949,1.31988,,4.26,,sl,1.3275,0.0,-1.0,-1.0,0.0,True,,1.126,-0.0,0.0,False,False,1.332,,,,1.756,2,-1,-1,4.0,1.0,4,premium,0.0,,7.0,3.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2013-07-26T07:00:00+00:00,BOS,BOS,0,holding,False,none,True,0,0.12,0.87,0.87,marginal,1.403,,1.447,0.001134,0.591,1,False,,,,,False,11,bearish,with_trend,True,False,False,,1.32605,51.4,False,False,False,2013-07-26T10:00:00+00:00,1,2013-07-26T10:00:00+00:00,SHORT,False,aligned,83.4,False,1,no_fvg,London,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6642,EURUSD,2013-07-29T13:00:00+00:00,2013-07-30T11:00:00+00:00,2013-07-30T11:00:00+00:00,NY,bearish,BOS BOS,proximal,1.32839,1.32955,1.32975,1.3261,,1.97,,sl,1.32975,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.261,3.621,3.0,True,1.046,0,-1,-1,26.0,23.0,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2013-07-29T09:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.17,1.11,1.11,marginal,0.738,0.9,2.214,0.001301,0.354,0,False,,,,,False,13,bearish,with_trend,True,False,False,,1.32483,85.8,False,False,False,2013-07-29T12:00:00+00:00,1,2013-07-29T12:00:00+00:00,SHORT,,aligned,90.2,False,1,fresh,London,London,False,True,Fill only,A First Pullback,premium,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6643,EURUSD,2013-07-30T12:00:00+00:00,2013-07-30T13:00:00+00:00,2013-07-30T14:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.32771,1.32618,1.32598,1.32887,,0.76,,sl,1.32598,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,2.357,,18.0,,1.618,1,-1,-1,4.0,2.0,3,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2013-07-30T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,1.59,1.98,1.32,marginal,1.244,,1.356,0.001069,0.301,1,False,,,,,False,12,bearish,ambiguous,False,False,True,bullish,1.33009,54.7,False,False,False,2013-07-30T11:00:00+00:00,1,2013-07-30T11:00:00+00:00,LONG,,counter,68.0,False,0,no_fvg,London,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6644,EURUSD,2013-07-31T04:00:00+00:00,2013-07-31T07:00:00+00:00,2013-07-31T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.32615,1.32686,1.32706,1.32475,,1.97,,sl,1.32706,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.171,,5.0,,0.73,0,-1,-1,5.0,4.0,2,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2013-07-31T02:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.13,0.79,0.79,marginal,0.409,,1.236,0.001246,0.255,0,False,,,,,False,4,bearish,with_trend,False,False,False,,1.32517,48.5,False,False,False,2013-07-31T03:00:00+00:00,1,2013-07-31T03:00:00+00:00,SHORT,,counter,36.0,False,1,no_fvg,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6645,EURUSD,2013-07-31T08:00:00+00:00,2013-07-31T10:00:00+00:00,2013-07-31T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.32584,1.32387,1.3236700000000001,1.32887,,1.54,,sl,1.3236700000000001,-1.0,-1.0,-1.0,-250.0,True,,0.705,-0.373,-1.418,False,False,2.196,,3.0,,2.1,2,-1,-1,4.0,3.0,2,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2013-07-31T06:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.74,2.72,1.82,solid,1.713,,1.403,0.001034,0.345,0,False,,,,,False,8,bearish,ambiguous,False,False,True,bullish,1.32852,96.4,False,False,False,2013-07-31T07:00:00+00:00,1,2013-07-31T07:00:00+00:00,LONG,,aligned,31.0,False,0,no_fvg,London,London,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6646,EURUSD,2013-07-31T14:00:00+00:00,2013-07-31T14:00:00+00:00,2013-07-31T14:00:00+00:00,NY,bearish,BOS BOS,proximal,1.32503,1.32757,1.32777,1.31988,,2.03,,sl,1.32777,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.138,,22.0,,1.405,0,-1,-1,3.0,2.0,3,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2013-07-31T11:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.04,0.12,0.12,marginal,1.2,0.702,3.055,0.001951,0.855,0,False,,,,,False,14,bearish,with_trend,False,False,False,,1.3214,42.1,False,False,True,2013-07-31T13:00:00+00:00,1,2013-07-31T12:00:00+00:00,SHORT,,counter,42.1,False,1,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6647,EURUSD,2013-08-01T17:00:00+00:00,2013-08-02T12:00:00+00:00,2013-08-02T13:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.31891,1.31635,1.31615,1.323,1.32375,1.6,1.89,tp1,1.323,1.482,1.6,1.89,370.5,True,,1.482,-0.0,1.0,,,,,,,1.274,1,1,1,195.0,145.0,127,discount,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2013-07-25T09:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.3,0.89,0.59,marginal,1.089,0.208,0.0,0.002166,0.487,0,False,,,,,False,17,bearish,counter_trend,False,False,False,,1.33446,99.2,False,False,False,2013-08-01T16:00:00+00:00,1,2013-07-25T10:00:00+00:00,LONG,,aligned,-3.5,False,0,fresh,London,NY,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6648,EURUSD,2013-08-02T04:00:00+00:00,2013-08-02T12:00:00+00:00,2013-08-02T12:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.32323,1.32474,1.32494,1.31988,,2.22,,sl,1.32494,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,2.184,,,,1.064,0,-1,-1,25.0,21.0,17,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2013-08-01T11:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.77,1.22,1.22,marginal,0.815,,5.214,0.001607,0.328,3,False,,,,,False,4,bearish,with_trend,False,False,False,,1.31895,35.3,False,False,False,2013-08-02T03:00:00+00:00,1,2013-08-01T15:00:00+00:00,SHORT,,counter,25.3,False,1,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
