setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A2679,EURUSD,2025-05-01T09:00:00+00:00,2025-05-02T13:00:00+00:00,2025-05-02T17:00:00+00:00,London,bearish,BOS BOS,proximal,1.13564,1.13829,1.13849,1.13157,,1.54,,tp1,1.13157,1.428,1.54,0.0,357.0,True,,1.428,-0.874,,,4,4,-1,50.0,46.0,22,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-04-30T11:00:00+00:00,BOS,BOS,holding,False,none,False,1,0.44,1.29,1.29,marginal,1.671,,3.069,0.001466,False,,,,,False,9,bearish,with_trend,2025-05-01T08:00:00+00:00,1,2025-04-30T15:00:00+00:00,SHORT,True,counter,49.9,False,2,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2680,EURUSD,2025-05-02T06:00:00+00:00,2025-05-02T06:00:00+00:00,2025-05-02T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.13111,1.133,1.1332,1.12769,,1.81,,sl,1.1332,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,1,-1,-1,17.0,16.0,17,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-05-01T13:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.4,2.65,2.65,strong,1.199,,7.191,0.00141,False,,,,,False,6,bearish,with_trend,2025-05-02T05:00:00+00:00,1,2025-05-01T14:00:00+00:00,SHORT,,aligned,59.8,False,3,fresh,NY,Asia,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2681,EURUSD,2025-05-02T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.1384,1.1398,1.14,1.13553,,2.05,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,60,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-04-29T22:00:00+00:00,BOS,BOS,holding,False,full,False,2,0.59,1.23,1.23,marginal,0.616,,0.554,0.001949,False,,,,,False,10,bearish,with_trend,2025-05-02T09:00:00+00:00,1,2025-04-30T01:00:00+00:00,SHORT,,aligned,62.0,False,1,stale,Other,London,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2682,EURUSD,2025-05-02T14:00:00+00:00,2025-05-02T15:00:00+00:00,2025-05-02T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.13473,1.13023,1.13003,1.14152,,1.51,,sl,1.13003,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.643,True,False,2,-1,-1,3.0,2.0,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-05-02T12:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.7,2.14,2.14,solid,1.704,,3.218,0.002524,False,,,,,False,14,bullish,with_trend,2025-05-02T13:00:00+00:00,1,2025-05-02T13:00:00+00:00,LONG,,counter,71.3,False,2,no_fvg,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2683,EURUSD,2025-05-02T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.14307,1.14563,1.14583,1.137,,2.37,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,189,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-04-22T17:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,2.51,2.15,1.43,marginal,0.935,,1.042,0.002524,False,,,,,False,14,bullish,against_trend,2025-05-02T13:00:00+00:00,1,2025-04-22T20:00:00+00:00,SHORT,,aligned,144.3,False,0,stale,NY,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2684,EURUSD,2025-05-08T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.13224,1.13386,1.13406,1.12971,,1.56,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-08T03:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.43,1.04,1.04,marginal,0.705,0.194,4.314,0.002014,False,,,,,False,9,bearish,with_trend,2025-05-08T08:00:00+00:00,1,2025-05-08T06:00:00+00:00,SHORT,,counter,46.9,False,3,fresh,Asia,London,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2685,EURUSD,2025-05-08T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.12952,1.1314,1.1316,1.1266,,1.55,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-05-08T13:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.89,1.22,1.22,marginal,0.685,0.208,2.705,0.002451,False,,,,,False,16,bearish,with_trend,2025-05-08T15:00:00+00:00,1,2025-05-08T15:00:00+00:00,SHORT,,counter,41.5,False,3,fresh,NY,NY,True,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2686,EURUSD,2025-05-08T17:00:00+00:00,2025-05-09T02:00:00+00:00,2025-05-09T06:00:00+00:00,NY,bullish,BOS BOS,proximal,1.12004,1.11801,1.11781,1.12418,1.13206,2.04,5.92,tp1,1.12418,1.857,2.04,0.0,464.25,True,,1.857,-0.0,,,4,4,-1,677.0,483.0,476,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-04-10T21:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.63,2.05,2.05,solid,0.713,0.499,10.86,0.002567,False,,,,,False,17,bullish,with_trend,2025-05-08T16:00:00+00:00,1,2025-04-10T23:00:00+00:00,LONG,False,aligned,-12.4,False,3,fresh,Other,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2687,EURUSD,2025-05-12T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.1225,1.12364,1.12384,1.11966,,2.49,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,premium,0.0,False,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-12T03:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,5.1,4.45,2.97,strong,0.371,,0.589,0.002531,False,,,,,False,8,bullish,against_trend,2025-05-12T07:00:00+00:00,1,2025-05-12T06:00:00+00:00,SHORT,,aligned,65.1,False,0,no_fvg,Asia,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A2688,EURUSD,2025-05-12T08:00:00+00:00,2025-05-12T08:00:00+00:00,2025-05-12T10:00:00+00:00,London,bullish,BOS BOS,proximal,1.10889,1.10655,1.10635,1.1147,1.12336,2.48,6.18,sl,1.10889,0.0,2.48,6.18,0.0,True,,2.098,-0.0,False,False,2,29,48,765.0,523.0,525,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-04-10T11:00:00+00:00,BOS,BOS,holding,False,full,False,0,1.25,2.33,2.33,solid,0.846,,5.224,0.002531,False,,,,,False,8,bullish,with_trend,2025-05-12T07:00:00+00:00,1,2025-04-10T13:00:00+00:00,LONG,False,aligned,-4.5,False,2,fresh,London,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
