setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,entry_raw,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B7300,EURUSD,2016-03-09T11:00:00+00:00,2016-03-09T11:00:00+00:00,2016-03-09T15:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.09718,1.09718,1.09912,1.0933,sl,1.09912,-1.0,-250.0,True,,7.727,-0.918,-0.129,False,,,2.042,,,,,1.512,1.512,3.024,49,26.0,25.0,4.0,1.0,4,discount,0.0,,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2016-03-09T07:00:00+00:00,BOS,Confirm,0,holding,False,none,True,0,0.31,0.68,0.68,marginal,,1.356,,1.341,0.001283,0.001331,0.471,0,43.755,False,,,,,False,11,bearish,with_trend,False,False,False,,1.09546,False,False,False,EXPANSION_DOWN,intact,broken,swept,intact,6.68,11.435,PD,PW,False,10.0,PD,,,,,,,,13.0,low,0.0,0.0,True,1,26.0,"eq,sw,pd,pw",True,0.101,1.338,6.891,True,False,,,,,,True,0.101,1.338,6.891,True,False,,,,,True,-0.156,bare,False,,False,break,asia,low,True,2016-03-09T10:00:00+00:00,1,2016-03-09T10:00:00+00:00,SHORT,counter,27.2,False,1,12.97,0.6805,no_fvg,London,London,True,False,OB only,1.0,,,0.6732,1.1043,1.08251,premium,mixed,-1.723,0.417,0.289,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Crude Oil Inventories
B7301,EURUSD,2016-03-09T16:00:00+00:00,2016-03-09T17:00:00+00:00,2016-03-10T01:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.10288,1.10288,1.10575,1.0971400000000002,tp,1.0971400000000002,2.0,500.0,True,,7.209,-0.073,0.277,,,,,,,,,1.982,1.578,3.156,49,20.0,1.0,27.0,23.0,26,premium,1.0,True,10.0,4.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2016-03-08T14:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,True,0,0.31,1.61,1.07,marginal,False,1.844,0.38,4.268,0.001448,0.001968,0.356,1,50.299,True,Crude Oil Inventories,USD,ff,2016-03-09T15:30:00+00:00,False,16,bearish,with_trend,True,False,False,,1.0967,False,False,False,SWEPT_LOW,intact,swept,swept,intact,1.982,14.069,PD,PW,False,1.0,PD,,,,,,,,0.0,high,0.0,0.0,True,2,32.0,"eq,sw,pd,pw",True,0.09,1.338,3.433,True,True,1.105,1.338,2.417,False,2.0,True,0.09,1.338,3.433,True,False,,,,,True,0.0,bare,False,,False,none,none,none,False,2016-03-09T15:00:00+00:00,1,2016-03-08T18:00:00+00:00,SHORT,aligned,68.3,False,0,60.41,1.0191,fresh,NY,NY,True,False,OB only,0.545,A+ Reversal at the Wall,premium,0.9348,1.1043,1.08251,premium,both_premium,4.862,0.654,0.57,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7302,EURUSD,2016-03-10T06:00:00+00:00,2016-03-10T14:00:00+00:00,2016-03-10T14:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.10127,1.10127,1.10382,1.09617,sl,1.10382,-1.0,-250.0,True,,0.0,-0.0,,False,,,5.806,,,,,1.92,1.92,3.841,28,0.0,0.0,49.0,44.0,41,premium,1.0,True,7.0,4.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2016-03-08T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,True,1,0.33,1.69,1.13,marginal,False,1.77,,3.442,0.001328,0.004547,0.8,2,43.875,False,,,,,False,6,bearish,with_trend,True,False,False,,1.0967,False,False,False,EXPANSION_DOWN,intact,broken,swept,swept,1.642,,PD,,False,0.0,PW,,,,,,,,0.0,low,0.0,0.0,True,1,53.0,"eq,sw,pd,pw",True,0.098,1.338,3.743,True,False,,,,,,True,0.098,1.338,3.743,True,False,,,,,True,-0.279,bare,False,,False,none,none,none,False,2016-03-10T05:00:00+00:00,1,2016-03-08T18:00:00+00:00,SHORT,aligned,75.5,False,0,95.81,1.68,stale,NY,NY,True,True,Both,0.438,,,0.8609,1.1043,1.08251,premium,both_premium,-4.3,0.532,0.206,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,ECB Press Conference,EUR,0.0,
B7303,EURUSD,2016-03-10T08:00:00+00:00,2016-03-10T08:00:00+00:00,2016-03-10T10:00:00+00:00,London,bearish,BOS BOS,proximal,1.09749,1.09749,1.09831,1.0958500000000004,sl,1.09831,-1.0,-250.0,True,,18.659,-0.537,-0.054,True,False,True,0.226,19.632,,1.0,True,0.686,0.686,1.372,34,5.0,3.0,3.0,1.0,3,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-10T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.22,0.51,0.51,marginal,,0.519,,1.029,0.001195,0.001185,0.774,0,41.179,False,,,,,False,8,bearish,with_trend,False,False,False,,1.09626,False,False,False,INSIDE,intact,intact,swept,intact,4.987,2.444,PD,PD,True,39.0,PW,,,,,,,,90.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-03-10T07:00:00+00:00,1,2016-03-10T07:00:00+00:00,SHORT,counter,32.9,False,2,7.7,0.6337,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.6875,1.1043,1.08251,premium,mixed,-0.745,0.711,0.41,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7304,EURUSD,2016-03-11T04:00:00+00:00,2016-03-11T04:00:00+00:00,2016-03-11T08:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.11734,1.11734,1.11959,1.1128399999999998,tp,1.1128399999999998,2.0,500.0,True,,4.147,-0.796,0.482,,,,,,,,,0.506,0.506,1.012,14,7.0,12.0,4.0,1.0,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-11T00:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.1,0.32,0.32,marginal,,0.461,,0.184,0.004445,0.003058,0.39,0,46.408,False,,,,,False,4,bearish,with_trend,True,False,False,,1.11652,False,False,False,INSIDE,intact,intact,broken,swept,0.997,7.908,PD,PD,False,13.0,PW,,,,,,,,13.0,low,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.49,bare,False,,False,none,none,none,False,2016-03-11T03:00:00+00:00,1,2016-03-11T03:00:00+00:00,SHORT,aligned,88.8,False,1,99.13,2.3154,no_fvg,Asia,Asia,False,False,Neither,1.0,,,1.5984,1.1043,1.08251,premium,both_premium,-0.398,0.449,0.288,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7305,EURUSD,2016-03-14T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.11556,1.11556,1.11653,1.1136200000000005,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.766,0.766,1.533,0,,,,,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-14T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.16,1.89,1.89,solid,,0.608,,1.635,0.001266,,0.688,0,52.298,False,,,,,False,8,bearish,with_trend,True,False,False,,1.11349,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-03-14T07:00:00+00:00,1,2016-03-14T07:00:00+00:00,SHORT,aligned,54.9,False,2,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,0.8431,1.12177,1.08219,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7306,EURUSD,2016-03-15T13:00:00+00:00,2016-03-16T18:00:00+00:00,2016-03-16T18:00:00+00:00,NY,bearish,BOS BOS,proximal,1.11556,1.11556,1.11653,1.1136200000000005,sl,1.11653,-1.0,-250.0,True,,0.0,-0.0,,False,,,4.843,,,,,0.766,0.612,1.223,48,0.0,0.0,62.0,59.0,33,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-03-14T04:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.16,1.89,1.89,solid,,0.608,0.751,6.17,0.001266,0.002576,0.688,0,53.465,True,Core Retail Sales m/m,USD,ff,2016-03-15T12:30:00+00:00,False,13,bearish,with_trend,True,False,False,,1.10775,False,False,False,SWEPT_LOW,intact,swept,intact,intact,4.906,2.433,PW,PD,True,0.0,PD,,,,,,,,,,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.071,bare,False,,True,sweep,asia,high,True,2016-03-15T12:00:00+00:00,2,2016-03-14T07:00:00+00:00,SHORT,aligned,54.9,False,2,37.5,0.8472,fresh,Asia,NY,False,False,Neither,0.452,,,0.8431,1.12177,1.08219,premium,both_premium,1.801,0.299,0.049,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,FOMC Press Conference,USD,1.0,Federal Funds Rate
B7307,EURUSD,2016-03-17T08:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.12241,1.12241,1.1214,1.1244299999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.395,0.395,0.79,0,,,,,4,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-03-17T04:00:00+00:00,BOS,Confirm,0,holding,True,pristine,True,0,0.93,1.6,1.6,solid,,0.317,0.172,1.38,0.002557,,0.481,0,43.351,False,,,,,False,8,bullish,with_trend,False,False,False,,1.12594,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.36,bare,False,,False,none,none,none,False,2016-03-17T07:00:00+00:00,1,2016-03-17T07:00:00+00:00,LONG,counter,82.5,False,1,,,fresh,Asia,London,False,False,never_filled,1.0,,,1.0162,1.12177,1.08219,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7308,EURUSD,2016-03-17T13:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.12241,1.12241,1.1214,1.1244299999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.395,0.45,0.899,0,,,,,9,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-03-17T04:00:00+00:00,BOS,Confirm,0,holding,True,pristine,True,0,0.93,1.6,1.6,solid,,0.317,0.172,4.618,0.002557,,0.481,0,33.048,True,Philly Fed Manufacturing Index,USD,ff,2016-03-17T12:30:00+00:00,False,13,bullish,with_trend,False,False,False,,1.13422,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,1,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.36,bare,False,,False,break,asia,high,True,2016-03-17T12:00:00+00:00,2,2016-03-17T07:00:00+00:00,LONG,counter,82.5,False,1,,,fresh,Asia,NY,False,False,never_filled,0.629,,,1.0162,1.12177,1.08219,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7309,EURUSD,2016-03-18T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.13163,1.13163,1.13385,1.1271899999999997,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,2.004,2.004,4.008,0,,,,,6,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-18T01:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.92,1.27,0.85,marginal,False,1.823,,2.248,0.001108,,0.431,0,40.69,False,,,,,False,7,bullish,ambiguous,False,False,True,bearish,1.12914,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.126,bare,False,,False,sweep,asia,high,True,2016-03-18T06:00:00+00:00,1,2016-03-18T06:00:00+00:00,SHORT,aligned,90.9,False,0,,,no_fvg,Asia,London,False,False,never_filled,1.0,,,1.2491,1.12177,1.08219,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7310,EURUSD,2016-03-18T10:00:00+00:00,2016-03-22T08:00:00+00:00,2016-03-22T08:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.12241,1.12241,1.1214,1.1244299999999998,sl,1.1214,-1.0,-250.0,True,,1.188,-0.891,-0.842,False,,,1.013,,,,,0.395,0.659,1.318,49,6.0,11.0,124.0,72.0,30,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2016-03-17T04:00:00+00:00,BOS,Confirm,0,holding,True,pristine,True,0,0.93,1.6,1.6,solid,,0.317,0.172,4.618,0.002557,0.001417,0.481,0,36.857,False,,,,,False,10,bullish,counter_trend,False,False,True,bearish,1.13422,False,True,False,SWEPT_LOW,intact,swept,intact,intact,2.358,6.515,PD,PW,True,7.0,PD,2.358,2.0,,,True,,,7.0,low,2.0,0.0,True,1,88.0,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,True,0.485,3.909,7.348,False,True,-0.36,bare,False,,False,break,asia,low,True,2016-03-18T09:00:00+00:00,3,2016-03-17T07:00:00+00:00,LONG,counter,82.5,False,1,3.65,0.557,fresh,Asia,London,False,True,Fill only,1.0,,,1.0162,1.12177,1.08219,premium,both_premium,0.395,0.482,0.047,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German ifo Business Climate,EUR,1.0,German ifo Business Climate
B7311,EURUSD,2016-03-21T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.13163,1.13163,1.13385,1.1271899999999997,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,2.004,1.524,3.047,0,,,,,33,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-03-18T01:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.92,1.27,0.85,marginal,False,1.823,0.713,5.461,0.001108,,0.431,0,52.779,False,,,,,False,11,bearish,with_trend,True,False,False,,1.12558,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.126,bare,False,,False,sweep,asia,high,True,2016-03-21T10:00:00+00:00,2,2016-03-18T06:00:00+00:00,SHORT,aligned,90.9,False,0,,,fresh,Asia,London,False,False,never_filled,0.757,,,0.909,1.13422,1.10575,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7312,EURUSD,2016-03-23T05:00:00+00:00,,,Asia,bearish,BOS BOS,proximal,1.12112,1.12112,1.12178,1.1197999999999997,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.64,0.64,1.28,0,,,,,3,discount,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-23T02:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.38,0.56,0.56,marginal,,0.446,,0.727,0.001031,,0.217,0,52.083,False,,,,,False,5,bearish,with_trend,False,False,False,,1.12037,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2016-03-23T04:00:00+00:00,1,2016-03-23T04:00:00+00:00,SHORT,counter,15.0,False,3,,,no_fvg,Asia,Asia,False,False,never_filled,1.0,Caution: Late-Trend Chase,caution,0.5399,1.13422,1.10575,premium,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7313,EURUSD,2016-03-23T13:00:00+00:00,2016-03-23T13:00:00+00:00,2016-03-25T16:00:00+00:00,NY,bearish,BOS BOS,proximal,1.11807,1.11807,1.12022,1.1137699999999997,timeout,1.11638,0.786,196.5,False,unresolved:timeout,1.712,-0.321,0.459,,,,,,,,,1.808,1.808,3.616,49,20.0,1.0,3.0,1.0,3,discount,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-23T10:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.8,1.66,1.66,solid,,1.64,,1.236,0.001189,0.001373,0.323,0,41.391,True,German Buba President Weidmann Speaks,EUR,ff,2016-03-23T12:40:00+00:00,False,13,bearish,with_trend,False,False,False,,1.1166,False,False,True,SWEPT_LOW,intact,swept,intact,intact,6.634,10.359,PD,PW,False,1.0,PD,8.72,2.0,,,False,6.912,False,35.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,break,asia,low,True,2016-03-23T12:00:00+00:00,1,2016-03-23T12:00:00+00:00,SHORT,counter,8.3,False,4,8.73,0.6212,no_fvg,London,NY,False,True,Fill only,1.0,Caution: Late-Trend Chase,caution,0.4327,1.13422,1.10575,discount,both_discount,-1.665,0.423,0.563,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Crude Oil Inventories,USD,1.0,Crude Oil Inventories
B7314,EURUSD,2016-03-24T11:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.12112,1.12112,1.12178,1.1197999999999997,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,0.64,0.526,1.052,0,,,,,31,discount,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2016-03-23T02:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.38,0.56,0.56,marginal,,0.446,,3.044,0.001031,,0.217,0,57.231,True,Long Term Refinancing Operation,EUR,ff,2016-03-24T10:30:00+00:00,False,11,bearish,with_trend,False,False,False,,1.11798,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,sweep,asia,high,True,2016-03-24T10:00:00+00:00,2,2016-03-23T04:00:00+00:00,SHORT,counter,15.0,False,3,,,no_fvg,Asia,London,False,False,never_filled,1.0,Caution: Late-Trend Chase,caution,0.5399,1.13422,1.10575,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B7315,EURUSD,2016-03-25T11:00:00+00:00,2016-03-25T11:00:00+00:00,2016-03-25T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.11689,1.11689,1.116,1.1186699999999996,sl,1.116,-1.0,-250.0,True,,0.135,-0.966,-7.407,True,False,False,0.058,0.844,,,True,1.029,1.029,2.058,7,2.0,2.0,4.0,1.0,4,discount,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2016-03-25T07:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.47,0.79,0.53,marginal,False,0.798,,0.786,0.000865,0.000846,0.942,0,56.728,False,,,,,False,11,bearish,ambiguous,False,False,True,bullish,1.11757,False,,,INSIDE,intact,intact,intact,intact,2.139,2.89,PD,PD,True,,,2.139,3.0,,,True,,,79.0,low,3.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,-0.092,False,none,none,none,False,2016-03-25T10:00:00+00:00,1,2016-03-25T10:00:00+00:00,LONG,aligned,15.4,False,0,0.2,0.4555,no_fvg,London,London,True,True,Both,1.0,,,0.3913,1.13422,1.10575,discount,both_discount,-1.249,0.548,0.537,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Final GDP q/q,USD,1.0,Final GDP q/q
B7316,EURUSD,2016-03-28T13:00:00+00:00,2016-03-29T07:00:00+00:00,2016-03-29T09:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.11688,1.11688,1.11603,1.11858,tp,1.11858,2.0,500.0,True,,23.106,-0.0,0.087,,,,,,,,,1.087,1.087,2.174,41,31.0,0.0,21.0,19.0,3,discount,1.0,True,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2016-03-28T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,True,0,0.99,2.54,1.7,solid,True,0.831,,1.79,0.000782,0.000994,0.569,0,51.439,True,Core PCE Price Index m/m,USD,ff,2016-03-28T12:30:00+00:00,False,13,bearish,ambiguous,False,False,True,bullish,1.11828,False,False,False,INSIDE,intact,intact,intact,intact,6.508,2.058,PD,PD,False,,,14.78,2.0,,,True,,,1.0,high,2.0,0.0,True,2,34.0,"eq,sw,pd,pw",True,0.243,0.446,2.979,False,False,,,,,,False,,,,,False,,,,,False,,,True,0.013,False,sweep,asia,high,True,2016-03-28T12:00:00+00:00,1,2016-03-28T12:00:00+00:00,LONG,aligned,15.1,False,0,2.39,0.4735,no_fvg,London,London,False,True,Fill only,1.0,,,0.1772,1.12844,1.11439,discount,both_discount,0.153,0.315,0.125,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B7317,EURUSD,2016-03-28T14:00:00+00:00,2016-03-28T14:00:00+00:00,2016-03-28T14:00:00+00:00,NY,bearish,BOS BOS,proximal,1.12112,1.12112,1.12178,1.1197999999999997,sl,1.12178,-1.0,-250.0,True,,6.439,-0.712,-0.155,True,False,False,0.184,14.291,,,True,0.64,0.691,1.382,49,17.0,21.0,132.0,80.0,82,discount,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2016-03-23T02:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.38,0.56,0.56,marginal,,0.446,0.078,3.044,0.001031,0.001051,0.217,0,35.484,True,Pending Home Sales m/m,USD,ff,2016-03-28T14:00:00+00:00,False,14,bearish,counter_trend,False,False,True,bullish,1.11798,False,False,False,BOTH_SIDES,swept,swept,intact,intact,7.097,6.525,PW,PW,True,1.0,PD,7.097,2.0,,,False,6.457,False,106.0,low,2.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,True,break,asia,high,True,2016-03-28T13:00:00+00:00,3,2016-03-23T04:00:00+00:00,SHORT,counter,15.0,False,3,3.19,0.5037,fresh,Asia,NY,False,True,Fill only,1.0,,,0.479,1.12844,1.11439,discount,both_discount,4.082,0.606,0.71,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
