pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,alert_bar_ts,alert_seq,bos_timestamp,bias,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
EURUSD,2026-02-25T06:00:00+00:00,2026-02-25T08:00:00+00:00,2026-02-25T10:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.17966,1.1785700000000001,1.18106,,1.56,,sl,1.1785700000000001,-1.0,-1.0,-1.0,-250.0,0.641,-1.145,2,-1,-1,3,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-25T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,2026-02-25T05:00:00+00:00,1,2026-02-25T05:00:00+00:00,LONG,fresh,Asia,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-25T06:00:00+00:00,2026-02-25T09:00:00+00:00,2026-02-25T10:00:00+00:00,Asia,bullish,BOS BOS,50pct,1.17931,1.1785700000000001,1.18106,,3.241,,sl,1.1785700000000001,-1.0,-1.0,-1.0,-250.0,0.476,-1.214,1,-1,-1,3,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-25T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,2026-02-25T05:00:00+00:00,1,2026-02-25T05:00:00+00:00,LONG,fresh,Asia,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-26T02:00:00+00:00,2026-02-26T07:00:00+00:00,2026-02-26T09:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.18147,1.18038,1.18287,,1.56,,sl,1.18038,-1.0,-1.0,-1.0,-250.0,0.645,-1.275,2,-1,-1,8,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-25T18:00:00+00:00,BOS,BOS,True,False,False,,,,,True,2,2026-02-26T01:00:00+00:00,1,2026-02-26T01:00:00+00:00,LONG,fresh,NY,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-26T02:00:00+00:00,2026-02-26T08:00:00+00:00,2026-02-26T09:00:00+00:00,Asia,bullish,BOS BOS,50pct,1.18113,1.18038,1.18287,,3.164,,sl,1.18038,-1.0,-1.0,-1.0,-250.0,1.018,-1.4,1,-1,-1,8,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-25T18:00:00+00:00,BOS,BOS,True,False,False,,,,,True,2,2026-02-26T01:00:00+00:00,1,2026-02-26T01:00:00+00:00,LONG,fresh,NY,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-26T18:00:00+00:00,2026-02-27T00:00:00+00:00,2026-02-27T08:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.18064,1.18229,1.17841,,1.53,,sl,1.18229,-1.0,-1.0,-1.0,-250.0,0.761,-1.098,8,-1,-1,4,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-26T14:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,18,2026-02-26T17:00:00+00:00,1,2026-02-26T17:00:00+00:00,SHORT,fresh,NY,Asia,True,False,OB only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-02-26T18:00:00+00:00,2026-02-27T04:00:00+00:00,2026-02-27T08:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,1.18127,1.18229,1.17841,,3.488,,sl,1.18229,-1.0,-1.0,-1.0,-250.0,1.166,-1.159,4,-1,-1,4,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-02-26T14:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,18,2026-02-26T17:00:00+00:00,1,2026-02-26T17:00:00+00:00,SHORT,fresh,NY,Asia,True,False,OB only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T07:00:00+00:00,2026-03-02T15:00:00+00:00,2026-03-02T15:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.16945,1.1683700000000001,1.17096,1.17123,1.71,2.02,sl,1.1683700000000001,-1.0,-1.0,-1.0,-250.0,2.161,-1.008,0,-1,-1,618,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-01-22T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,2026-03-02T06:00:00+00:00,1,2026-01-22T13:00:00+00:00,LONG,fresh,Asia,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T07:00:00+00:00,2026-03-02T15:00:00+00:00,2026-03-02T15:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.16911,1.1683700000000001,1.17096,1.17123,3.426,3.926,sl,1.1683700000000001,-1.0,-1.0,-1.0,-250.0,3.613,-1.012,0,-1,-1,618,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-01-22T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,2026-03-02T06:00:00+00:00,1,2026-01-22T13:00:00+00:00,LONG,fresh,Asia,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1.17786,1.1802,1.17454,1.17412,1.55,1.74,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,12,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-02T01:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,2026-03-02T12:00:00+00:00,1,2026-03-02T05:00:00+00:00,SHORT,fresh,Asia,NY,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,1.17883,1.1802,1.17454,1.17412,3.667,4.026,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,12,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-02T01:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,13,2026-03-02T12:00:00+00:00,1,2026-03-02T05:00:00+00:00,SHORT,fresh,Asia,NY,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T16:00:00+00:00,2026-03-02T17:00:00+00:00,2026-03-03T07:00:00+00:00,NY,bearish,BOS BOS,proximal,1.16986,1.17287,1.16537,1.16496,1.6,1.75,tp2,1.16496,1.628,1.6,1.75,407.0,1.674,-0.593,14,14,14,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-02T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,2026-03-02T15:00:00+00:00,1,2026-03-02T15:00:00+00:00,SHORT,no_fvg,NY,NY,True,False,OB only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-02T16:00:00+00:00,2026-03-02T19:00:00+00:00,2026-03-03T07:00:00+00:00,NY,bearish,BOS BOS,50pct,1.17117,1.17287,1.16537,1.16496,3.867,4.14,tp2,1.16496,3.653,3.867,4.14,913.25,3.734,-0.28,12,12,12,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-02T14:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,2026-03-02T15:00:00+00:00,1,2026-03-02T15:00:00+00:00,SHORT,no_fvg,NY,NY,True,False,OB only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-03T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.16659,1.16781,1.16496,1.1636,1.6,2.94,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-03T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,2026-03-03T07:00:00+00:00,1,2026-03-03T07:00:00+00:00,SHORT,no_fvg,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-03T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,1.167,1.16781,1.16496,1.1636,3.344,5.574,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,2,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-03T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,2026-03-03T07:00:00+00:00,1,2026-03-03T07:00:00+00:00,SHORT,no_fvg,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-04T23:00:00+00:00,2026-03-05T01:00:00+00:00,2026-03-05T03:00:00+00:00,Other,bullish,CHoCH CHoCH,proximal,1.1636,1.16226,1.16564,1.16577,1.77,1.89,sl,1.16226,-1.0,-1.0,-1.0,-250.0,1.014,-1.712,2,-1,-1,5,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-03-04T18:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,23,2026-03-04T22:00:00+00:00,1,2026-03-04T20:00:00+00:00,LONG,fresh,NY,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-04T23:00:00+00:00,2026-03-05T02:00:00+00:00,2026-03-05T03:00:00+00:00,Other,bullish,CHoCH CHoCH,50pct,1.16313,1.16226,1.16564,1.16577,3.746,3.94,sl,1.16226,-1.0,-1.0,-1.0,-250.0,0.388,-2.097,1,-1,-1,5,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-03-04T18:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,23,2026-03-04T22:00:00+00:00,1,2026-03-04T20:00:00+00:00,LONG,fresh,NY,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-05T06:00:00+00:00,2026-03-05T09:00:00+00:00,2026-03-05T13:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.1636,1.16536,1.16104,1.16063,1.65,1.91,tp2,1.16063,1.687,1.65,1.91,421.75,2.375,-0.386,4,1,4,6,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-05T00:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,6,2026-03-05T05:00:00+00:00,1,2026-03-05T05:00:00+00:00,SHORT,fresh,Asia,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-05T06:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,50pct,1.16428,1.16536,1.16104,1.16063,3.682,4.148,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,6,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-05T00:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,6,2026-03-05T05:00:00+00:00,1,2026-03-05T05:00:00+00:00,SHORT,fresh,Asia,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-05T20:00:00+00:00,2026-03-05T21:00:00+00:00,2026-03-05T21:00:00+00:00,NY,bearish,BOS BOS,proximal,1.15768,1.1596899999999999,1.15447,1.15433,1.77,1.85,sl,1.1596899999999999,-1.0,-1.0,-1.0,-250.0,0.0,-1.804,0,-1,-1,3,discount,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-05T17:00:00+00:00,BOS,BOS,False,False,False,,,,,True,20,2026-03-05T19:00:00+00:00,1,2026-03-05T19:00:00+00:00,SHORT,no_fvg,NY,Other,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-05T20:00:00+00:00,2026-03-05T21:00:00+00:00,2026-03-05T21:00:00+00:00,NY,bearish,BOS BOS,50pct,1.15848,1.1596899999999999,1.15447,1.15433,3.97,4.109,sl,1.1596899999999999,-1.0,-1.0,-1.0,-250.0,0.0,-2.335,0,-1,-1,3,discount,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-05T17:00:00+00:00,BOS,BOS,False,False,False,,,,,True,20,2026-03-05T19:00:00+00:00,1,2026-03-05T19:00:00+00:00,SHORT,no_fvg,NY,Other,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-06T13:00:00+00:00,2026-03-06T14:00:00+00:00,2026-03-06T15:00:00+00:00,NY,bearish,BOS BOS,proximal,1.15768,1.15915,1.15553,1.15513,1.68,2.0,sl,1.15915,-1.0,-1.0,-1.0,-250.0,1.732,-1.184,1,-1,-1,3,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-06T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,2026-03-06T12:00:00+00:00,1,2026-03-06T12:00:00+00:00,SHORT,fresh,London,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-06T13:00:00+00:00,2026-03-06T15:00:00+00:00,2026-03-06T15:00:00+00:00,NY,bearish,BOS BOS,50pct,1.15821,1.15915,1.15553,1.15513,3.622,4.162,sl,1.15915,-1.0,-1.0,-1.0,-250.0,0.711,-1.288,0,-1,-1,3,discount,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-06T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,2026-03-06T12:00:00+00:00,1,2026-03-06T12:00:00+00:00,SHORT,fresh,London,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-09T06:00:00+00:00,2026-03-09T19:00:00+00:00,2026-03-09T19:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.1609,1.16265,1.15821,1.15808,1.74,1.82,sl,1.16265,-1.0,-1.0,-1.0,-250.0,1.689,-1.467,0,-1,-1,8,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-06T21:00:00+00:00,BOS,BOS,False,False,False,,,,,False,6,2026-03-09T05:00:00+00:00,1,2026-03-09T00:00:00+00:00,SHORT,no_fvg,Other,NY,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-09T06:00:00+00:00,2026-03-09T19:00:00+00:00,2026-03-09T19:00:00+00:00,Asia,bearish,BOS BOS,50pct,1.16158,1.16265,1.15821,1.15808,3.874,4.023,sl,1.16265,-1.0,-1.0,-1.0,-250.0,3.399,-1.764,0,-1,-1,8,premium,2.0,1.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-06T21:00:00+00:00,BOS,BOS,False,False,False,,,,,False,6,2026-03-09T05:00:00+00:00,1,2026-03-09T00:00:00+00:00,SHORT,no_fvg,Other,NY,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-09T20:00:00+00:00,2026-03-11T12:00:00+00:00,2026-03-11T15:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.15875,1.15754,1.16063,1.16144,1.87,2.68,sl,1.15875,0.0,1.87,0.0,0.0,2.112,-1.442,3,2,-1,2,discount,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-09T18:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,20,2026-03-09T19:00:00+00:00,1,2026-03-09T19:00:00+00:00,LONG,no_fvg,NY,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-09T20:00:00+00:00,2026-03-11T12:00:00+00:00,2026-03-11T15:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,1.15835,1.15754,1.16063,1.16144,3.738,5.066,sl,1.15835,0.0,3.738,0.0,0.0,3.649,-1.66,3,2,-1,2,discount,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-09T18:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,20,2026-03-09T19:00:00+00:00,1,2026-03-09T19:00:00+00:00,LONG,no_fvg,NY,London,False,True,Fill only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-10T00:00:00+00:00,2026-03-11T15:00:00+00:00,2026-03-11T23:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.15714,1.155,1.16063,1.16144,1.8,2.22,sl,1.155,-1.0,-1.0,-1.0,-250.0,0.689,-1.311,8,-1,-1,12,discount,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-09T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,0,2026-03-09T23:00:00+00:00,1,2026-03-09T15:00:00+00:00,LONG,stale,London,NY,True,True,Both,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-10T00:00:00+00:00,2026-03-11T22:00:00+00:00,2026-03-11T23:00:00+00:00,Asia,bullish,CHoCH CHoCH,50pct,1.15627,1.155,1.16063,1.16144,4.075,4.832,sl,1.155,-1.0,-1.0,-1.0,-250.0,1.001,-1.524,1,-1,-1,12,discount,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-03-09T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,0,2026-03-09T23:00:00+00:00,1,2026-03-09T15:00:00+00:00,LONG,stale,London,Other,True,False,OB only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-10T08:00:00+00:00,2026-03-10T19:00:00+00:00,2026-03-10T22:00:00+00:00,London,bullish,BOS BOS,proximal,1.16184,1.16077,1.16333,1.16387,1.7,2.32,sl,1.16077,-1.0,-1.0,-1.0,-250.0,1.268,-1.13,3,-1,-1,5,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-10T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,2026-03-10T07:00:00+00:00,1,2026-03-10T07:00:00+00:00,LONG,fresh,Asia,NY,False,False,Neither,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-10T08:00:00+00:00,2026-03-10T19:00:00+00:00,2026-03-10T22:00:00+00:00,London,bullish,BOS BOS,50pct,1.16151,1.16077,1.16333,1.16387,3.37,4.37,sl,1.16077,-1.0,-1.0,-1.0,-250.0,2.279,-1.187,3,-1,-1,5,premium,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-10T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,2026-03-10T07:00:00+00:00,1,2026-03-10T07:00:00+00:00,LONG,fresh,Asia,NY,False,False,Neither,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-11T04:00:00+00:00,2026-03-11T07:00:00+00:00,2026-03-11T08:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.16428,1.16617,1.16144,1.16104,1.68,1.92,tp2,1.16104,1.714,1.68,1.92,428.5,1.788,-0.072,1,1,1,12,premium,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-10T16:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,4,2026-03-11T03:00:00+00:00,1,2026-03-10T21:00:00+00:00,SHORT,fresh,NY,London,True,True,Both,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-03-11T04:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,50pct,1.16503,1.16617,1.16144,1.16104,3.819,4.245,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,12,premium,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-03-10T16:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,4,2026-03-11T03:00:00+00:00,1,2026-03-10T21:00:00+00:00,SHORT,fresh,NY,Asia,True,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
