setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A5710,EURUSD,2008-03-07T06:00:00+00:00,2008-03-07T07:00:00+00:00,2008-03-07T12:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.5378,1.537,1.5368,1.5429,,6.38,,tp1,1.5429,5.1,6.38,0.0,1275.0,True,,5.1,-0.0,,,5,5,-1,6.0,3.0,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-07T01:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.04,1.31,1.31,marginal,0.35,0.35,11.258,0.001714,0.5,0,False,,,,,False,6,bullish,with_trend,False,False,,1.5429,20.9,False,True,False,2008-03-07T05:00:00+00:00,1,2008-03-07T04:00:00+00:00,LONG,False,counter,82.0,False,5,fresh,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5711,EURUSD,2008-03-11T09:00:00+00:00,2008-03-11T11:00:00+00:00,2008-03-11T11:00:00+00:00,London,bullish,BOS BOS,proximal,1.5363,1.5337,1.5335,1.5403,,1.54,,sl,1.5335,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,6.0,3.0,4,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2008-03-11T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.29,3.08,3.08,strong,1.282,,1.763,0.001871,0.75,0,False,,,,,False,9,bullish,with_trend,False,False,,1.5412,63.6,False,False,False,2008-03-11T08:00:00+00:00,1,2008-03-11T08:00:00+00:00,LONG,,aligned,34.0,False,1,no_fvg,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5712,EURUSD,2008-03-17T07:00:00+00:00,2008-03-18T18:00:00+00:00,2008-03-19T14:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.5645,1.5596,1.5594000000000001,1.5902,,5.24,,sl,1.5645,0.0,-1.0,-1.0,0.0,True,,2.765,-0.627,False,False,20,-1,-1,100.0,42.0,16,premium,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2008-03-14T14:00:00+00:00,BOS,Confirm,holding,False,full,False,0,2.87,1.12,1.12,marginal,0.994,,7.402,0.004729,0.766,0,False,,,,,False,7,bullish,with_trend,False,False,,1.5901999999999998,45.5,False,True,False,2008-03-17T06:00:00+00:00,1,2008-03-17T00:00:00+00:00,LONG,False,counter,58.6,False,1,fresh,NY,NY,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5713,EURUSD,2008-03-18T10:00:00+00:00,2008-03-18T11:00:00+00:00,2008-03-18T17:00:00+00:00,London,bullish,BOS BOS,proximal,1.5776,1.5746,1.5744,1.5902,,4.2,,sl,1.5744,-1.0,-1.0,-1.0,-250.0,True,,0.969,-0.562,False,False,6,-1,-1,5.0,2.0,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-18T06:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.76,1.1,1.1,marginal,1.086,0.116,3.064,0.002579,0.75,0,False,,,,,False,10,bullish,with_trend,False,False,,1.583,45.8,False,False,False,2008-03-18T09:00:00+00:00,1,2008-03-18T09:00:00+00:00,LONG,,counter,79.7,False,2,fresh,Asia,London,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5714,EURUSD,2008-03-19T18:00:00+00:00,2008-03-19T23:00:00+00:00,2008-03-20T06:00:00+00:00,NY,bullish,BOS BOS,proximal,1.5573,1.554,1.5538,1.5626,1.5644,1.61,2.15,sl,1.5573,0.0,-1.0,-1.0,0.0,True,,1.0,-0.143,True,False,7,-1,-1,162.0,109.0,108,discount,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2008-03-13T05:00:00+00:00,BOS,BOS,holding,False,none,False,2,0.24,0.3,0.3,marginal,0.625,,4.72,0.004957,0.548,0,False,,,,,False,18,bullish,with_trend,False,False,,1.5901999999999998,59.8,False,False,True,2008-03-19T17:00:00+00:00,1,2008-03-13T09:00:00+00:00,LONG,False,aligned,-3.2,False,1,no_fvg,Asia,Other,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5715,USDJPY,2008-02-19T05:00:00+00:00,2008-02-20T12:00:00+00:00,2008-02-20T16:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,108.17,108.29,108.31,107.76,,3.42,,sl,108.17,0.0,-1.0,-1.0,0.0,True,,2.643,-0.357,True,True,4,-1,-1,37.0,32.0,6,premium,1.0,True,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-02-18T23:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.24,2.42,1.62,solid,0.859,0.172,1.117,0.116429,0.3,0,False,,,,,False,5,bullish,ambiguous,False,True,bearish,107.79,92.7,False,False,False,2008-02-19T04:00:00+00:00,1,2008-02-19T04:00:00+00:00,SHORT,True,aligned,84.4,False,0,fresh,Other,London,False,True,Fill only,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5716,USDJPY,2008-02-19T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,106.95,106.86,106.84,107.41,,5.11,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,126,discount,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2008-02-12T03:00:00+00:00,BOS,BOS,holding,False,none,False,1,0.36,0.77,0.77,marginal,0.492,,4.151,0.142143,0.286,1,False,,,,,False,10,bullish,counter_trend,False,True,bearish,108.59,75.6,False,False,False,2008-02-19T09:00:00+00:00,1,2008-02-12T06:00:00+00:00,LONG,,aligned,-106.2,False,1,no_fvg,Asia,London,True,False,never_filled,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5717,USDJPY,2008-02-19T13:00:00+00:00,2008-02-19T13:00:00+00:00,2008-02-19T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,107.7,107.9,107.92,107.25,,2.25,,sl,107.7,0.0,-1.0,-1.0,0.0,True,,1.636,-0.182,False,False,4,-1,-1,6.0,5.0,6,discount,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2008-02-19T07:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,2.18,1.67,1.12,marginal,0.962,,0.695,0.187143,0.556,0,False,,,,,False,13,bullish,ambiguous,False,True,bearish,107.2,50.0,False,False,False,2008-02-19T12:00:00+00:00,1,2008-02-19T08:00:00+00:00,SHORT,True,counter,10.9,False,0,fresh,London,NY,False,True,Fill only,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5718,USDJPY,2008-02-21T15:00:00+00:00,2008-02-25T15:00:00+00:00,2008-02-25T18:00:00+00:00,NY,bearish,BOS BOS,proximal,108.11,108.33,108.35,107.76,,1.59,,sl,108.11,0.0,1.59,6.75,0.0,True,,1.083,-0.0,True,True,3,21,-1,101.0,48.0,5,premium,0.0,,5.0,3.0,1.0,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2008-02-21T10:00:00+00:00,BOS,BOS,holding,False,none,True,0,2.16,2.84,2.84,strong,1.098,,1.922,0.182143,0.65,0,False,,,,,False,15,bearish,with_trend,False,False,,107.5,80.3,False,False,True,2008-02-21T14:00:00+00:00,1,2008-02-21T14:00:00+00:00,SHORT,False,aligned,70.9,False,1,no_fvg,London,NY,False,True,Fill only,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5719,USDJPY,2008-02-22T09:00:00+00:00,2008-02-24T23:00:00+00:00,2008-02-25T00:00:00+00:00,London,bearish,BOS BOS,proximal,107.42,107.52,107.53999999999999,107.25,107.2,1.7,2.2,tp1,107.25,1.417,1.7,0.0,354.25,True,,1.417,-0.0,,,1,1,-1,68.0,14.0,6,discount,0.0,,4.0,1.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-02-22T03:00:00+00:00,BOS,BOS,fading,True,partial,False,0,0.85,1.57,1.57,solid,0.523,0.523,2.617,0.152857,0.375,0,False,,,,,False,9,bearish,with_trend,False,False,,106.99,78.2,False,False,True,2008-02-22T08:00:00+00:00,1,2008-02-22T08:00:00+00:00,SHORT,,counter,32.6,False,2,fresh,Asia,Other,True,False,OB only,Caution: Late-Trend Chase,caution,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5720,USDJPY,2008-02-25T09:00:00+00:00,2008-02-26T16:00:00+00:00,2008-02-26T19:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,107.42,107.2,107.18,107.83,,1.86,,sl,107.18,-1.0,-1.0,-1.0,-250.0,True,,0.458,-0.917,True,False,3,-1,-1,35.0,32.0,4,discount,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-02-25T05:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.94,1.64,1.09,marginal,1.202,,0.841,0.166429,0.8,0,False,,,,,False,9,bearish,ambiguous,False,True,bullish,107.81,73.6,False,False,False,2008-02-25T08:00:00+00:00,1,2008-02-25T08:00:00+00:00,LONG,,aligned,44.4,False,0,no_fvg,Asia,NY,False,True,Fill only,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5721,USDJPY,2008-02-25T15:00:00+00:00,2008-02-26T12:00:00+00:00,2008-02-26T14:00:00+00:00,NY,bullish,Confirmation BOS,proximal,107.77,107.56,107.54,108.16,108.26,1.86,2.33,sl,107.54,-1.0,-1.0,-1.0,-250.0,True,,0.174,-0.739,True,False,2,-1,-1,23.0,22.0,2,premium,0.0,,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2008-02-25T13:00:00+00:00,BOS,Confirm,holding,False,none,False,0,0.59,2.59,2.59,strong,1.099,,3.992,0.172857,0.474,0,False,,,,,False,15,bullish,with_trend,False,False,,108.09,39.5,False,False,False,2008-02-25T14:00:00+00:00,1,2008-02-25T14:00:00+00:00,LONG,,counter,66.2,False,1,no_fvg,NY,London,True,True,Both,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A5722,USDJPY,2008-02-25T16:00:00+00:00,2008-02-26T02:00:00+00:00,2008-02-26T12:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,107.8,107.58,107.56,108.16,108.26,1.64,2.09,sl,107.8,0.0,-1.0,-1.0,0.0,True,,1.125,-0.0,False,False,10,-1,-1,14.0,13.0,4,premium,0.0,False,6.5,3.0,0.0,2.0,0.5,1.0,"structure,fvg,freshness",False,h1_only,2008-02-25T12:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,1,0.99,2.49,1.66,solid,1.081,0.486,0.757,0.185,0.45,0,False,,,,,False,16,bearish,ambiguous,False,True,bullish,108.13,38.8,False,False,False,2008-02-25T15:00:00+00:00,1,2008-02-25T13:00:00+00:00,LONG,False,counter,68.1,False,0,fresh,London,Asia,True,True,Both,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
