setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B5085,NZDUSD,2020-01-07T07:00:00+00:00,2020-01-08T07:00:00+00:00,2020-01-08T10:00:00+00:00,London,bearish,BOS BOS,proximal,0.66693,0.66827,0.66867,0.66504,,1.41,,0.66504,1.41,wick,,,0.66504,1.41,,,,True,triple,tp1,0.66504,1.086,1.41,3.034,271.5,True,,1.086,-0.144,1.0,,,,,,,2.175,3,3,-1,28.0,25.0,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-01-07T03:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.4,0.68,0.68,marginal,,1.175,0.875,2.0,0.0008,0.001168,0.489,0,52.528,False,,,,,False,7,bearish,with_trend,True,False,False,,0.66534,False,False,False,SWEPT_LOW,intact,swept,intact,swept,1.175,,PD,,False,0.0,PW,,,,,,,,26.0,high,0.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,True,0.0,False,sweep,asia,high,True,2020-01-07T06:00:00+00:00,1,2020-01-07T06:00:00+00:00,SHORT,,aligned,73.1,False,1,fresh,Asia,London,True,False,OB only,1.0,A First Pullback,premium,0.2296,0.67552,0.66437,discount,mixed,0.0,0.281,0.581,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5086,NZDUSD,2020-01-08T08:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,0.66945,0.67039,0.67079,0.66851,,1.0,,0.66851,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.385,0,-1,-1,,,81,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2020-01-02T23:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.18,1.34,1.34,marginal,,0.558,0.424,5.156,0.000968,,0.426,0,41.147,False,,,,,False,8,bearish,counter_trend,True,False,True,bullish,0.66437,False,,,,,,,,,,,,,,,,,,,,,,,,,,True,EQ,0.67377,0.599,0.071,5.755,1,False,-1.271,2.0,102.0,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2020-01-08T07:00:00+00:00,4,2020-01-03T01:00:00+00:00,SHORT,,aligned,53.2,False,1,fresh,Other,London,False,False,never_filled,0.882,,,0.4556,0.67552,0.66437,discount,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5087,NZDUSD,2020-01-09T09:00:00+00:00,2020-01-13T03:00:00+00:00,2020-01-13T08:00:00+00:00,London,bearish,BOS BOS,proximal,0.66459,0.66529,0.66569,0.66341,,1.69,,0.66168,4.16,zone,,,0.66192,3.81,,,,False,triple,tp1,0.66341,1.073,1.69,3.109,268.25,True,,1.073,-0.582,1.0,,,,,,,1.377,5,5,-1,94.0,43.0,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-09T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.36,1.73,1.73,solid,,0.376,,2.154,0.000799,0.000854,0.767,1,47.771,False,,,,,False,9,bearish,with_trend,True,False,False,,0.66268,False,False,False,INSIDE,intact,intact,intact,intact,4.233,0.188,PW,PD,True,,,1.653,2.0,,,False,0.275,True,67.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.275,bare,False,,True,sweep,asia,high,True,2020-01-09T08:00:00+00:00,1,2020-01-09T08:00:00+00:00,SHORT,,aligned,52.9,False,1,no_fvg,Asia,Asia,False,True,Fill only,0.877,,,0.0197,0.67552,0.66437,discount,mixed,0.476,0.328,0.134,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5088,NZDUSD,2020-01-10T05:00:00+00:00,2020-01-10T09:00:00+00:00,2020-01-10T11:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,0.66138,0.6607,0.6603,0.66206,,1.0,,0.66206,1.0,wick,,,,,,,,False,triple,tp1,0.66206,0.63,1.0,0.0,157.5,True,,0.63,-0.352,1.0,,,,,,,1.556,2,2,-1,6.0,5.0,2,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-01-10T03:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.21,0.73,0.49,marginal,False,0.403,,1.008,0.000694,0.000723,0.214,0,57.846,False,,,,,False,5,bearish,ambiguous,False,False,True,bullish,0.66193,False,False,False,INSIDE,intact,intact,intact,broken,6.337,2.06,PD,PD,False,31.0,PW,6.525,2.0,,,True,,,49.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.274,PD,False,,False,sweep,asia,high,True,2020-01-10T04:00:00+00:00,1,2020-01-10T04:00:00+00:00,LONG,,aligned,19.8,False,0,no_fvg,Asia,London,True,False,OB only,,,,-0.2682,0.67552,0.66437,discount,both_discount,0.677,0.514,0.175,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5089,NZDUSD,2020-01-10T16:00:00+00:00,2020-01-14T01:00:00+00:00,2020-01-14T09:00:00+00:00,NY,bullish,Confirmation BOS,proximal,0.66188,0.66105,0.6606500000000001,0.66492,,3.66,,0.66591,4.86,zone,,,0.66564,4.53,,,,False,triple,sl,0.66188,0.0,-1.0,-1.0,0.0,True,,1.187,-0.0,0.0,True,False,0.077,3.909,,True,1.351,8,-1,-1,85.0,34.0,4,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-01-10T12:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,1.31,1.81,1.81,solid,,0.472,,2.108,0.000911,0.000797,0.884,1,49.402,False,,,,,False,16,bullish,with_trend,True,False,False,,0.66407,False,True,False,INSIDE,intact,intact,intact,intact,0.121,2.119,PD,PW,True,,,2.416,2.0,2.119,2.0,False,0.769,True,116.0,high,2.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.384,bare,False,,False,break,asia,high,True,2020-01-10T15:00:00+00:00,1,2020-01-10T15:00:00+00:00,LONG,False,aligned,46.8,False,1,no_fvg,London,Asia,True,True,Both,0.992,,,-0.2233,0.67552,0.66437,discount,both_discount,0.373,0.473,0.566,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5090,NZDUSD,2020-01-13T05:00:00+00:00,2020-01-13T08:00:00+00:00,2020-01-13T10:00:00+00:00,Asia,bullish,BOS BOS,proximal,0.66414,0.66342,0.66302,0.66492,,1.08,,0.66591,2.46,zone,,,0.66566,2.11,,,,False,triple,sl,0.66302,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.92,,False,False,1.115,,,,1.358,2,-1,-1,6.0,5.0,3,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-01-13T02:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.07,1.7,1.7,solid,,0.388,0.606,1.842,0.000825,0.000729,0.25,0,39.683,False,,,,,False,5,bullish,with_trend,False,False,False,,0.66523,False,True,False,SWEPT_HIGH,swept,intact,intact,intact,4.642,4.885,PW,PD,True,0.0,PD,2.145,2.0,5.079,2.0,True,3.721,False,99.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.121,bare,False,,False,break,asia,high,True,2020-01-13T04:00:00+00:00,1,2020-01-13T03:00:00+00:00,LONG,,counter,79.4,False,2,fresh,Asia,London,True,False,OB only,0.41,,,0.5224,0.66797,0.65995,premium,both_premium,0.412,0.434,0.115,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5091,NZDUSD,2020-01-13T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.66459,0.66537,0.66577,0.66165,0.66117,3.77,4.38,0.661,4.6,zone,,zone,0.66123,4.31,0.66117,4.38,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.516,0,-1,-1,,,6,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-13T05:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.52,0.94,0.63,marginal,False,0.488,0.411,1.13,0.000779,,0.237,0,46.21,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,0.6621,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,pw,eq,sw",True,0.18,bare,False,,False,sweep,asia,high,True,2020-01-13T10:00:00+00:00,1,2020-01-13T10:00:00+00:00,SHORT,,aligned,87.9,False,0,fresh,Asia,London,False,False,never_filled,1.0,,,0.5786,0.66797,0.65995,premium,both_premium,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5092,NZDUSD,2020-01-16T09:00:00+00:00,2020-01-16T16:00:00+00:00,2020-01-16T20:00:00+00:00,London,bullish,Confirmation BOS,proximal,0.6632,0.66223,0.66183,0.66401,,0.84,,0.66523,2.09,zone,,,0.66501,1.87,,,,False,triple,tp1,0.66401,0.591,0.84,0.0,147.75,True,,0.591,-0.438,1.0,,,,,,,1.846,4,4,-1,10.0,8.0,3,premium,0.0,,7.0,4.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2020-01-16T06:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.4,0.91,0.91,marginal,,0.768,,4.918,0.000742,0.000992,0.614,0,40.644,False,,,,,False,9,bullish,with_trend,False,False,False,,0.66439,False,False,False,EXPANSION_UP,broken,intact,intact,swept,6.427,6.576,PW,PD,True,24.0,PW,,,,,,,,1.0,high,0.0,0.0,True,PD,0.66029,0.377,0.237,5.525,2,True,0.391,,16.0,"pd,eq,sw",False,,,False,,True,sweep,asia,low,True,2020-01-16T08:00:00+00:00,1,2020-01-16T08:00:00+00:00,LONG,,counter,70.6,False,1,no_fvg,Asia,NY,False,True,Fill only,1.0,,,0.4052,0.66797,0.65995,discount,mixed,1.94,0.403,0.19,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5093,NZDUSD,2020-01-17T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.66434,0.66523,0.6656299999999999,0.66345,,1.0,,0.66345,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.579,0,-1,-1,,,6,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-17T07:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,True,0,0.94,1.38,0.92,marginal,False,0.6,0.22,0.808,0.000817,,0.469,0,49.541,False,,,,,False,13,bullish,ambiguous,False,False,True,bearish,0.66144,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,asia,high,True,2020-01-17T12:00:00+00:00,1,2020-01-17T12:00:00+00:00,SHORT,,aligned,81.5,False,0,fresh,London,NY,False,False,never_filled,1.0,,,0.5474,0.66797,0.65995,premium,both_premium,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5094,NZDUSD,2020-01-20T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.6619,0.66271,0.66311,0.66078,,1.38,,0.65832,4.42,zone,,,0.65852,4.17,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.818,0,-1,-1,,,5,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-20T06:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.93,1.12,0.75,marginal,False,0.616,0.421,1.727,0.000666,,0.732,1,53.256,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,0.66014,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,False,,False,sweep,asia,high,True,2020-01-20T10:00:00+00:00,1,2020-01-20T10:00:00+00:00,SHORT,,aligned,78.6,False,0,fresh,Asia,London,False,False,never_filled,0.947,,,0.4393,0.66647,0.65832,discount,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5095,NZDUSD,2020-01-22T10:00:00+00:00,2020-01-22T10:00:00+00:00,2020-01-22T12:00:00+00:00,London,bearish,Confirmation BOS,proximal,0.65929,0.66006,0.6604599999999999,0.65852,,1.0,,0.65852,1.0,wick,,,,,,,,False,triple,sl,0.6604599999999999,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.419,,False,False,0.323,,4.0,,1.8,2,-1,-1,11.0,10.0,11,discount,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2020-01-21T23:00:00+00:00,BOS,Confirm,0,holding,False,full,False,1,0.6,1.02,1.02,marginal,,0.569,,4.277,0.00065,0.000666,0.324,0,65.175,False,,,,,False,10,bearish,with_trend,False,False,False,,0.65807,False,False,False,SWEPT_LOW,intact,swept,intact,swept,3.554,,PD,,False,0.0,PD,3.554,2.0,,,False,1.754,False,17.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,True,sweep,asia,low,True,2020-01-22T09:00:00+00:00,1,2020-01-22T00:00:00+00:00,SHORT,,counter,35.9,False,1,fresh,Other,London,False,False,Neither,1.0,,,0.119,0.66647,0.65832,discount,both_discount,0.262,0.302,0.296,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5096,NZDUSD,2020-01-22T13:00:00+00:00,2020-01-23T21:00:00+00:00,2020-01-24T18:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,0.6619,0.66271,0.66311,0.65898,,3.6,,0.65829,4.46,zone,,,0.6585,4.2,,,,False,triple,friday_flat,0.6602,1.405,3.6,6.397,351.25,True,,1.727,-0.793,0.814,,,,,,,1.818,21,25,-1,87.0,83.0,55,premium,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-20T06:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.93,1.12,0.75,marginal,False,0.616,0.421,1.727,0.000666,0.001056,0.732,1,50.924,False,,,,,False,13,bearish,with_trend,True,False,False,,0.65916,False,False,True,INSIDE,intact,intact,intact,swept,6.865,1.547,PW,PD,True,4.0,PW,4.657,2.0,,,False,2.839,False,4.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,False,,False,sweep,asia,high,True,2020-01-22T12:00:00+00:00,2,2020-01-20T10:00:00+00:00,SHORT,False,aligned,78.6,False,0,fresh,Asia,Other,False,False,Neither,0.615,,,0.4393,0.66647,0.65832,discount,mixed,1.006,0.316,0.235,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,CPI q/q,NZD,1.0,CPI q/q
B5097,NZDUSD,2020-01-27T08:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,0.65737,0.65826,0.6586599999999999,0.65648,,1.0,,0.65648,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.271,0,-1,-1,,,3,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-27T05:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.01,0.72,0.72,marginal,,0.483,,3.34,0.001015,,0.429,0,58.996,False,,,,,False,8,bearish,with_trend,False,False,False,,0.65683,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,asia,low,True,2020-01-27T07:00:00+00:00,1,2020-01-27T07:00:00+00:00,SHORT,,counter,9.0,False,1,no_fvg,Asia,London,False,False,never_filled,1.0,,,-0.1414,0.66286,0.65805,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5098,NZDUSD,2020-01-28T08:00:00+00:00,2020-01-28T21:00:00+00:00,2020-01-29T02:00:00+00:00,London,bearish,Range BOS,proximal,0.6542,0.65537,0.65577,0.65303,,1.0,,0.65303,1.0,wick,,,,,,,,False,triple,tp1,0.65303,0.745,1.0,3.299,186.25,True,,0.745,-0.745,1.0,,,,,,,2.245,5,5,-1,16.0,14.0,3,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-28T05:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.05,1.44,1.44,marginal,,1.101,,6.292,0.000699,0.000868,0.558,0,68.271,False,,,,,False,8,bearish,with_trend,False,False,False,,0.6534,False,False,True,INSIDE,intact,intact,intact,broken,1.101,3.103,PD,PD,False,44.0,PW,15.444,2.0,3.103,2.0,True,13.199,False,44.0,low,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,asia,low,True,2020-01-28T07:00:00+00:00,1,2020-01-28T07:00:00+00:00,SHORT,,counter,8.5,False,1,no_fvg,Asia,Other,False,False,Neither,1.0,,,-0.8004,0.66286,0.65805,discount,both_discount,1.487,0.65,0.279,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5099,NZDUSD,2020-01-29T08:00:00+00:00,2020-01-29T08:00:00+00:00,2020-01-29T11:00:00+00:00,London,bearish,BOS BOS,proximal,0.65296,0.65394,0.6543399999999999,0.65209,,0.89,,0.65209,0.89,wick,,,0.65209,0.89,,,,True,triple,tp1,0.65209,0.63,0.89,0.0,157.5,True,,0.63,-0.319,1.0,,,,,,,1.961,3,3,-1,3.0,1.0,3,discount,0.0,,6.0,3.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2020-01-29T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.18,0.84,0.84,marginal,,0.824,,3.553,0.000704,0.000737,0.345,0,44.862,False,,,,,False,8,bearish,with_trend,False,False,False,,0.65257,False,False,False,SWEPT_HIGH,swept,intact,intact,broken,14.071,1.322,PW,PD,True,9.0,PD,17.113,2.0,1.322,2.0,True,15.151,False,55.0,low,1.0,1.0,True,PD,0.65497,0.569,3.31,3.411,2,True,-0.043,,9.0,"pd,eq,sw",False,,,True,0.0,False,sweep,asia,low,True,2020-01-29T07:00:00+00:00,1,2020-01-29T07:00:00+00:00,SHORT,,counter,27.8,False,1,no_fvg,Asia,London,False,False,Neither,1.0,,,-1.0582,0.66286,0.65805,discount,both_discount,-0.853,0.437,0.561,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5100,NZDUSD,2020-01-30T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,0.65247,0.65335,0.6537499999999999,0.65159,,1.0,,0.65159,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.564,0,-1,-1,,,9,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-29T23:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.46,0.72,0.72,marginal,,0.586,0.183,3.836,0.000819,,0.229,2,42.187,False,,,,,False,8,bearish,with_trend,True,False,False,,0.65015,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.11,bare,False,,False,break,asia,low,True,2020-01-30T07:00:00+00:00,1,2020-01-30T07:00:00+00:00,SHORT,,aligned,66.1,False,2,fresh,Other,London,False,False,never_filled,0.947,,,-1.1601,0.66286,0.65805,discount,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5101,NZDUSD,2020-01-31T04:00:00+00:00,2020-01-31T04:00:00+00:00,2020-01-31T08:00:00+00:00,Asia,bearish,Range BOS,proximal,0.64819,0.64941,0.64981,0.64697,,1.0,,0.64697,1.0,wick,,,,,,,,False,triple,tp1,0.64697,0.753,1.0,1.0,188.25,True,,0.753,-0.333,1.0,,,,,,,1.92,4,4,-1,4.0,1.0,4,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-01-31T00:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.15,0.88,0.88,marginal,,0.972,,6.769,0.000844,0.000811,0.72,0,69.441,False,,,,,False,4,bearish,with_trend,False,False,False,,0.64779,False,False,True,INSIDE,intact,intact,intact,broken,5.643,0.285,PD,PD,True,99.0,PW,,,,,,,,33.0,low,0.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,True,2020-01-31T03:00:00+00:00,1,2020-01-31T03:00:00+00:00,SHORT,,counter,6.8,False,1,no_fvg,Asia,Asia,False,True,Fill only,1.0,,,-2.0499,0.66286,0.65805,discount,both_discount,-1.268,0.516,0.178,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5102,NZDUSD,2020-02-03T06:00:00+00:00,2020-02-03T08:00:00+00:00,2020-02-03T15:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,0.64665,0.64503,0.64463,0.64762,0.65223,0.6,3.44,0.64762,0.6,wick,,zone,0.64762,0.6,0.65223,3.44,zone,True,triple,tp1,0.64762,0.48,0.6,0.0,120.0,True,,0.48,-0.634,1.0,,,,,,,2.417,7,7,-1,7.0,3.0,5,discount,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-03T01:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.18,0.24,0.16,marginal,False,1.46,0.431,1.137,0.000836,0.000806,0.205,1,56.269,False,,,,,False,6,bearish,ambiguous,False,False,True,bullish,0.64746,False,False,False,SWEPT_LOW,intact,swept,intact,swept,3.362,,PD,,True,5.0,PD,3.446,2.0,,,True,,,61.0,low,1.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,True,0.0,False,sweep,asia,high,True,2020-02-03T05:00:00+00:00,1,2020-02-03T05:00:00+00:00,LONG,,aligned,17.0,False,0,fresh,Asia,London,True,False,OB only,0.934,,,0.094,0.65956,0.64531,discount,both_discount,-0.012,0.315,0.615,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,ISM Manufacturing PMI
