setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,bos_sequence_count,break_tier,break_close_atr,break_excess,break_body_atr,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0068,GOLD,2025-09-23T14:00:00+00:00,2025-09-24T15:00:00+00:00,2025-09-24T15:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,3745.34,3742.495,3759.52,,4.993,,sl,3742.495,-1.0,-1.0,-1.0,-250.0,True,,3.989,-2.053,0,-1,-1,10,premium,0.0,False,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-23T04:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bearish,against_trend,2025-09-23T13:00:00+00:00,1,2025-09-23T07:00:00+00:00,LONG,counter,70.8,0,marginal,9.21,1.2,1.81,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0069,GOLD,2025-09-26T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,3754.9,3742.535,3779.33,,1.98,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-26T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-09-26T14:00:00+00:00,1,2025-09-26T13:00:00+00:00,LONG,counter,56.4,2,solid,0.63,1.55,1.55,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0070,GOLD,2025-09-26T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,3748.97,3742.535,3779.33,,4.722,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,5,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-26T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-09-26T14:00:00+00:00,1,2025-09-26T13:00:00+00:00,LONG,aligned,47.5,2,solid,0.63,1.55,1.55,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0071,GOLD,2025-09-30T04:00:00+00:00,2025-09-30T08:00:00+00:00,2025-09-30T08:00:00+00:00,Asia,bullish,BOS BOS,proximal,3830.79,3823.065,3867.29,,4.73,,sl,3823.065,-1.0,-1.0,-1.0,-250.0,True,,2.14,-3.029,0,-1,-1,9,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-29T18:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,bullish,with_trend,2025-09-30T03:00:00+00:00,1,2025-09-30T02:00:00+00:00,LONG,counter,75.6,5,solid,1.33,1.61,1.61,fresh,NY,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0072,GOLD,2025-09-30T04:00:00+00:00,2025-09-30T08:00:00+00:00,2025-09-30T08:00:00+00:00,Asia,bullish,BOS BOS,50pct,3827.18,3823.065,3867.29,,9.759,,sl,3823.065,-1.0,-1.0,-1.0,-250.0,True,,4.894,-4.809,0,-1,-1,9,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-29T18:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,bullish,with_trend,2025-09-30T03:00:00+00:00,1,2025-09-30T02:00:00+00:00,LONG,counter,73.2,5,solid,1.33,1.61,1.61,fresh,NY,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0073,GOLD,2025-10-01T06:00:00+00:00,2025-10-02T14:00:00+00:00,2025-10-02T14:00:00+00:00,Asia,bullish,BOS BOS,proximal,3849.46,3842.085,3871.81,,3.03,,sl,3842.085,-1.0,-1.0,-1.0,-250.0,True,,3.711,-3.268,0,-1,-1,12,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-30T17:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,bullish,with_trend,2025-10-01T05:00:00+00:00,1,2025-09-30T19:00:00+00:00,LONG,counter,68.2,6,marginal,0.42,1.07,1.07,fresh,NY,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0074,GOLD,2025-10-01T06:00:00+00:00,2025-10-02T14:00:00+00:00,2025-10-02T14:00:00+00:00,Asia,bullish,BOS BOS,50pct,3846.03,3842.085,3871.81,,6.543,,sl,3842.085,-1.0,-1.0,-1.0,-250.0,True,,7.807,-5.24,0,-1,-1,12,premium,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-09-30T17:00:00+00:00,BOS,BOS,True,False,False,,,,,False,6,bullish,with_trend,2025-10-01T05:00:00+00:00,1,2025-09-30T19:00:00+00:00,LONG,counter,64.1,6,marginal,0.42,1.07,1.07,fresh,NY,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0075,GOLD,2025-10-01T09:00:00+00:00,2025-10-01T12:00:00+00:00,2025-10-01T15:00:00+00:00,London,bullish,BOS BOS,proximal,3865.01,3852.6549999999997,3895.44,,2.46,,sl,3865.01,0.0,-1.0,-1.0,0.0,True,,2.125,-0.732,3,-1,-1,3,premium,0.0,,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-01T06:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-10-01T08:00:00+00:00,1,2025-10-01T08:00:00+00:00,LONG,counter,70.3,6,marginal,1.55,1.25,1.25,fresh,Asia,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0076,GOLD,2025-10-01T09:00:00+00:00,2025-10-01T14:00:00+00:00,2025-10-01T18:00:00+00:00,London,bullish,BOS BOS,50pct,3859.09,3852.6549999999997,3895.44,,5.653,,sl,3859.09,0.0,-1.0,-1.0,0.0,True,,3.083,-0.662,4,-1,-1,3,premium,0.0,,5.0,1.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-01T06:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-10-01T08:00:00+00:00,1,2025-10-01T08:00:00+00:00,LONG,counter,64.5,6,marginal,1.55,1.25,1.25,fresh,Asia,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0077,GOLD,2025-10-02T15:00:00+00:00,2025-10-03T13:00:00+00:00,2025-10-03T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,3879.56,3887.3050000000003,3861.58,,2.32,,sl,3887.3050000000003,-1.0,-1.0,-1.0,-250.0,True,,1.246,-1.379,0,-1,-1,4,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-02T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,15,bullish,against_trend,2025-10-02T14:00:00+00:00,1,2025-10-02T14:00:00+00:00,SHORT,aligned,77.3,0,solid,1.62,1.76,2.64,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0078,GOLD,2025-10-02T15:00:00+00:00,2025-10-03T13:00:00+00:00,2025-10-03T13:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,3883.18,3887.3050000000003,3861.58,,5.243,,sl,3887.3050000000003,-1.0,-1.0,-1.0,-250.0,True,,3.217,-1.712,0,-1,-1,4,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-02T11:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,15,bullish,against_trend,2025-10-02T14:00:00+00:00,1,2025-10-02T14:00:00+00:00,SHORT,aligned,82.5,0,solid,1.62,1.76,2.64,fresh,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0079,GOLD,2025-10-03T13:00:00+00:00,2025-10-03T14:00:00+00:00,2025-10-03T18:00:00+00:00,NY,bullish,BOS BOS,proximal,3867.1,3854.1349999999998,3895.44,,2.19,,friday_flat,3881.94,1.145,2.19,8.767,286.25,True,,1.901,-0.072,4,7,-1,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-03T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2025-10-03T12:00:00+00:00,1,2025-10-03T12:00:00+00:00,LONG,counter,61.9,1,marginal,1.0,1.19,1.19,no_fvg,London,NY,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0080,GOLD,2025-10-03T13:00:00+00:00,,,NY,bullish,BOS BOS,50pct,3860.87,3854.1349999999998,3895.44,,5.137,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-03T11:00:00+00:00,BOS,BOS,False,False,False,,,,,False,13,bullish,with_trend,2025-10-03T12:00:00+00:00,1,2025-10-03T12:00:00+00:00,LONG,counter,53.9,1,marginal,1.0,1.19,1.19,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0081,GOLD,2025-10-07T16:00:00+00:00,2025-10-09T17:00:00+00:00,2025-10-09T19:00:00+00:00,NY,bullish,Range BOS,proximal,3956.25,3942.575,3977.03,,1.52,,tp1,3977.03,1.52,1.52,0.0,380.0,True,,1.901,-0.877,2,2,-1,9,premium,0.0,,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-07T07:00:00+00:00,BOS,Range,False,False,False,,,,,False,16,bullish,with_trend,2025-10-07T15:00:00+00:00,1,2025-10-07T14:00:00+00:00,LONG,counter,86.5,2,marginal,0.61,1.38,1.38,no_fvg,London,NY,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0082,GOLD,2025-10-07T16:00:00+00:00,2025-10-09T17:00:00+00:00,2025-10-09T19:00:00+00:00,NY,bullish,Range BOS,50pct,3949.66,3942.575,3977.03,,3.866,,tp1,3977.03,3.863,3.866,0.0,965.75,True,,4.598,-0.762,2,2,-1,9,premium,0.0,,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-07T07:00:00+00:00,BOS,Range,False,False,False,,,,,False,16,bullish,with_trend,2025-10-07T15:00:00+00:00,1,2025-10-07T14:00:00+00:00,LONG,counter,82.4,2,marginal,0.61,1.38,1.38,no_fvg,London,NY,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0083,GOLD,2025-10-09T17:00:00+00:00,2025-10-10T09:00:00+00:00,2025-10-10T15:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,4003.89,4029.6150000000002,3955.71,3941.03,1.87,2.44,sl,4003.89,0.0,-1.0,-1.0,0.0,True,,1.31,-0.726,6,-1,-1,3,discount,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-09T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,17,bullish,against_trend,2025-10-09T16:00:00+00:00,1,2025-10-09T16:00:00+00:00,SHORT,counter,42.0,0,solid,3.05,1.62,2.42,no_fvg,NY,London,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0084,GOLD,2025-10-09T17:00:00+00:00,2025-10-10T15:00:00+00:00,2025-10-10T18:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,4016.5,4029.6150000000002,3955.71,3941.03,4.637,5.757,friday_flat,3990.05,2.017,-1.0,-1.0,504.25,True,,3.175,-0.462,3,-1,-1,3,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-09T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,17,bullish,against_trend,2025-10-09T16:00:00+00:00,1,2025-10-09T16:00:00+00:00,SHORT,aligned,55.3,0,solid,3.05,1.62,2.42,no_fvg,NY,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0085,GOLD,2025-10-13T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,4084.69,4072.9649999999997,4104.05,,1.65,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,6.5,3.0,0.0,2.0,0.5,1.0,"structure,fvg,freshness",False,h1_only,2025-10-13T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-10-13T14:00:00+00:00,1,2025-10-13T12:00:00+00:00,LONG,counter,87.9,2,marginal,1.4,1.06,1.06,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0086,GOLD,2025-10-13T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,4079.08,4072.9649999999997,4104.05,,4.087,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,premium,0.0,,6.5,3.0,0.0,2.0,0.5,1.0,"structure,fvg,freshness",False,h1_only,2025-10-13T11:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-10-13T14:00:00+00:00,1,2025-10-13T12:00:00+00:00,LONG,counter,84.4,2,marginal,1.4,1.06,1.06,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0087,GOLD,2025-10-14T04:00:00+00:00,2025-10-14T05:00:00+00:00,2025-10-14T05:00:00+00:00,Asia,bullish,BOS BOS,proximal,4130.12,4118.745,4166.56,,3.2,,sl,4118.745,-1.0,-1.0,-1.0,-250.0,True,,4.364,-1.817,0,-1,-1,4,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-14T00:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,bullish,with_trend,2025-10-14T03:00:00+00:00,1,2025-10-14T02:00:00+00:00,LONG,counter,83.6,2,marginal,1.91,1.16,1.16,fresh,Asia,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0088,GOLD,2025-10-14T04:00:00+00:00,2025-10-14T05:00:00+00:00,2025-10-14T05:00:00+00:00,Asia,bullish,BOS BOS,50pct,4124.68,4118.745,4166.56,,7.062,,sl,4118.745,-1.0,-1.0,-1.0,-250.0,True,,9.281,-2.566,0,-1,-1,4,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-14T00:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,bullish,with_trend,2025-10-14T03:00:00+00:00,1,2025-10-14T02:00:00+00:00,LONG,counter,81.2,2,marginal,1.91,1.16,1.16,fresh,Asia,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0089,GOLD,2025-10-20T08:00:00+00:00,2025-10-20T12:00:00+00:00,2025-10-20T12:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,4283.43,4320.405,4218.49,,1.76,,sl,4320.405,-1.0,-1.0,-1.0,-250.0,True,,0.3,-1.183,0,-1,-1,19,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-17T12:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bullish,against_trend,2025-10-20T07:00:00+00:00,1,2025-10-17T13:00:00+00:00,SHORT,aligned,50.4,0,marginal,1.33,1.02,1.53,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0090,GOLD,2025-10-20T08:00:00+00:00,2025-10-20T12:00:00+00:00,2025-10-20T12:00:00+00:00,London,bearish,CHoCH CHoCH,50pct,4301.66,4320.405,4218.49,,4.438,,sl,4320.405,-1.0,-1.0,-1.0,-250.0,True,,1.564,-1.361,0,-1,-1,19,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-10-17T12:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,bullish,against_trend,2025-10-20T07:00:00+00:00,1,2025-10-17T13:00:00+00:00,SHORT,aligned,59.8,0,marginal,1.33,1.02,1.53,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0091,GOLD,2025-10-20T13:00:00+00:00,2025-10-21T08:00:00+00:00,2025-10-21T08:00:00+00:00,NY,bullish,BOS BOS,proximal,4260.89,4244.724999999999,4378.59,,7.28,,sl,4244.724999999999,-1.0,-1.0,-1.0,-250.0,True,,2.531,-1.034,0,-1,-1,3,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-20T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2025-10-20T12:00:00+00:00,1,2025-10-20T12:00:00+00:00,LONG,aligned,38.7,1,solid,2.15,1.83,1.83,fresh,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0092,GOLD,2025-10-20T13:00:00+00:00,2025-10-21T08:00:00+00:00,2025-10-21T08:00:00+00:00,NY,bullish,BOS BOS,50pct,4253.06,4244.724999999999,4378.59,,15.07,,sl,4244.724999999999,-1.0,-1.0,-1.0,-250.0,True,,5.848,-1.067,0,-1,-1,3,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-20T10:00:00+00:00,BOS,BOS,True,False,False,,,,,False,13,bullish,with_trend,2025-10-20T12:00:00+00:00,1,2025-10-20T12:00:00+00:00,LONG,aligned,34.6,1,solid,2.15,1.83,1.83,fresh,London,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0093,GOLD,2025-10-21T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,4317.36,4344.865,4221.69,,3.48,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-21T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-10-21T07:00:00+00:00,1,2025-10-21T07:00:00+00:00,SHORT,aligned,67.1,0,marginal,1.46,1.26,1.89,no_fvg,Asia,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0094,GOLD,2025-10-21T08:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,4330.86,4344.865,4221.69,,7.798,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-10-21T06:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,8,bullish,against_trend,2025-10-21T07:00:00+00:00,1,2025-10-21T07:00:00+00:00,SHORT,aligned,74.0,0,marginal,1.46,1.26,1.89,no_fvg,Asia,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0095,GOLD,2025-10-28T07:00:00+00:00,2025-10-29T06:00:00+00:00,2025-10-29T07:00:00+00:00,London,bearish,BOS BOS,proximal,3982.92,3994.755,3955.71,3946.51,2.3,3.08,sl,3994.755,-1.0,-1.0,-1.0,-250.0,True,,1.975,-1.578,1,-1,-1,4,discount,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-28T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,bearish,with_trend,2025-10-28T06:00:00+00:00,1,2025-10-28T06:00:00+00:00,SHORT,counter,20.7,4,marginal,1.41,1.09,1.09,fresh,Asia,Asia,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0096,GOLD,2025-10-28T07:00:00+00:00,2025-10-29T07:00:00+00:00,2025-10-29T07:00:00+00:00,London,bearish,BOS BOS,50pct,3988.59,3994.755,3955.71,3946.51,5.338,6.831,sl,3994.755,-1.0,-1.0,-1.0,-250.0,True,,2.237,-2.11,0,-1,-1,4,discount,0.0,,4.0,1.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-10-28T03:00:00+00:00,BOS,BOS,True,False,False,,,,,False,7,bearish,with_trend,2025-10-28T06:00:00+00:00,1,2025-10-28T06:00:00+00:00,SHORT,counter,23.3,4,marginal,1.41,1.09,1.09,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0097,GOLD,2025-10-28T15:00:00+00:00,2025-10-29T09:00:00+00:00,2025-10-29T18:00:00+00:00,NY,bearish,BOS BOS,proximal,4022.28,4046.905,3973.15,,2.0,,tp1,3973.15,1.995,2.0,0.0,498.75,True,,3.215,-0.324,9,9,-1,26,premium,0.0,,5.5,3.0,0.0,1.0,0.5,1.0,"structure,fvg,freshness",False,h1_only,2025-10-27T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-10-28T14:00:00+00:00,1,2025-10-27T13:00:00+00:00,SHORT,aligned,50.6,2,marginal,1.22,1.33,1.33,fresh,London,London,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0098,GOLD,2025-10-28T15:00:00+00:00,,,NY,bearish,BOS BOS,50pct,4034.34,4046.905,3973.15,,4.872,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,26,premium,0.0,,5.5,3.0,0.0,1.0,0.5,1.0,"structure,fvg,freshness",False,h1_only,2025-10-27T12:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,with_trend,2025-10-28T14:00:00+00:00,1,2025-10-27T13:00:00+00:00,SHORT,aligned,55.1,2,marginal,1.22,1.33,1.33,fresh,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
