setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A6368,EURUSD,2019-01-09T15:00:00+00:00,2019-01-11T14:00:00+00:00,2019-01-11T17:00:00+00:00,NY,bullish,BOS BOS,proximal,1.14587,1.14442,1.14422,1.14841,,1.75,,tp1,1.14841,1.539,1.75,0.0,384.75,True,,1.539,-0.0,1.0,,,,,,,0.971,3,3,-1,50.0,48.0,3,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2019-01-09T12:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,2.48,3.37,3.37,strong,0.736,0.171,2.525,0.001699,0.456,0,False,,,,,False,15,bullish,with_trend,True,False,False,,1.15255,74.3,False,True,False,2019-01-09T14:00:00+00:00,1,2019-01-09T14:00:00+00:00,LONG,False,aligned,35.7,False,2,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6369,EURUSD,2019-01-10T04:00:00+00:00,2019-01-10T05:00:00+00:00,2019-01-10T07:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.1555,1.15395,1.15375,1.15698,,0.95,,sl,1.15375,-1.0,-1.0,-1.0,-250.0,True,,0.354,-0.234,-2.825,True,False,0.161,4.329,,True,0.908,2,-1,-1,8.0,2.0,7,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2019-01-09T21:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.74,0.95,0.95,marginal,0.701,,6.182,0.001926,0.993,1,False,,,,,False,4,bullish,with_trend,False,False,False,,1.15698,11.3,False,True,False,2019-01-10T03:00:00+00:00,1,2019-01-10T03:00:00+00:00,LONG,,counter,90.0,False,4,no_fvg,Other,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6370,EURUSD,2019-01-10T17:00:00+00:00,2019-01-10T17:00:00+00:00,2019-01-11T00:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.15163,1.15328,1.15348,1.14387,,4.7,,sl,1.15163,0.0,-1.0,-1.0,0.0,True,,1.724,-0.0,0.0,True,False,0.038,1.504,,True,1.174,7,-1,-1,3.0,1.0,3,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2019-01-10T14:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.07,0.66,0.44,marginal,0.92,,0.939,0.001576,0.366,0,False,,,,,False,17,bullish,ambiguous,False,False,True,bearish,1.15102,27.5,False,False,False,2019-01-10T16:00:00+00:00,1,2019-01-10T16:00:00+00:00,SHORT,False,aligned,63.9,False,0,no_fvg,NY,NY,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6371,EURUSD,2019-01-11T15:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.15151,1.1542,1.1543999999999999,1.14387,,2.84,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.681,0,-1,-1,,,5,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2019-01-11T10:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.84,3.23,3.23,strong,1.448,,2.792,0.001719,0.586,0,False,,,,,False,15,bearish,with_trend,True,False,False,,1.14576,76.9,False,False,True,2019-01-11T14:00:00+00:00,1,2019-01-11T14:00:00+00:00,SHORT,,aligned,69.8,False,1,no_fvg,London,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6372,EURUSD,2019-01-15T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.14757,1.14848,1.14868,1.14576,,1.99,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.98,0,-1,-1,,,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2019-01-15T05:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.22,2.3,2.3,solid,0.627,0.53,1.502,0.001132,0.451,0,False,,,,,False,10,bearish,with_trend,True,False,False,,1.14229,92.1,False,False,True,2019-01-15T09:00:00+00:00,1,2019-01-15T08:00:00+00:00,SHORT,,aligned,79.5,False,1,fresh,Asia,London,False,False,never_filled,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6373,EURUSD,2019-01-15T17:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.14346,1.14565,1.14585,1.13828,,2.37,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.186,0,-1,-1,,,3,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2019-01-15T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.94,2.21,2.21,solid,0.987,,3.393,0.002016,0.774,0,False,,,,,False,17,bearish,with_trend,False,False,False,,1.13832,53.0,False,False,True,2019-01-15T16:00:00+00:00,1,2019-01-15T16:00:00+00:00,SHORT,,counter,48.4,False,2,no_fvg,NY,NY,True,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6374,EURUSD,2019-01-16T08:00:00+00:00,2019-01-16T08:00:00+00:00,2019-01-16T08:00:00+00:00,London,bearish,BOS BOS,proximal,1.14021,1.14126,1.14146,1.13828,,1.84,,sl,1.14146,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.58,,3.0,,1.082,0,-1,-1,4.0,1.0,4,discount,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2019-01-16T04:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.19,0.33,0.33,marginal,0.736,,1.844,0.001155,0.847,1,False,,,,,False,8,bearish,with_trend,False,False,False,,1.13911,42.5,False,False,False,2019-01-16T07:00:00+00:00,1,2019-01-16T07:00:00+00:00,SHORT,,counter,19.3,False,3,no_fvg,Asia,London,False,True,Fill only,Caution: Late-Trend Chase,caution,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6375,EURUSD,2019-01-17T04:00:00+00:00,2019-01-17T08:00:00+00:00,2019-01-17T11:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.13945,1.14017,1.1403699999999999,1.13813,1.13773,1.83,2.39,sl,1.1403699999999999,-1.0,-1.0,-1.0,-250.0,True,,0.674,-0.761,-1.484,True,True,0.13,0.673,4.0,True,0.998,3,-1,-1,9.0,5.0,5,discount,0.0,,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2019-01-16T23:00:00+00:00,BOS,BOS,0,fading,True,pristine,False,0,0.19,0.65,0.65,marginal,0.564,0.326,2.236,0.000921,0.865,0,False,,,,,False,4,bearish,with_trend,False,False,False,,1.13858,35.7,False,False,False,2019-01-17T03:00:00+00:00,1,2019-01-17T03:00:00+00:00,SHORT,,counter,30.6,False,2,fresh,Other,London,False,True,Fill only,Caution: Late-Trend Chase,caution,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6376,EURUSD,2019-01-17T13:00:00+00:00,2019-01-17T13:00:00+00:00,2019-01-17T13:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.14013,1.13888,1.13868,1.14474,1.14545,3.69,4.26,sl,1.13868,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.485,3.582,,True,1.527,0,-1,-1,4.0,1.0,4,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2019-01-17T09:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.06,0.3,0.2,marginal,1.106,,0.695,0.000949,0.21,1,False,,,,,False,13,bearish,ambiguous,False,False,True,bullish,1.14056,35.8,False,False,False,2019-01-17T12:00:00+00:00,1,2019-01-17T12:00:00+00:00,LONG,,counter,57.0,False,0,no_fvg,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6377,EURUSD,2019-01-18T11:00:00+00:00,2019-01-18T13:00:00+00:00,2019-01-18T14:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.13988,1.13874,1.13854,1.1417,,1.6,,sl,1.13854,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,1.627,,,,1.832,1,-1,-1,6.0,3.0,4,premium,0.0,,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2019-01-18T07:00:00+00:00,BOS,Confirm,0,holding,False,none,True,0,0.85,1.12,1.12,marginal,1.285,,0.848,0.000731,0.404,0,False,,,,,False,11,bullish,with_trend,False,False,False,,1.14094,67.1,False,True,False,2019-01-18T10:00:00+00:00,1,2019-01-18T10:00:00+00:00,LONG,,counter,73.3,False,1,no_fvg,London,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6378,EURUSD,2019-01-21T08:00:00+00:00,2019-01-21T08:00:00+00:00,2019-01-21T09:00:00+00:00,London,bullish,BOS BOS,proximal,1.13768,1.13712,1.13692,1.13993,,4.02,,sl,1.13692,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.487,4.549,,True,1.029,1,-1,-1,5.0,1.0,5,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2019-01-21T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.59,1.32,1.32,marginal,0.487,,2.857,0.000739,0.417,1,False,,,,,False,8,bullish,with_trend,True,False,False,,1.13907,43.4,False,False,False,2019-01-21T07:00:00+00:00,1,2019-01-21T07:00:00+00:00,LONG,,aligned,17.7,False,3,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6379,EURUSD,2019-01-22T05:00:00+00:00,2019-01-22T10:00:00+00:00,2019-01-22T13:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.13662,1.13745,1.13765,1.13528,,1.61,,tp1,1.13528,1.301,1.61,0.0,325.25,True,,1.301,-0.0,1.0,,,,,,,1.846,3,3,-1,9.0,6.0,4,discount,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2019-01-22T01:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.68,0.72,0.48,marginal,1.129,0.753,1.47,0.000558,0.286,1,False,,,,,False,5,bullish,ambiguous,False,False,True,bearish,1.13554,74.0,False,False,False,2019-01-22T04:00:00+00:00,1,2019-01-22T04:00:00+00:00,SHORT,False,counter,18.5,False,0,fresh,Asia,London,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6380,EURUSD,2019-01-23T16:00:00+00:00,2019-01-24T07:00:00+00:00,2019-01-24T08:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.13695,1.13485,1.13465,1.14056,1.14099,1.72,1.92,sl,1.13465,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.663,5.531,31.0,True,2.209,1,-1,-1,18.0,16.0,3,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2019-01-23T13:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.62,1.42,0.95,marginal,1.824,,0.643,0.001041,0.605,0,False,,,,,False,16,bearish,ambiguous,False,False,True,bullish,1.13899,81.6,False,True,False,2019-01-23T15:00:00+00:00,1,2019-01-23T15:00:00+00:00,LONG,,counter,62.4,False,0,no_fvg,NY,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6381,EURUSD,2019-01-24T04:00:00+00:00,2019-01-24T08:00:00+00:00,2019-01-24T08:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,1.13643,1.1351,1.1349,1.13907,1.1394,1.98,2.23,sl,1.1349,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,1.059,6.769,31.0,True,1.723,0,-1,-1,23.0,17.0,19,discount,0.0,False,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2019-01-23T09:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.85,1.96,1.31,marginal,1.273,1.149,0.755,0.000888,0.566,1,False,,,,,False,4,bearish,ambiguous,False,False,True,bullish,1.1394,102.1,False,False,False,2019-01-24T03:00:00+00:00,1,2019-01-23T15:00:00+00:00,LONG,,aligned,49.1,False,0,fresh,London,London,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6382,EURUSD,2019-01-24T08:00:00+00:00,2019-01-25T14:00:00+00:00,2019-01-25T15:00:00+00:00,London,bearish,BOS BOS,proximal,1.13852,1.13919,1.13939,1.13707,,2.16,,sl,1.13939,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,2.013,,,,1.278,1,-1,-1,35.0,31.0,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2019-01-24T03:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.92,1.17,1.17,marginal,0.69,0.118,1.969,0.000681,0.404,0,False,,,,,False,8,bearish,with_trend,True,False,False,,1.1365,77.4,False,False,False,2019-01-24T07:00:00+00:00,1,2019-01-24T07:00:00+00:00,SHORT,,aligned,84.9,False,1,fresh,Asia,NY,False,True,Fill only,A First Pullback,premium,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
