setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A1392,EURUSD,2025-03-21T16:00:00+00:00,2025-03-23T23:00:00+00:00,2025-03-24T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.0835,1.08535,1.08555,1.0805,,1.62,,sl,1.08555,-1.0,-1.0,-1.0,-250.0,True,,0.883,-0.741,True,True,9,-1,-1,60.0,8.0,5,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-21T11:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.8,1.03,1.03,marginal,0.988,,2.36,0.001669,False,,,,,False,16,bearish,with_trend,2025-03-21T15:00:00+00:00,1,2025-03-21T15:00:00+00:00,SHORT,counter,31.4,False,2,no_fvg,London,Other,True,False,OB only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1393,EURUSD,2025-03-24T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.08364,1.08572,1.08592,1.0805,1.07972,1.51,1.88,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-24T10:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.48,2.3,2.3,solid,1.186,0.095,1.469,0.001586,False,,,,,False,14,bearish,with_trend,2025-03-24T13:00:00+00:00,1,2025-03-24T13:00:00+00:00,SHORT,aligned,66.4,False,3,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1394,EURUSD,2025-03-26T18:00:00+00:00,2025-03-27T02:00:00+00:00,2025-03-27T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.07768,1.0794,1.0796,1.0602,,10.16,,sl,1.07768,0.0,-1.0,-1.0,0.0,True,,1.182,-0.536,True,False,6,-1,-1,10.0,9.0,2,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-26T16:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.33,1.95,1.95,solid,0.957,,1.247,0.001588,False,,,,,False,18,bearish,with_trend,2025-03-26T17:00:00+00:00,1,2025-03-26T17:00:00+00:00,SHORT,counter,23.5,False,4,no_fvg,NY,Asia,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1395,EURUSD,2025-03-28T14:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.07791,1.07655,1.07635,1.07999,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,discount,0.0,False,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-28T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.67,1.57,1.04,marginal,0.837,0.685,0.736,0.001386,False,,,,,False,14,bearish,against_trend,2025-03-28T13:00:00+00:00,1,2025-03-28T13:00:00+00:00,LONG,aligned,25.6,False,0,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1396,USDJPY,2025-03-03T09:00:00+00:00,2025-03-03T20:00:00+00:00,2025-03-03T20:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,149.423,149.182,149.16199999999998,149.8,,1.56,,sl,149.16199999999998,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,110.0,60.0,51,discount,1.0,True,5.2,4.0,1.22,0.0,0.0,0.0,"structure,sweep",False,h1_only,2025-02-27T06:00:00+00:00,CHoCH,CHoCH,holding,False,full,True,2,1.68,1.56,1.04,marginal,0.771,,0.837,0.286571,False,,,,,False,9,bullish,with_trend,2025-03-03T08:00:00+00:00,1,2025-02-27T08:00:00+00:00,LONG,aligned,16.8,False,0,stale,Asia,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1397,USDJPY,2025-03-03T12:00:00+00:00,2025-03-03T15:00:00+00:00,2025-03-03T20:00:00+00:00,London,bullish,BOS BOS,proximal,150.24,150.006,149.986,150.652,,1.76,,sl,149.986,-1.0,-1.0,-1.0,-250.0,True,,1.673,-0.748,False,False,5,-1,-1,7.0,4.0,4,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-03T08:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.58,1.18,1.18,marginal,0.675,0.334,2.459,0.317143,False,,,,,False,12,bullish,with_trend,2025-03-03T11:00:00+00:00,1,2025-03-03T11:00:00+00:00,LONG,counter,53.4,False,2,fresh,London,NY,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1398,USDJPY,2025-03-04T12:00:00+00:00,2025-03-04T19:00:00+00:00,2025-03-04T21:00:00+00:00,London,bearish,Confirmation BOS,proximal,149.276,149.581,149.601,148.812,,1.52,,sl,149.601,-1.0,-1.0,-1.0,-250.0,True,,0.825,-0.708,False,False,2,-1,-1,13.0,8.0,6,discount,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-04T06:00:00+00:00,BOS,Confirm,holding,False,none,False,0,0.57,1.05,1.05,marginal,0.688,,4.286,0.414143,False,,,,,False,12,bearish,with_trend,2025-03-04T11:00:00+00:00,1,2025-03-04T11:00:00+00:00,SHORT,counter,32.7,False,1,no_fvg,Asia,NY,False,False,Neither,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1399,USDJPY,2025-03-06T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,149.113,149.304,149.324,148.812,,1.58,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,discount,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-06T03:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.32,1.52,1.52,solid,0.643,0.733,1.571,0.266,False,,,,,False,8,bearish,with_trend,2025-03-06T07:00:00+00:00,1,2025-03-06T07:00:00+00:00,SHORT,counter,44.2,False,2,fresh,Asia,London,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1400,USDJPY,2025-03-10T11:00:00+00:00,2025-03-10T12:00:00+00:00,2025-03-10T13:00:00+00:00,London,bearish,BOS BOS,proximal,147.148,147.377,147.39700000000002,146.913,,1.03,,tp1,146.913,0.944,1.03,0.0,236.0,True,,1.715,-0.096,,,1,1,-1,3.0,2.0,2,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-10T09:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.56,1.02,1.02,marginal,0.679,,2.277,0.307929,False,,,,,False,11,bearish,with_trend,2025-03-10T10:00:00+00:00,1,2025-03-10T10:00:00+00:00,SHORT,counter,7.2,False,4,no_fvg,London,London,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1401,USDJPY,2025-03-12T07:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,147.286,146.738,146.718,148.117,,1.52,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,24,discount,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-03-11T07:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,1.11,1.51,1.01,marginal,1.973,,1.413,0.267571,False,,,,,False,7,bearish,against_trend,2025-03-12T06:00:00+00:00,1,2025-03-11T13:00:00+00:00,LONG,aligned,47.3,False,0,stale,London,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1402,USDJPY,2025-03-12T08:00:00+00:00,2025-03-12T12:00:00+00:00,2025-03-12T14:00:00+00:00,London,bearish,BOS BOS,proximal,149.155,149.531,149.55100000000002,148.561,148.394,1.58,2.02,tp1,148.561,1.5,1.58,2.02,375.0,True,,2.621,-0.093,,,2,2,2,168.0,118.0,116,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2025-03-05T12:00:00+00:00,BOS,BOS,holding,False,full,False,1,1.48,1.33,1.33,marginal,0.753,,1.004,0.472929,False,,,,,False,8,bearish,with_trend,2025-03-12T07:00:00+00:00,1,2025-03-05T14:00:00+00:00,SHORT,aligned,68.3,False,4,stale,London,London,True,True,Both,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1403,USDJPY,2025-03-12T09:00:00+00:00,2025-03-12T12:00:00+00:00,2025-03-12T13:00:00+00:00,London,bullish,Confirmation BOS,proximal,148.287,148.006,147.986,149.141,,3.04,,tp1,149.141,2.837,3.04,0.0,709.25,True,,3.007,-0.565,,,1,1,-1,7.0,6.0,4,premium,0.0,,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-03-12T05:00:00+00:00,BOS,Confirm,holding,False,none,False,1,0.97,1.22,1.22,marginal,1.012,,3.996,0.258,False,,,,,False,9,bullish,with_trend,2025-03-12T08:00:00+00:00,1,2025-03-12T06:00:00+00:00,LONG,counter,82.7,False,1,no_fvg,Asia,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1404,USDJPY,2025-03-12T18:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,147.222,146.903,146.88299999999998,147.792,,1.79,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,38,discount,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-03-11T04:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,1.16,1.57,1.04,marginal,1.159,,1.465,0.258,False,,,,,False,18,bearish,against_trend,2025-03-12T17:00:00+00:00,1,2025-03-11T13:00:00+00:00,LONG,aligned,32.3,False,0,stale,Asia,NY,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1405,USDJPY,2025-03-14T07:00:00+00:00,2025-03-14T14:00:00+00:00,2025-03-14T18:00:00+00:00,London,bullish,BOS BOS,proximal,148.428,148.133,148.113,149.141,,2.42,,friday_flat,148.438,0.032,2.42,3.387,8.0,True,,1.483,-0.537,,,4,28,-1,13.0,9.0,6,premium,0.0,,6.0,3.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-14T01:00:00+00:00,BOS,BOS,holding,True,partial,False,0,0.52,1.11,1.11,marginal,1.261,0.229,1.109,0.218143,False,,,,,False,7,bullish,with_trend,2025-03-14T06:00:00+00:00,1,2025-03-14T05:00:00+00:00,LONG,counter,57.1,False,2,fresh,Asia,NY,True,True,Both,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1406,USDJPY,2025-03-17T05:00:00+00:00,2025-03-17T05:00:00+00:00,2025-03-17T10:00:00+00:00,Asia,bullish,BOS BOS,proximal,148.901,148.538,148.518,149.496,149.572,1.64,1.85,sl,148.518,-1.0,-1.0,-1.0,-250.0,True,,0.522,-0.786,False,False,5,-1,-1,4.0,1.0,4,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-17T01:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.62,1.33,1.33,marginal,1.471,,1.862,0.233143,False,,,,,False,5,bullish,with_trend,2025-03-17T04:00:00+00:00,1,2025-03-17T04:00:00+00:00,LONG,counter,91.2,False,3,no_fvg,Asia,Asia,True,False,OB only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1407,USDJPY,2025-03-19T06:00:00+00:00,2025-03-19T07:00:00+00:00,2025-03-19T07:00:00+00:00,Asia,bullish,BOS BOS,proximal,149.519,149.28,149.26,149.886,,1.54,,sl,149.26,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,4.0,2.0,3,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-19T03:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.57,1.04,1.04,marginal,0.963,,2.414,0.227429,False,,,,,False,6,bullish,with_trend,2025-03-19T05:00:00+00:00,1,2025-03-19T05:00:00+00:00,LONG,aligned,49.9,False,5,no_fvg,Asia,London,True,False,OB only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1408,USDJPY,2025-03-21T08:00:00+00:00,2025-03-21T12:00:00+00:00,2025-03-21T16:00:00+00:00,London,bullish,BOS BOS,proximal,148.773,148.566,148.546,149.099,,1.57,,tp1,149.099,1.436,1.57,4.458,359.0,True,,2.123,-0.749,,,4,4,-1,13.0,9.0,9,discount,0.0,,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-20T23:00:00+00:00,BOS,BOS,holding,True,partial,False,0,1.23,1.01,1.01,marginal,0.914,0.851,1.844,0.2045,False,,,,,False,8,bullish,with_trend,2025-03-21T07:00:00+00:00,1,2025-03-21T03:00:00+00:00,LONG,aligned,41.1,False,1,fresh,Other,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1409,USDJPY,2025-03-25T16:00:00+00:00,2025-03-25T16:00:00+00:00,2025-03-26T00:00:00+00:00,NY,bullish,BOS BOS,proximal,149.717,149.496,149.476,150.147,,1.95,,tp1,150.147,1.784,1.95,5.639,446.0,True,,1.983,-0.058,,,8,8,-1,31.0,27.0,31,premium,0.0,,3.5,3.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2025-03-24T09:00:00+00:00,BOS,BOS,holding,False,full,False,1,1.26,1.82,1.82,solid,0.894,,6.019,0.224786,False,,,,,False,16,bullish,with_trend,2025-03-25T15:00:00+00:00,1,2025-03-24T13:00:00+00:00,LONG,counter,55.7,False,2,stale,London,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1410,NZDUSD,2025-03-04T15:00:00+00:00,2025-03-04T15:00:00+00:00,2025-03-04T19:00:00+00:00,NY,bullish,BOS BOS,proximal,0.5613,0.55981,0.5594100000000001,0.56374,,1.64,,tp1,0.56374,1.291,1.64,7.148,322.75,True,,1.624,-0.228,,,4,4,-1,13.0,2.0,13,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-04T02:00:00+00:00,BOS,BOS,holding,False,full,False,0,0.9,1.43,1.43,marginal,0.989,,1.697,0.001102,False,,,,,False,15,bullish,with_trend,2025-03-04T14:00:00+00:00,1,2025-03-04T13:00:00+00:00,LONG,aligned,37.1,False,1,fresh,Asia,NY,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1411,NZDUSD,2025-03-05T12:00:00+00:00,,,London,bullish,BOS BOS,proximal,0.56532,0.56419,0.56379,0.56713,,1.6,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,8,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-05T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.83,1.05,1.05,marginal,0.642,0.607,2.77,0.001137,False,,,,,False,12,bullish,with_trend,2025-03-05T11:00:00+00:00,1,2025-03-05T08:00:00+00:00,LONG,counter,65.1,False,3,fresh,Asia,London,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1412,NZDUSD,2025-03-13T07:00:00+00:00,2025-03-14T12:00:00+00:00,2025-03-14T15:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,0.57329,0.5742,0.5746,0.57077,,2.77,,sl,0.5746,-1.0,-1.0,-1.0,-250.0,True,,0.511,-0.725,True,False,3,-1,-1,34.0,30.0,5,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-13T02:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.47,1.7,1.13,marginal,0.688,0.108,1.47,0.000741,False,,,,,False,7,bullish,against_trend,2025-03-13T06:00:00+00:00,1,2025-03-13T06:00:00+00:00,SHORT,aligned,80.7,False,0,fresh,Asia,London,True,True,Both,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1413,NZDUSD,2025-03-14T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,0.57101,0.56968,0.56928,0.57301,,1.5,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-14T02:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.42,1.31,1.31,marginal,1.258,,2.678,0.000739,False,,,,,False,8,bullish,with_trend,2025-03-14T07:00:00+00:00,1,2025-03-14T07:00:00+00:00,LONG,aligned,47.4,False,1,no_fvg,Asia,London,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1414,NZDUSD,2025-03-19T08:00:00+00:00,2025-03-19T19:00:00+00:00,2025-03-19T21:00:00+00:00,London,bearish,Confirmation BOS,proximal,0.5809,0.58175,0.58215,0.57556,0.57535,6.28,6.53,sl,0.58215,-1.0,-1.0,-1.0,-250.0,True,,0.728,-0.608,True,True,2,-1,-1,14.0,12.0,3,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-19T05:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.46,3.01,3.01,strong,0.732,0.146,3.837,0.000615,False,,,,,False,8,bearish,with_trend,2025-03-19T07:00:00+00:00,1,2025-03-19T07:00:00+00:00,SHORT,counter,50.0,False,1,fresh,Asia,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1415,NZDUSD,2025-03-20T10:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,0.57885,0.58024,0.5806399999999999,0.57556,,2.37,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,7,premium,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-20T03:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,0.97,1.0,1.0,marginal,0.752,0.213,3.717,0.001316,False,,,,,False,10,bearish,with_trend,2025-03-20T09:00:00+00:00,1,2025-03-20T08:00:00+00:00,SHORT,aligned,54.6,False,1,fresh,Asia,London,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1416,NZDUSD,2025-03-20T15:00:00+00:00,2025-03-21T15:00:00+00:00,2025-03-21T18:00:00+00:00,NY,bullish,BOS BOS,proximal,0.57282,0.57142,0.5710200000000001,0.57492,,1.5,,friday_flat,0.57355,0.406,1.5,0.0,101.5,True,,1.078,-0.206,,,3,9,-1,174.0,123.0,102,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-14T09:00:00+00:00,BOS,BOS,holding,False,full,False,1,0.8,1.03,1.03,marginal,0.841,,3.113,0.001189,False,,,,,False,15,bearish,against_trend,2025-03-20T14:00:00+00:00,1,2025-03-14T12:00:00+00:00,LONG,aligned,5.2,False,6,fresh,London,NY,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1417,NZDUSD,2025-03-21T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.57565,0.57659,0.57699,0.57415,,1.6,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-21T11:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.94,1.92,1.92,solid,0.605,0.571,1.758,0.000893,False,,,,,False,16,bearish,with_trend,2025-03-21T15:00:00+00:00,1,2025-03-21T15:00:00+00:00,SHORT,aligned,75.6,False,2,fresh,London,NY,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1418,NZDUSD,2025-03-24T07:00:00+00:00,2025-03-24T09:00:00+00:00,2025-03-24T12:00:00+00:00,London,bearish,BOS BOS,proximal,0.57425,0.57534,0.5757399999999999,0.57245,,1.65,,tp1,0.57245,1.208,1.65,0.0,302.0,True,,1.289,-0.356,,,3,3,-1,9.0,4.0,7,discount,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-24T00:00:00+00:00,BOS,BOS,fading,True,pristine,False,0,1.45,1.24,1.24,marginal,0.927,1.048,2.499,0.000744,False,,,,,False,7,bearish,with_trend,2025-03-24T06:00:00+00:00,1,2025-03-24T05:00:00+00:00,SHORT,counter,44.2,False,3,fresh,Asia,London,True,False,OB only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1419,NZDUSD,2025-03-25T11:00:00+00:00,2025-03-26T01:00:00+00:00,2025-03-26T02:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,0.57187,0.57068,0.57028,0.57379,,1.61,,tp1,0.57379,1.208,1.61,0.0,302.0,True,,1.736,-0.296,,,1,1,-1,17.0,15.0,3,discount,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-25T08:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.69,2.14,1.43,marginal,0.915,0.556,0.926,0.000864,False,,,,,False,11,bearish,against_trend,2025-03-25T10:00:00+00:00,1,2025-03-25T10:00:00+00:00,LONG,aligned,16.0,False,0,fresh,London,Asia,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1420,NZDUSD,2025-03-28T08:00:00+00:00,2025-03-28T14:00:00+00:00,2025-03-28T15:00:00+00:00,London,bearish,BOS BOS,proximal,0.57355,0.57438,0.57478,0.57228,,1.53,,tp1,0.57228,1.033,1.53,2.488,258.25,True,,1.138,-0.049,,,1,1,-1,18.0,14.0,12,premium,0.0,,8.0,3.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-03-27T20:00:00+00:00,BOS,BOS,holding,True,pristine,True,0,0.71,1.01,1.01,marginal,0.612,0.626,1.238,0.000703,False,,,,,False,8,bearish,with_trend,2025-03-28T07:00:00+00:00,1,2025-03-28T00:00:00+00:00,SHORT,aligned,55.2,False,1,fresh,NY,NY,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1421,USDCHF,2025-03-03T15:00:00+00:00,2025-03-03T16:00:00+00:00,2025-03-04T01:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.89699,0.89589,0.89569,0.89939,,2.18,,sl,0.89569,-1.0,-1.0,-1.0,-250.0,True,,1.131,-0.838,True,False,9,-1,-1,106.0,52.0,57,discount,0.0,False,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-02-27T06:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,1,4.14,1.95,1.3,marginal,0.794,,1.332,0.001134,False,,,,,False,15,bullish,with_trend,2025-03-03T14:00:00+00:00,1,2025-02-27T12:00:00+00:00,LONG,aligned,46.9,False,0,stale,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1422,USDCHF,2025-03-03T15:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.90015,0.90183,0.90203,0.89752,,1.57,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,premium,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-03T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.85,1.54,1.03,marginal,1.509,0.428,1.132,0.000981,False,,,,,False,15,bullish,against_trend,2025-03-03T14:00:00+00:00,1,2025-03-03T13:00:00+00:00,SHORT,aligned,72.5,False,0,fresh,London,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
