setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
A1441,GOLD,2025-03-11T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,2903.49,2897.06,2897.055,2915.37,,1.85,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-11T07:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.34,1.24,1.24,marginal,0.84,,0.426,7.061429,False,,,,,False,9,bullish,with_trend,2025-03-11T08:00:00+00:00,1,2025-03-11T08:00:00+00:00,LONG,counter,61.2,False,1,no_fvg,London,London,True,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1442,GOLD,2025-03-13T07:00:00+00:00,,,London,bullish,BOS BOS,proximal,2921.14,2910.85,2910.845,2937.05,,1.55,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,24,premium,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-12T06:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.51,1.5,1.5,solid,1.794,0.489,2.674,5.455714,False,,,,,False,7,bullish,with_trend,2025-03-13T06:00:00+00:00,1,2025-03-12T15:00:00+00:00,LONG,counter,61.1,False,2,fresh,Asia,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1443,GOLD,2025-03-13T08:00:00+00:00,,,London,bullish,BOS BOS,proximal,2919.84,2914.39,2914.3849999999998,2929.26,,1.73,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,28,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-12T03:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.59,1.74,1.74,solid,1.05,,3.096,4.712143,False,,,,,False,8,bullish,with_trend,2025-03-13T07:00:00+00:00,1,2025-03-12T15:00:00+00:00,LONG,counter,59.2,False,2,no_fvg,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1444,GOLD,2025-03-13T14:00:00+00:00,,,NY,bullish,BOS BOS,proximal,2949.17,2940.54,2940.535,2953.79,,0.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-13T12:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.51,1.3,1.3,marginal,1.279,,2.224,6.358571,False,,,,,False,14,bullish,with_trend,2025-03-13T13:00:00+00:00,1,2025-03-13T13:00:00+00:00,LONG,counter,95.6,False,3,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1445,GOLD,2025-03-18T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,3015.02,3005.37,3005.365,3027.39,,1.28,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-18T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,2.61,1.67,1.67,solid,1.561,,3.286,5.860714,False,,,,,False,9,bullish,with_trend,2025-03-18T08:00:00+00:00,1,2025-03-18T07:00:00+00:00,LONG,counter,74.7,False,7,no_fvg,Asia,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1446,GOLD,2025-03-19T06:00:00+00:00,2025-03-19T08:00:00+00:00,2025-03-19T08:00:00+00:00,Asia,bullish,BOS BOS,proximal,3032.89,3026.73,3026.725,3045.23,,2.0,,sl,3026.725,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,7.0,3.0,5,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-19T01:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.22,1.49,1.49,marginal,1.107,,2.125,5.111429,False,,,,,False,6,bullish,with_trend,2025-03-19T05:00:00+00:00,1,2025-03-19T05:00:00+00:00,LONG,counter,81.5,False,8,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1447,GOLD,2025-03-21T14:00:00+00:00,2025-03-24T07:00:00+00:00,2025-03-25T13:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,3028.72,3038.3,3038.3050000000003,2982.07,,4.87,,sl,3028.72,0.0,0.579,0.579,0.0,True,,2.75,-0.49,True,False,29,-1,-1,68.0,17.0,3,premium,1.0,True,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2025-03-21T11:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.36,3.36,2.24,solid,1.127,,0.91,8.056429,False,,,,,False,14,bullish,against_trend,2025-03-21T13:00:00+00:00,1,2025-03-21T13:00:00+00:00,SHORT,aligned,56.4,False,0,no_fvg,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1448,GOLD,2025-03-25T06:00:00+00:00,2025-03-25T09:00:00+00:00,2025-03-25T14:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,3023.36,3033.92,3033.925,3007.47,,1.5,,sl,3033.925,-1.0,-1.0,-1.0,-250.0,True,,0.876,-0.702,True,False,5,-1,-1,23.0,18.0,19,premium,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-24T10:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,2.36,1.81,1.21,marginal,1.752,0.609,1.276,5.742857,False,,,,,False,6,bullish,against_trend,2025-03-25T05:00:00+00:00,1,2025-03-24T14:00:00+00:00,SHORT,aligned,67.6,False,0,fresh,London,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1449,GOLD,2025-03-26T09:00:00+00:00,2025-03-26T09:00:00+00:00,2025-03-26T11:00:00+00:00,London,bullish,BOS BOS,proximal,3017.82,3013.68,3013.6749999999997,3026.45,,2.08,,tp1,3026.45,2.082,2.08,0.0,520.5,True,,3.071,-0.239,,,2,2,-1,5.0,2.0,5,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-26T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.66,1.18,1.18,marginal,0.661,0.757,1.711,5.510714,False,,,,,False,9,bullish,with_trend,2025-03-26T08:00:00+00:00,1,2025-03-26T07:00:00+00:00,LONG,aligned,45.8,False,1,fresh,Asia,London,False,False,Neither,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1450,GOLD,2025-03-27T08:00:00+00:00,2025-03-27T08:00:00+00:00,2025-03-27T10:00:00+00:00,London,bullish,BOS BOS,proximal,3036.02,3028.75,3028.745,3047.58,,1.59,,tp1,3047.58,1.589,1.59,0.0,397.25,True,,2.742,-0.32,,,2,2,-1,3.0,1.0,3,premium,0.0,,5.2,3.0,1.22,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2025-03-27T05:00:00+00:00,BOS,BOS,holding,False,none,True,0,0.7,1.07,1.07,marginal,1.251,,2.693,5.41,False,,,,,False,8,bullish,with_trend,2025-03-27T07:00:00+00:00,1,2025-03-27T07:00:00+00:00,LONG,counter,92.7,False,2,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1451,GBPUSD,2025-03-03T10:00:00+00:00,2025-03-03T12:00:00+00:00,2025-03-03T12:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.26672,1.26809,1.26829,1.26405,,1.95,,sl,1.26829,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,99.0,47.0,49,premium,1.0,True,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-27T09:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.12,2.19,1.46,marginal,0.748,1.362,0.556,0.001564,False,,,,,False,10,bearish,with_trend,2025-03-03T09:00:00+00:00,1,2025-02-27T13:00:00+00:00,SHORT,aligned,172.4,False,0,fresh,London,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1452,GBPUSD,2025-03-04T14:00:00+00:00,2025-03-04T15:00:00+00:00,2025-03-04T16:00:00+00:00,NY,bullish,BOS BOS,proximal,1.26996,1.26866,1.26846,1.27248,,1.94,,tp1,1.27248,1.68,1.94,12.953,420.0,True,,2.053,-0.007,,,1,1,-1,13.0,3.0,12,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-04T02:00:00+00:00,BOS,BOS,holding,False,full,False,0,1.77,1.17,1.17,marginal,0.53,,1.446,0.002075,False,,,,,False,14,bullish,with_trend,2025-03-04T13:00:00+00:00,1,2025-03-04T12:00:00+00:00,LONG,counter,84.8,False,11,fresh,Asia,NY,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1453,GBPUSD,2025-03-05T08:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.27831,1.27672,1.27652,1.28212,,2.4,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,6,premium,0.0,,9.0,4.0,1.0,2.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2025-03-05T02:00:00+00:00,BOS,Confirm,holding,True,pristine,True,0,1.28,1.44,1.44,marginal,0.856,0.123,6.289,0.001624,False,,,,,False,8,bullish,with_trend,2025-03-05T07:00:00+00:00,1,2025-03-05T07:00:00+00:00,LONG,counter,85.5,False,1,fresh,Asia,London,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1454,GBPUSD,2025-03-05T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.28429,1.28087,1.28067,1.28698,,0.79,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-05T12:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.54,1.94,1.94,solid,1.414,,3.819,0.002278,False,,,,,False,15,bullish,with_trend,2025-03-05T14:00:00+00:00,1,2025-03-05T14:00:00+00:00,LONG,counter,91.3,False,11,no_fvg,London,NY,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1455,GBPUSD,2025-03-06T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.28358,1.28152,1.28132,1.29008,,3.16,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,23,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-05T11:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.8,2.88,2.88,strong,1.207,1.675,5.647,0.001541,False,,,,,False,10,bullish,with_trend,2025-03-06T09:00:00+00:00,1,2025-03-05T14:00:00+00:00,LONG,counter,81.0,False,3,fresh,London,London,False,False,never_filled,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1456,GBPUSD,2025-03-07T10:00:00+00:00,2025-03-10T07:00:00+00:00,2025-03-10T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.28907,1.28807,1.28787,1.29085,1.29188,1.78,2.81,sl,1.28787,-1.0,-1.0,-1.0,-250.0,True,,2.442,-0.158,False,False,1,-1,-1,75.0,22.0,6,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-03-07T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.36,1.24,1.24,marginal,0.548,0.185,3.339,0.001459,False,,,,,False,10,bullish,with_trend,2025-03-07T09:00:00+00:00,1,2025-03-07T09:00:00+00:00,LONG,counter,86.0,False,4,fresh,Asia,London,False,True,Fill only,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1457,GBPUSD,2025-03-17T07:00:00+00:00,2025-03-17T07:00:00+00:00,2025-03-17T09:00:00+00:00,London,bearish,Confirmation BOS,proximal,1.29397,1.29517,1.29537,1.29209,,1.57,,sl,1.29537,-1.0,-1.0,-1.0,-250.0,True,,0.793,-0.471,True,False,2,-1,-1,74.0,16.0,26,premium,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-03-14T05:00:00+00:00,BOS,Confirm,holding,False,none,False,1,0.67,1.23,1.23,marginal,1.057,,4.712,0.000946,False,,,,,False,7,bearish,with_trend,2025-03-17T06:00:00+00:00,1,2025-03-14T15:00:00+00:00,SHORT,aligned,52.5,False,1,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1458,GBPUSD,2025-03-17T11:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.29379,1.2926,1.2924,1.29587,,1.75,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,5,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-17T06:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.64,1.55,1.55,solid,0.814,0.337,0.806,0.001216,False,,,,,False,11,bullish,with_trend,2025-03-17T10:00:00+00:00,1,2025-03-17T09:00:00+00:00,LONG,aligned,34.7,False,1,fresh,Asia,London,True,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1459,GBPUSD,2025-03-21T16:00:00+00:00,2025-03-24T06:00:00+00:00,2025-03-24T07:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.2938,1.2949,1.2951,1.29209,,1.55,,sl,1.2951,-1.0,-1.0,-1.0,-250.0,True,,1.215,-0.885,True,True,1,-1,-1,67.0,16.0,5,discount,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-21T11:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.34,2.48,1.65,solid,0.556,,1.181,0.001618,False,,,,,False,16,bullish,against_trend,2025-03-21T15:00:00+00:00,1,2025-03-21T14:00:00+00:00,SHORT,counter,36.8,False,0,no_fvg,London,Asia,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1460,GBPUSD,2025-03-25T11:00:00+00:00,2025-03-26T07:00:00+00:00,2025-03-26T08:00:00+00:00,London,bullish,BOS BOS,proximal,1.29234,1.29013,1.28993,1.29587,,1.6,,sl,1.28993,-1.0,-1.0,-1.0,-250.0,True,,0.726,-0.842,True,True,1,-1,-1,24.0,21.0,4,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-25T07:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.86,1.69,1.69,solid,1.718,1.068,1.487,0.00117,False,,,,,False,11,bullish,with_trend,2025-03-25T10:00:00+00:00,1,2025-03-25T10:00:00+00:00,LONG,aligned,41.4,False,2,fresh,London,London,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1461,GBPUSD,2025-03-26T05:00:00+00:00,2025-03-26T07:00:00+00:00,2025-03-26T07:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.29233,1.2912,1.291,1.29447,,1.89,,sl,1.291,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0,-1,-1,25.0,21.0,23,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-25T06:00:00+00:00,BOS,BOS,holding,True,partial,False,0,2.18,1.98,1.98,solid,0.929,1.248,1.738,0.001001,False,,,,,False,5,bullish,with_trend,2025-03-26T04:00:00+00:00,1,2025-03-25T10:00:00+00:00,LONG,aligned,45.0,False,2,fresh,Asia,London,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1462,GBPUSD,2025-03-26T08:00:00+00:00,2025-03-27T06:00:00+00:00,2025-03-27T09:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.29276,1.29455,1.29475,1.28955,,1.79,,sl,1.29276,0.0,-1.0,-1.0,0.0,True,,1.327,-0.095,True,False,3,-1,-1,24.0,23.0,2,premium,0.0,False,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-26T06:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.39,2.52,1.68,solid,1.344,,0.736,0.001183,False,,,,,False,8,bullish,against_trend,2025-03-26T07:00:00+00:00,1,2025-03-26T07:00:00+00:00,SHORT,aligned,50.4,False,0,no_fvg,Asia,Asia,True,True,Both,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A1463,AUDUSD,2025-03-05T14:00:00+00:00,2025-03-07T13:00:00+00:00,2025-03-07T14:00:00+00:00,NY,bullish,Confirmation BOS,proximal,0.62857,0.62747,0.62727,0.63035,,1.62,,tp1,0.63035,1.369,1.62,0.0,342.25,True,,1.977,-0.277,,,1,1,-1,50.0,48.0,3,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-05T11:00:00+00:00,BOS,Confirm,holding,False,none,False,0,1.14,1.23,1.23,marginal,0.672,,3.455,0.00134,False,,,,,False,14,bullish,with_trend,2025-03-05T13:00:00+00:00,1,2025-03-05T13:00:00+00:00,LONG,counter,91.7,False,1,no_fvg,London,NY,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1464,AUDUSD,2025-03-05T15:00:00+00:00,2025-03-06T01:00:00+00:00,2025-03-06T03:00:00+00:00,NY,bearish,Confirmation BOS,proximal,0.63492,0.63576,0.63596,0.63364,,1.52,,tp1,0.63364,1.231,1.52,0.0,307.75,True,,1.875,-0.692,,,2,2,-1,212.0,159.0,154,premium,0.0,,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-02-25T05:00:00+00:00,BOS,Confirm,holding,False,full,False,2,0.74,1.37,1.37,marginal,0.461,,4.621,0.001387,False,,,,,False,15,bullish,against_trend,2025-03-05T14:00:00+00:00,1,2025-02-25T10:00:00+00:00,SHORT,aligned,156.3,False,1,stale,Asia,Asia,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1465,AUDUSD,2025-03-06T05:00:00+00:00,2025-03-06T16:00:00+00:00,2025-03-06T17:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,0.63625,0.63707,0.63727,0.63442,,2.23,,tp1,0.63442,1.794,2.23,7.461,448.5,True,,2.716,-0.118,,,1,1,-1,244.0,195.0,185,premium,1.0,True,6.0,4.0,0.0,1.0,0.0,1.0,"structure,fvg",False,h1_only,2025-02-24T12:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,2,1.46,1.55,1.03,marginal,0.454,0.929,0.871,0.001366,False,,,,,False,5,bullish,against_trend,2025-03-06T04:00:00+00:00,1,2025-02-24T13:00:00+00:00,SHORT,aligned,103.6,False,0,fresh,London,NY,True,False,OB only,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1466,AUDUSD,2025-03-07T14:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,0.6256,0.6246,0.6244000000000001,0.62791,,2.31,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,58,discount,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-05T04:00:00+00:00,BOS,Confirm,fading,True,pristine,False,0,0.44,1.06,1.06,marginal,0.728,0.71,4.212,0.001099,False,,,,,False,14,bullish,with_trend,2025-03-07T13:00:00+00:00,1,2025-03-05T08:00:00+00:00,LONG,aligned,39.1,False,1,fresh,Asia,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1467,AUDUSD,2025-03-10T10:00:00+00:00,2025-03-10T10:00:00+00:00,2025-03-10T14:00:00+00:00,London,bullish,BOS BOS,proximal,0.63229,0.63082,0.6306200000000001,0.63488,,1.76,,sl,0.6306200000000001,-1.0,-1.0,-1.0,-250.0,True,,0.479,-0.425,True,False,4,-1,-1,2.0,1.0,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-10T08:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.63,1.33,1.33,marginal,1.229,,2.351,0.001034,False,,,,,False,10,bullish,with_trend,2025-03-10T09:00:00+00:00,1,2025-03-10T09:00:00+00:00,LONG,aligned,50.0,False,1,no_fvg,London,London,True,False,OB only,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1468,AUDUSD,2025-03-13T04:00:00+00:00,2025-03-13T06:00:00+00:00,2025-03-13T12:00:00+00:00,Asia,bullish,BOS BOS,proximal,0.62937,0.62834,0.62814,0.63113,,1.71,,sl,0.62814,-1.0,-1.0,-1.0,-250.0,True,,0.976,-0.829,False,False,6,-1,-1,19.0,15.0,17,discount,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-03-12T11:00:00+00:00,BOS,BOS,fading,True,pristine,False,0,0.62,1.16,1.16,marginal,0.87,0.902,1.646,0.000954,False,,,,,False,4,bullish,with_trend,2025-03-13T03:00:00+00:00,1,2025-03-12T15:00:00+00:00,LONG,aligned,30.7,False,3,fresh,London,Asia,True,True,Both,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1469,AUDUSD,2025-03-14T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,0.62891,0.62779,0.62759,0.63073,,1.63,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,8,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-03-14T02:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.8,1.03,1.03,marginal,1.087,,3.036,0.000846,False,,,,,False,10,bullish,with_trend,2025-03-14T09:00:00+00:00,1,2025-03-14T08:00:00+00:00,LONG,aligned,48.2,False,4,no_fvg,Asia,London,True,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1470,AUDUSD,2025-03-14T13:00:00+00:00,,,NY,bullish,BOS BOS,proximal,0.63102,0.6299,0.6297,0.63274,0.63309,1.54,1.85,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-03-14T09:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.05,1.56,1.56,solid,0.943,,3.382,0.000976,False,,,,,False,13,bullish,with_trend,2025-03-14T12:00:00+00:00,1,2025-03-14T12:00:00+00:00,LONG,counter,64.1,False,4,no_fvg,London,NY,False,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
A1471,AUDUSD,2025-03-18T15:00:00+00:00,2025-03-19T07:00:00+00:00,2025-03-19T18:00:00+00:00,NY,bullish,Confirmation BOS,proximal,0.63328,0.63215,0.63195,0.63515,,1.65,,sl,0.63195,-1.0,1.65,-1.0,-250.0,True,,1.263,-0.887,True,True,11,11,-1,51.0,43.0,35,premium,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",True,h1_only,2025-03-17T04:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.08,1.25,1.25,marginal,1.201,0.53,8.627,0.000774,False,,,,,False,15,bullish,with_trend,2025-03-18T14:00:00+00:00,1,2025-03-17T12:00:00+00:00,LONG,counter,52.3,False,1,fresh,Asia,London,False,True,Fill only,True,"Asian Range: 20:00-00:00 America/New_York, London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York"
