setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A3458,EURUSD,2024-04-11T16:00:00+00:00,2024-04-11T18:00:00+00:00,2024-04-12T07:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.07279,1.07466,1.07486,1.06992,,1.53,,tp1,1.06992,1.386,1.53,4.971,346.5,True,,1.386,-0.319,,,13,13,-1,10.0,3.0,8,discount,0.0,,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-04-11T08:00:00+00:00,BOS,Confirm,holding,False,full,False,0,1.64,2.04,2.04,solid,1.243,,9.385,0.001344,False,,,,,False,16,bearish,with_trend,2024-04-11T15:00:00+00:00,1,2024-04-11T15:00:00+00:00,SHORT,,counter,17.2,False,1,fresh,London,NY,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3459,EURUSD,2024-04-12T06:00:00+00:00,,,Asia,bearish,BOS BOS,proximal,1.07233,1.07294,1.07314,1.06992,,3.95,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,3,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2024-04-12T03:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.54,1.39,1.39,marginal,0.514,0.74,1.731,0.000797,False,,,,,False,6,bearish,with_trend,2024-04-12T05:00:00+00:00,1,2024-04-12T04:00:00+00:00,SHORT,,counter,42.2,False,2,fresh,Asia,Asia,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3460,EURUSD,2024-04-18T14:00:00+00:00,2024-04-18T14:00:00+00:00,2024-04-18T18:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.06467,1.0636,1.0634000000000001,1.06648,,1.69,,sl,1.06467,0.0,-1.0,-1.0,0.0,True,,1.417,-0.0,True,True,4,-1,-1,27.0,21.0,27,premium,1.0,True,7.0,4.0,0.0,2.0,0.0,1.0,"structure,fvg",False,h1_only,2024-04-17T11:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.88,2.46,1.64,solid,1.202,0.249,1.189,0.000724,False,,,,,False,14,bearish,against_trend,2024-04-18T13:00:00+00:00,1,2024-04-17T17:00:00+00:00,LONG,False,counter,51.3,False,0,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3461,EURUSD,2024-04-18T15:00:00+00:00,2024-04-19T13:00:00+00:00,2024-04-19T18:00:00+00:00,NY,bearish,BOS BOS,proximal,1.06699,1.06792,1.06812,1.06278,,4.53,,friday_flat,1.06533,1.469,4.53,0.0,367.25,True,,2.628,-0.673,,,5,25,-1,26.0,23.0,4,premium,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-04-18T11:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.29,1.17,1.17,marginal,0.715,,0.979,0.001021,False,,,,,False,15,bearish,with_trend,2024-04-18T14:00:00+00:00,1,2024-04-18T14:00:00+00:00,SHORT,True,aligned,77.4,False,1,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3462,EURUSD,2024-04-23T09:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,1.06509,1.06365,1.06345,1.06742,1.06775,1.62,1.85,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,2,discount,0.0,False,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2024-04-23T07:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,1.97,3.62,2.41,solid,1.354,1.988,0.743,0.000916,False,,,,,False,9,bearish,against_trend,2024-04-23T08:00:00+00:00,1,2024-04-23T08:00:00+00:00,LONG,,aligned,37.9,False,0,fresh,London,London,True,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3463,EURUSD,2024-04-23T15:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.0744,1.07485,1.07505,1.07309,,2.91,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,202,premium,0.0,,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-04-11T05:00:00+00:00,BOS,Confirm,fading,False,full,False,0,3.45,4.3,4.3,strong,0.314,,15.819,0.000797,False,,,,,False,15,bearish,with_trend,2024-04-23T14:00:00+00:00,1,2024-04-11T15:00:00+00:00,SHORT,,aligned,78.5,False,1,stale,Asia,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3464,EURUSD,2024-04-24T08:00:00+00:00,2024-04-24T15:00:00+00:00,2024-04-24T20:00:00+00:00,London,bearish,BOS BOS,proximal,1.07002,1.07126,1.07146,1.06642,1.06496,2.9,4.08,sl,1.07002,0.0,-1.0,-1.0,0.0,True,,1.333,-0.0,False,False,5,-1,-1,14.0,8.0,7,premium,0.0,,5.0,3.0,0.0,2.0,0.0,0.0,"structure,fvg",False,h1_only,2024-04-24T01:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.74,1.12,1.12,marginal,1.773,0.733,6.582,0.000586,False,,,,,False,8,bearish,with_trend,2024-04-24T07:00:00+00:00,1,2024-04-24T07:00:00+00:00,SHORT,False,aligned,84.6,False,1,no_fvg,Asia,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3465,EURUSD,2024-04-25T08:00:00+00:00,2024-04-25T13:00:00+00:00,2024-04-25T13:00:00+00:00,London,bullish,BOS BOS,proximal,1.07081,1.07014,1.0699400000000001,1.07345,,3.94,,sl,1.0699400000000001,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0,-1,-1,9.0,7.0,4,premium,0.0,,5.0,1.0,1.0,1.0,2.0,0.0,"structure,sweep,fvg,freshness",False,h1_only,2024-04-25T04:00:00+00:00,BOS,BOS,fading,True,pristine,True,0,0.66,0.97,0.97,marginal,0.612,0.195,1.015,0.000769,False,,,,,False,8,bullish,with_trend,2024-04-25T07:00:00+00:00,1,2024-04-25T06:00:00+00:00,LONG,,counter,60.6,False,2,fresh,Asia,NY,False,True,Fill only,Caution: Late-Trend Chase,caution,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3466,EURUSD,2024-04-25T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.06549,1.06475,1.06455,1.06692,,1.93,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,57,discount,0.0,False,6.0,3.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2024-04-23T06:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,1,3.26,5.97,3.98,strong,0.953,3.213,1.201,0.000566,False,,,,,False,15,bullish,with_trend,2024-04-25T14:00:00+00:00,1,2024-04-23T08:00:00+00:00,LONG,,aligned,34.3,False,0,fresh,Asia,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3467,EURUSD,2024-04-26T16:00:00+00:00,2024-04-29T05:00:00+00:00,2024-04-29T17:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.07284,1.07547,1.07567,1.06807,,1.81,,sl,1.07284,0.0,0.484,0.484,0.0,True,,1.353,-0.187,True,False,12,-1,-1,68.0,14.0,7,premium,1.0,True,4.0,4.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2024-04-26T09:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,2.52,1.76,1.17,marginal,1.664,,0.671,0.001461,False,,,,,False,16,bullish,against_trend,2024-04-26T15:00:00+00:00,1,2024-04-26T15:00:00+00:00,SHORT,False,aligned,67.5,False,0,no_fvg,London,Asia,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3468,EURUSD,2024-04-29T04:00:00+00:00,2024-04-29T05:00:00+00:00,2024-04-29T10:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.07257,1.07406,1.07426,1.06992,,1.78,,tp1,1.06992,1.568,1.78,0.0,392.0,True,,1.568,-0.473,,,5,5,-1,70.0,14.0,21,premium,1.0,True,5.0,4.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-04-26T07:00:00+00:00,CHoCH,CHoCH,holding,False,full,False,0,3.55,2.48,1.65,solid,1.08,,0.821,0.001194,False,,,,,False,4,bullish,against_trend,2024-04-29T03:00:00+00:00,1,2024-04-26T15:00:00+00:00,SHORT,False,aligned,63.9,False,0,fresh,London,Asia,True,False,OB only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3469,USDJPY,2024-04-01T14:00:00+00:00,2024-04-01T14:00:00+00:00,2024-04-03T13:00:00+00:00,NY,bearish,BOS BOS,proximal,151.643,151.858,151.87800000000001,151.258,,1.79,,sl,151.87800000000001,-1.0,-1.0,-1.0,-250.0,True,,0.868,-0.677,True,True,47,-1,-1,126.0,76.0,77,premium,0.0,,3.5,3.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2024-03-27T08:00:00+00:00,BOS,BOS,holding,True,partial,False,0,0.88,4.49,4.49,strong,1.938,,0.01,0.100643,False,,,,,False,14,bullish,against_trend,2024-04-01T13:00:00+00:00,1,2024-03-27T09:00:00+00:00,SHORT,,aligned,127.4,False,1,fresh,London,NY,False,True,Fill only,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3470,USDJPY,2024-04-01T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,151.402,151.335,151.315,151.542,,2.09,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,0,-1,-1,,,4,discount,0.0,,6.0,3.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2024-04-01T11:00:00+00:00,BOS,BOS,holding,True,partial,False,0,0.47,1.11,1.11,marginal,0.541,0.472,2.234,0.086857,False,,,,,False,15,bullish,with_trend,2024-04-01T14:00:00+00:00,1,2024-04-01T13:00:00+00:00,LONG,,aligned,47.8,False,1,fresh,London,NY,True,False,never_filled,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3471,USDJPY,2024-04-03T08:00:00+00:00,2024-04-03T17:00:00+00:00,2024-04-03T23:00:00+00:00,London,bullish,BOS BOS,proximal,151.581,151.52,151.5,151.708,,2.08,,sl,151.581,0.0,2.08,0.0,0.0,True,,1.506,-0.0,True,True,6,10,-1,13.0,10.0,4,discount,0.0,,4.7,3.0,1.67,0.0,0.0,0.0,"structure,sweep",False,h1_only,2024-04-03T04:00:00+00:00,BOS,BOS,holding,False,none,True,0,0.46,1.12,1.12,marginal,0.599,,1.228,0.068429,False,,,,,False,8,bullish,with_trend,2024-04-03T07:00:00+00:00,1,2024-04-03T07:00:00+00:00,LONG,False,aligned,39.1,False,2,no_fvg,Asia,NY,False,False,Neither,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3472,USDJPY,2024-04-08T09:00:00+00:00,2024-04-08T11:00:00+00:00,2024-04-08T22:00:00+00:00,London,bullish,Confirmation BOS,proximal,151.83,151.732,151.712,151.954,,1.27,,sl,151.712,-1.0,-1.0,-1.0,-250.0,True,,0.949,-0.949,True,True,11,-1,-1,4.0,3.0,2,premium,0.0,,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2024-04-08T07:00:00+00:00,BOS,Confirm,holding,False,none,False,0,0.7,1.32,1.32,marginal,0.945,,6.097,0.0825,False,,,,,False,9,bullish,with_trend,2024-04-08T08:00:00+00:00,1,2024-04-08T08:00:00+00:00,LONG,,counter,95.6,False,1,no_fvg,London,London,False,True,Fill only,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3473,USDJPY,2024-04-10T06:00:00+00:00,2024-04-10T06:00:00+00:00,2024-04-10T13:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,151.773,151.867,151.887,151.597,,1.87,,sl,151.887,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.956,False,False,7,-1,-1,18.0,15.0,18,premium,1.0,True,5.5,4.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2024-04-09T12:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,1,1.21,1.83,1.22,marginal,1.074,,2.423,0.068929,False,,,,,False,6,bullish,against_trend,2024-04-10T05:00:00+00:00,1,2024-04-09T15:00:00+00:00,SHORT,,aligned,55.9,False,0,no_fvg,London,Asia,True,False,OB only,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3474,USDJPY,2024-04-10T09:00:00+00:00,2024-04-10T11:00:00+00:00,2024-04-10T13:00:00+00:00,London,bullish,BOS BOS,proximal,151.814,151.753,151.73299999999998,151.922,,1.77,,tp1,151.922,1.333,1.77,16.593,333.25,True,,1.333,-0.012,,,2,2,-1,4.0,3.0,2,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2024-04-10T07:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.84,1.01,1.01,marginal,0.679,,2.303,0.060357,False,,,,,False,9,bullish,with_trend,2024-04-10T08:00:00+00:00,1,2024-04-10T08:00:00+00:00,LONG,,counter,67.0,False,1,no_fvg,London,London,False,True,Fill only,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3475,USDJPY,2024-04-12T14:00:00+00:00,2024-04-14T23:00:00+00:00,2024-04-15T01:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,153.204,153.327,153.347,152.796,,3.32,,sl,153.347,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.811,False,False,2,-1,-1,62.0,10.0,5,premium,1.0,True,6.0,4.0,2.0,0.0,0.0,0.0,"structure,sweep",False,h1_only,2024-04-12T09:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,True,0,1.33,1.77,1.18,marginal,0.72,,1.125,0.143071,False,,,,,False,14,bullish,against_trend,2024-04-12T13:00:00+00:00,1,2024-04-12T13:00:00+00:00,SHORT,,aligned,90.1,False,0,fresh,London,Other,False,False,Neither,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A3476,USDJPY,2024-04-15T14:00:00+00:00,2024-04-15T15:00:00+00:00,2024-04-16T03:00:00+00:00,NY,bullish,BOS BOS,proximal,153.936,153.841,153.821,154.415,,5.04,,tp1,154.415,4.165,5.04,0.0,1041.25,True,,4.165,-0.0,,,12,12,-1,3.0,2.0,2,premium,0.0,,4.0,3.0,0.0,0.0,0.0,1.0,structure,False,h1_only,2024-04-15T12:00:00+00:00,BOS,BOS,holding,False,full,False,2,1.15,1.48,1.48,marginal,0.434,,5.138,0.172643,False,,,,,False,14,bullish,with_trend,2024-04-15T13:00:00+00:00,1,2024-04-15T13:00:00+00:00,LONG,False,counter,73.7,False,1,fresh,London,NY,True,True,Both,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
