setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp_2r,exit_reason,exit_price,r_realised,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_2r,sl_swept_then_1r,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_2r_touch,bars_sl_to_1r_touch,sl_recovered_to_entry,sl_distance_atr,sl_dist_atr_at_alert,tp_dist_atr_at_alert,bars_to_exit,bars_to_mfe,bars_to_mae,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_to_extreme_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_pools_swept,sweep2_age_at_fill_h1,sweep2_tiers_checked,sweep2_sw_present,sweep2_sw_pierce_atr,sweep2_sw_rejection_ratio,sweep2_sw_follow_atr,sweep2_sw_rn_aligned,sweep2_eq_present,sweep2_eq_pierce_atr,sweep2_eq_rejection_ratio,sweep2_eq_follow_atr,sweep2_eq_rn_aligned,sweep2_eq_size,sweep2_pw_present,sweep2_pw_pierce_atr,sweep2_pw_rejection_ratio,sweep2_pw_follow_atr,sweep2_pw_rn_aligned,sweep2_pd_present,sweep2_pd_pierce_atr,sweep2_pd_rejection_ratio,sweep2_pd_follow_atr,sweep2_pd_rn_aligned,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,session_level_pair_relevant,alert_bar_ts,alert_seq,bos_timestamp,bias,mfe_intrade_r,sl_bar_best_favor_r,sl_bar_reached_1r_ambiguous,ob_penetration_depth,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,atr_regime_pct_at_fill,atr_regime_ratio_at_fill,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B9816,EURUSD,2015-09-02T08:00:00+00:00,2015-09-02T08:00:00+00:00,2015-09-02T09:00:00+00:00,London,bearish,BOS BOS,proximal,1.12722,1.12932,1.12302,sl,1.12932,-1.0,-250.0,True,,8.824,-0.214,-0.113,True,True,True,0.033,0.0,4.0,3.0,True,0.99,0.99,1.98,1,31.0,2.0,3.0,1.0,3,premium,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-09-02T05:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.1,1.01,1.01,marginal,,0.896,,1.429,0.002121,0.002204,0.332,0,45.292,False,,,,,False,8,bearish,with_trend,True,False,,1.12419,False,False,False,INSIDE,intact,intact,intact,intact,2.81,3.041,PD,PD,False,,,,,,,,,,31.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,0.137,False,sweep,asia,low,True,2015-09-02T07:00:00+00:00,1,2015-09-02T07:00:00+00:00,SHORT,0.0,0.524,False,0.0,aligned,66.2,False,1,43.49,0.8846,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.2085,1.17138,1.11559,discount,mixed,-0.967,0.337,0.092,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9817,EURUSD,2015-09-02T13:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.12559,1.1293,1.1181700000000003,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.532,1.532,3.063,0,,,,,5,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-09-02T08:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.08,0.98,0.98,marginal,,1.449,,0.9,0.002422,,0.632,1,52.75,False,,,,,False,13,bearish,with_trend,True,False,,1.12341,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.037,bare,False,,False,sweep,asia,low,True,2015-09-02T12:00:00+00:00,1,2015-09-02T12:00:00+00:00,SHORT,0.0,,,,aligned,54.5,False,2,,,no_fvg,London,NY,True,False,never_filled,0.87,,,0.1792,1.17138,1.11559,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9818,EURUSD,2015-09-04T08:00:00+00:00,2015-09-04T09:00:00+00:00,2015-09-04T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.11382,1.11207,1.1173200000000003,sl,1.11207,-1.0,-250.0,True,,2.149,-0.543,-0.465,True,False,False,2.403,2.078,,,True,1.357,1.357,2.713,3,8.0,1.0,3.0,2.0,2,discount,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",True,h1_only,2015-09-04T06:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.37,1.03,0.69,marginal,False,1.202,,0.496,0.00129,0.001248,0.323,0,62.565,False,,,,,False,8,bearish,ambiguous,False,True,bullish,1.11446,False,False,False,INSIDE,intact,intact,intact,broken,8.124,3.977,PD,PD,False,,,,,,,,,,,,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.395,bare,False,,False,none,none,none,False,2015-09-04T07:00:00+00:00,1,2015-09-04T07:00:00+00:00,LONG,0.634,2.926,True,0.6129,aligned,22.1,False,0,6.59,0.5443,no_fvg,London,London,True,False,OB only,,,,-0.0317,1.17138,1.11559,discount,both_discount,-0.341,0.413,0.42,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Average Hourly Earnings m/m
B9819,EURUSD,2015-09-04T13:00:00+00:00,2015-09-08T04:00:00+00:00,2015-09-08T07:00:00+00:00,NY,bearish,BOS BOS,proximal,1.12161,1.12353,1.1177700000000002,tp,1.1177700000000002,2.0,500.0,True,,4.417,-0.682,0.453,,,,,,,,,0.871,0.963,1.927,3,32.0,2.0,113.0,64.0,26,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2015-09-03T11:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,3.53,4.63,4.63,strong,,0.78,2.948,5.859,0.002205,0.001243,0.477,0,38.609,False,,,,,False,13,bearish,counter_trend,True,True,bullish,1.10869,False,False,True,INSIDE,intact,intact,intact,intact,5.247,1.755,PW,PD,True,,,3.528,2.0,,,False,2.658,False,81.0,high,1.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.349,EQ,False,,False,sweep,asia,high,True,2015-09-04T12:00:00+00:00,2,2015-09-03T12:00:00+00:00,SHORT,2.375,,,0.7616,aligned,50.7,False,4,4.17,0.5189,fresh,London,Asia,True,False,OB only,0.779,,,0.1079,1.17138,1.11559,discount,mixed,1.769,0.401,0.577,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9820,EURUSD,2015-09-08T07:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.12559,1.1293,1.1181700000000003,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.532,2.585,5.171,0,,,,,95,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2015-09-02T08:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.08,0.98,0.98,marginal,,1.449,0.173,1.404,0.002422,,0.632,1,36.781,False,,,,,False,7,bearish,counter_trend,True,True,bullish,1.12219,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.037,bare,False,,False,break,asia,high,True,2015-09-08T06:00:00+00:00,2,2015-09-02T12:00:00+00:00,SHORT,0.0,,,,aligned,54.5,False,2,,,fresh,London,London,True,False,never_filled,0.894,,,0.6901,1.13318,1.10869,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9821,EURUSD,2015-09-09T12:00:00+00:00,2015-09-09T14:00:00+00:00,2015-09-09T21:00:00+00:00,NY,bearish,BOS BOS,proximal,1.1175,1.12092,1.11066,sl,1.12092,-1.0,-250.0,True,,0.827,-0.994,-1.209,False,,,0.695,,,,,1.697,1.697,3.393,7,2.0,6.0,6.0,3.0,4,discount,0.0,,9.0,3.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2015-09-09T08:00:00+00:00,BOS,BOS,0,holding,True,pristine,True,0,0.4,0.56,0.56,marginal,,1.597,0.972,1.96,0.002016,0.002296,0.472,0,47.084,False,,,,,False,12,bearish,with_trend,False,False,,1.11355,False,False,True,EXPANSION_DOWN,intact,broken,intact,intact,2.689,4.371,PD,PW,False,7.0,PD,2.034,2.0,,,False,0.337,True,3.0,high,2.0,0.0,True,1,14.0,"eq,sw,pd,pw",True,0.124,9.667,3.87,False,False,,,,,,False,,,,,False,,,,,True,-0.099,bare,False,,False,break,asia,low,True,2015-09-09T11:00:00+00:00,1,2015-09-09T11:00:00+00:00,SHORT,0.827,-0.789,False,1.0559,counter,49.1,False,1,47.98,0.9233,fresh,London,NY,True,True,Both,1.0,,,0.3597,1.13318,1.10869,discount,both_discount,-0.203,0.607,0.364,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9822,EURUSD,2015-09-10T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.12073,1.11695,1.1282899999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.464,1.464,2.928,0,,,,,7,discount,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-09-10T09:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.68,1.79,1.79,solid,,1.386,,2.792,0.002582,,0.383,1,49.276,False,,,,,False,16,bullish,with_trend,True,False,,1.12794,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.077,bare,True,0.426,False,none,none,none,False,2015-09-10T15:00:00+00:00,1,2015-09-10T15:00:00+00:00,LONG,0.0,,,,aligned,33.2,False,1,,,no_fvg,London,NY,False,False,never_filled,0.995,,,0.4916,1.13318,1.10869,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9823,EURUSD,2015-09-10T17:00:00+00:00,2015-09-11T16:00:00+00:00,2015-09-11T18:00:00+00:00,NY,bearish,BOS BOS,proximal,1.13455,1.13585,1.1319499999999998,friday_flat,1.13466,-0.085,-21.25,True,,0.531,-0.185,-0.16,,,,,,,,,0.553,0.482,0.964,2,1.0,1.0,372.0,272.0,253,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-08-27T04:00:00+00:00,BOS,BOS,0,holding,False,full,False,0,0.38,1.14,1.14,marginal,,0.468,,,0.00235,0.002265,0.482,1,49.433,False,,,,,False,17,bullish,counter_trend,False,False,,,True,False,True,SWEPT_HIGH,swept,intact,intact,intact,,0.583,,PW,True,1.0,PD,,,,,,,,1.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,,break,london,high,True,2015-09-10T16:00:00+00:00,4,2015-08-27T08:00:00+00:00,SHORT,0.0,,,0.0,counter,24.2,False,3,51.51,0.9553,stale,Asia,NY,False,False,Neither,,,,1.0559,1.13318,1.10869,premium,mixed,2.468,0.574,0.71,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9824,EURUSD,2015-09-11T10:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.12202,1.11958,1.1269,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.703,1.51,3.02,0,,,,,29,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-09-10T05:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,1.27,3.32,3.32,strong,,1.563,1.801,5.22,0.001433,,0.576,3,56.48,False,,,,,False,10,bullish,with_trend,True,False,,1.1295,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,sweep,asia,high,True,2015-09-11T09:00:00+00:00,1,2015-09-10T15:00:00+00:00,LONG,0.0,,,,aligned,37.4,False,1,,,fresh,Asia,London,False,False,never_filled,0.553,A First Pullback,premium,0.5443,1.13318,1.10869,premium,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9825,EURUSD,2015-09-11T16:00:00+00:00,2015-09-14T12:00:00+00:00,2015-09-15T14:00:00+00:00,NY,bullish,BOS BOS,proximal,1.12992,1.12751,1.13474,sl,1.12751,-1.0,-250.0,True,,1.212,-0.871,-0.825,False,,,0.306,,,,,1.102,1.102,2.204,26,24.0,37.0,70.0,21.0,2,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-09-11T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.17,2.51,2.51,strong,,1.01,,2.057,0.002187,0.001601,0.357,0,48.372,False,,,,,False,16,bullish,with_trend,False,False,,1.13442,False,True,False,SWEPT_HIGH,swept,intact,swept,intact,,2.076,,PD,False,4.0,PD,,,,,,,,21.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2015-09-11T15:00:00+00:00,1,2015-09-11T15:00:00+00:00,LONG,1.212,0.556,False,0.724,counter,73.9,False,2,19.66,0.6994,no_fvg,NY,NY,True,True,Both,,,,0.8669,1.13318,1.10869,premium,both_premium,0.649,0.226,0.221,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,German ZEW Economic Sentiment
B9826,EURUSD,2015-09-14T04:00:00+00:00,2015-09-14T04:00:00+00:00,2015-09-14T05:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.1348,1.13383,1.1367400000000003,sl,1.13383,-1.0,-250.0,True,,0.0,-0.0,,False,,,0.294,,,,,0.583,0.583,1.166,1,0.0,0.0,3.0,1.0,3,premium,0.0,,3.0,1.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2015-09-14T01:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.15,0.55,0.55,marginal,,0.463,,0.294,0.001664,0.001579,0.494,1,43.094,False,,,,,False,4,bullish,with_trend,False,False,,1.13529,False,False,False,SWEPT_HIGH,swept,intact,swept,intact,,5.66,,PD,False,3.0,PD,,,,,,,,13.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2015-09-14T03:00:00+00:00,1,2015-09-14T03:00:00+00:00,LONG,0.0,-0.392,False,0.0,counter,94.1,False,3,22.85,0.7291,no_fvg,Asia,Asia,False,False,Neither,0.828,Caution: Late-Trend Chase,caution,0.9943,1.13493,1.1121,premium,both_premium,-0.234,0.512,0.522,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9827,EURUSD,2015-09-14T11:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,1.13372,1.13705,1.1270600000000004,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,2.089,2.089,4.177,0,,,,,5,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-09-14T06:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.31,0.8,0.53,marginal,False,1.963,,1.662,0.001594,,0.805,0,48.126,False,,,,,False,11,bullish,ambiguous,False,True,bearish,1.13107,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.151,bare,False,,False,sweep,asia,low,True,2015-09-14T10:00:00+00:00,1,2015-09-14T10:00:00+00:00,SHORT,0.0,,,,aligned,82.3,False,0,,,no_fvg,London,London,True,False,never_filled,0.995,,,0.947,1.13493,1.1121,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9828,EURUSD,2015-09-15T15:00:00+00:00,2015-09-16T10:00:00+00:00,2015-09-16T12:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.12202,1.11958,1.1269,tp,1.1269,2.0,500.0,True,,9.828,-0.262,0.204,,,,,,,,,1.703,1.155,2.31,2,47.0,1.0,149.0,91.0,82,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-09-10T05:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,1.27,3.32,3.32,strong,,1.563,1.801,5.22,0.001433,0.001451,0.576,3,58.303,False,,,,,False,15,bearish,counter_trend,False,False,,1.1295,False,False,False,EXPANSION_DOWN,intact,broken,swept,intact,7.551,6.923,PD,PW,False,2.0,PD,7.551,2.0,,,True,,,91.0,high,1.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,False,,False,none,none,none,False,2015-09-15T14:00:00+00:00,2,2015-09-10T15:00:00+00:00,LONG,2.139,,,0.2857,aligned,37.4,False,1,10.55,0.6028,fresh,Asia,London,False,False,Neither,0.553,,,0.4345,1.13493,1.1121,discount,both_discount,3.043,0.44,0.907,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Core CPI m/m
B9829,EURUSD,2015-09-15T15:00:00+00:00,2015-09-16T11:00:00+00:00,2015-09-16T14:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.12159,1.11798,1.1288100000000003,tp,1.1288100000000003,2.0,500.0,True,,6.762,-0.0,0.296,,,,,,,,,2.049,1.709,3.417,3,46.0,0.0,148.0,92.0,80,discount,0.0,,8.0,4.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2015-09-10T07:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,0.84,2.2,2.2,solid,,1.936,1.465,4.491,0.001761,0.001495,0.516,2,58.303,False,,,,,False,15,bearish,counter_trend,False,False,,1.1295,False,False,False,EXPANSION_DOWN,intact,broken,swept,intact,6.387,5.388,PD,PW,False,3.0,PD,6.387,2.0,,,True,,,92.0,high,1.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,-0.471,bare,False,,False,none,none,none,False,2015-09-15T14:00:00+00:00,1,2015-09-10T15:00:00+00:00,LONG,2.681,,,0.0,aligned,32.2,False,1,13.8,0.6411,fresh,London,London,True,True,Both,0.755,,,0.4157,1.13493,1.1121,discount,both_discount,2.373,0.521,1.0,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Core CPI m/m,USD,1.0,Core CPI m/m
B9830,EURUSD,2015-09-15T15:00:00+00:00,2015-09-16T03:00:00+00:00,2015-09-16T07:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.12967,1.13162,1.1257699999999995,tp,1.1257699999999995,2.0,500.0,True,,4.251,-0.897,0.47,,,,,,,,,0.923,0.923,1.846,4,8.0,14.0,14.0,13.0,2,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-09-15T13:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.45,1.56,1.56,solid,,0.828,,1.339,0.002113,0.001504,0.223,0,58.303,False,,,,,False,15,bearish,with_trend,False,False,,1.12684,False,False,True,INSIDE,intact,intact,swept,intact,1.5,1.832,PD,PD,False,43.0,PW,1.5,3.0,,,False,0.577,True,12.0,high,1.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,False,,,True,-0.185,False,none,none,none,False,2015-09-15T14:00:00+00:00,1,2015-09-15T14:00:00+00:00,SHORT,2.549,,,0.0,counter,47.2,False,1,18.16,0.6866,no_fvg,NY,Asia,True,False,OB only,,,,0.7696,1.13493,1.1121,premium,mixed,0.904,0.593,0.664,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9831,EURUSD,2015-09-15T16:00:00+00:00,,,NY,bullish,Confirmation BOS,proximal,1.12073,1.11695,1.1282899999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.464,1.718,3.435,0,,,,,79,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-09-10T09:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,0.68,1.79,1.79,solid,,1.386,0.999,3.396,0.002582,,0.383,1,54.125,False,,,,,False,16,bearish,counter_trend,False,False,,1.1295,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.077,bare,False,,False,none,none,none,False,2015-09-15T15:00:00+00:00,2,2015-09-10T15:00:00+00:00,LONG,0.0,,,,aligned,33.2,False,1,,,fresh,London,NY,False,False,never_filled,0.996,,,0.378,1.13493,1.1121,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9832,EURUSD,2015-09-16T09:00:00+00:00,2015-09-16T14:00:00+00:00,2015-09-16T14:00:00+00:00,London,bearish,BOS BOS,proximal,1.12882,1.12974,1.12698,sl,1.12974,-1.0,-250.0,True,,1.5,-0.62,-0.667,True,False,False,1.213,12.89,,,True,0.729,0.729,1.459,0,5.0,9.0,10.0,6.0,5,premium,0.0,,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-09-16T04:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.38,1.47,1.47,marginal,,0.571,0.151,3.409,0.001261,0.002047,0.417,0,43.108,False,,,,,False,9,bearish,with_trend,True,False,,1.12452,False,False,True,SWEPT_LOW,intact,swept,swept,intact,3.187,13.255,PD,PW,False,1.0,PD,3.187,2.0,,,False,2.458,False,95.0,high,1.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.063,bare,False,,False,sweep,asia,high,True,2015-09-16T08:00:00+00:00,1,2015-09-16T08:00:00+00:00,SHORT,0.0,1.141,True,0.0,aligned,51.7,False,2,35.29,0.8271,fresh,Asia,NY,False,True,Fill only,1.0,,,0.7324,1.13493,1.1121,premium,both_premium,4.352,0.55,0.135,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B9833,EURUSD,2015-09-16T10:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,1.12073,1.11695,1.1282899999999998,never_filled,,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,,,1.464,2.769,5.538,0,,,,,97,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2015-09-10T09:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,0.68,1.79,1.79,solid,,1.386,0.999,3.396,0.002582,,0.383,1,36.901,False,,,,,False,10,bearish,counter_trend,False,False,,1.1295,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,0,,"eq,sw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.077,bare,False,,False,break,asia,low,True,2015-09-16T09:00:00+00:00,3,2015-09-10T15:00:00+00:00,LONG,0.0,,,,aligned,33.2,False,1,,,fresh,London,London,False,False,never_filled,0.996,,,0.378,1.13493,1.1121,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B9834,EURUSD,2015-09-16T15:00:00+00:00,2015-09-17T08:00:00+00:00,2015-09-17T18:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,1.13372,1.13705,1.1270600000000004,sl,1.13705,-1.0,-250.0,True,,1.294,-0.958,-0.773,False,,,3.149,,,,,2.089,1.627,3.253,10,8.0,9.0,74.0,70.0,57,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2015-09-14T06:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.31,0.8,0.53,marginal,False,1.963,,3.387,0.001594,0.001415,0.805,0,40.299,False,,,,,False,15,bearish,with_trend,True,False,,1.12832,False,False,False,INSIDE,intact,intact,swept,intact,,1.054,,PD,True,72.0,PW,,,,,,,,113.0,high,0.0,0.0,False,0,,"eq,sw,pd,pw",False,,,,,False,,,,,,False,,,,,False,,,,,True,0.151,bare,False,,False,none,none,none,False,2015-09-16T14:00:00+00:00,2,2015-09-14T10:00:00+00:00,SHORT,1.294,0.201,False,1.0192,aligned,82.3,False,0,14.65,0.6534,no_fvg,London,London,True,True,Both,0.663,,,0.947,1.13493,1.1121,premium,both_premium,1.694,0.442,0.339,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,Building Permits
