setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B4902,EURUSD,2020-02-06T08:00:00+00:00,2020-02-06T08:00:00+00:00,2020-02-06T09:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.09981,1.09923,1.09903,1.10039,,1.0,,1.10039,1.0,wick,,,,,,,,False,triple,tp1,1.10039,0.744,1.0,0.0,186.0,True,,0.744,-0.0,1.0,,,,,,,1.698,1,1,-1,4.0,1.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-06T04:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.42,1.31,0.87,marginal,False,0.827,,1.002,0.000459,0.000574,0.395,0,58.344,False,,,,,False,8,bearish,ambiguous,False,False,True,bullish,1.10057,False,False,False,INSIDE,intact,intact,swept,intact,10.821,1.002,PD,PD,False,81.0,PW,14.392,2.0,,,True,,,,,1.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.414,bare,False,,False,sweep,asia,low,2020-02-06T07:00:00+00:00,1,2020-02-06T07:00:00+00:00,LONG,,aligned,8.5,False,0,no_fvg,Asia,London,False,True,Fill only,1.0,,,0.0593,1.10917,1.09922,discount,both_discount,-1.589,0.381,0.505,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4903,EURUSD,2020-02-06T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.09972,1.10053,1.10073,1.09891,,1.0,,1.09891,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.112,0,-1,-1,,,4,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-06T12:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.55,1.37,1.37,marginal,,0.671,0.858,2.234,0.000909,,0.361,0,36.688,False,,,,,False,16,bearish,with_trend,True,False,False,,1.09643,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-06T15:00:00+00:00,1,2020-02-06T14:00:00+00:00,SHORT,,aligned,66.5,False,1,fresh,London,NY,True,False,never_filled,1.0,A First Pullback,premium,0.0503,1.10917,1.09922,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4904,EURUSD,2020-02-07T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.09972,1.10053,1.10073,1.09891,,1.0,,1.09891,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.112,0,-1,-1,,,28,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-06T12:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.55,1.37,1.37,marginal,,0.671,0.858,2.234,0.000909,,0.361,0,50.653,False,,,,,False,16,bearish,with_trend,True,False,False,,1.09643,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-07T15:00:00+00:00,2,2020-02-06T14:00:00+00:00,SHORT,,aligned,66.5,False,1,fresh,London,NY,True,False,never_filled,1.0,A First Pullback,premium,0.0503,1.10917,1.09922,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4905,EURUSD,2020-02-07T18:00:00+00:00,2020-02-09T23:00:00+00:00,2020-02-10T13:00:00+00:00,NY,bearish,BOS BOS,proximal,1.09506,1.09666,1.09686,1.09346,,1.0,,1.09346,1.0,wick,,,,,,,,False,triple,tp1,1.09346,0.889,1.0,2.089,222.25,True,,0.889,-0.378,1.0,,,,,,,1.501,14,14,-1,59.0,6.0,6,discount,0.0,,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-07T12:00:00+00:00,BOS,BOS,0,fading,True,pristine,False,0,0.42,0.56,0.56,marginal,,1.167,0.609,3.102,0.001199,0.001071,0.907,1,49.122,False,,,,,False,18,bearish,with_trend,False,False,False,,1.09418,False,False,True,INSIDE,intact,intact,intact,intact,2.86,0.734,PD,PW,True,,,8.105,2.0,,,False,6.604,False,59.0,high,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,london,low,2020-02-07T17:00:00+00:00,1,2020-02-07T17:00:00+00:00,SHORT,,counter,12.2,False,3,fresh,London,Other,True,False,OB only,0.455,Caution: Late-Trend Chase,caution,-0.4181,1.10917,1.09922,discount,both_discount,-0.225,0.487,0.371,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4906,EURUSD,2020-02-10T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.09446,1.09555,1.09575,1.09337,,1.0,,1.09337,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.866,0,-1,-1,,,6,premium,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-10T08:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.7,2.37,2.37,solid,,1.287,,1.851,0.000691,,0.517,1,48.746,False,,,,,False,14,bearish,with_trend,True,False,False,,1.09296,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,pw,eq,sw",True,-0.014,bare,False,,False,sweep,london,low,2020-02-10T13:00:00+00:00,1,2020-02-10T13:00:00+00:00,SHORT,,aligned,54.0,False,4,no_fvg,London,NY,True,False,never_filled,0.969,,,0.0186,1.10927,1.09418,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4907,EURUSD,2020-02-11T11:00:00+00:00,2020-02-11T11:00:00+00:00,2020-02-11T13:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.09153,1.09037,1.09017,1.09446,,2.53,,1.09549,3.41,zone,,,1.09532,3.27,,,,False,triple,sl,1.09017,-1.0,-1.0,-1.0,-250.0,True,,0.059,-0.61,-16.949,True,False,1.822,8.431,,True,2.359,2,-1,-1,3.0,1.0,3,discount,1.0,True,8.0,4.0,1.0,0.0,2.0,1.0,"structure,sweep,freshness",False,h1_only,2020-02-11T08:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.17,0.89,0.59,marginal,False,1.665,,0.798,0.000576,0.000606,0.375,0,66.647,False,,,,,False,11,bearish,ambiguous,False,False,True,bullish,1.09195,False,False,False,SWEPT_LOW,intact,swept,intact,broken,7.304,,PD,,True,2.0,PD,25.831,2.0,,,True,,,2.0,low,1.0,0.0,True,PD,1.09076,0.33,1.361,2.064,2,True,1.318,,2.0,"pd,eq,sw",False,,,False,,False,sweep,asia,low,2020-02-11T10:00:00+00:00,1,2020-02-11T10:00:00+00:00,LONG,,aligned,18.7,False,0,no_fvg,London,London,True,False,OB only,1.0,,,-0.1756,1.10927,1.09418,discount,both_discount,-0.694,0.387,0.478,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4908,EURUSD,2020-02-11T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.09446,1.09555,1.09575,1.09337,,1.0,,1.09337,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.866,0,-1,-1,,,32,premium,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-10T08:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,1.7,2.37,2.37,solid,,1.287,1.967,1.851,0.000691,,0.517,1,51.183,False,,,,,False,16,bearish,counter_trend,True,False,True,bullish,1.0909,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,pw,eq,sw",True,-0.014,bare,False,,False,break,asia,low,2020-02-11T15:00:00+00:00,2,2020-02-10T13:00:00+00:00,SHORT,,aligned,54.0,False,4,fresh,London,NY,True,False,never_filled,0.984,,,0.0186,1.10927,1.09418,discount,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4909,EURUSD,2020-02-11T17:00:00+00:00,2020-02-12T05:00:00+00:00,2020-02-12T15:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,1.09097,1.08892,1.08872,1.09446,,1.7,,1.09549,2.2,zone,,,1.0952,2.06,,,,False,triple,sl,1.08872,-1.0,-1.0,-1.0,-250.0,True,,0.702,-0.467,-1.425,True,False,0.113,6.19,,False,2.321,10,-1,-1,16.0,15.0,4,discount,1.0,True,10.0,4.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2020-02-11T13:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.3,1.68,1.12,marginal,False,1.909,0.175,0.475,0.000969,0.000549,0.303,0,52.63,False,,,,,False,17,bearish,ambiguous,False,False,True,bullish,1.09247,False,False,False,INSIDE,intact,intact,intact,broken,1.548,1.909,PD,PD,True,,,14.248,2.0,,,True,,,14.0,low,2.0,0.0,True,PD,1.09076,0.062,0.541,1.578,3,True,0.784,,4.0,"pd,eq,sw",True,0.413,bare,False,,False,sweep,asia,low,2020-02-11T16:00:00+00:00,1,2020-02-11T14:00:00+00:00,LONG,,aligned,7.9,False,0,fresh,NY,Asia,True,False,OB only,0.613,,,-0.2127,1.10927,1.09418,discount,both_discount,0.629,0.572,0.375,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4910,EURUSD,2020-02-13T08:00:00+00:00,2020-02-13T11:00:00+00:00,2020-02-13T11:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.08701,1.08632,1.08612,1.0877,,1.0,,1.0877,1.0,wick,,,,,,,,False,triple,sl,1.08612,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.923,,,,1.579,0,-1,-1,7.0,4.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-13T04:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.47,1.27,0.85,marginal,False,0.869,,0.923,0.000564,0.000719,0.204,1,54.53,False,,,,,False,8,bearish,ambiguous,False,False,True,bullish,1.08794,False,False,False,INSIDE,intact,intact,intact,broken,9.83,0.887,PD,PD,False,,,9.83,2.0,0.887,2.0,False,-0.692,False,27.0,low,2.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,london,low,2020-02-13T07:00:00+00:00,1,2020-02-13T07:00:00+00:00,LONG,,aligned,8.3,False,0,no_fvg,Asia,London,False,False,Neither,0.981,,,-0.4751,1.10927,1.09418,discount,both_discount,0.923,0.681,0.162,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4911,EURUSD,2020-02-14T04:00:00+00:00,2020-02-14T05:00:00+00:00,2020-02-14T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,1.08343,1.08394,1.08414,1.08272,,1.39,,1.08272,1.39,wick,,,1.08272,1.39,,,,True,triple,sl,1.08414,-1.0,-1.0,-1.0,-250.0,True,,0.014,-0.648,-71.429,True,True,0.218,2.536,41.0,True,0.909,2,-1,-1,3.0,2.0,2,discount,0.0,,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-14T02:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.42,0.85,0.85,marginal,,0.397,,7.019,0.000781,0.000551,0.226,0,53.828,False,,,,,False,4,bearish,with_trend,False,False,False,,1.08308,False,False,False,EXPANSION_DOWN,intact,broken,intact,broken,6.968,,PD,,False,3.0,PD,11.682,2.0,,,False,10.772,False,45.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.0,False,sweep,asia,low,2020-02-14T03:00:00+00:00,1,2020-02-14T03:00:00+00:00,SHORT,,counter,7.2,False,2,no_fvg,Asia,Asia,False,False,Neither,,,,-0.7124,1.10927,1.09418,discount,both_discount,-0.423,0.601,0.473,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German Prelim GDP q/q,EUR,1.0,German Prelim GDP q/q
B4912,EURUSD,2020-02-17T16:00:00+00:00,2020-02-17T16:00:00+00:00,2020-02-18T00:00:00+00:00,NY,bearish,BOS BOS,proximal,1.08349,1.08432,1.08452,1.08291,,0.7,,1.08291,0.7,wick,,,1.08291,0.7,,,,True,triple,tp1,1.08291,0.563,0.7,0.0,140.75,True,,0.563,-0.485,1.0,,,,,,,1.541,8,8,-1,2.0,1.0,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-17T14:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.61,1.3,1.3,marginal,,0.942,,2.543,0.000669,0.000701,0.476,0,58.144,False,,,,,False,16,bearish,with_trend,False,False,False,,1.08292,False,False,False,INSIDE,intact,intact,intact,intact,3.934,1.152,PD,PW,True,,,13.551,2.0,,,False,12.011,False,2.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,pw,eq,sw",False,,,True,0.0,False,sweep,asia,low,2020-02-17T15:00:00+00:00,1,2020-02-17T15:00:00+00:00,SHORT,,counter,26.6,False,1,no_fvg,NY,NY,True,True,Both,,,,0.0591,1.09574,1.08272,discount,both_discount,-1.002,0.444,0.554,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4913,EURUSD,2020-02-18T13:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.08294,1.08392,1.08412,1.08196,,1.0,,1.08196,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.524,0,-1,-1,,,6,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-18T07:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.95,1.28,1.28,marginal,,1.007,,1.86,0.000774,,0.449,1,56.381,False,,,,,False,13,bearish,with_trend,False,False,False,,1.08124,False,False,True,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-18T12:00:00+00:00,1,2020-02-18T12:00:00+00:00,SHORT,,counter,44.2,False,3,no_fvg,London,NY,True,False,never_filled,0.897,,,0.0169,1.09574,1.08272,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4914,EURUSD,2020-02-19T09:00:00+00:00,2020-02-19T11:00:00+00:00,2020-02-19T11:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.07975,1.07921,1.07901,1.08075,1.08322,1.85,6.43,1.08258,5.24,zone,,zone,1.0824,4.91,1.08322,6.43,zone,False,triple,sl,1.07901,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.91,2.046,9.0,True,1.202,0,-1,-1,6.0,3.0,4,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2020-02-19T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.02,0.29,0.2,marginal,False,0.552,,1.039,0.000616,0.000701,0.529,0,56.647,False,,,,,False,9,bearish,ambiguous,False,False,True,bullish,1.0807,False,False,False,INSIDE,intact,intact,intact,broken,6.448,1.998,PD,PD,False,25.0,PW,6.448,2.0,,,True,,,27.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-19T08:00:00+00:00,1,2020-02-19T08:00:00+00:00,LONG,,aligned,18.7,False,0,no_fvg,Asia,London,False,False,Neither,1.0,,,-0.2281,1.09574,1.08272,discount,both_discount,0.244,0.276,0.239,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4915,EURUSD,2020-02-19T16:00:00+00:00,2020-02-19T16:00:00+00:00,2020-02-19T20:00:00+00:00,NY,bearish,BOS BOS,proximal,1.07906,1.08057,1.08077,1.07755,,1.0,,1.07755,1.0,wick,,,,,,,,False,triple,sl,1.08077,-1.0,-1.0,-1.0,-250.0,True,,0.269,-0.596,-3.717,False,False,0.266,,,,1.98,4,-1,-1,4.0,2.0,4,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-02-19T12:00:00+00:00,BOS,BOS,1,holding,False,none,False,1,0.5,0.73,0.73,marginal,,1.517,,1.922,0.000864,0.000916,0.71,0,60.143,False,,,,,False,16,bearish,with_trend,False,False,False,,1.07821,False,False,False,SWEPT_LOW,intact,swept,intact,broken,5.396,,PD,,False,0.0,PD,5.396,2.0,,,False,3.416,False,32.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.023,bare,False,,False,sweep,asia,low,2020-02-19T15:00:00+00:00,1,2020-02-19T14:00:00+00:00,SHORT,,counter,8.2,False,1,no_fvg,London,NY,True,True,Both,0.516,,,-0.2811,1.09574,1.08272,discount,both_discount,-1.112,0.592,0.301,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,FOMC Meeting Minutes
B4916,EURUSD,2020-02-20T15:00:00+00:00,2020-02-20T16:00:00+00:00,2020-02-21T08:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.07972,1.07837,1.07817,1.08075,1.08322,0.76,2.59,1.08258,2.12,zone,,zone,1.08224,1.87,1.08322,2.59,zone,False,triple,tp1,1.08075,0.665,0.76,0.0,166.25,True,,0.665,-0.929,1.0,,,,,,,1.373,16,16,-1,4.0,2.0,3,discount,0.0,,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-20T12:00:00+00:00,BOS,Confirm,0,holding,True,pristine,True,0,0.14,1.26,1.26,marginal,,1.019,0.567,1.435,0.001129,0.001264,0.713,0,50.339,False,,,,,False,15,bullish,with_trend,True,False,False,,1.08211,False,True,False,BOTH_SIDES,swept,swept,intact,broken,14.195,,PW,,True,0.0,PD,3.544,2.0,,,True,,,56.0,low,2.0,0.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.372,bare,False,,False,sweep,asia,low,2020-02-20T14:00:00+00:00,1,2020-02-20T14:00:00+00:00,LONG,,aligned,45.2,False,1,fresh,London,NY,True,True,Both,1.0,A First Pullback,premium,-0.2304,1.09574,1.08272,discount,both_discount,-1.241,0.782,0.036,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,1.0,French Flash Services PMI
B4917,EURUSD,2020-02-21T15:00:00+00:00,2020-02-24T07:00:00+00:00,2020-02-24T09:00:00+00:00,NY,bullish,BOS BOS,proximal,1.08062,1.07943,1.07923,1.08372,1.08512,2.61,3.78,1.08509,3.76,zone,,zone,1.08472,3.45,1.08512,3.78,zone,False,triple,tp1,1.08372,2.23,2.61,3.78,557.5,True,,2.23,-0.0,1.0,,,,,,,1.125,2,2,7,67.0,17.0,3,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-21T12:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.23,2.01,2.01,solid,,0.801,,3.01,0.001236,0.000994,0.98,0,38.767,False,,,,,False,15,bullish,with_trend,True,False,False,,1.0846,False,True,False,INSIDE,intact,intact,intact,intact,4.629,1.894,PW,PD,False,,,9.654,2.0,1.894,2.0,False,0.769,True,1.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,True,break,london,high,2020-02-21T14:00:00+00:00,1,2020-02-21T14:00:00+00:00,LONG,False,aligned,41.9,False,2,no_fvg,London,London,True,True,Both,1.0,,,-0.1613,1.09574,1.08272,discount,both_discount,0.477,0.391,0.852,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,German ifo Business Climate,EUR,1.0,German ifo Business Climate
B4918,EURUSD,2020-02-24T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,1.0822,1.0811,1.0809,1.0833,,1.0,,1.0833,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.042,0,-1,-1,,,2,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-24T13:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.55,2.65,2.65,strong,,0.722,,4.731,0.001247,,0.411,0,54.676,False,,,,,False,15,bullish,with_trend,True,False,False,,1.08527,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,sweep,london,high,2020-02-24T14:00:00+00:00,1,2020-02-24T14:00:00+00:00,LONG,,aligned,29.2,False,3,no_fvg,NY,NY,True,False,never_filled,,,,0.518,1.08634,1.07775,premium,mixed,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4919,EURUSD,2020-02-25T11:00:00+00:00,,,London,bullish,BOS BOS,proximal,1.0822,1.0811,1.0809,1.08581,,3.28,,1.08675,4.14,zone,,,1.08648,3.89,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.042,0,-1,-1,,,22,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-24T13:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.55,2.65,2.65,strong,,0.722,1.94,4.731,0.001247,,0.411,0,51.71,False,,,,,False,11,bullish,counter_trend,True,False,True,bearish,1.0872,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,london,high,2020-02-25T10:00:00+00:00,2,2020-02-24T14:00:00+00:00,LONG,,aligned,29.2,False,3,fresh,NY,London,True,False,never_filled,0.778,,,0.518,1.08634,1.07775,premium,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4920,EURUSD,2020-02-25T11:00:00+00:00,2020-02-25T15:00:00+00:00,2020-02-25T16:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.08499,1.08679,1.08699,1.08076,,2.35,,1.07828,3.73,zone,,,1.07855,3.58,,,,False,triple,sl,1.08699,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,1.378,14.952,,False,2.187,1,-1,-1,7.0,5.0,3,premium,1.0,True,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2020-02-25T08:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.72,1.32,0.88,marginal,False,1.75,,1.63,0.000914,0.001232,0.631,0,51.71,False,,,,,False,11,bullish,ambiguous,False,False,True,bearish,1.08348,False,False,False,INSIDE,intact,intact,swept,intact,2.417,4.922,PD,PD,False,5.0,PW,8.269,2.0,7.339,2.0,True,6.081,False,0.0,high,1.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.23,bare,False,,False,sweep,london,high,2020-02-25T10:00:00+00:00,1,2020-02-25T10:00:00+00:00,SHORT,,aligned,67.1,False,0,no_fvg,London,NY,True,True,Both,1.0,,,0.8428,1.08634,1.07775,premium,both_premium,-0.098,0.232,0.738,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,CB Consumer Confidence,USD,1.0,CB Consumer Confidence
