setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,tp_wick,tp_wick_rr,tp_nextpool,tp_nextpool_rr,tp_nextpool_zone_source,tp2_collapsed_to_tp1,tp_targets,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,is_mss,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,atr_at_fill,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_fill,pdh_status_at_fill,pdl_status_at_fill,pwh_status_at_fill,pwl_status_at_fill,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,sweep2_present,sweep2_tier,sweep2_level,sweep2_pierce_atr,sweep2_rejection_ratio,sweep2_follow_atr,sweep2_pools_swept,sweep2_rn_aligned,sweep2_rn_dist_atr,sweep2_eq_size,sweep2_age_at_alert_h1,sweep2_tiers_checked,setup_liq_stop_present,setup_liq_stop_offset_atr,setup_liq_stop_tier,setup_liq_tp_present,setup_liq_tp_offset_atr,setup_liq_legextreme_swept,session_level_event,session_level_which,session_level_side,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,leg_er_at_alert,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows,news_fill,news_fill_event,news_fill_ccy,news_open,news_open_event
B4992,USDJPY,2020-02-05T10:00:00+00:00,2020-02-06T00:00:00+00:00,2020-02-06T04:00:00+00:00,London,bearish,BOS BOS,proximal,109.859,109.933,109.953,109.785,,1.0,,109.785,1.0,wick,,,,,,,,False,triple,sl,109.953,-1.0,-1.0,-1.0,-250.0,True,,0.511,-0.447,-1.957,False,False,0.174,,6.0,,1.489,4,-1,-1,342.0,242.0,232,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-01-22T18:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.03,1.31,1.31,marginal,,0.855,0.649,4.26,0.063143,0.093286,0.259,0,48.614,False,,,,,False,10,bullish,counter_trend,False,False,False,,,True,False,True,SWEPT_HIGH,swept,intact,broken,intact,,8.821,,PD,True,2.0,PD,,,24.611,2.0,True,,,33.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,,break,london,low,2020-02-05T09:00:00+00:00,3,2020-01-22T22:00:00+00:00,SHORT,,counter,13.4,False,3,fresh,NY,Asia,False,False,Neither,,,,1.6204,109.264,108.305,premium,mixed,-0.127,0.318,0.407,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4993,USDJPY,2020-02-05T10:00:00+00:00,,,London,bullish,BOS BOS,proximal,109.419,109.295,109.275,109.543,,1.0,,109.543,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.313,0,-1,-1,,,3,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-05T07:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.11,2.01,2.01,solid,,0.949,1.012,1.623,0.109643,,0.712,0,48.614,False,,,,,False,10,bullish,with_trend,False,False,False,,109.719,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,False,,,False,,False,break,london,high,2020-02-05T09:00:00+00:00,1,2020-02-05T08:00:00+00:00,LONG,,counter,78.8,False,1,fresh,London,London,False,False,never_filled,1.0,,,1.1616,109.264,108.305,premium,both_premium,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4994,USDJPY,2020-02-07T10:00:00+00:00,2020-02-07T12:00:00+00:00,2020-02-07T18:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,109.868,109.998,110.018,109.419,108.655,3.45,9.33,109.302,4.35,zone,,zone,109.325,4.18,108.655,9.33,zone,False,triple,friday_flat,109.805,0.42,0.587,0.587,105.0,True,,2.247,-0.84,0.187,,,,,,,1.92,6,-1,-1,6.0,3.0,4,premium,1.0,True,6.7,4.0,1.67,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2020-02-07T06:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.36,1.87,1.24,marginal,True,1.408,,2.278,0.078143,0.091286,0.782,1,56.829,False,,,,,False,10,bullish,ambiguous,False,False,True,bearish,109.78,False,False,False,BOTH_SIDES,swept,swept,broken,intact,,20.002,,PW,True,0.0,PD,,,20.002,2.0,True,,,69.0,high,0.0,1.0,True,PD,110.005,0.102,1.524,2.879,1,True,0.064,,10.0,"pd,eq,sw",True,0.026,PD,False,,False,sweep,london,low,2020-02-07T09:00:00+00:00,1,2020-02-07T09:00:00+00:00,SHORT,False,aligned,78.8,False,0,no_fvg,Asia,London,False,True,Fill only,0.854,,,1.6298,109.264,108.305,premium,both_premium,-1.446,0.433,0.151,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",1.0,Average Hourly Earnings m/m,USD,1.0,Average Hourly Earnings m/m
B4995,USDJPY,2020-02-07T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,109.419,109.295,109.275,109.868,,3.62,,109.992,4.62,zone,,,109.958,4.35,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.313,0,-1,-1,,,56,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-05T07:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.11,2.01,2.01,solid,,0.949,1.012,1.623,0.109643,,0.712,0,47.549,False,,,,,False,15,bearish,counter_trend,False,False,False,,109.841,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,True,0.246,bare,False,,False,break,london,high,2020-02-07T14:00:00+00:00,2,2020-02-05T08:00:00+00:00,LONG,,counter,78.8,False,1,fresh,London,NY,False,False,never_filled,0.548,,,1.1616,109.264,108.305,premium,both_premium,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4996,USDJPY,2020-02-07T15:00:00+00:00,2020-02-07T16:00:00+00:00,2020-02-07T18:00:00+00:00,NY,bearish,Confirmation BOS,proximal,109.815,109.905,109.925,109.725,,1.0,,109.725,1.0,wick,,,,,,,,False,triple,friday_flat,109.805,0.091,1.0,0.0,22.75,True,,0.318,-0.173,0.286,,,,,,,0.962,2,3,-1,4.0,2.0,3,premium,0.0,,7.7,4.0,1.67,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2020-02-07T12:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.76,1.57,1.57,solid,,0.613,,2.8,0.114286,0.132714,0.657,0,47.549,False,,,,,False,15,bearish,with_trend,True,False,False,,109.536,False,False,False,BOTH_SIDES,swept,swept,broken,intact,,13.212,,PW,True,0.0,PD,,,13.212,2.0,True,,,73.0,high,0.0,1.0,True,PD,110.005,0.07,1.524,4.104,1,True,0.044,,15.0,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-07T14:00:00+00:00,1,2020-02-07T14:00:00+00:00,SHORT,,aligned,71.4,False,1,no_fvg,London,NY,True,True,Both,1.0,,,1.5746,109.264,108.305,premium,both_premium,-0.849,0.612,0.011,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4997,USDJPY,2020-02-10T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,109.419,109.295,109.275,109.76,109.868,2.75,3.62,109.85,3.48,zone,,zone,109.822,3.25,109.868,3.62,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.313,0,-1,-1,,,80,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-05T07:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.11,2.01,2.01,solid,,0.949,1.012,1.623,0.109643,,0.712,0,59.258,False,,,,,False,15,bearish,counter_trend,False,False,False,,109.841,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,,True,0.246,bare,False,,False,break,london,high,2020-02-10T14:00:00+00:00,3,2020-02-05T08:00:00+00:00,LONG,,counter,78.8,False,1,fresh,London,NY,False,False,never_filled,0.548,,,0.6483,110.02,108.311,premium,both_premium,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B4998,USDJPY,2020-02-12T11:00:00+00:00,2020-02-12T23:00:00+00:00,2020-02-13T01:00:00+00:00,London,bullish,Confirmation BOS,proximal,109.878,109.802,109.782,109.954,,1.0,,109.954,1.0,wick,,,,,,,,False,triple,tp1,109.954,0.792,1.0,0.0,198.0,True,,0.792,-0.292,1.0,,,,,,,1.249,2,2,-1,20.0,15.0,8,discount,0.0,,6.0,4.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-02-12T03:00:00+00:00,BOS,Confirm,0,holding,False,full,False,0,2.01,2.82,2.82,strong,,0.729,,2.862,0.076857,0.079071,0.946,0,39.64,False,,,,,False,11,bullish,with_trend,True,False,False,,110.134,False,False,False,INSIDE,intact,intact,broken,intact,3.331,1.587,PD,PD,False,6.0,PW,,,20.467,2.0,False,19.217,False,9.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.442,bare,False,,False,sweep,asia,low,2020-02-12T10:00:00+00:00,1,2020-02-12T08:00:00+00:00,LONG,,aligned,36.8,False,1,fresh,Asia,Other,True,False,OB only,0.327,,,0.9169,110.02,108.311,premium,mixed,0.026,0.444,0.543,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B4999,USDJPY,2020-02-17T08:00:00+00:00,2020-02-17T08:00:00+00:00,2020-02-17T10:00:00+00:00,London,bullish,BOS BOS,proximal,109.838,109.785,109.765,109.879,109.91,0.77,1.36,109.879,0.77,wick,,wick,109.879,0.77,109.91,1.36,wick,True,triple,tp1,109.879,0.562,0.77,1.36,140.5,True,,0.562,-0.301,1.0,,,,,,,1.385,2,2,6,5.0,1.0,5,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-02-17T03:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.2,0.51,0.51,marginal,,0.626,,2.561,0.052714,0.050857,0.576,0,52.752,False,,,,,False,8,bullish,with_trend,False,False,False,,109.866,False,False,False,INSIDE,intact,intact,intact,intact,1.366,2.694,PD,PD,True,,,,,2.694,2.0,False,1.309,False,56.0,high,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.0,False,break,ny,high,2020-02-17T07:00:00+00:00,1,2020-02-17T07:00:00+00:00,LONG,,counter,66.4,False,1,no_fvg,Asia,London,True,False,OB only,1.0,,,0.4852,110.134,109.559,discount,mixed,-0.588,0.45,0.412,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5000,USDJPY,2020-02-18T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,109.748,109.641,109.621,109.888,110.066,1.31,2.97,109.96,1.98,zone,,zone,109.936,1.76,110.066,2.97,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.612,0,-1,-1,,,6,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2020-02-18T09:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.47,1.67,1.67,solid,,1.104,,1.714,0.078786,,0.31,1,55.564,False,,,,,False,15,bullish,with_trend,True,False,False,,109.946,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,-0.063,bare,False,,False,sweep,asia,low,2020-02-18T14:00:00+00:00,1,2020-02-18T14:00:00+00:00,LONG,,aligned,30.5,False,1,no_fvg,London,NY,False,False,never_filled,0.961,,,0.3287,110.134,109.559,discount,both_discount,,,,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5001,USDJPY,2020-02-19T08:00:00+00:00,2020-02-19T08:00:00+00:00,2020-02-19T09:00:00+00:00,London,bullish,BOS BOS,proximal,110.067,109.986,109.966,110.148,,1.0,,110.148,1.0,wick,,,,,,,,False,triple,tp1,110.148,0.802,1.0,16.149,200.5,True,,0.802,-0.0,1.0,,,,,,,1.504,1,1,-1,4.0,1.0,4,premium,0.0,,3.0,1.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-02-19T04:00:00+00:00,BOS,BOS,0,fading,False,none,False,0,0.11,1.07,1.07,marginal,,0.909,,4.111,0.067143,0.070786,0.508,1,38.666,False,,,,,False,8,bullish,with_trend,False,False,False,,110.145,False,True,False,EXPANSION_UP,broken,intact,swept,intact,,6.136,,PD,False,0.0,PW,,,6.136,2.0,False,4.632,False,21.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,True,sweep,london,low,2020-02-19T07:00:00+00:00,1,2020-02-19T07:00:00+00:00,LONG,,counter,84.1,False,3,no_fvg,Asia,London,True,False,OB only,0.869,Caution: Late-Trend Chase,caution,0.8835,110.134,109.559,premium,both_premium,-1.385,0.486,0.664,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5002,USDJPY,2020-02-24T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,111.53,111.592,111.612,111.299,109.885,3.73,26.53,111.11,6.77,zone,,zone,111.149,6.15,109.885,26.53,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.623,0,-1,-1,,,5,discount,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2020-02-24T04:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.37,1.13,1.13,marginal,,0.319,,1.862,0.131571,,0.31,1,59.607,False,,,,,False,9,bearish,with_trend,False,False,False,,111.3,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,0.144,bare,False,,True,sweep,london,low,2020-02-24T08:00:00+00:00,1,2020-02-24T08:00:00+00:00,SHORT,,counter,24.3,False,2,no_fvg,Asia,London,True,False,never_filled,0.919,,,0.7296,112.225,109.655,premium,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5003,USDJPY,2020-02-24T18:00:00+00:00,,,NY,bullish,BOS BOS,proximal,109.883,109.828,109.808,109.938,,1.0,,109.938,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.962,0,-1,-1,,,94,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-18T20:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.26,0.78,0.78,marginal,,0.449,0.244,3.654,0.078,,0.343,2,34.086,False,,,,,False,18,bearish,counter_trend,False,False,False,,110.11,False,True,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",True,0.333,bare,False,,False,sweep,london,low,2020-02-24T17:00:00+00:00,2,2020-02-19T01:00:00+00:00,LONG,,counter,70.6,False,2,fresh,NY,NY,False,False,never_filled,0.848,,,0.0887,112.225,109.655,discount,mixed,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5004,USDJPY,2020-02-25T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,110.767,110.89,110.91,110.578,109.885,1.54,7.17,110.33,3.55,zone,,zone,110.374,3.2,109.885,7.17,zone,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.975,0,-1,-1,,,3,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-25T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.79,1.41,1.41,marginal,,0.702,0.191,2.815,0.146714,,0.32,0,46.283,False,,,,,False,9,bearish,with_trend,False,False,False,,110.509,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-25T08:00:00+00:00,1,2020-02-25T08:00:00+00:00,SHORT,,counter,23.1,False,3,fresh,Asia,London,False,False,never_filled,1.0,,,0.4327,112.225,109.655,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
B5005,USDJPY,2020-02-25T16:00:00+00:00,2020-02-27T15:00:00+00:00,2020-02-27T16:00:00+00:00,NY,bullish,BOS BOS,proximal,109.748,109.641,109.621,109.855,,1.0,,109.855,1.0,wick,,,,,,,,False,triple,tp1,109.855,0.843,1.0,0.0,210.75,True,,0.843,-0.0,1.0,,,,,,,1.612,1,1,-1,222.0,169.0,127,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2020-02-18T09:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,1.47,1.67,1.67,solid,,1.104,,1.714,0.078786,0.195643,0.31,1,39.641,False,,,,,False,16,bearish,counter_trend,False,False,False,,110.11,False,False,False,EXPANSION_DOWN,intact,broken,intact,intact,12.071,1.18,PD,PW,False,5.0,PD,,,1.18,2.0,False,-0.432,False,5.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.292,bare,False,,False,sweep,asia,low,2020-02-25T15:00:00+00:00,2,2020-02-18T14:00:00+00:00,LONG,,aligned,30.5,False,1,no_fvg,London,NY,False,True,Fill only,0.494,,,0.0362,112.225,109.655,discount,both_discount,0.127,0.348,0.22,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5006,USDJPY,2020-02-25T16:00:00+00:00,2020-02-27T08:00:00+00:00,2020-02-27T09:00:00+00:00,NY,bullish,BOS BOS,proximal,109.883,109.828,109.808,109.938,,1.0,,109.938,1.0,wick,,,,,,,,False,triple,tp1,109.938,0.733,1.0,0.0,183.25,True,,0.733,-0.0,1.0,,,,,,,0.962,1,1,-1,204.0,151.0,116,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-18T20:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.26,0.78,0.78,marginal,,0.449,0.244,3.654,0.078,0.167214,0.343,2,39.641,False,,,,,False,16,bearish,counter_trend,False,False,False,,110.11,False,True,False,SWEPT_LOW,intact,swept,intact,intact,10.462,2.923,PD,PW,False,0.0,PD,,,2.923,2.0,False,1.962,False,76.0,low,0.0,1.0,False,,,,,,0,,,,,"pd,eq,sw",True,0.333,bare,False,,False,sweep,london,low,2020-02-25T15:00:00+00:00,3,2020-02-19T01:00:00+00:00,LONG,,counter,70.6,False,2,fresh,NY,London,False,False,Neither,0.848,,,0.0887,112.225,109.655,discount,mixed,-1.141,0.393,0.518,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5007,USDJPY,2020-02-25T16:00:00+00:00,2020-02-26T02:00:00+00:00,2020-02-26T10:00:00+00:00,NY,bearish,BOS BOS,proximal,110.473,110.732,110.752,109.885,109.748,2.27,2.8,109.834,2.47,zone,,zone,109.885,2.27,109.748,2.8,zone,True,triple,sl,110.473,0.0,2.27,2.8,0.0,True,,1.237,-0.38,0.0,True,True,0.011,1.227,22.0,True,1.515,8,30,37,14.0,11.0,4,discount,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2020-02-25T12:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,1.1,1.35,1.35,marginal,,1.298,0.38,3.758,0.184143,0.194143,0.644,0,39.641,False,,,,,False,16,bearish,with_trend,False,False,False,,110.006,False,False,True,INSIDE,intact,intact,intact,intact,3.074,3.177,PD,PD,False,,,,,4.442,2.0,True,,,5.0,high,0.0,2.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.217,bare,True,-0.277,False,break,ny,low,2020-02-25T15:00:00+00:00,1,2020-02-25T15:00:00+00:00,SHORT,True,counter,21.0,False,4,fresh,London,Asia,True,True,Both,1.0,,,0.3183,112.225,109.655,discount,both_discount,0.092,0.374,0.452,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5008,USDJPY,2020-02-26T15:00:00+00:00,2020-02-26T15:00:00+00:00,2020-02-27T04:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,110.521,110.163,110.143,110.712,110.871,0.53,0.98,110.712,0.53,wick,,zone,110.712,0.53,110.871,0.98,zone,True,triple,sl,110.143,-1.0,-1.0,-1.0,-250.0,True,,0.164,-0.923,-6.098,False,False,0.818,,,,2.075,13,-1,-1,7.0,1.0,7,discount,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2020-02-26T08:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.04,0.66,0.44,marginal,False,1.856,,0.642,0.182143,0.181929,0.68,2,55.318,False,,,,,False,15,bearish,ambiguous,False,False,True,bullish,110.699,False,False,False,INSIDE,intact,intact,intact,intact,2.844,3.475,PD,PD,True,,,,,2.158,2.0,False,0.082,True,59.0,low,0.0,3.0,False,,,,,,0,,,,,"pd,eq,sw",True,-0.066,bare,True,0.0,False,sweep,ny,low,2020-02-26T14:00:00+00:00,1,2020-02-26T14:00:00+00:00,LONG,,aligned,27.1,False,0,no_fvg,London,NY,False,True,Fill only,0.915,,,0.337,112.225,109.655,discount,both_discount,-0.571,0.256,0.915,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5009,USDJPY,2020-02-27T06:00:00+00:00,2020-02-27T07:00:00+00:00,2020-02-27T08:00:00+00:00,Asia,bearish,BOS BOS,proximal,110.201,110.479,110.499,109.885,109.748,1.14,1.63,109.834,1.32,zone,,zone,109.885,1.14,109.748,1.63,zone,True,triple,tp1,109.885,1.06,1.14,0.0,265.0,True,,1.06,-0.0,1.0,,,,,,,1.676,1,1,-1,11.0,3.0,10,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-26T20:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,1.03,1.29,1.29,marginal,,1.451,0.337,2.891,0.177786,0.168357,0.93,1,42.706,False,,,,,False,6,bearish,with_trend,False,False,False,,109.965,False,False,False,SWEPT_LOW,intact,swept,intact,intact,2.801,3.071,PD,PW,False,0.0,PD,,,3.071,2.0,True,,,75.0,low,0.0,2.0,False,,,,,,0,,,,,"pd,eq,sw",False,,,True,0.017,False,sweep,asia,high,2020-02-27T05:00:00+00:00,1,2020-02-27T04:00:00+00:00,SHORT,,counter,38.6,False,1,fresh,NY,London,False,False,Neither,0.817,,,0.2125,112.225,109.655,discount,both_discount,-0.613,0.389,0.48,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",0.0,,,0.0,
B5010,USDJPY,2020-02-27T18:00:00+00:00,,,NY,bearish,BOS BOS,proximal,110.767,110.89,110.91,110.644,,1.0,,110.644,1.0,wick,,,,,,,,False,triple,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.975,0,-1,-1,,,60,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2020-02-25T06:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.79,1.41,1.41,marginal,,0.702,0.191,2.815,0.146714,,0.32,0,52.265,False,,,,,False,18,bearish,with_trend,False,False,False,,110.347,False,False,False,,,,,,,,,,,,,,,,,,,,,,,,False,,,,,,0,,,,,"pd,eq,sw",False,,,False,,False,break,asia,low,2020-02-27T17:00:00+00:00,2,2020-02-25T08:00:00+00:00,SHORT,,counter,23.1,False,3,fresh,Asia,NY,False,False,never_filled,0.622,,,0.4327,112.225,109.655,discount,both_discount,,,,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York",,,,,
