pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,bias,killzone_blocked,killzone_windows
EURUSD,2026-03-10T00:00:00+00:00,2026-03-10T00:00:00+00:00,2026-03-10T00:00:00+00:00,Asia,bullish,Minor BOS,proximal,1.16347,1.16164,1.16659,1.167,1.71,1.94,sl,1.16164,-1.0,-1.0,-1.0,-250.0,0.22,-1.035,0,-1,-1,1,premium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-03-09T23:00:00+00:00,BOS,Minor,False,False,False,,,,,True,0,LONG,True,07:00-16:30 UTC
EURUSD,2026-03-10T00:00:00+00:00,2026-03-10T00:00:00+00:00,2026-03-10T00:00:00+00:00,Asia,bullish,Minor BOS,50pct,1.16266,1.16164,1.16659,1.167,3.853,4.255,sl,1.16164,-1.0,-1.0,-1.0,-250.0,1.19,-1.064,0,-1,-1,1,equilibrium,3.0,1.5,0.0,0.0,1.5,0.0,"structure,freshness",False,h1_only,2026-03-09T23:00:00+00:00,BOS,Minor,False,False,False,,,,,True,0,LONG,True,07:00-16:30 UTC
EURUSD,2026-03-10T09:00:00+00:00,2026-03-10T09:00:00+00:00,2026-03-10T10:00:00+00:00,London,bullish,Minor BOS,proximal,1.16632,1.16449,1.17096,1.17495,2.54,4.72,sl,1.16449,-1.0,-1.0,-1.0,-250.0,0.0,-2.15,1,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-10T08:00:00+00:00,BOS,Minor,False,False,False,,,,,False,9,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-10T09:00:00+00:00,2026-03-10T09:00:00+00:00,2026-03-10T10:00:00+00:00,London,bullish,Minor BOS,50pct,1.1655,1.16449,1.17096,1.17495,5.406,9.356,sl,1.16449,-1.0,-1.0,-1.0,-250.0,0.674,-3.084,1,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-10T08:00:00+00:00,BOS,Minor,False,False,False,,,,,False,9,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-16T13:00:00+00:00,2026-03-16T13:00:00+00:00,2026-03-17T01:00:00+00:00,NY,bullish,Minor BOS,proximal,1.14916,1.14738,1.15247,1.15274,1.86,2.01,sl,1.14916,0.0,1.86,0.0,0.0,2.01,-0.666,12,5,-1,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-16T12:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-16T13:00:00+00:00,2026-03-16T13:00:00+00:00,2026-03-17T05:00:00+00:00,NY,bullish,Minor BOS,50pct,1.14837,1.14738,1.15247,1.15274,4.141,4.414,sl,1.14837,0.0,4.141,0.0,0.0,4.412,-0.4,16,5,-1,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-16T12:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-16T18:00:00+00:00,2026-03-16T18:00:00+00:00,2026-03-17T01:00:00+00:00,NY,bullish,Minor BOS,proximal,1.15075,1.14923,1.15327,1.15447,1.66,2.44,sl,1.14923,-1.0,-1.0,-1.0,-250.0,1.308,-1.132,7,-1,-1,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-16T17:00:00+00:00,BOS,Minor,False,False,False,,,,,False,18,LONG,True,07:00-16:30 UTC
EURUSD,2026-03-16T18:00:00+00:00,2026-03-16T18:00:00+00:00,2026-03-17T01:00:00+00:00,NY,bullish,Minor BOS,50pct,1.15009,1.14923,1.15327,1.15447,3.698,5.093,sl,1.14923,-1.0,-1.0,-1.0,-250.0,3.079,-1.234,7,-1,-1,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-16T17:00:00+00:00,BOS,Minor,False,False,False,,,,,False,18,LONG,True,07:00-16:30 UTC
EURUSD,2026-03-17T08:00:00+00:00,2026-03-17T08:00:00+00:00,2026-03-17T18:00:00+00:00,London,bullish,Minor BOS,proximal,1.15022,1.14804,1.15447,1.15473,1.95,2.07,tp2,1.15473,2.069,1.95,2.07,517.25,2.254,-0.486,10,10,10,3,discount,4.7,1.5,0.0,1.2,1.5,0.5,"structure,fvg,freshness,killzone",False,h1_only,2026-03-17T05:00:00+00:00,BOS,Minor,True,False,False,,,,,False,8,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-17T08:00:00+00:00,2026-03-17T08:00:00+00:00,2026-03-17T18:00:00+00:00,London,bullish,Minor BOS,50pct,1.14923,1.14804,1.15447,1.15473,4.403,4.622,tp2,1.15473,4.622,4.403,4.622,1155.5,4.962,-0.058,10,10,10,3,discount,4.7,1.5,0.0,1.2,1.5,0.5,"structure,fvg,freshness,killzone",False,h1_only,2026-03-17T05:00:00+00:00,BOS,Minor,True,False,False,,,,,False,8,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-17T12:00:00+00:00,2026-03-17T12:00:00+00:00,2026-03-17T18:00:00+00:00,London,bullish,Minor BOS,proximal,1.15181,1.15055,1.15447,1.15473,2.11,2.32,tp2,1.15473,2.317,2.11,2.32,579.25,2.639,-0.843,6,6,6,2,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-17T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,12,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-17T12:00:00+00:00,2026-03-17T12:00:00+00:00,2026-03-17T18:00:00+00:00,London,bullish,Minor BOS,50pct,1.15128,1.15055,1.15447,1.15473,4.37,4.726,tp2,1.15473,4.726,4.37,4.726,1181.5,5.28,-0.729,6,6,6,2,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-17T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,12,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-19T13:00:00+00:00,2026-03-19T13:00:00+00:00,2026-03-19T14:00:00+00:00,NY,bullish,Minor BOS,proximal,1.14811,1.14685,1.15048,1.15247,1.9,3.48,tp2,1.15247,3.46,1.9,3.48,865.0,3.778,-0.422,1,0,1,3,discount,4.5,1.5,1.0,0.0,1.5,0.5,"structure,sweep,freshness,killzone",False,h1_only,2026-03-19T10:00:00+00:00,BOS,Minor,False,True,False,,,,,False,13,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-19T13:00:00+00:00,2026-03-19T13:00:00+00:00,2026-03-19T14:00:00+00:00,NY,bullish,Minor BOS,50pct,1.14758,1.14685,1.15048,1.15247,3.973,6.699,tp2,1.15247,6.699,3.973,6.699,1674.75,7.247,-0.002,1,0,1,3,discount,4.5,1.5,1.0,0.0,1.5,0.5,"structure,sweep,freshness,killzone",False,h1_only,2026-03-19T10:00:00+00:00,BOS,Minor,False,True,False,,,,,False,13,LONG,False,07:00-16:30 UTC
EURUSD,2026-03-24T21:00:00+00:00,2026-03-25T13:00:00+00:00,2026-03-25T16:00:00+00:00,Other,bullish,Minor BOS,proximal,1.15861,1.15614,1.16252,1.16279,1.58,1.69,sl,1.15614,-1.0,-1.0,-1.0,-250.0,0.6,-1.083,3,-1,-1,4,discount,5.2,1.5,1.0,1.2,1.5,0.0,"structure,sweep,fvg,freshness",False,h1_only,2026-03-24T17:00:00+00:00,BOS,Minor,True,True,False,,,,,True,21,LONG,True,07:00-16:30 UTC
EURUSD,2026-03-24T21:00:00+00:00,2026-03-25T14:00:00+00:00,2026-03-25T16:00:00+00:00,Other,bullish,Minor BOS,50pct,1.15748,1.15614,1.16252,1.16279,3.761,3.963,sl,1.15614,-1.0,-1.0,-1.0,-250.0,1.247,-1.153,2,-1,-1,4,discount,5.2,1.5,1.0,1.2,1.5,0.0,"structure,sweep,fvg,freshness",False,h1_only,2026-03-24T17:00:00+00:00,BOS,Minor,True,True,False,,,,,True,21,LONG,True,07:00-16:30 UTC
USDJPY,2026-03-02T01:00:00+00:00,2026-03-02T02:00:00+00:00,2026-03-02T05:00:00+00:00,Asia,bullish,Minor BOS,proximal,156.193,155.993,156.54,156.782,1.74,2.95,tp2,156.782,2.945,1.74,2.95,736.25,3.33,-0.225,3,2,3,3,discount,3.6,1.5,0.0,0.6,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-02-27T21:00:00+00:00,BOS,Minor,True,False,False,,,,,True,1,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-03-02T01:00:00+00:00,,,Asia,bullish,Minor BOS,50pct,156.103,155.993,156.54,156.782,3.973,6.173,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,3,discount,3.6,1.5,0.0,0.6,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-02-27T21:00:00+00:00,BOS,Minor,True,False,False,,,,,True,1,LONG,False,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-03-02T12:00:00+00:00,2026-03-02T12:00:00+00:00,2026-03-02T13:00:00+00:00,London,bullish,Minor BOS,proximal,157.016,156.771,157.415,157.598,1.63,2.38,tp2,157.598,2.376,1.63,2.38,594.0,2.404,-0.269,1,1,1,2,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-02T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,12,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
USDJPY,2026-03-02T12:00:00+00:00,2026-03-04T10:00:00+00:00,2026-03-04T12:00:00+00:00,London,bullish,Minor BOS,50pct,156.904,156.771,157.415,157.598,3.842,5.218,window_end,157.3040008544922,3.008,3.008,3.008,752.0,3.346,-0.459,2,-1,-1,2,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-03-02T10:00:00+00:00,BOS,Minor,False,False,False,,,,,False,12,LONG,True,"00:00-05:00 UTC, 12:30-16:30 UTC"
