setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,killzone_blocked,killzone_windows
A6028,GOLD,2008-03-12T09:00:00+00:00,2008-03-12T09:00:00+00:00,2008-03-12T09:00:00+00:00,London,bearish,BOS BOS,proximal,973.4,975.2,975.205,970.1,968.6,1.83,2.67,sl,975.205,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,False,0.499,0,-1,-1,6.0,2.0,6,discount,0.0,,5.0,3.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-12T03:00:00+00:00,BOS,BOS,holding,True,partial,False,0,0.85,1.4,1.4,marginal,0.652,0.953,1.756,1.992857,0.231,1,False,,,,,False,9,bearish,with_trend,False,False,,967.8,77.8,False,False,False,2008-03-12T08:00:00+00:00,1,2008-03-12T07:00:00+00:00,SHORT,,counter,43.1,False,1,fresh,Asia,London,False,False,Neither,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6029,GOLD,2008-03-12T12:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,971.4,967.3,967.295,980.3,,2.17,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,5,discount,1.0,True,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-12T07:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,0.99,1.4,0.94,marginal,1.474,0.532,0.86,2.442857,0.417,1,False,,,,,False,12,bearish,ambiguous,False,True,bullish,977.7,131.2,False,False,False,2008-03-12T11:00:00+00:00,1,2008-03-12T11:00:00+00:00,LONG,,aligned,20.9,False,0,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6030,GOLD,2008-03-13T07:00:00+00:00,,,London,bullish,Confirmation BOS,proximal,984.5,982.7,982.695,987.6,,1.72,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,3,premium,0.0,,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-13T04:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.66,1.16,1.16,marginal,0.601,0.139,4.112,2.164286,0.538,0,False,,,,,False,7,bullish,with_trend,False,False,,988.7,26.6,False,True,False,2008-03-13T06:00:00+00:00,1,2008-03-13T05:00:00+00:00,LONG,,counter,79.9,False,1,fresh,Asia,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6031,GOLD,2008-03-18T18:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,1000.8,1004.8,1004.805,993.8,,1.75,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,2,premium,0.0,False,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-03-18T16:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,0,1.52,2.45,1.63,solid,0.665,,1.596,5.264286,0.743,0,False,,,,,False,18,bullish,ambiguous,False,True,bearish,987.2,72.0,False,False,True,2008-03-18T17:00:00+00:00,1,2008-03-18T17:00:00+00:00,SHORT,,aligned,55.5,False,0,no_fvg,NY,NY,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6032,GOLD,2008-03-19T12:00:00+00:00,,,London,bearish,BOS BOS,proximal,990.0,995.0,995.005,976.2,,2.76,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,5,premium,0.0,,7.0,3.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-19T07:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.22,2.99,2.99,strong,0.974,0.476,7.682,4.621429,0.622,0,False,,,,,False,12,bearish,with_trend,False,False,,965.8,52.7,False,False,True,2008-03-19T11:00:00+00:00,1,2008-03-19T11:00:00+00:00,SHORT,,aligned,78.1,False,2,fresh,London,London,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6033,GOLD,2008-03-20T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,935.1,939.1,939.105,915.3,,4.95,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,4,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-20T05:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,0.75,1.3,1.3,marginal,0.365,0.313,8.502,9.585714,0.629,0,False,,,,,False,9,bearish,with_trend,False,False,,904.4,33.2,False,False,True,2008-03-20T08:00:00+00:00,1,2008-03-20T08:00:00+00:00,SHORT,,counter,33.2,False,5,fresh,Asia,London,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6034,GOLD,2008-03-25T04:00:00+00:00,2008-03-25T07:00:00+00:00,2008-03-25T09:00:00+00:00,Asia,bearish,BOS BOS,proximal,933.5,936.8,936.805,916.8,,5.06,,sl,933.5,0.0,-1.0,-1.0,0.0,True,,1.846,-0.0,True,False,0.187,2,-1,-1,123.0,61.0,62,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-20T04:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,4.89,8.56,8.56,strong,1.742,1.867,50.711,1.607143,0.571,1,False,,,,,False,4,bearish,counter_trend,False,True,bullish,904.4,31.5,False,False,False,2008-03-25T03:00:00+00:00,1,2008-03-20T08:00:00+00:00,SHORT,False,aligned,227.3,False,4,fresh,Asia,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6035,GOLD,2008-03-25T04:00:00+00:00,,,Asia,bullish,CHoCH CHoCH,proximal,919.5,910.3,910.295,981.8,996.1,6.77,8.33,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,17,premium,1.0,True,4.5,4.0,0.0,0.0,0.5,0.0,"structure,freshness",False,h1_only,2008-03-24T10:00:00+00:00,CHoCH,CHoCH,holding,False,none,False,1,2.16,1.74,1.16,marginal,1.933,,0.044,4.5,0.805,0,False,,,,,False,4,bearish,ambiguous,False,True,bullish,926.5,73.7,False,False,False,2008-03-25T03:00:00+00:00,1,2008-03-24T15:00:00+00:00,LONG,,counter,65.7,False,0,no_fvg,London,Asia,False,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6036,GOLD,2008-03-25T08:00:00+00:00,2008-03-25T14:00:00+00:00,2008-03-27T17:00:00+00:00,London,bullish,Confirmation BOS,proximal,925.5,922.9,922.895,981.8,996.1,21.65,27.15,timeout,949.0,9.021,9.021,9.021,2255.25,False,unresolved:timeout,11.209,-0.0,,,,49,-1,-1,11.0,7.0,5,premium,0.0,,6.2,4.0,1.22,0.0,1.0,0.0,"structure,sweep,freshness",False,h1_only,2008-03-25T03:00:00+00:00,BOS,Confirm,holding,False,none,True,0,1.55,1.61,1.61,solid,0.584,,2.644,3.592857,0.714,0,False,,,,,False,8,bullish,with_trend,False,False,,933.8,49.4,False,True,False,2008-03-25T07:00:00+00:00,1,2008-03-25T07:00:00+00:00,LONG,False,counter,70.0,False,1,no_fvg,Asia,NY,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6037,GOLD,2008-03-26T04:00:00+00:00,2008-03-26T07:00:00+00:00,2008-03-26T08:00:00+00:00,Asia,bullish,BOS BOS,proximal,936.3,933.5,933.495,941.5,,1.86,,tp1,941.5,1.854,1.86,3.102,463.5,True,,1.854,-0.0,,,,1,1,-1,14.0,12.0,10,premium,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-25T17:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.13,1.13,1.13,marginal,0.847,0.442,3.868,2.714286,0.391,0,False,,,,,False,4,bullish,with_trend,False,False,,941.5,31.5,False,False,False,2008-03-26T03:00:00+00:00,1,2008-03-25T18:00:00+00:00,LONG,,counter,85.3,False,2,fresh,NY,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6038,GOLD,2008-03-26T05:00:00+00:00,2008-03-26T08:00:00+00:00,2008-03-26T09:00:00+00:00,Asia,bearish,BOS BOS,proximal,941.9,947.1,947.105,925.0,,3.25,,sl,947.105,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0.362,1,-1,-1,157.0,94.0,94,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-03-19T19:00:00+00:00,BOS,BOS,holding,False,none,False,0,7.47,8.07,8.07,strong,1.902,,24.035,2.471429,0.213,1,False,,,,,False,5,bullish,counter_trend,False,False,,904.4,40.6,False,True,False,2008-03-26T04:00:00+00:00,1,2008-03-19T23:00:00+00:00,SHORT,,aligned,101.1,False,3,no_fvg,NY,London,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6039,GOLD,2008-03-26T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,937.5,933.8,933.795,996.1,,15.84,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,2,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2008-03-26T07:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.77,3.39,3.39,strong,1.221,,6.294,2.621429,0.781,0,False,,,,,False,9,bullish,with_trend,False,False,,943.9,33.9,False,True,False,2008-03-26T08:00:00+00:00,1,2008-03-26T08:00:00+00:00,LONG,,counter,83.1,False,3,no_fvg,London,London,True,False,never_filled,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6040,GOLD,2008-03-28T13:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,943.9,947.0,947.005,937.4,934.3,2.1,3.1,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,3,premium,0.0,False,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-28T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.85,2.18,1.46,marginal,0.696,1.686,0.83,3.735714,0.269,0,False,,,,,False,13,bullish,ambiguous,False,True,bearish,925.9,102.9,False,False,True,2008-03-28T12:00:00+00:00,1,2008-03-28T12:00:00+00:00,SHORT,,aligned,62.5,False,0,fresh,London,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6041,GOLD,2008-03-28T16:00:00+00:00,2008-04-01T06:00:00+00:00,2008-04-01T07:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,909.2,905.6,905.595,917.2,920.6,2.22,3.17,sl,905.595,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,4.442,1,-1,-1,193.0,128.0,103,discount,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-03-24T05:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,2.21,1.78,1.18,marginal,0.77,1.365,0.05,4.028571,0.355,1,False,,,,,False,16,bullish,counter_trend,False,True,bearish,954.7,120.7,False,False,False,2008-03-28T15:00:00+00:00,1,2008-03-24T15:00:00+00:00,LONG,,aligned,15.2,False,0,fresh,Asia,Asia,False,True,Fill only,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6042,GOLD,2008-03-31T08:00:00+00:00,2008-03-31T11:00:00+00:00,2008-03-31T13:00:00+00:00,London,bullish,BOS BOS,proximal,933.2,930.9,930.895,941.5,,3.61,,sl,933.2,0.0,-1.0,-1.0,0.0,True,,3.167,-0.0,True,False,0.444,2,-1,-1,6.0,4.0,3,discount,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-03-31T05:00:00+00:00,BOS,BOS,holding,False,none,False,0,1.44,1.72,1.72,solid,0.667,,2.556,2.7,0.778,0,False,,,,,False,8,bullish,with_trend,False,False,,938.1,42.2,False,False,False,2008-03-31T07:00:00+00:00,1,2008-03-31T07:00:00+00:00,LONG,False,aligned,32.4,False,1,no_fvg,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6043,GOLD,2008-03-31T18:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,934.1,941.0,941.005,922.9,,1.62,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,6,premium,0.0,,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-03-31T12:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,0.47,1.18,1.18,marginal,1.258,1.14,4.031,5.085714,0.703,0,False,,,,,False,18,bearish,with_trend,False,False,,913.9,68.5,False,False,True,2008-03-31T17:00:00+00:00,1,2008-03-31T16:00:00+00:00,SHORT,,aligned,75.9,False,1,fresh,London,NY,True,False,never_filled,A First Pullback,premium,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6044,GOLD,2008-04-01T07:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,917.4,919.6,919.605,912.1,,2.41,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,6,discount,0.0,,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-01T01:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.12,2.73,2.73,strong,0.475,1.341,4.639,3.578571,0.588,1,False,,,,,False,7,bearish,with_trend,False,False,,906.6,48.9,False,False,True,2008-04-01T06:00:00+00:00,1,2008-04-01T06:00:00+00:00,SHORT,,counter,31.9,False,1,fresh,Asia,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6045,GOLD,2008-04-01T15:00:00+00:00,2008-04-02T16:00:00+00:00,2008-04-02T18:00:00+00:00,NY,bearish,Confirmation BOS,proximal,894.3,898.5,898.505,887.7,,1.57,,sl,898.505,-1.0,-1.0,-1.0,-250.0,True,,0.499,-0.809,False,False,0.146,2,-1,-1,29.0,25.0,4,discount,0.0,,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-01T11:00:00+00:00,BOS,Confirm,holding,True,pristine,False,0,1.47,1.5,1.5,marginal,0.542,0.352,6.01,6.821429,0.676,0,False,,,,,False,15,bearish,with_trend,False,False,,871.8,39.5,False,False,True,2008-04-01T14:00:00+00:00,1,2008-04-01T14:00:00+00:00,SHORT,,counter,32.8,False,1,fresh,London,NY,True,False,OB only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6046,GOLD,2008-04-03T10:00:00+00:00,2008-04-03T12:00:00+00:00,2008-04-03T14:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,890.4,883.2,883.195,905.7,,2.13,,sl,890.4,0.0,2.13,4.927,0.0,True,,1.305,-0.0,True,True,0.701,2,3,-1,22.0,19.0,19,discount,1.0,True,9.0,4.0,1.0,2.0,1.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2008-04-02T14:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,True,0,1.35,1.76,1.18,marginal,1.74,0.39,2.234,3.85,0.284,0,False,,,,,False,10,bearish,counter_trend,False,False,,905.7,61.9,False,False,False,2008-04-03T09:00:00+00:00,1,2008-04-02T16:00:00+00:00,LONG,False,aligned,38.6,False,0,fresh,NY,London,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6047,GOLD,2008-04-03T10:00:00+00:00,2008-04-03T14:00:00+00:00,2008-04-03T15:00:00+00:00,London,bearish,BOS BOS,proximal,899.9,904.0,904.005,887.7,881.9,2.98,4.39,sl,904.005,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,1.797,1,-1,-1,8.0,7.0,4,premium,0.0,,4.5,3.0,0.0,0.0,0.5,1.0,"structure,freshness",False,h1_only,2008-04-03T06:00:00+00:00,BOS,BOS,holding,False,none,False,1,0.66,1.07,1.07,marginal,1.408,,4.575,2.557143,0.5,0,False,,,,,False,10,bearish,with_trend,False,False,,896.5,,False,False,False,2008-04-03T09:00:00+00:00,1,2008-04-03T07:00:00+00:00,SHORT,,aligned,76.7,False,1,no_fvg,Asia,NY,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6048,GOLD,2008-04-04T06:00:00+00:00,2008-04-04T12:00:00+00:00,2008-04-04T14:00:00+00:00,Asia,bullish,CHoCH CHoCH,proximal,899.1,893.8,893.795,908.6,,1.79,,tp1,908.6,1.791,1.79,2.658,447.75,True,,1.791,-0.0,,,,2,2,-1,26.0,21.0,19,discount,1.0,True,6.0,4.0,0.0,1.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-03T10:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,5.97,1.96,1.31,marginal,1.861,0.737,3.335,2.578571,0.292,1,False,,,,,False,6,bearish,ambiguous,False,True,bullish,908.6,34.4,False,False,False,2008-04-04T05:00:00+00:00,1,2008-04-03T14:00:00+00:00,LONG,False,aligned,-17.3,False,0,fresh,London,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6049,GOLD,2008-04-04T07:00:00+00:00,,,London,bullish,CHoCH CHoCH,proximal,898.1,896.0,895.995,905.5,,3.52,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,21,discount,0.0,False,4.5,3.0,0.0,1.0,0.5,0.0,"structure,fvg,freshness",False,h1_only,2008-04-03T09:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,1,4.46,1.63,1.09,marginal,0.73,0.866,3.922,2.192857,0.375,2,False,,,,,False,7,bearish,ambiguous,False,True,bullish,908.6,38.0,False,False,False,2008-04-04T06:00:00+00:00,1,2008-04-03T13:00:00+00:00,LONG,,aligned,-29.6,False,0,fresh,London,London,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6050,GOLD,2008-04-04T13:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,896.5,890.4,890.395,905.7,908.6,1.51,1.98,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,25,discount,1.0,True,7.0,4.0,0.0,1.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-03T11:00:00+00:00,CHoCH,CHoCH,holding,True,partial,False,0,4.22,1.38,0.92,marginal,1.98,0.672,3.04,2.828571,0.518,0,False,,,,,False,13,bearish,ambiguous,False,True,bullish,909.2,45.0,False,False,False,2008-04-04T12:00:00+00:00,1,2008-04-03T14:00:00+00:00,LONG,,aligned,-49.4,False,0,fresh,London,NY,True,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6051,GOLD,2008-04-07T14:00:00+00:00,2008-04-08T12:00:00+00:00,2008-04-08T12:00:00+00:00,NY,bullish,Confirmation BOS,proximal,916.0,912.1,912.095,933.4,,4.46,,sl,912.095,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0.552,0,-1,-1,24.0,22.0,2,premium,0.0,,7.2,4.0,1.22,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2008-04-07T12:00:00+00:00,BOS,Confirm,holding,False,none,True,0,1.78,2.48,2.48,solid,1.046,,3.969,3.25,0.382,0,False,,,,,False,14,bullish,with_trend,False,False,,924.1,40.5,False,True,False,2008-04-07T13:00:00+00:00,1,2008-04-07T13:00:00+00:00,LONG,,counter,67.7,False,1,no_fvg,London,London,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6052,GOLD,2008-04-08T13:00:00+00:00,2008-04-09T14:00:00+00:00,2008-04-09T14:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,919.3,923.5,923.505,912.1,,1.71,,sl,923.505,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0.714,0,-1,-1,31.0,25.0,6,premium,1.0,True,8.0,4.0,0.0,2.0,1.0,1.0,"structure,fvg,freshness",False,h1_only,2008-04-08T07:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,2.09,1.61,1.08,marginal,1.059,0.859,1.174,3.492857,0.649,0,False,,,,,False,13,bullish,ambiguous,False,True,bearish,910.3,70.3,False,False,False,2008-04-08T12:00:00+00:00,1,2008-04-08T12:00:00+00:00,SHORT,,aligned,67.7,False,0,fresh,London,NY,True,True,Both,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6053,GOLD,2008-04-09T15:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,908.3,903.8,903.795,917.0,,1.93,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,0,-1,-1,,,5,discount,1.0,True,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-09T10:00:00+00:00,CHoCH,CHoCH,holding,True,pristine,False,0,1.73,2.02,1.34,marginal,0.906,1.314,0.589,4.414286,0.75,0,False,,,,,False,15,bearish,ambiguous,False,True,bullish,926.0,165.4,False,True,False,2008-04-09T14:00:00+00:00,1,2008-04-09T14:00:00+00:00,LONG,,aligned,24.0,False,0,fresh,London,NY,False,False,never_filled,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6054,GOLD,2008-04-11T06:00:00+00:00,2008-04-11T07:00:00+00:00,2008-04-11T07:00:00+00:00,Asia,bearish,BOS BOS,proximal,924.8,925.8,925.805,921.8,,3.0,,sl,925.805,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,True,True,0.11,0,-1,-1,5.0,2.0,4,discount,0.0,,6.0,3.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2008-04-11T02:00:00+00:00,BOS,BOS,holding,True,pristine,False,0,1.16,1.43,1.43,marginal,0.187,0.187,2.24,2.678571,0.2,0,False,,,,,False,6,bearish,with_trend,False,False,,920.4,48.4,False,False,True,2008-04-11T05:00:00+00:00,1,2008-04-11T05:00:00+00:00,SHORT,,counter,23.3,False,1,fresh,Asia,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6055,GOLD,2008-04-11T09:00:00+00:00,2008-04-11T12:00:00+00:00,2008-04-11T13:00:00+00:00,London,bearish,BOS BOS,proximal,931.7,934.4,934.405,923.5,,3.04,,tp1,923.5,3.031,3.04,0.0,757.75,True,,3.031,-0.0,,,,1,1,-1,28.0,20.0,24,premium,0.0,,5.0,3.0,0.0,0.0,1.0,1.0,"structure,freshness",False,h1_only,2008-04-10T08:00:00+00:00,BOS,BOS,holding,False,full,False,0,1.44,1.02,1.02,marginal,0.928,,2.91,2.371429,0.364,2,False,,,,,False,9,bearish,with_trend,False,False,,918.3,80.2,False,False,False,2008-04-11T08:00:00+00:00,1,2008-04-10T15:00:00+00:00,SHORT,,aligned,56.6,False,1,stale,London,London,True,True,Both,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6056,GOLD,2008-04-14T07:00:00+00:00,2008-04-14T11:00:00+00:00,2008-04-14T11:00:00+00:00,London,bearish,BOS BOS,proximal,923.4,926.7,926.705,918.3,,1.55,,sl,926.705,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,False,False,0.204,0,-1,-1,65.0,12.0,11,premium,0.0,,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2008-04-11T18:00:00+00:00,BOS,BOS,holding,False,none,False,0,0.9,1.4,1.4,marginal,0.718,,2.872,3.9,0.75,0,False,,,,,False,7,bearish,with_trend,False,False,,914.0,60.6,False,False,False,2008-04-14T06:00:00+00:00,1,2008-04-13T23:00:00+00:00,SHORT,,aligned,53.1,False,2,no_fvg,NY,London,False,True,Fill only,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
