setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_raw,sl_initial,tp1,tp2,tp1_rr,tp2_rr,tp1_wick,tp1_wick_rr,tp1_zone_source,tp2_wick,tp2_zone_source,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,r_capture_ratio,sl_bar_was_sweep,sl_swept_then_tp1,sl_wick_depth_atr,sl_max_adverse_after_sweep_atr,bars_sl_to_tp1_touch,sl_recovered_to_entry,sl_distance_atr,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_to_fill_hours,bars_break_to_pullback,ob_age_h1_bars,pd_zone,reversal_pct,reversed_from_extreme,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,event_candle_delta,bos_verdict,fvg_present,fvg_mitigation,sweep_present,ob_touches,break_close_atr,break_body_atr,break_excess,break_tier,ob_range_atr,fvg_size_atr,impulse_leg_atr,atr_at_ob,ob_body_ratio,ob_walkback_depth,chop_at_alert,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,trend_pd_agree,structure_ranging_at_alert,flip_pending_at_alert,flip_pending_dir_at_alert,leg_extreme_at_alert,leg_retrace_pct_at_alert,leg_extreme_clipped,dr_ceiling_broken_at_ob,dr_floor_broken_at_ob,day_state_at_alert,pdh_status_at_alert,pdl_status_at_alert,pwh_status_at_alert,pwl_status_at_alert,dist_next_pool_above_atr,dist_next_pool_below_atr,next_pool_above_tier,next_pool_below_tier,trade_toward_pool,last_sweep_age_h1,last_sweep_tier,eqh_above_dist_atr,eqh_above_size,eql_below_dist_atr,eql_below_size,eq_trade_toward,eq_sl_gap_atr,eq_sl_at_risk,eq_last_sweep_age_h1,eq_last_sweep_side,eq_intact_above_count,eq_intact_below_count,alert_bar_ts,alert_seq,bos_timestamp,bias,be_arm_bar_touched_entry,pd_alignment,pd_pct,weekend_blocked,bos_sequence_count,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,setup_badge,setup_badge_kind,weekly_pd_position_at_alert,weekly_range_high_at_alert,weekly_range_low_at_alert,weekly_pd_zone_at_alert,pd_zone_agreement_at_alert,approach_speed_atr_at_fill,approach_body_ratio_at_fill,approach_er_at_fill,killzone_blocked,killzone_windows
A6601,EURUSD,2025-04-30T16:00:00+00:00,2025-04-30T16:00:00+00:00,2025-04-30T19:00:00+00:00,NY,bearish,Confirmation BOS,proximal,1.13564,1.13829,1.13849,1.13397,,0.63,,1.13397,0.63,wick,,,tp1,1.13397,0.586,0.63,0.0,146.5,True,,0.586,-0.305,1.0,,,,,,,1.298,3,3,-1,5.0,1.0,5,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-04-30T11:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.3,0.87,0.87,marginal,1.116,,2.733,0.002195,0.469,0,55.119,False,,,,,False,16,bearish,with_trend,False,False,False,,1.13234,36.1,False,False,True,EXPANSION_DOWN,intact,broken,intact,intact,3.002,2.31,PD,PW,True,7.0,PD,1.982,2.0,2.31,2.0,False,0.683,True,7.0,low,1,1,2025-04-30T15:00:00+00:00,1,2025-04-30T15:00:00+00:00,SHORT,,counter,32.4,False,1,no_fvg,London,NY,True,False,OB only,,,0.1892,1.15737,1.13057,discount,both_discount,-1.139,0.17,0.383,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6602,EURUSD,2025-05-01T16:00:00+00:00,2025-05-02T03:00:00+00:00,2025-05-02T07:00:00+00:00,NY,bearish,BOS BOS,proximal,1.13111,1.133,1.1332,1.12877,,1.24,,1.12877,1.24,wick,,,sl,1.1332,-1.0,-1.0,-1.0,-250.0,True,,0.483,-0.871,-2.07,True,True,0.284,2.292,41.0,True,0.971,4,-1,-1,14.0,13.0,3,premium,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-05-01T13:00:00+00:00,BOS,BOS,1,holding,True,pristine,False,0,0.26,1.68,1.68,solid,0.786,0.958,2.496,0.002151,0.249,0,52.647,False,,,,,False,16,bearish,with_trend,True,False,False,,1.1266,59.8,False,False,True,EXPANSION_DOWN,intact,broken,intact,broken,4.127,,PD,,False,12.0,PW,4.127,2.0,,,False,3.156,False,12.0,low,1,0,2025-05-01T15:00:00+00:00,1,2025-05-01T14:00:00+00:00,SHORT,,aligned,59.8,False,2,fresh,NY,Asia,True,False,OB only,,,0.0201,1.15737,1.13057,discount,mixed,-0.093,0.381,0.187,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6603,EURUSD,2025-05-02T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.1384,1.1398,1.14,1.137,1.13549,1.0,2.08,1.137,1.0,wick,1.13549,wick,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.741,0,-1,-1,,,60,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-04-29T22:00:00+00:00,BOS,BOS,0,holding,False,full,False,2,0.58,1.22,1.22,marginal,0.556,,0.5,0.00216,0.558,0,38.699,False,,,,,False,10,bearish,counter_trend,True,False,True,bullish,1.1266,102.8,False,False,False,INSIDE,intact,intact,intact,broken,8.782,1.972,PW,PD,True,30.0,PW,0.736,2.0,,,False,-0.005,False,30.0,low,1,0,2025-05-02T09:00:00+00:00,2,2025-04-30T01:00:00+00:00,SHORT,,aligned,57.1,False,1,stale,Other,London,False,False,never_filled,,,0.2922,1.15737,1.13057,discount,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6604,EURUSD,2025-05-02T10:00:00+00:00,2025-05-02T12:00:00+00:00,2025-05-02T13:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.13142,1.1299,1.1297,1.13414,,1.79,,1.13414,1.79,wick,,,tp1,1.13414,1.581,1.79,0.0,395.25,True,,1.581,-0.0,1.0,,,,,,,1.052,1,1,-1,8.0,3.0,6,premium,1.0,True,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-02T04:00:00+00:00,CHoCH,CHoCH,0,holding,True,partial,False,0,0.53,1.13,0.75,marginal,0.807,0.196,1.541,0.001635,0.621,0,38.699,False,,,,,False,10,bearish,ambiguous,False,False,True,bullish,1.13554,105.1,False,True,False,INSIDE,intact,intact,intact,broken,1.664,2.948,PD,PD,True,30.0,PW,,,,,,,,30.0,low,0,0,2025-05-02T09:00:00+00:00,1,2025-05-02T09:00:00+00:00,LONG,,counter,53.9,False,0,fresh,Asia,NY,False,True,Fill only,,,0.0317,1.15737,1.13057,discount,mixed,-0.869,0.551,0.497,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6605,EURUSD,2025-05-05T13:00:00+00:00,2025-05-05T14:00:00+00:00,2025-05-05T15:00:00+00:00,NY,bullish,Confirmation BOS,proximal,1.13312,1.13109,1.13089,1.13414,1.13476,0.5,0.81,1.13414,0.5,wick,1.13476,wick,tp1,1.13414,0.457,0.5,0.0,114.25,True,,0.457,-0.0,1.0,,,,,,,1.28,1,1,-1,7.0,2.0,6,discount,0.0,,7.0,4.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-05-05T07:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.73,1.06,1.06,marginal,1.05,,1.802,0.001742,0.71,1,48.036,False,,,,,False,13,bullish,with_trend,True,False,False,,1.13636,68.4,False,False,False,INSIDE,intact,intact,intact,intact,2.876,3.272,PD,PD,True,,,,,,,,,,57.0,low,0,0,2025-05-05T12:00:00+00:00,1,2025-05-05T12:00:00+00:00,LONG,,aligned,45.1,False,1,no_fvg,London,NY,True,True,Both,,,0.4098,1.14251,1.1266,discount,both_discount,-0.494,0.408,0.698,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6606,EURUSD,2025-05-06T08:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.1384,1.1398,1.14,1.137,1.13549,1.0,2.08,1.137,1.0,wick,1.13549,wick,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.741,0,-1,-1,,,106,premium,0.0,,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2025-04-29T22:00:00+00:00,BOS,BOS,0,holding,False,full,False,2,0.58,1.22,1.22,marginal,0.556,,0.5,0.00216,0.558,0,39.539,False,,,,,False,8,bullish,counter_trend,False,True,False,,1.1266,102.8,False,False,False,SWEPT_LOW,intact,swept,intact,intact,1.903,0.87,PW,PD,True,6.0,PD,0.736,2.0,,,False,-0.005,False,76.0,low,1,0,2025-05-06T07:00:00+00:00,3,2025-04-30T01:00:00+00:00,SHORT,,aligned,57.1,False,1,stale,Other,London,False,False,never_filled,,,0.7417,1.14251,1.1266,premium,both_premium,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6607,EURUSD,2025-05-06T14:00:00+00:00,2025-05-06T22:00:00+00:00,2025-05-07T00:00:00+00:00,NY,bullish,Range BOS,proximal,1.13302,1.13032,1.13012,1.13476,,0.64,,1.13476,0.64,wick,,,tp1,1.13476,0.6,0.64,0.0,150.0,True,,0.6,-0.0,1.0,,,,,,,1.354,2,2,-1,13.0,9.0,5,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-06T09:00:00+00:00,BOS,Range,0,holding,False,none,False,0,0.17,0.63,0.63,marginal,1.167,,2.082,0.002142,0.612,0,49.702,False,,,,,False,14,bullish,with_trend,False,False,False,,1.13575,52.2,False,True,False,SWEPT_LOW,intact,swept,intact,intact,1.634,2.997,PD,PW,True,12.0,PD,3.254,2.0,,,True,,,82.0,low,1,0,2025-05-06T13:00:00+00:00,1,2025-05-06T13:00:00+00:00,LONG,,counter,65.0,False,1,no_fvg,London,Other,False,False,Neither,,,0.4035,1.14251,1.1266,discount,mixed,-0.009,0.3,0.769,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6608,EURUSD,2025-05-08T07:00:00+00:00,,,London,bearish,Confirmation BOS,proximal,1.13224,1.13386,1.13406,1.13113,,0.69,,1.13113,0.69,wick,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.866,0,-1,-1,,,4,discount,0.0,,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-08T03:00:00+00:00,BOS,Confirm,0,holding,True,pristine,False,0,0.4,0.96,0.96,marginal,0.676,0.186,3.363,0.002102,0.31,0,48.285,False,,,,,False,7,bearish,with_trend,False,False,False,,1.12764,53.7,False,False,True,INSIDE,intact,intact,intact,intact,2.654,1.479,PD,PD,True,,,2.802,2.0,,,False,1.936,False,142.0,low,2,0,2025-05-08T06:00:00+00:00,1,2025-05-08T06:00:00+00:00,SHORT,,counter,43.9,False,1,fresh,Asia,London,False,False,never_filled,,,0.3545,1.14251,1.1266,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6609,EURUSD,2025-05-08T16:00:00+00:00,,,NY,bearish,BOS BOS,proximal,1.12952,1.1314,1.1316,1.12795,,0.84,,1.12795,0.84,wick,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.848,0,-1,-1,,,3,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-05-08T13:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.85,1.16,1.16,marginal,0.685,0.208,2.705,0.002451,0.411,0,48.882,False,,,,,False,16,bearish,with_trend,False,False,False,,1.12342,59.6,False,False,True,EXPANSION_DOWN,intact,broken,intact,intact,3.386,1.191,PD,PW,True,8.0,PD,3.512,2.0,,,False,2.664,False,151.0,low,2,0,2025-05-08T15:00:00+00:00,1,2025-05-08T15:00:00+00:00,SHORT,,counter,41.5,False,4,fresh,NY,NY,True,False,never_filled,,,0.1835,1.14251,1.1266,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6610,EURUSD,2025-05-09T06:00:00+00:00,2025-05-11T21:00:00+00:00,2025-05-11T21:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.12294,1.12086,1.12066,1.12852,,2.68,,1.13206,4.38,zone,,,sl,1.12066,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,False,0.952,9.538,,True,1.539,0,-1,-1,68.0,16.0,5,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-09T01:00:00+00:00,CHoCH,CHoCH,0,holding,False,full,False,0,0.18,0.63,0.42,marginal,1.269,,1.384,0.001481,0.777,0,50.375,False,,,,,False,6,bearish,ambiguous,False,False,True,bullish,1.12369,31.5,False,False,False,SWEPT_LOW,intact,swept,intact,broken,7.236,,PD,,True,3.0,PD,,,,,,,,,,0,0,2025-05-09T05:00:00+00:00,1,2025-05-09T05:00:00+00:00,LONG,,aligned,17.8,False,0,fresh,Asia,Other,False,False,Neither,,,-0.23,1.14251,1.1266,discount,both_discount,1.033,0.384,0.668,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6611,EURUSD,2025-05-09T09:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.12952,1.1314,1.1316,1.12795,,0.84,,1.12795,0.84,wick,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.848,0,-1,-1,,,20,discount,0.0,,8.0,3.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-05-08T13:00:00+00:00,BOS,BOS,0,holding,True,pristine,False,0,0.85,1.16,1.16,marginal,0.685,0.208,2.705,0.002451,0.411,0,41.43,False,,,,,False,9,bearish,counter_trend,False,False,True,bullish,1.11966,70.4,False,False,True,SWEPT_LOW,intact,swept,intact,broken,1.689,,PD,,False,6.0,PD,3.512,2.0,,,False,2.664,False,168.0,low,2,0,2025-05-09T08:00:00+00:00,2,2025-05-08T15:00:00+00:00,SHORT,,counter,41.5,False,4,fresh,NY,London,True,False,never_filled,,,0.1835,1.14251,1.1266,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6612,EURUSD,2025-05-09T15:00:00+00:00,,,NY,bearish,Confirmation BOS,proximal,1.13224,1.13386,1.13406,1.13113,1.13052,0.69,1.06,1.13113,0.69,wick,1.13052,wick,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.866,0,-1,-1,,,36,discount,0.0,,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-08T03:00:00+00:00,BOS,Confirm,0,holding,True,partial,False,0,0.4,0.96,0.96,marginal,0.676,0.186,3.363,0.002102,0.31,0,36.867,False,,,,,False,15,bearish,counter_trend,False,False,True,bullish,1.11966,76.1,False,False,True,SWEPT_LOW,intact,swept,intact,broken,0.676,,PD,,False,12.0,PD,2.802,2.0,,,False,1.936,False,174.0,low,2,0,2025-05-09T14:00:00+00:00,2,2025-05-08T06:00:00+00:00,SHORT,,counter,43.9,False,1,fresh,Asia,NY,False,False,never_filled,,,0.3545,1.14251,1.1266,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6613,EURUSD,2025-05-13T13:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.111,1.10952,1.10932,1.11248,,1.0,,1.11248,1.0,wick,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.195,0,-1,-1,,,3,discount,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-13T10:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.41,1.62,1.08,marginal,0.91,,1.564,0.001406,0.203,0,51.692,False,,,,,False,13,bearish,ambiguous,False,False,True,bullish,1.11316,75.0,False,False,False,INSIDE,intact,intact,intact,broken,9.464,3.178,PD,PD,False,39.0,PW,,,,,,,,,,0,0,2025-05-13T12:00:00+00:00,1,2025-05-13T12:00:00+00:00,LONG,,aligned,19.6,False,0,no_fvg,London,NY,False,False,never_filled,,,-0.4689,1.13813,1.11966,discount,both_discount,,,,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6614,EURUSD,2025-05-13T17:00:00+00:00,2025-05-14T08:00:00+00:00,2025-05-14T08:00:00+00:00,NY,bearish,BOS BOS,proximal,1.1225,1.12364,1.12384,1.12119,1.11966,1.15,2.49,1.12119,1.15,wick,1.11966,wick,sl,1.12384,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.483,,4.0,,0.462,0,-1,-1,53.0,49.0,38,premium,0.0,,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-12T03:00:00+00:00,BOS,BOS,1,holding,True,partial,False,0,2.9,3.74,3.74,strong,0.324,2.428,1.745,0.002899,0.521,0,36.932,False,,,,,False,17,bearish,counter_trend,True,False,True,bullish,1.10653,89.8,False,False,True,INSIDE,intact,intact,intact,broken,0.624,5.508,PD,PD,False,43.0,PW,5.391,2.0,,,False,4.929,False,,,2,0,2025-05-13T16:00:00+00:00,1,2025-05-12T07:00:00+00:00,SHORT,,aligned,67.8,False,1,fresh,Asia,London,False,True,Fill only,,,0.1538,1.13813,1.11966,discount,mixed,0.904,0.44,0.582,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6615,EURUSD,2025-05-14T10:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.12952,1.1314,1.1316,1.12795,1.12703,0.84,1.32,1.12795,0.84,wick,1.12703,wick,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,0.848,0,-1,-1,,,93,discount,0.0,,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-05-08T13:00:00+00:00,BOS,BOS,0,holding,True,partial,False,0,0.85,1.16,1.16,marginal,0.685,0.208,2.705,0.002451,0.411,0,38.606,False,,,,,False,10,bearish,counter_trend,False,False,True,bullish,1.10653,84.7,False,False,True,EXPANSION_UP,broken,intact,intact,broken,3.512,8.754,PW,PD,False,3.0,PD,3.512,2.0,,,False,2.664,False,,,1,0,2025-05-14T09:00:00+00:00,3,2025-05-08T15:00:00+00:00,SHORT,,counter,41.5,False,4,fresh,NY,London,True,False,never_filled,,,0.5338,1.13813,1.11966,premium,mixed,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6616,EURUSD,2025-05-15T12:00:00+00:00,2025-05-15T12:00:00+00:00,2025-05-15T13:00:00+00:00,NY,bearish,BOS BOS,proximal,1.11922,1.12137,1.12157,1.118,1.11781,0.57,0.66,1.118,0.57,wick,1.11644,zone,sl,1.12157,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,True,True,0.513,4.445,1.0,True,1.435,1,-1,-1,4.0,1.0,4,discount,0.0,,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-05-15T08:00:00+00:00,BOS,BOS,0,holding,False,none,False,0,0.14,1.47,1.47,marginal,1.191,,3.7,0.001638,0.682,0,50.389,False,,,,,False,12,bearish,with_trend,False,False,False,,1.11793,,False,False,False,INSIDE,intact,intact,intact,broken,4.506,1.697,PD,PD,True,86.0,PW,11.546,2.0,,,False,10.111,False,,,1,0,2025-05-15T11:00:00+00:00,1,2025-05-15T11:00:00+00:00,SHORT,,counter,43.5,False,1,no_fvg,London,NY,True,True,Both,,,-0.0238,1.13813,1.11966,discount,both_discount,-1.679,0.559,0.102,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6617,EURUSD,2025-05-16T06:00:00+00:00,2025-05-16T07:00:00+00:00,2025-05-16T09:00:00+00:00,London,bullish,Confirmation BOS,proximal,1.12061,1.11968,1.11948,1.12255,,2.09,,1.12336,2.96,zone,,,sl,1.11948,-1.0,-1.0,-1.0,-250.0,True,,0.301,-0.805,-3.322,False,False,0.256,,22.0,,0.963,2,-1,-1,4.0,2.0,3,premium,0.0,,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-16T03:00:00+00:00,BOS,Confirm,0,holding,False,none,False,0,0.57,1.06,1.06,marginal,0.622,,9.055,0.001173,0.219,0,39.374,False,,,,,False,6,bullish,with_trend,False,False,False,,1.1219,11.1,False,False,False,INSIDE,intact,intact,intact,broken,1.893,3.359,PD,PD,True,104.0,PW,,,,,,,,,,0,0,2025-05-16T05:00:00+00:00,1,2025-05-16T05:00:00+00:00,LONG,,counter,61.9,False,1,no_fvg,Asia,London,False,True,Fill only,,,0.0514,1.13813,1.11966,discount,mixed,-0.981,0.366,0.318,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6618,EURUSD,2025-05-16T10:00:00+00:00,2025-05-16T11:00:00+00:00,2025-05-16T13:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.1201,1.1221,1.1223,1.11893,,0.59,,1.11701,1.55,zone,,,tp1,1.11893,0.532,0.59,0.0,133.0,True,,0.532,-0.0,1.0,,,,,,,1.957,2,2,-1,6.0,2.0,5,premium,1.0,True,6.0,4.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-05-16T05:00:00+00:00,CHoCH,CHoCH,0,holding,False,none,False,0,0.12,0.43,0.28,marginal,1.601,,0.756,0.001124,0.667,0,50.311,False,,,,,False,10,bullish,ambiguous,False,False,True,bearish,1.11918,71.3,False,False,False,INSIDE,intact,intact,intact,broken,2.428,3.051,PD,PD,False,108.0,PW,,,,,,,,,,0,0,2025-05-16T09:00:00+00:00,1,2025-05-16T09:00:00+00:00,SHORT,,aligned,62.2,False,0,no_fvg,Asia,London,False,True,Fill only,,,0.0238,1.13813,1.11966,discount,mixed,-0.818,0.43,0.096,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6619,EURUSD,2025-05-16T16:00:00+00:00,,,NY,bullish,CHoCH CHoCH,proximal,1.111,1.10952,1.10932,1.11248,,1.0,,1.11248,1.0,wick,,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,,,,,,,,1.195,0,-1,-1,,,78,discount,1.0,True,8.0,4.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-05-13T10:00:00+00:00,CHoCH,CHoCH,0,holding,True,pristine,False,0,0.41,1.62,1.08,marginal,0.91,1.081,1.564,0.001406,0.203,0,42.266,False,,,,,False,16,bearish,counter_trend,False,False,False,,1.1266,95.6,False,False,False,EXPANSION_DOWN,intact,broken,intact,broken,8.411,,PD,,True,114.0,PW,,,,,,,,,,0,0,2025-05-16T15:00:00+00:00,3,2025-05-13T12:00:00+00:00,LONG,,aligned,19.6,False,0,fresh,London,NY,False,False,never_filled,,,-0.4689,1.13813,1.11966,discount,both_discount,,,,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6620,EURUSD,2025-05-19T07:00:00+00:00,2025-05-19T08:00:00+00:00,2025-05-19T09:00:00+00:00,London,bearish,CHoCH CHoCH,proximal,1.12528,1.12675,1.12695,1.12294,,1.59,,1.11966,3.82,zone,,,sl,1.12695,-1.0,-1.0,-1.0,-250.0,True,,0.0,-0.0,,False,False,0.597,,7.0,,0.882,1,-1,-1,231.0,131.0,134,premium,1.0,True,5.0,4.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2025-05-09T17:00:00+00:00,CHoCH,CHoCH,1,holding,False,none,False,1,1.15,0.92,0.62,marginal,0.671,,0.0,0.001893,0.252,0,60.853,False,,,,,False,7,bullish,counter_trend,False,False,False,,1.10653,111.4,False,False,False,INSIDE,intact,intact,intact,intact,0.697,1.743,PW,PD,False,,,6.789,2.0,,,False,5.906,False,,,1,0,2025-05-19T06:00:00+00:00,1,2025-05-11T21:00:00+00:00,SHORT,,aligned,137.1,False,0,no_fvg,NY,London,False,True,Fill only,,,0.9342,1.1266,1.10653,premium,both_premium,2.874,0.456,0.984,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
A6621,EURUSD,2025-05-20T06:00:00+00:00,2025-05-20T10:00:00+00:00,2025-05-20T14:00:00+00:00,London,bullish,BOS BOS,proximal,1.12463,1.12239,1.12219,1.1266,,0.88,,1.1266,0.88,wick,,,tp1,1.1266,0.807,0.88,0.0,201.75,True,,0.807,-0.93,1.0,,,,,,,1.805,4,4,-1,8.0,5.0,4,discount,0.0,,4.0,1.0,1.0,0.0,2.0,0.0,"structure,sweep,freshness",False,h1_only,2025-05-20T02:00:00+00:00,BOS,BOS,0,fading,False,none,True,0,0.68,0.9,0.9,marginal,1.509,,1.56,0.001352,0.304,1,53.19,False,,,,,False,6,bullish,with_trend,True,False,False,,1.12587,35.7,False,False,False,INSIDE,intact,intact,broken,intact,3.121,5.695,PD,PD,True,,,,,,,,,,,,0,0,2025-05-20T05:00:00+00:00,1,2025-05-20T05:00:00+00:00,LONG,,aligned,39.9,False,2,no_fvg,Asia,London,False,False,Neither,,,0.9018,1.1266,1.10653,premium,mixed,0.133,0.447,0.187,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
