setup_id,pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,eligible_for_headline,headline_exclusion,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,h1_trend,trend_alignment,alert_bar_ts,alert_seq,bos_timestamp,bias,pd_alignment,pd_pct,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
T0037,NZDUSD,2025-02-05T08:00:00+00:00,2025-02-05T10:00:00+00:00,2025-02-05T14:00:00+00:00,London,bearish,BOS BOS,proximal,0.56905,0.57011,0.56792,,1.72,,tp1,0.56792,1.066,1.72,0.0,266.5,True,,1.093,-0.341,4,4,-1,153,discount,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-27T22:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bullish,against_trend,2025-02-05T07:00:00+00:00,1,2025-01-27T23:00:00+00:00,SHORT,counter,-35.0,fresh,Other,London,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0038,NZDUSD,2025-02-05T08:00:00+00:00,2025-02-05T10:00:00+00:00,2025-02-05T14:00:00+00:00,London,bearish,BOS BOS,50pct,0.56918,0.57011,0.56792,,2.377,,tp1,0.56792,1.355,2.377,0.0,338.75,True,,1.386,-0.249,4,4,-1,153,discount,4.0,1.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-27T22:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bullish,against_trend,2025-02-05T07:00:00+00:00,1,2025-01-27T23:00:00+00:00,SHORT,counter,-33.8,fresh,Other,London,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0039,NZDUSD,2025-02-06T16:00:00+00:00,2025-02-07T02:00:00+00:00,2025-02-07T08:00:00+00:00,NY,bearish,CHoCH CHoCH,proximal,0.5687,0.56992,0.56619,,3.06,,sl,0.5687,0.0,3.06,3.448,0.0,True,,1.059,-0.37,6,13,-1,15,discount,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-06T01:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,against_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T02:00:00+00:00,SHORT,counter,-38.1,fresh,Asia,Asia,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0040,NZDUSD,2025-02-06T16:00:00+00:00,2025-02-07T02:00:00+00:00,2025-02-07T08:00:00+00:00,NY,bearish,CHoCH CHoCH,50pct,0.56891,0.56992,0.56619,,4.459,,sl,0.56891,0.0,4.459,4.373,0.0,True,,1.487,-0.24,6,13,-1,15,discount,9.0,4.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-06T01:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,against_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T02:00:00+00:00,SHORT,counter,-36.2,fresh,Asia,Asia,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0041,NZDUSD,2025-02-06T16:00:00+00:00,2025-02-07T15:00:00+00:00,2025-02-07T17:00:00+00:00,NY,bullish,BOS BOS,proximal,0.56635,0.5647500000000001,0.56821,,1.55,,sl,0.5647500000000001,-1.0,-1.0,-1.0,-250.0,True,,0.923,-1.24,2,-1,-1,3,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-06T13:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bullish,with_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T15:00:00+00:00,LONG,aligned,-58.7,no_fvg,NY,NY,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0042,NZDUSD,2025-02-06T16:00:00+00:00,2025-02-07T15:00:00+00:00,2025-02-07T17:00:00+00:00,NY,bullish,BOS BOS,50pct,0.56595,0.5647500000000001,0.56821,,2.825,,sl,0.5647500000000001,-1.0,-1.0,-1.0,-250.0,True,,1.564,-1.32,2,-1,-1,3,discount,4.0,1.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-06T13:00:00+00:00,BOS,BOS,False,False,False,,,,,False,16,bullish,with_trend,2025-02-06T15:00:00+00:00,1,2025-02-06T15:00:00+00:00,LONG,aligned,-62.2,no_fvg,NY,NY,True,True,Both,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0043,NZDUSD,2025-02-07T16:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.56676,0.56921,0.56363,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-07T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,16,bearish,with_trend,2025-02-07T15:00:00+00:00,1,2025-02-07T15:00:00+00:00,SHORT,counter,-55.1,no_fvg,NY,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0044,NZDUSD,2025-02-07T16:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,0.56759,0.56921,0.56363,,3.246,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-07T14:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,False,16,bearish,with_trend,2025-02-07T15:00:00+00:00,1,2025-02-07T15:00:00+00:00,SHORT,counter,-47.8,no_fvg,NY,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0045,NZDUSD,2025-02-10T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,proximal,0.56802,0.56995,0.56564,,1.55,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,22,discount,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-07T08:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,with_trend,2025-02-10T06:00:00+00:00,1,2025-02-07T15:00:00+00:00,SHORT,counter,-44.0,fresh,London,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0046,NZDUSD,2025-02-10T07:00:00+00:00,,,London,bearish,CHoCH CHoCH,50pct,0.56859,0.56995,0.56564,,3.073,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,22,discount,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-07T08:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,7,bearish,with_trend,2025-02-10T06:00:00+00:00,1,2025-02-07T15:00:00+00:00,SHORT,counter,-39.0,fresh,London,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0047,NZDUSD,2025-02-12T09:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,London,bearish,BOS BOS,proximal,0.56504,0.56631,0.56363,,1.59,,sl,0.56631,-1.0,-1.0,-1.0,-250.0,True,,0.481,-1.03,0,-1,-1,2,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-02-12T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bearish,with_trend,2025-02-12T08:00:00+00:00,1,2025-02-12T08:00:00+00:00,SHORT,counter,-70.2,no_fvg,London,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0048,NZDUSD,2025-02-12T09:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-12T17:00:00+00:00,London,bearish,BOS BOS,50pct,0.56528,0.56631,0.56363,,2.619,,sl,0.56631,-1.0,-1.0,-1.0,-250.0,True,,0.826,-1.037,0,-1,-1,2,discount,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-02-12T07:00:00+00:00,BOS,BOS,False,False,False,,,,,False,9,bearish,with_trend,2025-02-12T08:00:00+00:00,1,2025-02-12T08:00:00+00:00,SHORT,counter,-68.1,no_fvg,London,NY,False,False,Neither,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0049,NZDUSD,2025-02-12T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,0.55797,0.55581,0.5607,,1.54,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,168,discount,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-03T14:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,against_trend,2025-02-12T14:00:00+00:00,1,2025-02-03T21:00:00+00:00,LONG,aligned,-132.3,fresh,NY,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0050,NZDUSD,2025-02-12T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,0.55729,0.55581,0.5607,,3.157,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,168,discount,7.0,3.0,0.0,1.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-03T14:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bearish,against_trend,2025-02-12T14:00:00+00:00,1,2025-02-03T21:00:00+00:00,LONG,aligned,-138.3,fresh,NY,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0051,NZDUSD,2025-02-14T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,0.56896,0.56774,0.57055,,1.94,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-14T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-02-14T08:00:00+00:00,1,2025-02-14T08:00:00+00:00,LONG,aligned,-35.8,fresh,Asia,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0052,NZDUSD,2025-02-14T09:00:00+00:00,,,London,bullish,BOS BOS,50pct,0.56875,0.56774,0.57055,,2.951,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,4,discount,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-14T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-02-14T08:00:00+00:00,1,2025-02-14T08:00:00+00:00,LONG,aligned,-37.6,fresh,Asia,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0053,NZDUSD,2025-02-18T14:00:00+00:00,2025-02-19T01:00:00+00:00,2025-02-19T02:00:00+00:00,NY,bullish,BOS BOS,proximal,0.56821,0.56703,0.56941,,1.52,,tp1,0.56941,1.017,1.52,7.534,254.25,True,,3.504,-0.188,1,1,-1,62,discount,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-13T23:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-02-18T13:00:00+00:00,1,2025-02-14T02:00:00+00:00,LONG,aligned,-42.4,fresh,Other,Asia,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0054,NZDUSD,2025-02-18T14:00:00+00:00,2025-02-19T01:00:00+00:00,2025-02-19T02:00:00+00:00,NY,bullish,BOS BOS,50pct,0.56802,0.56703,0.56941,,2.356,,tp1,0.56941,1.404,2.356,9.172,351.0,True,,4.368,-0.032,1,1,-1,62,discount,6.0,3.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-13T23:00:00+00:00,BOS,BOS,True,False,False,,,,,False,14,bullish,with_trend,2025-02-18T13:00:00+00:00,1,2025-02-14T02:00:00+00:00,LONG,aligned,-44.0,fresh,Other,Asia,False,True,Fill only,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0055,NZDUSD,2025-02-20T09:00:00+00:00,,,London,bullish,BOS BOS,proximal,0.57081,0.56933,0.57244,,1.51,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,10,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-19T23:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-02-20T08:00:00+00:00,1,2025-02-20T08:00:00+00:00,LONG,aligned,-19.5,fresh,Other,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0056,NZDUSD,2025-02-20T09:00:00+00:00,,,London,bullish,BOS BOS,50pct,0.57047,0.56933,0.57244,,2.662,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,10,discount,5.0,1.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-19T23:00:00+00:00,BOS,BOS,True,False,False,,,,,False,9,bullish,with_trend,2025-02-20T08:00:00+00:00,1,2025-02-20T08:00:00+00:00,LONG,aligned,-22.5,fresh,Other,London,False,False,never_filled,True,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0057,NZDUSD,2025-02-20T15:00:00+00:00,,,NY,bullish,BOS BOS,proximal,0.57153,0.56881,0.57508,,1.53,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,14,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-02-20T01:00:00+00:00,BOS,BOS,True,True,False,,,,,False,15,bullish,with_trend,2025-02-20T14:00:00+00:00,1,2025-02-20T08:00:00+00:00,LONG,aligned,-13.2,fresh,Asia,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0058,NZDUSD,2025-02-20T15:00:00+00:00,,,NY,bullish,BOS BOS,50pct,0.57057,0.56881,0.57508,,3.316,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,14,discount,7.0,1.0,1.0,2.0,2.0,1.0,"structure,sweep,fvg,freshness",False,h1_only,2025-02-20T01:00:00+00:00,BOS,BOS,True,True,False,,,,,False,15,bullish,with_trend,2025-02-20T14:00:00+00:00,1,2025-02-20T08:00:00+00:00,LONG,aligned,-21.6,fresh,Asia,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0059,NZDUSD,2025-02-27T14:00:00+00:00,,,NY,bearish,BOS BOS,proximal,0.56815,0.56963,0.56619,,1.82,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-27T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-02-27T13:00:00+00:00,1,2025-02-27T13:00:00+00:00,SHORT,counter,-42.9,no_fvg,London,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0060,NZDUSD,2025-02-27T14:00:00+00:00,,,NY,bearish,BOS BOS,50pct,0.56849,0.56963,0.56619,,3.108,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,2,discount,6.0,3.0,0.0,0.0,2.0,1.0,"structure,freshness",False,h1_only,2025-02-27T12:00:00+00:00,BOS,BOS,False,False,False,,,,,False,14,bearish,with_trend,2025-02-27T13:00:00+00:00,1,2025-02-27T13:00:00+00:00,SHORT,counter,-39.9,no_fvg,London,NY,True,False,never_filled,False,"Asian Range: 20:00-00:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0061,USDCHF,2025-02-03T08:00:00+00:00,2025-02-03T09:00:00+00:00,2025-02-03T12:00:00+00:00,London,bullish,BOS BOS,proximal,0.91625,0.9148700000000001,0.91883,0.92011,2.19,3.27,sl,0.9148700000000001,-1.0,-1.0,-1.0,-250.0,True,,1.014,-1.935,3,-1,-1,2,premium,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-02-03T06:00:00+00:00,BOS,BOS,False,False,False,,,,,False,8,bullish,with_trend,2025-02-03T07:00:00+00:00,1,2025-02-03T07:00:00+00:00,LONG,counter,707.5,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0062,USDCHF,2025-02-03T08:00:00+00:00,2025-02-03T12:00:00+00:00,2025-02-03T12:00:00+00:00,London,bullish,BOS BOS,50pct,0.91576,0.9148700000000001,0.91883,0.92011,4.449,6.304,sl,0.9148700000000001,-1.0,-1.0,-1.0,-250.0,True,,0.494,-2.449,0,-1,-1,2,premium,5.0,3.0,0.0,0.0,2.0,0.0,"structure,freshness",False,h1_only,2025-02-03T06:00:00+00:00,BOS,BOS,False,False,False,,,,,False,8,bullish,with_trend,2025-02-03T07:00:00+00:00,1,2025-02-03T07:00:00+00:00,LONG,counter,704.7,no_fvg,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0063,USDCHF,2025-02-04T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,proximal,0.91205,0.91352,0.90998,,1.63,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,9,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-04T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bearish,with_trend,2025-02-04T13:00:00+00:00,1,2025-02-04T08:00:00+00:00,SHORT,aligned,683.8,fresh,Asia,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0064,USDCHF,2025-02-04T14:00:00+00:00,,,NY,bearish,CHoCH CHoCH,50pct,0.91258,0.91352,0.90998,,3.514,,never_filled,,0.0,0.0,0.0,0.0,False,never_filled,0.0,0.0,0,-1,-1,9,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-04T05:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,14,bearish,with_trend,2025-02-04T13:00:00+00:00,1,2025-02-04T08:00:00+00:00,SHORT,aligned,686.8,fresh,Asia,NY,False,False,never_filled,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0065,USDCHF,2025-02-04T16:00:00+00:00,2025-02-05T07:00:00+00:00,2025-02-05T07:00:00+00:00,NY,bullish,BOS BOS,proximal,0.90364,0.90288,0.90461,0.906,1.73,4.21,sl,0.90288,-1.0,-1.0,-1.0,-250.0,True,,1.868,-1.04,0,-1,-1,106,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-29T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-02-04T15:00:00+00:00,1,2025-01-29T07:00:00+00:00,LONG,counter,636.3,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0066,USDCHF,2025-02-04T16:00:00+00:00,2025-02-05T07:00:00+00:00,2025-02-05T07:00:00+00:00,NY,bullish,BOS BOS,50pct,0.90346,0.90288,0.90461,0.906,3.026,6.684,sl,0.90288,-1.0,-1.0,-1.0,-250.0,True,,2.759,-1.052,0,-1,-1,106,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-29T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,16,bullish,with_trend,2025-02-04T15:00:00+00:00,1,2025-01-29T07:00:00+00:00,LONG,counter,635.3,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0067,USDCHF,2025-02-04T16:00:00+00:00,2025-02-05T09:00:00+00:00,2025-02-05T10:00:00+00:00,NY,bullish,CHoCH CHoCH,proximal,0.9021,0.90103,0.904,0.9044,2.18,2.64,sl,0.90103,-1.0,-1.0,-1.0,-250.0,True,,1.028,-1.262,1,-1,-1,138,premium,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-27T21:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,with_trend,2025-02-04T15:00:00+00:00,1,2025-01-27T23:00:00+00:00,LONG,counter,627.6,fresh,Other,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0068,USDCHF,2025-02-04T16:00:00+00:00,2025-02-05T10:00:00+00:00,2025-02-05T10:00:00+00:00,NY,bullish,CHoCH CHoCH,50pct,0.90177,0.90103,0.904,0.9044,4.13,4.87,sl,0.90103,-1.0,-1.0,-1.0,-250.0,True,,1.203,-1.378,0,-1,-1,138,premium,7.0,4.0,0.0,1.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-01-27T21:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,16,bullish,with_trend,2025-02-04T15:00:00+00:00,1,2025-01-27T23:00:00+00:00,LONG,counter,625.7,fresh,Other,London,False,False,Neither,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0069,USDCHF,2025-02-05T08:00:00+00:00,2025-02-06T09:00:00+00:00,2025-02-06T14:00:00+00:00,London,bearish,BOS BOS,proximal,0.90522,0.90614,0.90396,,1.75,,sl,0.90614,-1.0,-1.0,-1.0,-250.0,True,,1.565,-1.065,5,-1,-1,3,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-05T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2025-02-05T07:00:00+00:00,1,2025-02-05T07:00:00+00:00,SHORT,aligned,645.2,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0070,USDCHF,2025-02-05T08:00:00+00:00,2025-02-06T09:00:00+00:00,2025-02-06T11:00:00+00:00,London,bearish,BOS BOS,50pct,0.90548,0.90614,0.90396,,3.304,,sl,0.90548,0.0,-1.0,-1.0,0.0,True,,2.576,-0.182,2,-1,-1,3,premium,7.0,3.0,0.0,2.0,2.0,0.0,"structure,fvg,freshness",False,h1_only,2025-02-05T05:00:00+00:00,BOS,BOS,True,False,False,,,,,False,8,bearish,with_trend,2025-02-05T07:00:00+00:00,1,2025-02-05T07:00:00+00:00,SHORT,aligned,646.7,fresh,Asia,London,False,True,Fill only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0071,USDCHF,2025-02-12T15:00:00+00:00,2025-02-12T17:00:00+00:00,2025-02-13T03:00:00+00:00,NY,bullish,BOS BOS,proximal,0.91163,0.90983,0.91405,,1.51,,sl,0.91163,0.0,-1.0,-1.0,0.0,True,,1.333,-0.194,10,-1,-1,6,premium,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-12T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-02-12T14:00:00+00:00,1,2025-02-12T13:00:00+00:00,LONG,counter,681.4,fresh,London,NY,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0072,USDCHF,2025-02-12T15:00:00+00:00,2025-02-13T05:00:00+00:00,2025-02-13T07:00:00+00:00,NY,bullish,BOS BOS,50pct,0.91093,0.90983,0.91405,,3.467,,sl,0.90983,-1.0,-1.0,-1.0,-250.0,True,,0.536,-1.982,2,-1,-1,6,premium,6.0,1.0,0.0,2.0,2.0,1.0,"structure,fvg,freshness",False,h1_only,2025-02-12T09:00:00+00:00,BOS,BOS,True,False,False,,,,,False,15,bullish,with_trend,2025-02-12T14:00:00+00:00,1,2025-02-12T13:00:00+00:00,LONG,counter,677.5,fresh,London,Asia,True,False,OB only,False,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
T0073,USDCHF,2025-02-13T11:00:00+00:00,2025-02-13T13:00:00+00:00,2025-02-13T15:00:00+00:00,London,bullish,BOS BOS,proximal,0.90655,0.90518,0.90894,,2.04,,sl,0.90655,0.0,-1.0,-1.0,0.0,True,,1.438,-1.387,2,-1,-1,98,premium,4.0,1.0,1.0,0.0,1.0,1.0,"structure,sweep,freshness",False,h1_only,2025-02-07T08:00:00+00:00,BOS,BOS,False,True,False,,,,,False,11,bullish,with_trend,2025-02-13T10:00:00+00:00,1,2025-02-07T12:00:00+00:00,LONG,counter,652.7,stale,London,NY,True,True,Both,True,"London Open: 02:00-05:00 America/New_York, New York (forex): 07:00-10:00 America/New_York, London Close: 10:00-12:00 America/New_York"
