pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,alert_bar_ts,alert_seq,bos_timestamp,bias,fvg_state,ob_session,fill_session,ob_in_killzone,fill_in_killzone,killzone_alignment,killzone_blocked,killzone_windows
EURUSD,2026-05-12T00:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,proximal,1.17952,1.18034,1.17827,1.17772,2.03,2.92,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,387,premium,6.0,4.0,0.0,2.0,0.0,0.0,"structure,fvg",False,h1_only,2026-04-17T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,True,0,2026-05-11T23:00:00+00:00,1,2026-04-17T20:00:00+00:00,SHORT,fresh,London,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-12T00:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,50pct,1.17973,1.18034,1.17827,1.17772,3.561,4.902,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,387,premium,6.0,4.0,0.0,2.0,0.0,0.0,"structure,fvg",False,h1_only,2026-04-17T10:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,True,0,2026-05-11T23:00:00+00:00,1,2026-04-17T20:00:00+00:00,SHORT,fresh,London,Asia,False,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T03:00:00+00:00,2026-05-13T05:00:00+00:00,2026-05-14T13:00:00+00:00,Asia,bearish,CHoCH CHoCH,proximal,1.17398,1.17576,1.17,1.16986,2.52,2.61,tp2,1.16986,2.315,2.52,2.61,578.75,2.85,-0.003,32,32,32,15,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-05-12T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,3,2026-05-13T02:00:00+00:00,1,2026-05-12T13:00:00+00:00,SHORT,fresh,London,Asia,True,False,OB only,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T03:00:00+00:00,,,Asia,bearish,CHoCH CHoCH,50pct,1.17467,1.17576,1.17,1.16986,5.247,5.404,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,15,premium,3.0,3.0,0.0,0.0,0.0,0.0,structure,False,h1_only,2026-05-12T12:00:00+00:00,CHoCH,CHoCH,False,False,False,,,,,True,3,2026-05-13T02:00:00+00:00,1,2026-05-12T13:00:00+00:00,SHORT,fresh,London,Asia,True,False,never_filled,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T04:00:00+00:00,2026-05-13T06:00:00+00:00,2026-05-13T07:00:00+00:00,Asia,bullish,BOS BOS,proximal,1.17275,1.1715200000000001,1.17467,1.17495,1.88,2.15,sl,1.1715200000000001,-1.0,-1.0,-1.0,-250.0,0.78,-1.344,1,-1,-1,121,premium,4.0,3.0,0.0,1.0,0.0,0.0,"structure,fvg",False,h1_only,2026-05-06T02:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,2026-05-13T03:00:00+00:00,1,2026-05-06T04:00:00+00:00,LONG,fresh,Asia,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T04:00:00+00:00,2026-05-13T06:00:00+00:00,2026-05-13T07:00:00+00:00,Asia,bullish,BOS BOS,50pct,1.17233,1.1715200000000001,1.17467,1.17495,3.836,4.295,sl,1.1715200000000001,-1.0,-1.0,-1.0,-250.0,1.702,-1.522,1,-1,-1,121,premium,4.0,3.0,0.0,1.0,0.0,0.0,"structure,fvg",False,h1_only,2026-05-06T02:00:00+00:00,BOS,BOS,True,False,False,,,,,False,4,2026-05-13T03:00:00+00:00,1,2026-05-06T04:00:00+00:00,LONG,fresh,Asia,Asia,False,False,Neither,True,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T07:00:00+00:00,,,London,bearish,BOS BOS,proximal,1.17357,1.17452,1.17233,1.17206,1.65,2.01,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,7,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-05-13T00:00:00+00:00,BOS,BOS,False,False,False,,,,,False,7,2026-05-13T06:00:00+00:00,1,2026-05-13T06:00:00+00:00,SHORT,stale,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T07:00:00+00:00,,,London,bearish,BOS BOS,50pct,1.17385,1.17452,1.17233,1.17206,3.234,3.809,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,7,premium,4.0,3.0,0.0,0.0,1.0,0.0,"structure,freshness",False,h1_only,2026-05-13T00:00:00+00:00,BOS,BOS,False,False,False,,,,,False,7,2026-05-13T06:00:00+00:00,1,2026-05-13T06:00:00+00:00,SHORT,stale,Asia,London,False,False,never_filled,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T08:00:00+00:00,2026-05-13T09:00:00+00:00,2026-05-14T12:00:00+00:00,London,bullish,CHoCH CHoCH,proximal,1.17014,1.16851,1.17247,,1.63,,sl,1.17014,0.0,1.63,0.0,0.0,1.43,-0.085,27,21,-1,130,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-05-05T21:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,2026-05-13T07:00:00+00:00,1,2026-05-05T23:00:00+00:00,LONG,fresh,Other,London,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
EURUSD,2026-05-13T08:00:00+00:00,2026-05-14T13:00:00+00:00,2026-05-14T14:00:00+00:00,London,bullish,CHoCH CHoCH,50pct,1.16952,1.16851,1.17247,,3.642,,sl,1.16851,-1.0,-1.0,-1.0,-250.0,0.747,-1.148,1,-1,-1,130,premium,7.0,4.0,0.0,2.0,1.0,0.0,"structure,fvg,freshness",False,h1_only,2026-05-05T21:00:00+00:00,CHoCH,CHoCH,True,False,False,,,,,False,8,2026-05-13T07:00:00+00:00,1,2026-05-05T23:00:00+00:00,LONG,fresh,Other,NY,False,True,Fill only,False,"07:00-10:00 UTC, 12:00-17:00 UTC"
