pair,alert_ts,fill_ts,exit_ts,session,direction,event,entry_zone,entry,sl_initial,tp1,tp2,tp1_rr,tp2_rr,exit_reason,exit_price,r_realised,r_if_exit_tp1,r_if_exit_tp2,pnl_usd,mfe_r,mae_r,bars_to_exit,bars_to_tp1,bars_to_tp2,ob_age_h1_bars,pd_zone,score,structure_pts,sweep_pts,fvg_pts,freshness_pts,killzone_pts,confluences_present,sl_collision,model,ob_timestamp,bos_tag,bos_tier,fvg_present,sweep_present,news_blocked,news_event_title,news_event_currency,news_event_source,news_event_ts,ist_blocked,alert_utc_hour,bias
NAS100,2026-05-11T15:00:00+00:00,2026-05-12T01:00:00+00:00,2026-05-12T01:00:00+00:00,NY,bullish,Major BOS,50pct,29306.25,29257.25,29554.0,29640.75,5.056,6.827,sl,29257.25,-1.0,-1.0,-1.0,-250.0,1.75,-1.617,0,-1,-1,3,premium,3.0,1.0,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-11T12:00:00+00:00,BOS,Major,False,False,False,,,,,False,15,LONG
NAS100,2026-05-14T15:00:00+00:00,2026-05-15T01:00:00+00:00,2026-05-15T04:00:00+00:00,NY,bullish,Major BOS,proximal,29575.0,29474.5,29782.0,,2.06,,sl,29474.5,-1.0,-1.0,-1.0,-250.0,1.159,-1.286,3,-1,-1,3,premium,3.0,1.0,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-14T12:00:00+00:00,BOS,Major,False,False,False,,,,,False,15,LONG
NAS100,2026-05-14T15:00:00+00:00,2026-05-15T01:00:00+00:00,2026-05-15T04:00:00+00:00,NY,bullish,Major BOS,50pct,29525.75,29474.5,29782.0,,5.0,,sl,29474.5,-1.0,-1.0,-1.0,-250.0,3.234,-1.561,3,-1,-1,3,premium,3.0,1.0,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-14T12:00:00+00:00,BOS,Major,False,False,False,,,,,False,15,LONG
NAS100,2026-05-20T14:00:00+00:00,2026-05-20T14:00:00+00:00,2026-05-20T14:00:00+00:00,NY,bullish,Minor BOS,proximal,29129.0,29061.5,29296.0,29395.5,2.47,3.95,sl,29061.5,-1.0,-1.0,-1.0,-250.0,2.23,-1.785,0,-1,-1,3,equilibrium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-20T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,LONG
NAS100,2026-05-20T14:00:00+00:00,2026-05-20T14:00:00+00:00,2026-05-20T14:00:00+00:00,NY,bullish,Minor BOS,50pct,29096.25,29061.5,29296.0,29395.5,5.748,8.612,sl,29061.5,-1.0,-1.0,-1.0,-250.0,5.273,-2.525,0,-1,-1,3,equilibrium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-20T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,LONG
NAS100,2026-05-20T17:00:00+00:00,2026-05-20T17:00:00+00:00,2026-05-20T22:00:00+00:00,NY,bullish,Minor BOS,proximal,29337.5,29208.0,29554.0,29640.75,1.67,2.34,sl,29208.0,-1.0,-1.0,-1.0,-250.0,0.463,-1.734,4,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-20T16:00:00+00:00,BOS,Minor,False,False,False,,,,,False,17,LONG
NAS100,2026-05-20T17:00:00+00:00,2026-05-20T17:00:00+00:00,2026-05-20T22:00:00+00:00,NY,bullish,Minor BOS,50pct,29273.75,29208.0,29554.0,29640.75,4.262,5.582,sl,29208.0,-1.0,-1.0,-1.0,-250.0,1.882,-2.445,4,-1,-1,1,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-20T16:00:00+00:00,BOS,Minor,False,False,False,,,,,False,17,LONG
GOLD,2026-05-04T16:00:00+00:00,2026-05-05T09:00:00+00:00,2026-05-05T13:00:00+00:00,NY,bearish,Minor BOS,proximal,4570.4,4590.9,4536.2,4535.4,1.67,1.71,sl,4590.9,-1.0,-1.0,-1.0,-250.0,0.995,-1.259,4,-1,-1,4,equilibrium,7.2,1.5,2.5,1.2,1.5,0.5,"structure,sweep,fvg,freshness,killzone",False,h1_only,2026-05-04T12:00:00+00:00,BOS,Minor,True,True,False,,,,,False,16,SHORT
GOLD,2026-05-04T16:00:00+00:00,2026-05-05T12:00:00+00:00,2026-05-05T13:00:00+00:00,NY,bearish,Minor BOS,50pct,4580.4,4590.9,4536.2,4535.4,4.21,4.286,sl,4590.9,-1.0,-1.0,-1.0,-250.0,1.543,-1.505,1,-1,-1,4,equilibrium,7.2,1.5,2.5,1.2,1.5,0.5,"structure,sweep,fvg,freshness,killzone",False,h1_only,2026-05-04T12:00:00+00:00,BOS,Minor,True,True,False,,,,,False,16,SHORT
GOLD,2026-05-12T14:00:00+00:00,2026-05-12T14:00:00+00:00,2026-05-12T18:00:00+00:00,NY,bearish,Minor BOS,proximal,4694.7,4717.7,4655.1,4645.2,1.72,2.15,sl,4694.7,0.0,1.72,0.0,0.0,2.152,-0.47,4,1,-1,3,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-12T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,SHORT
GOLD,2026-05-12T14:00:00+00:00,2026-05-12T19:00:00+00:00,2026-05-12T19:00:00+00:00,NY,bearish,Minor BOS,50pct,4705.95,4717.7,4655.1,4645.2,4.328,5.17,sl,4717.7,-1.0,-1.0,-1.0,-250.0,0.2,-1.477,0,-1,-1,3,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-12T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,14,SHORT
GOLD,2026-05-13T13:00:00+00:00,2026-05-13T13:00:00+00:00,2026-05-13T16:00:00+00:00,NY,bearish,Minor BOS,proximal,4698.6,4714.4,4673.2,4672.2,1.61,1.67,sl,4714.4,-1.0,-1.0,-1.0,-250.0,1.43,-1.222,3,-1,-1,2,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-13T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT
GOLD,2026-05-13T13:00:00+00:00,2026-05-13T15:00:00+00:00,2026-05-13T16:00:00+00:00,NY,bearish,Minor BOS,50pct,4706.25,4714.4,4673.2,4672.2,4.055,4.178,sl,4714.4,-1.0,-1.0,-1.0,-250.0,2.485,-1.429,1,-1,-1,2,premium,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-13T11:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT
GOLD,2026-05-14T19:00:00+00:00,,,NY,bearish,Minor BOS,proximal,4683.0,4696.3,4655.1,4645.2,2.1,2.84,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-05-14T15:00:00+00:00,BOS,Minor,True,False,False,,,,,True,19,SHORT
GOLD,2026-05-14T19:00:00+00:00,,,NY,bearish,Minor BOS,50pct,4689.4,4696.3,4655.1,4645.2,4.971,6.406,never_filled,,0.0,0.0,0.0,0.0,0.0,0.0,0,-1,-1,4,premium,4.2,1.5,0.0,1.2,1.5,0.0,"structure,fvg,freshness",False,h1_only,2026-05-14T15:00:00+00:00,BOS,Minor,True,False,False,,,,,True,19,SHORT
GOLD,2026-05-19T13:00:00+00:00,2026-05-19T13:00:00+00:00,2026-05-19T13:00:00+00:00,NY,bearish,Minor BOS,proximal,4530.3,4551.4,4488.3,4483.5,1.99,2.22,tp2,4483.5,2.218,1.99,2.22,554.5,2.995,-0.507,0,0,0,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-19T12:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT
GOLD,2026-05-19T13:00:00+00:00,2026-05-19T13:00:00+00:00,2026-05-19T13:00:00+00:00,NY,bearish,Minor BOS,50pct,4540.6,4551.4,4488.3,4483.5,4.843,5.287,tp2,4483.5,5.287,4.843,5.287,1321.75,6.806,-0.037,0,0,0,1,discount,3.5,1.5,0.0,0.0,1.5,0.5,"structure,freshness,killzone",False,h1_only,2026-05-19T12:00:00+00:00,BOS,Minor,False,False,False,,,,,False,13,SHORT
