knob,grid_value,baseline,grid_mode,pair,n_swings,n_obs,n_choch,n_bos,n_alerts_total,n_alerts_simulated,n_trades_filled,sum_r_realised,sum_pnl_usd,win_rate,expectancy_r,avg_logged_score,recon_ok
MIN_LEG_ATR_MULT,1.0,False,absolute,EURUSD,190,28,37,68,75,36,26,-12.268,-3067.0,0.2,-0.4718,6.171,True
MIN_LEG_ATR_MULT,1.5,True,absolute,EURUSD,176,26,40,68,70,34,25,-11.268,-2817.0,0.2083,-0.4507,6.121,True
MIN_LEG_ATR_MULT,2.0,False,absolute,EURUSD,155,23,31,60,65,28,19,-7.942,-1985.5,0.2222,-0.418,6.185,True
MIN_LEG_ATR_MULT,2.5,False,absolute,EURUSD,134,24,27,56,61,26,20,-8.942,-2235.5,0.2105,-0.4471,6.08,True
MIN_LEG_ATR_MULT,1.0,False,absolute,USDJPY,212,22,34,67,43,28,14,2.471,617.75,0.4286,0.1765,5.405,True
MIN_LEG_ATR_MULT,1.5,True,absolute,USDJPY,199,18,30,63,36,23,9,2.593,648.25,0.4444,0.2881,5.567,True
MIN_LEG_ATR_MULT,2.0,False,absolute,USDJPY,176,18,32,62,56,23,12,3.154,788.5,0.4545,0.2628,5.521,True
MIN_LEG_ATR_MULT,2.5,False,absolute,USDJPY,151,17,28,59,50,22,13,3.154,788.5,0.4545,0.2426,5.528,True
MIN_LEG_ATR_MULT,1.0,False,absolute,NZDUSD,211,23,29,55,78,25,14,1.619,404.75,0.4615,0.1156,6.0,True
MIN_LEG_ATR_MULT,1.5,True,absolute,NZDUSD,192,23,28,50,77,24,14,1.619,404.75,0.4615,0.1156,6.0,True
MIN_LEG_ATR_MULT,2.0,False,absolute,NZDUSD,161,22,27,47,67,23,13,2.619,654.75,0.5,0.2015,6.053,True
MIN_LEG_ATR_MULT,2.5,False,absolute,NZDUSD,134,16,25,43,67,20,10,0.571,142.75,0.4444,0.0571,6.643,True
MIN_LEG_ATR_MULT,1.0,False,absolute,USDCHF,205,28,39,64,80,34,17,1.088,272.0,0.4286,0.064,6.219,True
MIN_LEG_ATR_MULT,1.5,True,absolute,USDCHF,183,26,34,59,79,31,15,-2.504,-626.0,0.3077,-0.1669,6.069,True
MIN_LEG_ATR_MULT,2.0,False,absolute,USDCHF,159,24,35,52,76,29,12,0.496,124.0,0.4,0.0413,6.185,True
MIN_LEG_ATR_MULT,2.5,False,absolute,USDCHF,137,23,30,51,71,28,13,-1.504,-376.0,0.3333,-0.1157,6.32,True
MIN_LEG_ATR_MULT,1.0,False,absolute,NAS100,194,27,38,63,84,33,22,-6.661,-1665.25,0.25,-0.3028,5.911,True
MIN_LEG_ATR_MULT,1.5,True,absolute,NAS100,184,27,37,66,93,33,23,-9.305,-2326.25,0.2,-0.4046,5.914,True
MIN_LEG_ATR_MULT,2.0,False,absolute,NAS100,157,26,40,56,78,30,20,-9.828,-2457.0,0.1667,-0.4914,5.785,True
MIN_LEG_ATR_MULT,2.5,False,absolute,NAS100,132,21,37,54,74,27,19,-11.518,-2879.5,0.1667,-0.6062,5.828,True
MIN_LEG_ATR_MULT,1.0,False,absolute,GOLD,199,30,29,63,106,35,15,1.082,270.5,0.2727,0.0721,6.173,True
MIN_LEG_ATR_MULT,1.5,True,absolute,GOLD,181,28,31,62,135,34,16,2.167,541.75,0.3333,0.1354,6.055,True
MIN_LEG_ATR_MULT,2.0,False,absolute,GOLD,151,24,26,54,147,30,14,1.02,255.0,0.2727,0.0729,6.308,True
MIN_LEG_ATR_MULT,2.5,False,absolute,GOLD,134,25,21,47,143,28,15,1.02,255.0,0.2727,0.068,6.375,True
